符合條件商品
資料日期：2021年 10月 29日
策略,	每日資料（大戶）
序號,	代碼,	商品,	成交,	漲幅%,	總量,	大戶持股比例
執行時間：2021-10-31 18:49 符合檔數(1740)
993	,4716.TW,大立,14.5,0,168,33.01
994	,4720.TW,德淵,15,1.01,254,49.7
995	,4721.TW,美琪瑪,170.5,10,22837,34.68
996	,4722.TW,國精化,41.1,0.37,1519,32.49
997	,4726.TW,永昕,34.8,-1.97,292,39.37
998	,4728.TW,雙美,80.9,0,20,60.66
999	,4729.TW,熒茂,11.75,0.43,13,48.85
1000	,4735.TW,豪展,57.5,0.52,55,22.11
1001	,4736.TW,泰博,174.5,0.58,192,42.5
1002	,4737.TW,華廣,67.8,0,9,49.36
1003	,4739.TW,康普,171.5,9.94,34542,39.37
1004	,4741.TW,泓瀚,26.05,-0.38,9,46.58
1005	,4743.TW,合一,262,-2.78,2043,52.37
1006	,4744.TW,皇將,25.05,-0.6,102,38.78
1007	,4745.TW,合富-KY,24.65,0,46,47.67
1008	,4746.TW,台耀,59.2,-2.47,1587,25.14
1009	,4747.TW,強生,35.7,-0.28,9,33.22
1010	,4754.TW,國碳科,35.75,-1.24,40,29.01
1011	,4755.TW,三福化,69.5,0.43,112,75.19
1012	,4760.TW,勤凱,100,-0.99,116,34.05
1013	,4763.TW,材料-KY,99.9,0.91,107,69.41
1014	,4764.TW,雙鍵,59.5,2.94,42,71.25
1015	,4766.TW,南寶,139,1.09,37,73.86
1016	,4767.TW,誠泰科技,27.35,-0.55,12,47.55
1017	,4803.TW,VHQ-KY,12,-4,18,48.91
1018	,4804.TW,大略-KY,8.69,-0.69,57,52.17
1019	,4806.TW,昇華,9.9,0,6,52.81
1020	,4807.TW,日成-KY,26.8,-0.92,96,60.26
1021	,4903.TW,聯光通,10,1.52,21,10.77
1022	,4904.TW,遠傳,61.2,-0.65,7158,88.28
1023	,4905.TW,台聯電,50.8,-0.2,2,65.92
1024	,4906.TW,正文,27.4,-2.49,5040,17.77
1025	,4907.TW,富宇,24.85,-0.4,17,85.11
1026	,4908.TW,前鼎,30.7,0.33,476,39.07
1027	,4909.TW,新復興,22.5,-1.1,262,34.23
1028	,4911.TW,德英,27.8,-1.07,24,45.98
1029	,4912.TW,聯德控股-KY,148.5,-1.66,175,41.24
1030	,4915.TW,致伸,51.5,1.38,13515,62.26
1031	,4916.TW,事欣科,26.05,2.76,1747,33.89
1032	,4919.TW,新唐,128,-0.78,12271,65.5
1033	,4924.TW,欣厚-KY,13.9,0.36,1,54.46
1034	,4927.TW,泰鼎-KY,78,4.84,5718,53.12
1035	,4930.TW,燦星網,22.8,-0.87,167,55.96
1036	,4931.TW,新盛力,19.55,3.71,382,54.2
1037	,4933.TW,友輝,32.75,0,57,60.71
1038	,4934.TW,太極,37.3,3.04,13051,29.5
1039	,4935.TW,茂林-KY,80.5,1.39,422,45.98
1040	,4938.TW,和碩,68,0.15,4584,65.17
1041	,4939.TW,亞電,20.65,0.73,103,13.29
1042	,4942.TW,嘉彰,46.55,-1.06,391,52.97
1043	,4943.TW,康控-KY,56.6,-0.53,153,44.97
1044	,4944.TW,兆遠,20.2,0,99,61.73
1045	,4945.TW,陞達科技,58.2,-2.35,99,48.7
1046	,4946.TW,辣椒,30.7,1.82,42,24.67
1047	,4950.TW,牧東,16.2,4.52,330,28.23
1048	,4952.TW,凌通,65.6,-0.15,812,51.55
1049	,4953.TW,緯軟,84.8,-1.17,151,39.28
1050	,4956.TW,光鋐,23.35,0.86,555,23.73
1051	,4958.TW,臻鼎-KY,96,-1.54,2413,70.17
1052	,4960.TW,誠美材,11.9,0.85,9800,31.26
1053	,4961.TW,天鈺,213,-1.62,10669,40.82
1054	,4966.TW,譜瑞-KY,1785,0.28,728,35.61
1055	,4967.TW,十銓,44.2,-1.67,2032,8.99
1056	,4968.TW,立積,288,-10,3544,17
1057	,4971.TW,IET-KY,75.7,-0.26,840,6.77
1058	,4972.TW,湯石照明,31.05,0.65,33,35.69
1059	,4973.TW,廣穎,23.55,1.07,116,24.84
1060	,4974.TW,亞泰,55.8,0.36,197,42.57
1061	,4976.TW,佳凌,67.4,-2.74,3867,25.28
1062	,4977.TW,眾達-KY,84.3,-0.82,123,40.77
1063	,4979.TW,華星光,17.6,-1.68,197,32.72
1064	,4987.TW,科誠,51,0.39,35,31.89
1065	,4989.TW,榮科,42,2.94,1342,69.48
1066	,4991.TW,環宇-KY,48.7,0.83,90,44.83
1067	,4994.TW,傳奇,54,0.93,9,79.59
1068	,4995.TW,晶達,34.05,-0.44,4,51.35
1069	,4999.TW,鑫禾,42.2,-0.59,105,30.37
1070	,5007.TW,三星,58.8,0,714,81.01
1071	,5009.TW,榮剛,21.2,-1.4,3508,40.55
1072	,5011.TW,久陽,30.6,9.87,3217,31.31
1073	,5013.TW,強新,35.9,0.28,16,77.67
1074	,5014.TW,建錩,21.15,-1.4,2032,23.04
1075	,5015.TW,華祺,34.8,0.43,67,43.56
1076	,5016.TW,松和,37.45,0.54,35,58.46
1077	,5102.TW,富強,19.7,0.51,27,81.94
1078	,5201.TW,凱衛,26.25,1.16,30,32.24
1079	,5202.TW,力新,21.6,0.7,104,61.39
1080	,5203.TW,訊連,90.5,1.57,121,46.24
1081	,5205.TW,中茂,12.05,0,0,52.7
1082	,5206.TW,坤悅,16.7,0,31,78.5
1083	,5209.TW,新鼎,65.2,0,17,54.44
1084	,5210.TW,寶碩,21.5,1.9,609,37.34
1085	,5211.TW,蒙恬,22.45,7.67,1377,34.24
1086	,5212.TW,凌網,47.3,-4.54,6,67.81
1087	,5213.TW,亞昕,21,0,186,80.86
1088	,5215.TW,科嘉-KY,73.4,0.55,74,48.17
1089	,5220.TW,萬達光電,36.85,-0.81,34,24.26
1090	,5222.TW,全訊,178.5,-5.56,3665,20.87
1091	,5223.TW,安力-KY,48.05,3,133,53.28
1092	,5225.TW,東科-KY,19.55,0,63,62.16
1093	,5227.TW,立凱-KY,45.95,7.49,11719,21.86
1094	,5230.TW,雷笛克光學,28.65,0.35,27,19.43
1095	,5234.TW,達興材料,91.9,-0.22,144,64.99
1096	,5236.TW,凌陽創新,130.5,-2.97,396,64.5
1097	,5243.TW,乙盛-KY,66.7,0.76,3711,52.9
1098	,5245.TW,智晶,46.35,0,41,49.84
1099	,5251.TW,天鉞電,13.9,-0.36,7,41.75
1100	,5258.TW,虹堡,35,6.54,22231,37.85
1101	,5263.TW,智崴,126.5,5.42,387,45.84
1102	,5269.TW,祥碩,1625,-1.52,760,64.93
1103	,5272.TW,笙科,35.9,-1.24,1510,21.81
1104	,5274.TW,信驊,2770,-2.46,234,24.68
1105	,5276.TW,達輝-KY,16.95,1.5,3,85.3
1106	,5278.TW,尚凡,182,0.83,6,22.34
1107	,5281.TW,大峽谷-KY,20.65,0,8,55.05
1108	,5283.TW,禾聯碩,117,0.86,183,57.67
1109	,5284.TW,jpp-KY,44.55,0.11,6,59.65
1110	,5285.TW,界霖,122,3.83,16741,56.81
1111	,5287.TW,數字,253,-0.39,19,56.27
1112	,5288.TW,豐祥-KY,155.5,0.32,43,71.37
1113	,5289.TW,宜鼎,191.5,-0.52,104,41.2
1114	,5291.TW,邑昇,33.95,-0.29,126,19.83
1115	,5299.TW,杰力,191.5,1.06,3088,29.4
1116	,5301.TW,寶得利,9,0.11,12,77.79
1117	,5302.TW,太欣,12.95,9.75,1358,48.72
1118	,5306.TW,桂盟,202,-1.94,120,71.49
1119	,5309.TW,系統電,37.1,3.92,8506,19.44
1120	,5310.TW,天剛,14.2,-1.39,20,60.22
1121	,5312.TW,寶島科,57.9,0,16,56.22
1122	,5314.TW,世紀,5.01,-4.57,2,47.09
1123	,5315.TW,光聯,15.7,0.64,227,18.53
1124	,5321.TW,美而快,126,-0.4,313,53.12
1125	,5324.TW,士開,9.4,0.11,74,69.74
1126	,5328.TW,華容,15.4,-0.32,866,38.69
1127	,5340.TW,建榮,41.3,4.03,900,58.5
1128	,5344.TW,立衛,18.3,9.91,719,76.4
1129	,5345.TW,天揚,5.85,0,0,48.4
1130	,5347.TW,世界,144.5,1.05,12079,84.93
1131	,5348.TW,系通,7.89,2.2,2,45.13
1132	,5351.TW,鈺創,59.4,10,77777,26.02
1133	,5353.TW,台林,20.2,-2.88,1830,41.76
1134	,5355.TW,佳總,6.76,-0.29,253,46.8
1135	,5356.TW,協益,26.15,-0.19,59,28.23
1136	,5364.TW,力麗店,19.25,1.58,14,67.1
1137	,5371.TW,中光電,57.4,4.17,4881,59.04
1138	,5381.TW,合正,6.36,0.16,107,52.06
1139	,5383.TW,金利,27.5,0,66,57.18
1140	,5386.TW,青雲,46,2,508,27.48
1141	,5388.TW,中磊,63.7,-0.93,428,47.51
1142	,5392.TW,能率,25.75,0.19,291,33.61
1143	,5398.TW,慕康生醫,20.1,0.5,13,47.71
1144	,5403.TW,中菲,63.5,-0.16,45,27.26
1145	,5410.TW,國眾,22.55,0.45,87,22.94
1146	,5425.TW,台半,81.2,1.75,43054,38.79
1147	,5426.TW,振發,14.2,4.03,9053,56.07
1148	,5432.TW,新門,28,1.08,12,81.06
1149	,5434.TW,崇越,138,-0.72,596,36.73
1150	,5438.TW,東友,17,0,140,79.54
1151	,5439.TW,高技,63.8,1.43,768,30.81
1152	,5443.TW,均豪,32.5,0.46,428,35.58
1153	,5450.TW,南良,16.25,0,26,78.26
1154	,5452.TW,佶優,21.7,-1.59,2687,46.04
1155	,5455.TW,昇益,29.35,6.15,4,91.65
1156	,5457.TW,宣德,84.8,1.44,2151,63.42
1157	,5464.TW,霖宏,23.9,1.06,236,48.66
1158	,5465.TW,富驊,14.65,-0.34,17,73.12
1159	,5468.TW,凱鈺,18.2,2.82,362,44.22
1160	,5469.TW,瀚宇博,41.7,0.6,1186,63.55
1161	,5471.TW,松翰,85.8,0,1093,25.75
1162	,5474.TW,聰泰,117.5,-1.67,180,55.12
1163	,5475.TW,德宏,30.35,5.2,10773,13.1
1164	,5478.TW,智冠,89.4,-0.56,112,58.94
1165	,5481.TW,新華,13.1,-0.38,285,46.44
1166	,5483.TW,中美晶,189.5,3.55,10875,59.22
1167	,5487.TW,通泰,35.55,-3.79,11,35.43
1168	,5488.TW,松普,7.9,-0.25,49,33.22
1169	,5489.TW,彩富,36.5,0,8,80.01
1170	,5490.TW,同亨,25.25,-0.39,77,23.79
1171	,5493.TW,三聯,43.15,0.12,12,42.1
1172	,5498.TW,凱崴,14.8,-0.34,330,43.06
1173	,5508.TW,永信建,59.9,-0.17,86,77.59
1174	,5511.TW,德昌,29,0,11,60.84
1175	,5512.TW,力麒,9.16,-0.43,363,55.48
1176	,5514.TW,三豐,21.8,0.69,3,87.61
1177	,5515.TW,建國,13.1,-0.76,100,52.35
1178	,5516.TW,雙喜,15.15,-0.98,189,59.82
1179	,5519.TW,隆大,20.25,-0.98,396,46.82
1180	,5520.TW,力泰,50.8,-0.39,1,75.1
1181	,5521.TW,工信,8.58,-0.81,586,51.33
1182	,5522.TW,遠雄,67.2,-1.18,670,86.55
1183	,5523.TW,豐謙,29,0.52,21,78.66
1184	,5525.TW,順天,27.9,0,49,80.41
1185	,5529.TW,鉅陞,17.25,0.58,62,60.36
1186	,5530.TW,龍巖,45,-0.55,226,78.67
1187	,5531.TW,鄉林,11.1,0,569,83.43
1188	,5533.TW,皇鼎,18.9,-0.26,141,78.03
1189	,5534.TW,長虹,73.8,0.27,377,64.2
1190	,5536.TW,聖暉,185.5,0,28,18.75
1191	,5538.TW,東明-KY,45.3,-0.33,229,92.27
1192	,5543.TW,桓鼎-KY,68.1,-0.44,41,41.11
1193	,5546.TW,永固-KY,63.3,0.48,75,71.49
1194	,5601.TW,台聯櫃,30.95,-1.43,9,44.69
1195	,5603.TW,陸海,31.3,3.3,928,51.89
1196	,5604.TW,中連貨,76.8,0.52,33,56.73
1197	,5607.TW,遠雄港,50.5,1,1235,66.11
1198	,5608.TW,四維航,40.8,1.49,14301,32.11
1199	,5609.TW,中菲行,86.1,0.94,1724,40.31
1200	,5701.TW,劍湖山,3.2,-0.62,213,31.61
1201	,5703.TW,亞都,23.65,0.21,0,89.64
1202	,5704.TW,老爺知,30.5,1.16,32,78.47
1203	,5706.TW,鳳凰,42.75,-2.17,348,33.04
1204	,5820.TW,日盛金,13,0.39,5761,93.45
1205	,5864.TW,致和證,14.85,1.37,114,64.05
1206	,5871.TW,中租-KY,266,-0.93,5161,77.31
1207	,5876.TW,上海商銀,44,-0.9,3733,80.46
1208	,5878.TW,台名,47,0,8,61.41
1209	,5880.TW,合庫金,22.6,-0.66,10530,70.5
1210	,5902.TW,德記,25.7,0.78,33,77.05
1211	,5903.TW,全家,259,0,3,93.29
1212	,5904.TW,寶雅,497,1.43,76,66.31
1213	,5905.TW,南仁湖,15.3,-0.65,777,39.03
1214	,5906.TW,台南-KY,35.3,0.57,21,73.46
1215	,5907.TW,大洋-KY,19.25,0.26,49,69.3
1216	,6005.TW,群益證,15.15,0,4206,66.43
1217	,6015.TW,宏遠證,16.1,1.26,1308,35.95
1218	,6016.TW,康和證,11.8,0.43,1252,39.7
1219	,6020.TW,大展證,21.1,0.24,33,94.97
1220	,6021.TW,大慶證,21.3,0,16,90.07
1221	,6023.TW,元大期,49.05,0,38,82.36
1222	,6024.TW,群益期,38.7,-0.13,85,63.16
1223	,6026.TW,福邦證,15.95,3.24,2973,43.31
1224	,6101.TW,寬魚國際,19.65,0,1,80.51
1225	,6103.TW,合邦,7.1,0,2,92.74
1226	,6104.TW,創惟,144,-3.03,24594,19.25
1227	,6108.TW,競國,21.5,0.23,247,34.85
1228	,6109.TW,亞元,9.93,-0.2,118,39.2
1229	,6111.TW,大宇資,64.9,1.72,232,49.23
1230	,6112.TW,聚碩,38.25,-0.26,47,55.01
1231	,6113.TW,亞矽,10.6,0.47,48,50.71
1232	,6114.TW,久威,22.5,0,21,63.54
1233	,6115.TW,鎰勝,42.5,0,88,58.1
1234	,6116.TW,彩晶,14.1,0.71,38093,42.64
1235	,6117.TW,迎廣,16.35,-3.54,22,73.96
1236	,6118.TW,建達,16.35,9.73,4422,60.45
1237	,6120.TW,達運,11.15,-0.45,1622,59.98
1238	,6121.TW,新普,299,3.28,2074,51.24
1239	,6122.TW,擎邦,11.05,0,10,23.73
1240	,6123.TW,上奇,50.1,-0.4,42,32.6
1241	,6124.TW,業強,27.4,-2.14,13,93.85
1242	,6125.TW,廣運,27.8,6.92,24668,41.22
1243	,6126.TW,信音,25.6,-0.78,2180,45.82
1244	,6127.TW,九豪,25.05,0.2,1125,21.48
1245	,6128.TW,上福,26.25,-0.38,87,53.75
1246	,6129.TW,普誠,30.75,-2.69,5084,12.91
1247	,6130.TW,星寶國際,27.45,2.23,116,51.28
1248	,6133.TW,金橋,8.75,-1.35,786,64.54
1249	,6134.TW,萬旭,15.3,1.66,33,57.19
1250	,6136.TW,富爾特,17.25,-0.29,83,19.34
1251	,6138.TW,茂達,182.5,-0.54,4607,22.76
1252	,6139.TW,亞翔,29.15,-0.85,388,49.44
1253	,6140.TW,訊達,16.05,0.94,99,54.74
1254	,6141.TW,柏承,24.8,0.61,120,57.85
1255	,6142.TW,友勁,13.4,5.93,2902,55.2
1256	,6143.TW,振曜,57,0,4154,28.77
1257	,6144.TW,得利影,14.4,-1.03,2,91.77
1258	,6146.TW,耕興,225.5,0.67,5,54.63
1259	,6147.TW,頎邦,64.3,-1.38,12262,56.03
1260	,6148.TW,驊宏資,14.15,0.35,71,43.74
1261	,6150.TW,撼訊,150,0,3976,17.21
1262	,6151.TW,晉倫,35.3,0.14,31,20.79
1263	,6152.TW,百一,8.95,0.56,205,25.91
1264	,6153.TW,嘉聯益,25,-0.2,2148,38.62
1265	,6154.TW,順發,18.05,1.12,177,54.44
1266	,6155.TW,鈞寶,24.2,-0.21,152,57.15
1267	,6156.TW,松上,16.55,-0.3,145,35.67
1268	,6158.TW,禾昌,32.3,0,86,29.88
1269	,6160.TW,欣技,18.05,1.69,418,42.78
1270	,6161.TW,捷波,27.4,1.29,641,36.49
1271	,6163.TW,華電網,21.1,0.72,2530,34.08
1272	,6164.TW,華興,14.15,-1.39,979,18.56
1273	,6165.TW,浪凡,42.6,-2.18,1805,5.26
1274	,6166.TW,凌華,67.2,-0.74,126,74.9
1275	,6167.TW,久正,9.42,3.18,1064,39.89
1276	,6168.TW,宏齊,25,0.4,2929,45.17
1277	,6169.TW,昱泉,19.25,-1.28,15,26.45
1278	,6170.TW,統振,51.4,-0.58,14285,47.89
1279	,6171.TW,大城地產,28.35,0.71,140,73.95
1280	,6172.TW,互億,23.15,-9.92,458,76.77
1281	,6173.TW,信昌電,54.2,-0.73,552,46.89
1282	,6174.TW,安碁,28.5,4.97,853,54.67
1283	,6175.TW,立敦,44.05,-1.78,1212,60.44
1284	,6176.TW,瑞儀,97.3,2.31,4243,49.4
1285	,6177.TW,達麗,30.5,-1.13,297,69.28
1286	,6179.TW,亞通,29.95,-0.33,195,45.62
1287	,6180.TW,橘子,57.7,0.87,450,40.69
1288	,6182.TW,合晶,64.2,4.22,47973,33.21
1289	,6183.TW,關貿,50.1,-0.4,14,67.81
1290	,6184.TW,大豐電,43.3,0,20,69.9
1291	,6185.TW,幃翔,13.3,0,376,37.05
1292	,6186.TW,新潤,27.25,-0.55,176,47.6
1293	,6187.TW,萬潤,109,-3.54,1363,34.08
1294	,6188.TW,廣明,38.65,-0.51,1319,38.65
1295	,6189.TW,豐藝,38.8,0.13,243,23.19
1296	,6190.TW,萬泰科,22.95,-0.22,570,44.58
1297	,6191.TW,精成科,35.35,2.17,4391,52.88
1298	,6192.TW,巨路,71.1,0,48,50.58
1299	,6194.TW,育富,25.4,0.4,34,51.78
1300	,6195.TW,詩肯,51.7,-0.19,16,53.13
1301	,6196.TW,帆宣,116.5,-0.85,626,69.28
1302	,6197.TW,佳必琪,35.25,0.57,96,39.5
1303	,6198.TW,凌泰,36.85,-1.6,1,69.21
1304	,6199.TW,天品,17.15,0,1,82.87
1305	,6201.TW,亞弘電,42.1,0,7,63.76
1306	,6202.TW,盛群,103,-1.9,5441,49.5
1307	,6203.TW,海韻電,79.5,-1.49,163,55.09
1308	,6204.TW,艾華,91.9,-0.65,561,64.8
1309	,6205.TW,詮欣,39.85,-0.37,1093,44.38
1310	,6206.TW,飛捷,72.9,-0.14,239,49.82
1311	,6207.TW,雷科,29.9,0,226,20.34
1312	,6208.TW,日揚,42.5,0,164,51.15
1313	,6209.TW,今國光,29.5,1.03,934,29.2
1314	,6210.TW,慶生,40.55,0,7,43.06
1315	,6212.TW,理銘,58.3,4.11,3,86.05
1316	,6213.TW,聯茂,128.5,-0.39,5758,70.83
1317	,6214.TW,精誠,86.3,0,299,50.79
1318	,6215.TW,和椿,28.4,2.53,994,44.56
1319	,6216.TW,居易,28.2,-4.41,3848,29.75
1320	,6217.TW,中探針,61,4.27,14702,12.78
1321	,6218.TW,豪勉,20,-3.61,1149,41.58
1322	,6219.TW,富旺,18.3,1.67,1873,74.54
1323	,6220.TW,岳豐,23.9,0.21,95,34.51
1324	,6221.TW,晉泰,70.8,1.58,340,64.25
1325	,6222.TW,上揚,14.75,1.03,107,61.75
1326	,6223.TW,旺矽,128,0.79,7142,22.09
1327	,6224.TW,聚鼎,123.5,0.41,560,27.05
1328	,6225.TW,天瀚,7.16,-0.28,4,55.18
1329	,6226.TW,光鼎,13.8,-0.72,3144,17.04
1330	,6227.TW,茂綸,28.95,-0.17,225,67.61
1331	,6228.TW,全譜,10.2,0,0,72.46
1332	,6229.TW,研通,44.25,0.34,910,21.98
1333	,6230.TW,尼得科超眾,167,-0.6,14,87.14
1334	,6231.TW,系微,78.2,-1.39,213,24
1335	,6233.TW,旺玖,38.2,0.66,2140,23.82
1336	,6234.TW,高僑,20.6,0,91,48.96
1337	,6235.TW,華孚,19.25,0,838,38.81
1338	,6236.TW,康呈,21.5,0,1,84.19
1339	,6237.TW,驊訊,102,2,13712,16.3
1340	,6239.TW,力成,97.4,-2.6,5743,71.17
1341	,6240.TW,松崗,14.25,0,5,71.75
1342	,6241.TW,易通展,24.6,-1.4,32,42.31
1343	,6242.TW,立康,39.75,0.63,10,64
1344	,6244.TW,茂迪,32.1,0,6554,26.26
1345	,6245.TW,立端,49.7,0.61,184,46.08
1346	,6246.TW,臺龍,16.7,-0.89,76,53.87
1347	,6247.TW,淇譽電,10,1.94,12,84.51
1348	,6248.TW,沛波,20.55,0,22,45.01
1349	,6251.TW,定穎,21,-0.24,3748,27.64
1350	,6257.TW,矽格,58.6,-1.01,3974,32.48
1351	,6259.TW,百徽,27.2,-0.73,127,58.14
1352	,6261.TW,久元,84.4,-0.35,1190,25.33
1353	,6263.TW,普萊德,67.1,0.9,78,40.97
1354	,6264.TW,富裔,9.1,0,61,60.35
1355	,6265.TW,方土昶,10.7,0.47,926,50.44
1356	,6266.TW,泰詠,19.35,-0.26,142,40.17
1357	,6269.TW,台郡,96.1,-1.64,5038,46.2
1358	,6270.TW,倍微,20.75,-1.43,131,39.56
1359	,6271.TW,同欣電,264,4.55,8547,44.72
1360	,6274.TW,台燿,95.5,-1.04,3994,64.88
1361	,6275.TW,元山,31.2,0.32,1355,24.49
1362	,6276.TW,安鈦克,24,1.27,80,47.76
1363	,6277.TW,宏正,84.4,-0.24,64,44.5
1364	,6278.TW,台表科,112,0.45,7515,52.16
1365	,6279.TW,胡連,134,1.13,1800,43.09
1366	,6281.TW,全國電,83.4,-0.36,22,53.01
1367	,6282.TW,康舒,34.6,7.45,91540,41.08
1368	,6283.TW,淳安,49.15,9.96,4557,52.89
1369	,6284.TW,佳邦,58.5,-1.35,1291,46.13
1370	,6285.TW,啟碁,77.5,0,6194,54.62
1371	,6287.TW,元隆,11.9,-4.42,28,90.31
1372	,6288.TW,聯嘉,29,0.52,2765,45.66
1373	,6289.TW,華上,2.66,0.76,8,47.62
1374	,6290.TW,良維,56.2,0.9,1084,24.54
1375	,6291.TW,沛亨,43.5,0.46,52,87.94
1376	,6292.TW,迅德,45.25,-1.63,272,47.41
1377	,6294.TW,智基,128,-0.78,24,40.55
1378	,6405.TW,悅城,27.2,0,168,37.32
1379	,6409.TW,旭隼,1625,0,193,44.06
1380	,6411.TW,晶焱,204,-1.45,10154,24.85
1381	,6412.TW,群電,69.7,0,158,80.89
1382	,6414.TW,樺漢,184,-0.54,184,46.5
1383	,6415.TW,矽力-KY,4580,1.44,283,36.14
1384	,6416.TW,瑞祺電通,92.2,-1.18,95,38.08
1385	,6417.TW,韋僑,60.2,0,7,57.89
1386	,6418.TW,詠昇,18.6,-0.8,706,44.39
1387	,6419.TW,京晨科,46.3,1.98,293,29.26
1388	,6425.TW,易發,27.6,1.85,84,41.8
1389	,6426.TW,統新,70.7,-0.56,278,34.94
1390	,6431.TW,光麗-KY,30,0,29,48.02
1391	,6432.TW,今展科,34.4,-0.72,85,20.92
1392	,6435.TW,大中,137.5,0.73,984,43.41
1393	,6438.TW,迅得,101,1.3,511,21.49
1394	,6441.TW,廣錠,51.9,1.76,5365,38.08
1395	,6442.TW,光聖,35.05,0,0,52.68
1396	,6443.TW,元晶,33.3,0.91,23673,16.65
1397	,6446.TW,藥華藥,97.2,0.52,214,48.89
1398	,6449.TW,鈺邦,50.8,0,94,57.9
1399	,6451.TW,訊芯-KY,90.2,-4.75,915,63.69
1400	,6456.TW,GIS-KY,97.1,-1.52,1596,52.52
1401	,6457.TW,紘康,174,4.19,1683,23.09
1402	,6461.TW,益得,21.1,-1.17,80,50.6
1403	,6462.TW,神盾,132.5,1.15,2339,16.47
1404	,6464.TW,台數科,99.6,-0.9,138,72.63
1405	,6465.TW,威潤,17.3,-1.14,114,44.82
1406	,6469.TW,大樹,204.5,-0.49,218,39.68
1407	,6470.TW,宇智,44.25,-0.78,158,24.64
1408	,6472.TW,保瑞,218,3.07,494,46.62
1409	,6477.TW,安集,45.2,-6.61,22845,42.18
1410	,6482.TW,弘煜科,34.55,2.98,3,54.47
1411	,6485.TW,點序,131.5,4.37,12467,9.24
1412	,6486.TW,互動,73.5,0.55,129,49.75
1413	,6488.TW,環球晶,760,1.88,3290,72.9
1414	,6491.TW,晶碩,544,9.9,1348,57.1
1415	,6492.TW,生華科,125.5,-1.57,662,25.62
1416	,6494.TW,九齊,144.5,0,700,5.23
1417	,6496.TW,科懋,29.4,0.68,47,58.93
1418	,6499.TW,益安,66,0.92,122,53.33
1419	,6504.TW,南六,123,0.41,216,52.13
1420	,6505.TW,台塑化,100,-1.96,3028,96.95
1421	,6506.TW,雙邦,18.1,-1.36,555,40.38
1422	,6508.TW,惠光,34.4,-0.86,1339,57.54
1423	,6509.TW,聚和,80.1,9.88,98857,22.15
1424	,6510.TW,精測,793,9.99,1592,39.23
1425	,6512.TW,啟發電,16.15,-1.22,3,14.84
1426	,6514.TW,芮特-KY,51.2,-0.19,1375,57.08
1427	,6515.TW,穎崴,331.5,1.53,705,30.59
1428	,6516.TW,勤崴國際,104,-1.42,92,33.87
1429	,6523.TW,達爾膚,94,4.44,641,65.14
1430	,6525.TW,捷敏-KY,99.6,3.43,2057,64.92
1431	,6527.TW,明達醫,47.65,0.21,37,27.76
1432	,6530.TW,創威,21.7,-0.69,228,24.77
1433	,6531.TW,愛普*,538,-1.1,9520,55.08
1434	,6532.TW,瑞耘,39,-0.26,44,15.08
1435	,6533.TW,晶心科,504,-8.7,5214,38.29
1436	,6535.TW,順藥,32.7,0.62,110,55.34
1437	,6538.TW,倉和,76.6,-1.42,219,9.97
1438	,6541.TW,泰福-KY,51.5,2.18,558,67.31
1439	,6542.TW,隆中,59.5,0.34,8,73.69
1440	,6547.TW,高端疫苗,240,0,4928,31.05
1441	,6548.TW,長科*,104,4,4602,85.62
1442	,6552.TW,易華電,58.6,0,340,57.02
1443	,6556.TW,勝品,45.2,-0.88,3,72.86
1444	,6558.TW,興能高,34,4.13,1218,38.45
1445	,6560.TW,欣普羅,87.2,1.63,66,27.47
1446	,6561.TW,是方,285,4.59,131,75.96
1447	,6568.TW,宏觀,339,-1.17,2623,12.33
1448	,6569.TW,醫揚,106.5,0.47,4,66.9
1449	,6570.TW,維田,33.8,3.36,207,28.24
1450	,6573.TW,虹揚-KY,24.45,0.62,806,62.48
1451	,6574.TW,霈方,48.85,-2.3,1,77.29
1452	,6576.TW,逸達,86.4,-1.26,352,32.73
1453	,6577.TW,勁豐,62,0.32,13,66.21
1454	,6578.TW,達邦蛋白,17.05,-0.29,76,29.61
1455	,6579.TW,研揚,64.8,-0.31,11,89.49
1456	,6581.TW,鋼聯,79,0.38,68,83.23
1457	,6582.TW,申豐,181,0,129,78.61
1458	,6588.TW,東典光電,48.6,-1.02,75,34.89
1459	,6589.TW,台康生技,108.5,-6.87,5264,39.86
1460	,6590.TW,普鴻,55.7,-0.54,7,25.2
1461	,6591.TW,動力-KY,49.65,0.4,62,23.12
1462	,6592.TW,和潤企業,88.3,-0.34,347,79.19
1463	,6593.TW,台灣銘板,28.1,-0.35,6,45.09
1464	,6594.TW,展匯科,34.9,0,143,50.17
1465	,6596.TW,寬宏藝術,49.65,1.64,56,43.09
1466	,6598.TW,ABC-KY,32.6,-0.46,86,50.09
1467	,6603.TW,富強鑫,17.3,-2.81,9024,37.36
1468	,6605.TW,帝寶,56.3,-0.53,74,58.88
1469	,6609.TW,瀧澤科,29.45,1.03,126,56.34
1470	,6612.TW,奈米醫材,60.4,-0.49,16,45.32
1471	,6613.TW,朋億,146.5,0,17,63.61
1472	,6615.TW,慧智,45.25,-0.22,1,36.38
1473	,6616.TW,特昇-KY,22.3,0,0,81.63
1474	,6624.TW,萬年清,29.35,2.62,3,26.68
1475	,6625.TW,必應,26.6,0.19,35,52.62
1476	,6629.TW,泰金-KY,54.3,-0.37,8,83.27
1477	,6640.TW,均華,88.4,-0.67,7,70.84
