"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放年度","最後成交價","所屬EPS","現金股利","股票股利","合計股利","現金殖利率","股票殖利率","合計殖利率","盈餘配息率","盈餘配股率","盈餘總分配率","現金股利發放日"
"1226",="2332","友訊","02/17","16.65","+0.05","+0.3","2022","16.65","0.38","0.3","0","0.3","1.8","0","1.8","78.9","0","78.9","22'08/31"
"1227",="2462","良得電","02/17","33.45","+0.95","+2.92","2022","33.45","0.83","0.6","0","0.6","1.79","0","1.79","72.3","0","72.3","22'08/05"
"1228",="3163","波若威","02/17","56.1","-0.5","-0.88","2022","56.1","1.09","1","0","1","1.78","0","1.78","91.7","0","91.7","22'07/15"
"1229",="6221","晉泰","02/17","56.1","-0.6","-1.06","2022","56.1","2.95","1","1.5","2.5","1.78","2.67","4.45","33.9","50.8","84.7","22'09/30"
"1230",="1231","聯華食","02/17","84.3","-0.4","-0.47","2022","84.3","4.03","1.5","1.1","2.6","1.78","1.3","3.08","37.2","27.3","64.5","22'08/05"
"1231",="4163","鐿鈦","02/17","140.5","+9","+6.84","2022","140.5","4.73","2.5","0","2.5","1.78","0","1.78","52.9","0","52.9","22'07/28"
"1232",="2358","廷鑫","02/17","15.4","+0.2","+1.32","2022","15.4","1.29","0.27","0","0.27","1.78","0","1.78","21.2","0","21.2","22'12/19"
"1233",="2327","國巨","02/17","569","-6","-1.04","2022","569","46.11","10.1","0","10.1","1.78","0","1.78","21.9","0","21.9","22'07/22"
"1234",="6666","羅麗芬-KY","02/17","84.8","-1.1","-1.28","2022","84.8","1.48","1.5","0","1.5","1.77","0","1.77","101","0","101","22'09/15"
"1235","1522A","堤維西甲特","02/17","44.8","0","0","2022","44.8","","0.79","0","0.79","1.76","0","1.76","","","","22'08/12"
"1236",="1464","得力","02/17","14.2","+0.05","+0.35","2022","14.2","0.48","0.25","0","0.25","1.76","0","1.76","52.1","0","52.1","22'07/28"
"1237",="8349","恒耀","02/17","68.4","+0.8","+1.18","2022","68.4","3.03","1.2","1","2.2","1.75","1.46","3.22","39.6","33","72.6","22'08/08"
"1238",="2425","承啟","02/17","34.3","+0.1","+0.29","2022","34.3","1.27","0.6","0","0.6","1.75","0","1.75","47.2","0","47.2","22'08/01"
"1239",="1522","堤維西","02/17","28.75","+0.25","+0.88","2022","28.75","0.62","0.5","0","0.5","1.74","0","1.74","80.6","0","80.6","22'08/12"
"1240",="1540","喬福","02/17","17.25","-0.35","-1.99","2022","17.25","-0.04","0.3","0","0.3","1.74","0","1.74","-750","0","-750","22'08/29"
"1241",="9919","康那香","02/17","17.25","+0.05","+0.29","2022","17.25","0.5","0.3","0","0.3","1.74","0","1.74","60","0","60","22'08/10"
"1242",="5225","東科-KY","02/17","34.6","-0.15","-0.43","2022","34.6","6.03","0.6","0","0.6","1.73","0","1.73","9.95","0","9.95","22'04/15"
"1243",="6499","益安","02/17","57.7","-0.1","-0.17","2022","57.7","28.54","1","2","3","1.73","3.47","5.2","3.5","7.01","10.5","22'09/26"
"1244",="8466","美吉吉-KY","02/17","40.4","-0.15","-0.37","2022","40.4","1.04","0.7","0","0.7","1.73","0","1.73","67.3","0","67.3","22'09/21"
"1245",="1519","華城","02/17","57.8","+1.8","+3.21","2022","57.8","1.11","1","0","1","1.73","0","1.73","90.1","0","90.1","22'08/25"
"1246",="1809","中釉","02/17","14.5","0","0","2022","14.5","0.25","0.25","0","0.25","1.72","0","1.72","100","0","100","22'08/19"
"1247",="8454","富邦媒","02/17","754","-15","-1.95","2022","754","18.02","13","2","15","1.72","0.27","1.99","72.1","11.1","83.2","22'07/29"
"1248",="2752","豆府","02/17","261.5","+8.5","+3.36","2022","261.5","6.68","4.5","1.2","5.7","1.72","0.46","2.18","67.4","18","85.3","22'04/18"
"1249",="4106","雃博","02/17","32","+0.35","+1.11","2022","32","1.01","0.55","0","0.55","1.72","0","1.72","54.5","0","54.5","22'08/26"
"1250",="5864","致和證","02/17","11.7","+0.2","+1.74","2023","11.7","","0.2","0.2","0.4","1.71","1.71","3.42","","","",""
"1251",="2910","統領","02/17","29.6","+0.1","+0.34","2022","29.6","0.8","0.5","0","0.5","1.69","0","1.69","62.5","0","62.5","22'05/09"
"1252",="4916","事欣科","02/17","29.6","+0.3","+1.02","2022","29.6","1.29","0.5","0","0.5","1.69","0","1.69","38.8","0","38.8","22'08/31"
"1253",="3232","昱捷","02/17","29.65","0","0","2022","29.65","0.84","0.5","0","0.5","1.69","0","1.69","59.5","0","59.5","22'09/15"
"1254",="3035","智原","02/17","196.5","-4","-2","2022","196.5","4.65","3.3","0","3.3","1.68","0","1.68","71","0","71","22'08/11"
"1255","00741B","富邦全球非投等債","02/17","35.56","0","0","2023","35.56","","0.6","0","0.6","1.68","0","1.68","","","",""
"1256",="2460","建通","02/17","17.9","+0.1","+0.56","2022","17.9","1.47","0.3","0","0.3","1.68","0","1.68","20.4","0","20.4","22'09/29"
"1257",="6504","南六","02/17","71.7","-0.1","-0.14","2022","71.7","1.62","1.2","0","1.2","1.67","0","1.67","74.1","0","74.1","22'10/13"
"1258",="5351","鈺創","02/17","47.75","+0.05","+0.1","2022","47.75","3.91","0.8","0.5","1.3","1.67","1.04","2.72","20.4","12.8","33.2","22'10/19"
"1259",="2355","敬鵬","02/17","29.95","-0.05","-0.17","2022","29.95","0.85","0.5","0","0.5","1.67","0","1.67","58.8","0","58.8","22'08/22"
"1260",="1521","大億","02/17","36","+0.2","+0.56","2022","36","1.08","0.6","0","0.6","1.67","0","1.67","55.6","0","55.6","22'07/28"
"1261",="8423","保綠-KY","02/17","18","+0.1","+0.56","2022","18","0.75","0.3","0.3","0.6","1.67","1.67","3.33","40","40","80","22'10/07"
"1262",="6417","韋僑","02/17","91.1","-0.3","-0.33","2022","91.1","3.02","1.5","0","1.5","1.65","0","1.65","49.7","0","49.7","22'08/18"
"1263",="6603","富強鑫","02/17","18.3","0","0","2022","18.3","1.45","0.3","0.2","0.5","1.64","1.09","2.73","20.7","13.8","34.5","22'09/27"
"1264",="8147","正淩","02/17","63.5","-0.1","-0.16","2022","63.5","1.29","1.04","0","1.04","1.64","0","1.64","80.6","0","80.6","22'10/05"
"1265",="3346","麗清","02/17","37.9","+0.75","+2.02","2022","37.9","1.03","0.62","0","0.62","1.64","0","1.64","60.2","0","60.2","22'10/04"
"1266","00726B","國泰5Y+新興債","02/17","32.93","-0.06","-0.18","2023","32.93","","0.53","0","0.53","1.61","0","1.61","","","",""
"1267",="3552","同致","02/17","157.5","+1.5","+0.96","2022","157.5","5.44","2.5","0","2.5","1.59","0","1.59","46","0","46","22'09/08"
"1268",="00878","國泰永續高股息","02/17","17.04","+0.01","+0.06","2023","17.04","","0.27","0","0.27","1.58","0","1.58","","","","23'03/22"
"1269","00782B","國泰A級公用債","02/17","32.27","-0.43","-1.31","2023","32.27","","0.51","0","0.51","1.58","0","1.58","","","",""
"1270",="4528","江興鍛","02/17","31.7","+0.05","+0.16","2022","31.7","2.37","0.5","1","1.5","1.58","3.15","4.73","21.1","42.2","63.3","22'06/17"
"1271",="2442","新美齊","02/17","13","0","0","2022","13","1.99","0.2","0.51","0.72","1.57","3.93","5.5","10.3","25.7","35.9","22'09/30"
"1272",="6288","聯嘉","02/17","25.45","+0.35","+1.39","2022","25.45","0.06","0.4","0","0.4","1.57","0","1.57","667","0","667","22'07/15"
"1273",="3492","長盛","02/17","19.15","+0.2","+1.06","2022","19.15","0.5","0.3","0","0.3","1.57","0","1.57","60","0","60","22'08/17"
"1274",="6796","晉弘","02/17","102.5","+2.5","+2.5","2022","102.5","2.3","1.6","0","1.6","1.56","0","1.56","69.7","0","69.7","22'07/27"
"1275",="3016","嘉晶","02/17","76","-0.6","-0.78","2022","76","1.35","1.18","0","1.18","1.56","0","1.56","87.8","0","87.8","22'08/12"
"1276",="8069","元太","02/17","206","0","0","2022","206","4.53","3.2","0","3.2","1.55","0","1.55","70.6","0","70.6","22'08/25"
"1277","00718B","富邦中國政策債","02/17","19.8","-0.06","-0.3","2023","19.8","","0.31","0","0.31","1.55","0","1.55","","","",""
"1278",="00888","永豐台灣ESG","02/17","13.45","-0.07","-0.52","2023","13.45","","0.21","0","0.21","1.55","0","1.55","","","",""
"1279","00744B","國泰中國政金債5+","02/17","42.71","0","0","2023","42.71","","0.66","0","0.66","1.55","0","1.55","","","",""
"1280",="8927","北基","02/17","38.1","+0.05","+0.13","2022","38.1","0.69","0.59","0.85","1.44","1.54","2.24","3.79","85.3","124","209","22'10/11"
"1281",="3218","大學光","02/17","324","-5.5","-1.67","2022","324","7.82","5","0.5","5.5","1.54","0.15","1.7","63.9","6.39","70.3","22'05/13"
"1282",="2729","瓦城","02/17","260","+3.5","+1.36","2022","260","7.04","4","3.15","7.15","1.54","1.21","2.75","56.8","44.7","102","22'09/16"
"1283",="5274","信驊","02/17","2280","-90","-3.8","2022","2280","38.3","35","1","36","1.54","0.04","1.58","91.4","2.61","94","22'07/29"
"1284",="6167","久正","02/17","12.4","-0.05","-0.4","2022","12.4","0.5","0.19","0","0.19","1.53","0","1.53","38","0","38","22'09/15"
"1285","00749B","凱基新興債10+","02/17","31.03","-0.01","-0.03","2023","31.03","","0.48","0","0.48","1.53","0","1.53","","","",""
"1286",="3653","健策","02/17","393","+7.5","+1.95","2022","393","9.88","6","1","7","1.53","0.25","1.78","60.7","10.1","70.8","22'08/10"
"1287","00794B","群益7+中國政金債","02/17","39.65","+0.01","+0.03","2023","39.65","","0.6","0","0.6","1.53","0","1.53","","","",""
"1288","00727B","國泰1-5Y非投等債","02/17","36.64","+0.02","+0.05","2023","36.64","","0.55","0","0.55","1.5","0","1.5","","","",""
"1289",="6409","旭隼","02/17","1570","0","0","2022","1570","27.13","23.55","0","23.55","1.5","0","1.5","86.8","0","86.8","22'09/28"
"1290","00721B","元大中國債3-5","02/17","45.33","-0.14","-0.31","2023","45.33","","0.68","0","0.68","1.5","0","1.5","","","",""
"1291",="6185","幃翔","02/17","13.45","+0.25","+1.89","2022","13.45","-0.67","0.2","0","0.2","1.49","0","1.49","-29.9","0","-29.9","22'07/05"
"1292",="3564","其陽","02/17","40.5","+2","+5.19","2022","40.5","0.75","0.6","0","0.6","1.48","0","1.48","80","0","80","22'08/12"
"1293","00788B","元大10年IG電能債","02/17","31.53","-0.25","-0.79","2023","31.53","","0.46","0","0.46","1.47","0","1.47","","","",""
"1294",="1235","興泰","02/17","67.9","+0.2","+0.3","2022","67.9","0.81","1","2.8","3.8","1.47","4.12","5.6","123","346","469","22'10/05"
"1295",="3128","昇銳","02/17","47.55","+1.35","+2.92","2022","47.55","0.8","0.7","0","0.7","1.47","0","1.47","87.5","0","87.5","22'08/30"
"1296",="5306","桂盟","02/17","153.5","-2","-1.29","2023","153.5","4.81","2.25","0","2.25","1.47","0","1.47","46.8","0","46.8",""
"1297",="2607","榮運","02/17","27.3","-0.45","-1.62","2022","27.3","1","0.4","0","0.4","1.47","0","1.47","40","0","40","22'08/23"
"1298","00784B","富邦中國投等債","02/17","35.34","+0.08","+0.23","2023","35.34","","0.51","0","0.51","1.45","0","1.45","","","",""
"1299",="2630","亞航","02/17","17.2","-0.05","-0.29","2022","17.2","0.53","0.25","0.75","1","1.45","4.36","5.81","47.2","141","189","22'05/20"
"1300",="3532","台勝科","02/17","153","-2.5","-1.61","2022","153","3.64","2.22","0","2.22","1.45","0","1.45","61","0","61","22'08/12"
"1301","00720B","元大投資級公司債","02/17","33.97","-0.13","-0.38","2023","33.97","","0.49","0","0.49","1.44","0","1.44","","","",""
"1302","00842B","台新美元銀行債","02/17","31.9","-0.38","-1.18","2023","31.9","","0.46","0","0.46","1.44","0","1.44","","","",""
"1303",="3178","公準","02/17","69.4","-1.1","-1.56","2022","69.4","2","1","0","1","1.44","0","1.44","50","0","50","22'09/15"
"1304",="8403","盛弘","02/17","34.75","-0.4","-1.14","2022","34.75","2.04","0.5","0.5","1","1.44","1.44","2.88","24.5","24.5","49","22'10/04"
"1305",="3294","英濟","02/17","17.65","0","0","2022","17.65","0.18","0.25","0","0.25","1.44","0","1.44","141","0","141","22'07/27"
"1306",="2312","金寶","02/17","13.8","+0.1","+0.73","2022","13.8","0.01","0.2","0","0.2","1.44","0","1.44","1984","0","1984","22'08/26"
"1307",="1609","大亞","02/17","24.35","-0.15","-0.61","2022","24.35","2.3","0.35","0.6","0.95","1.44","2.46","3.9","15.2","26.1","41.3","22'09/16"
"1308",="3443","創意","02/17","976","+18","+1.88","2023","976","27.69","14","0","14","1.43","0","1.43","50.6","0","50.6",""
"1309","00734B","台新JPM新興債","02/17","15.36","-0.04","-0.26","2023","15.36","","0.22","0","0.22","1.43","0","1.43","","","",""
"1310","00780B","國泰A級金融債","02/17","34.94","-0.16","-0.46","2023","34.94","","0.5","0","0.5","1.43","0","1.43","","","",""
"1311","00799B","國泰A級醫療債","02/17","32.45","-0.47","-1.43","2023","32.45","","0.46","0","0.46","1.42","0","1.42","","","",""
"1312",="8478","東哥遊艇","02/17","353.5","-2.5","-0.7","2022","353.5","9.55","5","0","5","1.41","0","1.41","52.4","0","52.4","22'08/19"
"1313",="5011","久陽","02/17","24.8","+0.4","+1.64","2022","24.8","1.74","0.35","0","0.35","1.41","0","1.41","20.1","0","20.1","22'08/25"
"1314","00786B","元大10年IG銀行債","02/17","32.85","-0.24","-0.73","2023","32.85","","0.46","0","0.46","1.4","0","1.4","","","",""
"1315",="8028","昇陽半導體","02/17","57.2","-0.6","-1.04","2022","57.2","1.68","0.8","0.6","1.4","1.4","1.05","2.45","47.6","35.7","83.3","22'08/26"
"1316",="3021","鴻名","02/17","21.5","+0.1","+0.47","2022","21.5","1.41","0.3","0.3","0.6","1.4","1.4","2.79","21.3","21.3","42.6","22'09/30"
"1317",="6593","台灣銘板","02/17","50.3","-0.1","-0.2","2022","50.3","0.84","0.7","0","0.7","1.39","0","1.39","83.3","0","83.3","22'08/22"
"1318",="2468","華經","02/17","28.75","-0.45","-1.54","2022","28.75","0.64","0.4","0","0.4","1.39","0","1.39","62.5","0","62.5","22'09/26"
"1319",="5706","鳳凰","02/17","71.9","+0.1","+0.14","2022","71.9","1.17","1","1","2","1.39","1.39","2.78","85.5","85.5","171","22'09/05"
"1320",="3311","閎暉","02/17","34","+0.05","+0.15","2022","34","0.94","0.47","0","0.47","1.38","0","1.38","50","0","50","22'08/25"
"1321",="4720","德淵","02/17","14.55","+0.1","+0.69","2022","14.55","0.3","0.2","0","0.2","1.37","0","1.37","66.7","0","66.7","22'09/02"
"1322",="1336","台翰","02/17","29.15","+0.45","+1.57","2022","29.15","1","0.4","0","0.4","1.37","0","1.37","40","0","40","22'08/30"
"1323",="9906","欣巴巴","02/17","48.05","0","0","2022","48.05","3.14","0.66","0","0.66","1.37","0","1.37","21","0","21","22'09/30"
"1324",="00912","中信臺灣智慧50","02/17","14.71","-0.13","-0.88","2023","14.71","","0.2","0","0.2","1.36","0","1.36","","","","23'02/20"
"1325",="8442","威宏-KY","02/17","73.6","-0.9","-1.21","2022","73.6","1.26","1","0","1","1.36","0","1.36","79.4","0","79.4","22'12/27"
"1326",="1742","台蠟","02/17","14.65","-0.2","-1.35","2022","14.65","5.16","0.2","1.49","1.69","1.35","10.2","11.5","3.85","28.9","32.7","22'11/18"
"1327","00756B","群益15年EM主權債","02/17","31.6","-0.33","-1.03","2023","31.6","","0.43","0","0.43","1.35","0","1.35","","","",""
"1328",="5392","能率","02/17","22.3","+0.25","+1.13","2022","22.3","0.35","0.3","0","0.3","1.35","0","1.35","86.2","0","86.2","22'09/23"
"1329",="2388","威盛","02/17","73.9","-0.3","-0.4","2022","73.9","8.01","1","0","1","1.35","0","1.35","12.5","0","12.5","22'05/06"
"1330",="3708","上緯投控","02/17","106","+0.5","+0.47","2022","106","2.01","1.43","0","1.43","1.35","0","1.35","71.1","0","71.1","22'08/05"
"1331","00740B","富邦全球投等債","02/17","37.8","-0.44","-1.15","2023","37.8","","0.51","0","0.51","1.35","0","1.35","","","",""
"1332",="00702","國泰標普低波高息","02/17","21.57","-0.19","-0.87","2023","21.57","","0.29","0","0.29","1.34","0","1.34","","","","23'03/02"
"1333",="3631","晟楠","02/17","37.55","+0.2","+0.54","2022","37.55","-0.16","0.5","0","0.5","1.33","0","1.33","-312","0","-312","22'08/19"
"1334",="3687","歐買尬","02/17","90.2","+1.7","+1.92","2022","90.2","2.42","1.2","0","1.2","1.33","0","1.33","49.6","0","49.6","22'08/12"
"1335","00724B","群益10年IG金融債","02/17","32.86","-0.42","-1.26","2023","32.86","","0.43","0","0.43","1.32","0","1.32","","","",""
"1336",="5328","華容","02/17","11.4","-0.15","-1.3","2022","11.4","0.2","0.15","0","0.15","1.32","0","1.32","75","0","75","22'10/07"
"1337",="2033","佳大","02/17","15.25","-0.05","-0.33","2022","15.25","0.18","0.2","0","0.2","1.31","0","1.31","111","0","111","22'08/19"
"1338","00722B","群益15年IG電信債","02/17","36.48","-0.5","-1.35","2023","36.48","","0.48","0","0.48","1.31","0","1.31","","","",""
"1339","00870B","元大15年EM主權債","02/17","29.07","-0.16","-0.55","2023","29.07","","0.38","0","0.38","1.31","0","1.31","","","",""
"1340","00848B","中信新興亞洲債","02/17","32.84","-0.11","-0.33","2023","32.84","","0.43","0","0.43","1.31","0","1.31","","","",""
"1341",="6762","達亞","02/17","230","+0.5","+0.22","2022","230","6.04","3","2","5","1.3","0.87","2.17","49.7","33.1","82.8","22'07/29"
"1342",="8072","陞泰","02/17","26.9","-0.2","-0.74","2022","26.9","0.39","0.35","0","0.35","1.3","0","1.3","89.7","0","89.7","22'08/05"
"1343",="2701","萬企","02/17","12.7","+0.4","+3.25","2022","12.7","0.19","0.16","0","0.16","1.3","0","1.3","86.8","0","86.8","22'10/17"
"1344","00859B","群益0-1年美債","02/17","38.85","+0.25","+0.65","2022","38.85","","0.5","0","0.5","1.29","0","1.29","","","",""
"1345",="3591","艾笛森","02/17","21.65","-0.25","-1.14","2022","21.65","1","0.28","0.52","0.79","1.28","2.39","3.67","27.8","51.7","79.5","22'09/28"
"1346",="3704","合勤控","02/17","39.8","-0.3","-0.75","2022","39.8","2.49","0.51","0","0.51","1.28","0","1.28","20.4","0","20.4","22'09/23"
"1347",="6715","嘉基","02/17","141","+12.5","+9.73","2022","141","3.05","1.8","0","1.8","1.28","0","1.28","59","0","59","22'08/10"
"1348",="4541","晟田","02/17","31.4","+1.2","+3.97","2022","31.4","0","0.4","0","0.4","1.27","0","1.27","","","","22'08/04"
"1349",="2323","中環","02/17","7.87","-0.04","-0.51","2022","7.87","0.14","0.1","0","0.1","1.27","0","1.27","71.4","0","71.4","22'10/28"
"1350","00750B","凱基科技債10+","02/17","33.24","-0.4","-1.19","2023","33.24","","0.42","0","0.42","1.27","0","1.27","","","",""
"1351",="6488","環球晶","02/17","517","-2","-0.39","2023","517","10.25","6.5","0","6.5","1.26","0","1.26","63.4","0","63.4","23'02/10"
"1352",="4576","大銀微系統","02/17","79.6","+0.1","+0.13","2022","79.6","2.48","1","0","1","1.26","0","1.26","40.3","0","40.3","22'08/11"
"1353",="1590","亞德客-KY","02/17","1060","-5","-0.47","2022","1060","33.67","13.3","0","13.3","1.26","0","1.26","39.5","0","39.5","22'10/07"
"1354",="1568","倉佑","02/17","24.05","-0.15","-0.62","2022","24.05","0.29","0.3","0","0.3","1.25","0","1.25","103","0","103","22'06/30"
"1355",="6708","天擎","02/17","60.3","+1.1","+1.86","2022","60.3","1.29","0.75","0","0.75","1.24","0","1.24","58.1","0","58.1","22'08/26"
"1356",="3516","亞帝歐","02/17","16.1","+0.15","+0.94","2022","16.1","0.86","0.2","0","0.2","1.24","0","1.24","23.3","0","23.3","22'08/10"
"1357",="4526","東台","02/17","16.15","+1.45","+9.86","2022","16.15","0.68","0.2","0","0.2","1.24","0","1.24","29.4","0","29.4","22'08/26"
"1358",="4707","磐亞","02/17","12.15","0","0","2022","12.15","1.05","0.15","0.75","0.9","1.23","6.17","7.41","14.3","71.4","85.7","22'09/28"
"1359",="5525","順天","02/17","24.3","-0.05","-0.21","2022","24.3","-0.2","0.3","0","0.3","1.23","0","1.23","-150","0","-150","22'08/05"
"1360","2348A","海悅甲特","02/17","36","0","0","2022","36","","0.44","0","0.44","1.23","0","1.23","","","","22'09/02"
"1361","00755B","群益15年IG公用債","02/17","33.47","-0.55","-1.62","2023","33.47","","0.41","0","0.41","1.22","0","1.22","","","",""
"1362",="8917","欣泰","02/17","89.9","0","0","2022","89.9","2.21","1.1","1","2.1","1.22","1.11","2.34","49.8","45.2","95","22'09/07"
"1363",="3661","世芯-KY","02/17","929","-32","-3.33","2022","929","21.34","11.35","0","11.35","1.22","0","1.22","53.2","0","53.2","22'10/20"
"1364","00723B","群益15年IG科技債","02/17","32.15","-0.48","-1.47","2023","32.15","","0.39","0","0.39","1.21","0","1.21","","","",""
"1365",="00735","國泰臺韓科技","02/17","26.38","-0.54","-2.01","2023","26.38","","0.32","0","0.32","1.21","0","1.21","","","","23'03/02"
"1366",="1796","金穎生技","02/17","82.8","+4.2","+5.34","2022","82.8","1.45","1","0","1","1.21","0","1.21","69","0","69","22'07/15"
"1367",="1524","耿鼎","02/17","24.9","-0.15","-0.6","2022","24.9","0.38","0.3","0","0.3","1.2","0","1.2","78.9","0","78.9","22'05/12"
"1368",="4133","亞諾法","02/17","38.3","-0.05","-0.13","2022","38.3","0.47","0.46","0","0.46","1.2","0","1.2","97.9","0","97.9","22'07/01"
"1369","00884B","中信低碳新興債","02/17","29.59","-0.13","-0.44","2023","29.59","","0.36","0","0.36","1.2","0","1.2","","","",""
"1370",="1732","毛寶","02/17","29.2","0","0","2022","29.2","0.46","0.35","0","0.35","1.2","0","1.2","76.1","0","76.1","22'09/30"
"1371",="3441","聯一光","02/17","41.85","+0.15","+0.36","2022","41.85","0.63","0.5","0","0.5","1.19","0","1.19","79.4","0","79.4","22'08/02"
"1372",="4130","健亞","02/17","29.3","-0.15","-0.51","2022","29.3","0","0.35","0","0.35","1.19","0","1.19","","","","22'08/18"
"1373","00867B","新光A-BBB電信債","02/17","31.23","-0.42","-1.33","2023","31.23","","0.37","0","0.37","1.18","0","1.18","","","",""
"1374","00687B","國泰20年美債","02/17","32.08","-0.48","-1.47","2023","32.08","","0.38","0","0.38","1.18","0","1.18","","","",""
"1375","00775B","新光投等債15+","02/17","33.19","-0.59","-1.75","2023","33.19","","0.39","0","0.39","1.18","0","1.18","","","","23'03/23"
"1376",="6782","視陽","02/17","343.5","0","0","2022","343.5","10.87","4","0","4","1.16","0","1.16","36.8","0","36.8","22'08/15"
"1377","00725B","國泰投資級公司債","02/17","35.25","-0.43","-1.21","2023","35.25","","0.41","0","0.41","1.16","0","1.16","","","",""
"1378",="6743","安普新","02/17","43.05","+0.55","+1.29","2022","43.05","-0.33","0.5","0","0.5","1.16","0","1.16","-152","0","-152","22'08/30"
"1379",="4556","旭然","02/17","30.2","0","0","2022","30.2","0.3","0.35","0","0.35","1.16","0","1.16","117","0","117","22'10/05"
"1380",="3693","營邦","02/17","130","0","0","2022","130","3.08","1.5","0","1.5","1.15","0","1.15","48.7","0","48.7","22'09/23"
"1381",="3289","宜特","02/17","86.8","+1","+1.17","2023","86.8","1.78","1","0","1","1.15","0","1.15","56","0","56",""
"1382",="8040","九暘","02/17","52.5","-0.2","-0.38","2022","52.5","0.91","0.6","0","0.6","1.14","0","1.14","65.9","0","65.9","22'07/29"
"1383",="5278","尚凡","02/17","189.5","+5.5","+2.99","2023","189.5","2.4","2.15","0","2.15","1.14","0","1.14","89.8","0","89.8","23'04/14"
"1384",="4161","聿新科","02/17","26.7","-0.3","-1.11","2022","26.7","0.47","0.3","0","0.3","1.12","0","1.12","63.8","0","63.8","22'09/07"
