符合條件商品
資料日期：2023年  5月  5日
策略,	周大於70
序號,	代碼,	商品,	成交,	漲幅%,	總量,	70
執行時間：2023-05-07 13:04 符合檔數(1772)
1066	,3581.TW,博磊,23.5,1.73,39,4
1067	,3625.TW,西勝,13.9,-0.71,126,4
1068	,3628.TW,盈正,51,-0.97,140,4
1069	,3665.TW,貿聯-KY,258,0.19,281,4
1070	,3687.TW,歐買尬,90.5,3.55,2722,4
1071	,3714.TW,富采,49.05,-1.11,2380,4
1072	,4114.TW,健喬,48.15,-1.73,23223,4
1073	,4162.TW,智擎,101.5,0,1604,4
1074	,4430.TW,耀億,22.75,0.22,15,4
1075	,4513.TW,福裕,21.95,0.46,741,4
1076	,4560.TW,強信-KY,39.25,0,39,4
1077	,4743.TW,合一,245,-0.81,2580,4
1078	,4915.TW,致伸,62.5,0.48,6450,4
1079	,4927.TW,泰鼎-KY,54.5,0.18,789,4
1080	,4935.TW,茂林-KY,55.6,-0.18,69,4
1081	,4946.TW,辣椒,27.1,1.88,19,4
1082	,4956.TW,光鋐,16.1,-0.31,123,4
1083	,4968.TW,立積,171,1.18,13069,4
1084	,4991.TW,環宇-KY,31.7,-1.71,68,4
1085	,5205.TW,中茂,37.9,-0.13,0,4
1086	,5211.TW,蒙恬,31.65,-0.63,709,4
1087	,5220.TW,萬達光電,30.3,-0.33,21,4
1088	,5291.TW,邑昇,33.9,-0.15,99,4
1089	,5450.TW,南良,22.35,1.59,123,4
1090	,5475.TW,德宏,15.75,-0.32,985,4
1091	,5490.TW,同亨,25.1,-3.09,445,4
1092	,5520.TW,力泰,55.5,0,2,4
1093	,5907.TW,大洋-KY,15.5,0.65,102,4
1094	,6130.TW,星寶國際,33.4,-1.76,32,4
1095	,6134.TW,萬旭,23.75,-1.04,400,4
1096	,6153.TW,嘉聯益,22.7,1.34,1127,4
1097	,6156.TW,松上,21.3,-0.7,174,4
1098	,6198.TW,瑞築,21.7,-0.46,10,4
1099	,6206.TW,飛捷,71,0.14,105,4
1100	,6271.TW,同欣電,172.5,1.77,1200,4
1101	,6416.TW,瑞祺電通,102,3.34,959,4
1102	,6442.TW,光聖,55.3,2.03,592,4
1103	,6482.TW,弘煜科,46.45,-0.96,81,4
1104	,6492.TW,生華科,52.4,0.19,170,4
1105	,6504.TW,南六,82.2,0.98,118,4
1106	,6505.TW,台塑化,85.1,-0.23,338,4
1107	,6523.TW,達爾膚,144,-4,1656,4
1108	,6568.TW,宏觀,178,0.85,364,4
1109	,6574.TW,霈方,65.3,0,55,4
1110	,6649.TW,台生材,40.6,-0.98,131,4
1111	,6661.TW,威健生技,23.2,0,0,4
1112	,6684.TW,安格,45.7,0,59,4
1113	,6716.TW,應廣,100.5,-1.47,4,4
1114	,6770.TW,力積電,30.65,-1.45,6698,4
1115	,6790.TW,永豐實,39.5,0.77,714,4
1116	,6792.TW,詠業,85.9,-1.38,53,4
1117	,6835.TW,圓裕,43.15,-0.35,103,4
1118	,8084.TW,巨虹,107.5,4.88,1331,4
1119	,8086.TW,宏捷科,80.1,-1.35,2107,4
1120	,8101.TW,華冠,5.08,-0.2,56,4
1121	,8182.TW,加高,30.25,-0.17,22,4
1122	,8349.TW,恒耀,64.3,-1.53,357,4
1123	,8401.TW,白紗科,21.45,-0.46,128,4
1124	,8409.TW,商之器,23.6,-1.46,113,4
1125	,8432.TW,東生華,46.3,-0.43,14,4
1126	,8481.TW,政伸,57.4,-0.69,9,4
1127	,8916.TW,光隆,53.5,-0.74,205,4
1128	,9902.TW,台火,12.55,-1.57,537,4
1129	,9949.TW,琉園,17.25,0.29,140,4
1130	,1219.TW,福壽,21.5,-0.23,405,3
1131	,1233.TW,天仁,34,-0.58,30,3
1132	,1268.TW,漢來美食,148,1.02,204,3
1133	,1338.TW,廣華-KY,44.6,0.11,43,3
1134	,1416.TW,廣豐,11.85,0,526,3
1135	,1417.TW,嘉裕,14.1,-1.4,811,3
1136	,1418.TW,東華,15.3,0.66,30,3
1137	,1452.TW,宏益,17.55,-0.28,32,3
1138	,1459.TW,聯發,9.02,-0.22,34,3
1139	,1465.TW,偉全,14.25,0,4,3
1140	,1526.TW,日馳,40,-0.37,137,3
1141	,1587.TW,吉茂,22.9,0,14,3
1142	,1595.TW,川寶,38.9,-0.13,10,3
1143	,1616.TW,億泰,9.58,0.84,856,3
1144	,1714.TW,和桐,9.42,0,2366,3
1145	,1732.TW,毛寶,27.65,0,88,3
1146	,1905.TW,華紙,25.15,-3.27,25982,3
1147	,2020.TW,美亞,23,-0.65,131,3
1148	,2033.TW,佳大,15.2,0,81,3
1149	,2067.TW,嘉鋼,12.8,0,0,3
1150	,2070.TW,精湛,32.85,-0.15,63,3
1151	,2105.TW,正新,38.4,-1.03,4867,3
1152	,2115.TW,六暉-KY,30.8,-0.65,38,3
1153	,2235.TW,謚源,45.3,-0.55,14,3
1154	,2313.TW,華通,43.15,-0.46,6372,3
1155	,2323.TW,中環,7.96,-0.13,968,3
1156	,2328.TW,廣宇,37.4,-0.27,1006,3
1157	,2364.TW,倫飛,104,0.97,212,3
1158	,2367.TW,燿華,17.95,0.56,2670,3
1159	,2399.TW,映泰,15.2,-0.33,386,3
1160	,2401.TW,凌陽,23.9,0,634,3
1161	,2443.TW,昶虹,3.5,0,115,3
1162	,2483.TW,百容,27.1,-0.55,102,3
1163	,2506.TW,太設,9.32,0.22,40,3
1164	,2509.TW,全坤建,15.55,-0.64,38,3
1165	,2516.TW,新建,4.93,0.61,12,3
1166	,2545.TW,皇翔,46.8,0.21,184,3
1167	,2612.TW,中航,39.05,-0.89,323,3
1168	,2615.TW,萬海,59.5,-1,8899,3
1169	,2616.TW,山隆,33,0,650,3
1170	,2745.TW,五福,42,0,110,3
1171	,2890.TW,永豐金,17.05,0.29,12484,3
1172	,2923.TW,鼎固-KY,23.15,-0.22,11,3
1173	,2945.TW,三商家購,44.2,-2.64,37,3
1174	,3041.TW,揚智,19.55,0.51,444,3
1175	,3055.TW,蔚華科,28.05,0.18,35,3
1176	,3060.TW,銘異,17.8,-3,959,3
1177	,3081.TW,聯亞,103.5,0.49,1090,3
1178	,3147.TW,大綜,71.1,-3,1501,3
1179	,3163.TW,波若威,54.3,0.18,543,3
1180	,3169.TW,亞信,125,-0.4,246,3
1181	,3189.TW,景碩,109.5,1.39,3690,3
1182	,3191.TW,和進,7.59,3.69,161,3
1183	,3226.TW,至寶電,57.5,-1.71,2,3
1184	,3232.TW,昱捷,29.55,-2.31,357,3
1185	,3296.TW,勝德,17.7,2.61,608,3
1186	,3305.TW,昇貿,50.5,1.61,3743,3
1187	,3311.TW,閎暉,34.1,-0.58,31,3
1188	,3325.TW,旭品,19.45,0.26,1490,3
1189	,3388.TW,崇越電,74.1,0.41,35,3
1190	,3430.TW,奇鈦科,49.55,-0.7,172,3
1191	,3441.TW,聯一光,42.6,-1.62,388,3
1192	,3490.TW,單井,27.1,-0.37,84,3
1193	,3522.TW,御頂,16.5,1.23,416,3
1194	,3543.TW,州巧,21.85,0.92,51,3
1195	,3577.TW,泓格,80,0.25,62,3
1196	,3617.TW,碩天,125.5,4.58,787,3
1197	,3629.TW,地心引力,98,1.55,51,3
1198	,3694.TW,海華,24.15,-1.83,169,3
1199	,3703.TW,欣陸,32.35,1.09,3840,3
1200	,4106.TW,雃博,32.45,-0.76,782,3
1201	,4107.TW,邦特,116,-0.85,153,3
1202	,4109.TW,加捷生醫,15.8,-0.63,368,3
1203	,4128.TW,中天,62.5,-1.42,1521,3
1204	,4139.TW,馬光-KY,37.6,0,10,3
1205	,4160.TW,創源,44.4,1.37,814,3
1206	,4167.TW,松瑞藥,18.25,-1.35,1219,3
1207	,4304.TW,勝昱,9.99,0,49,3
1208	,4530.TW,宏易,6.91,-0.29,16,3
1209	,4541.TW,晟田,46.8,2.41,14391,3
1210	,4543.TW,萬在,27.3,-1.09,161,3
1211	,4568.TW,科際精密,61,0.33,14,3
1212	,4577.TW,達航科技,30.6,-1.13,74,3
1213	,4729.TW,熒茂,16.55,-1.49,39,3
1214	,4744.TW,皇將,39.55,8.06,13998,3
1215	,4909.TW,新復興,21.45,2.14,5097,3
1216	,4939.TW,亞電,16.4,0.31,63,3
1217	,4958.TW,臻鼎-KY,113.5,0.44,1189,3
1218	,4971.TW,IET-KY,63.4,-1.71,169,3
1219	,4979.TW,華星光,51.1,-3.04,13049,3
1220	,4994.TW,傳奇,46.35,-0.64,55,3
1221	,5015.TW,華祺,54.3,0.37,73,3
1222	,5243.TW,乙盛-KY,66.4,0.76,960,3
1223	,5324.TW,士開,9.08,0.22,23,3
1224	,5351.TW,鈺創,40.55,-1.1,4049,3
1225	,5484.TW,慧友,16.65,-0.89,39,3
1226	,6152.TW,百一,12.25,0.41,824,3
1227	,6171.TW,大城地產,21.7,0.23,7,3
1228	,6173.TW,信昌電,42,9.95,1958,3
1229	,6209.TW,今國光,30.75,-3.45,2642,3
1230	,6218.TW,豪勉,27,-0.74,11050,3
1231	,6276.TW,安鈦克,24.65,9.8,720,3
1232	,6294.TW,智基,109,-0.46,46,3
1233	,6419.TW,京晨科,32.45,-0.92,7,3
1234	,6451.TW,訊芯-KY,82,-1.32,233,3
1235	,6494.TW,九齊,70,0,61,3
1236	,6512.TW,啟發電,20.85,-0.24,12,3
1237	,6514.TW,芮特-KY,56,-1.41,61,3
1238	,6624.TW,萬年清,43,0.23,21,3
1239	,6640.TW,均華,87.6,0.81,4,3
1240	,6651.TW,全宇昕,82.3,-0.48,39,3
1241	,6697.TW,東捷資訊,44.1,-0.45,144,3
1242	,6715.TW,嘉基,145,2.84,259,3
1243	,6796.TW,晉弘,100,-0.5,118,3
1244	,6804.TW,明係,66.5,3.1,265,3
1245	,6823.TW,濾能,92,0.55,2,3
1246	,8034.TW,榮群,16.35,2.51,256,3
1247	,8092.TW,建暐,11.9,0.85,36,3
1248	,8255.TW,朋程,173.5,-0.86,401,3
1249	,8354.TW,冠好,14.3,0,44,3
1250	,8374.TW,羅昇,31.5,-1.25,41,3
1251	,8499.TW,鼎炫-KY,106.5,-0.47,19,3
1252	,8933.TW,愛地雅,11.9,-0.42,711,3
1253	,8938.TW,明安,88.9,-1.44,455,3
1254	,8940.TW,新天地,24.65,-1,375,3
1255	,9802.TW,鈺齊-KY,119,-2.46,1317,3
1256	,9912.TW,偉聯,10.1,0,76,3
1257	,9928.TW,中視,18.65,0,39,3
1258	,1215.TW,卜蜂,99.1,1.23,3253,2
1259	,1236.TW,宏亞,23.65,0.21,39,2
1260	,1307.TW,三芳,22.6,-1.53,2169,2
1261	,1336.TW,台翰,27.1,0,293,2
1262	,1341.TW,富林-KY,69.4,-0.43,6,2
1263	,1463.TW,強盛,14.35,0,49,2
1264	,1582.TW,信錦,59.7,0,90,2
1265	,1599.TW,宏佳騰,37.75,-0.13,70,2
1266	,2109.TW,華豐,14.4,-0.35,157,2
1267	,2227.TW,裕日車,194,-0.26,18,2
1268	,2228.TW,劍麟,81.2,0,111,2
1269	,2373.TW,震旦行,80.8,0.37,54,2
1270	,2419.TW,仲琦,26.35,0.19,1649,2
1271	,2465.TW,麗臺,36.3,0.28,163,2
1272	,2489.TW,瑞軒,12.4,1.22,7350,2
1273	,2498.TW,宏達電,57.3,0.88,4182,2
1274	,2505.TW,國揚,18.25,0.27,257,2
1275	,2540.TW,愛山林,76.1,-0.65,60,2
1276	,2547.TW,日勝生,9.35,2.19,1479,2
1277	,2608.TW,嘉里大榮,38.55,0.26,101,2
1278	,2609.TW,陽明,61.2,0.66,16140,2
1279	,2736.TW,富野,22.8,4.35,1695,2
1280	,2743.TW,山富,60.5,0,389,2
1281	,2851.TW,中再保,18.65,-0.53,1763,2
1282	,2939.TW,凱羿-KY,32.95,-0.3,70,2
1283	,3048.TW,益登,27.8,0,346,2
1284	,3050.TW,鈺德,15.45,0,168,2
1285	,3057.TW,喬鼎,12.2,-1.61,138,2
1286	,3059.TW,華晶科,32.9,0.15,483,2
1287	,3083.TW,網龍,46.1,0.66,523,2
1288	,3287.TW,廣寰科,14.65,3.9,501,2
1289	,3332.TW,幸康,47.6,-0.94,22,2
1290	,3360.TW,尚立,13.8,0.36,61,2
1291	,3379.TW,彬台,12.45,-0.4,72,2
1292	,3434.TW,哲固,28.55,-0.87,48,2
1293	,3447.TW,展達,51,2,816,2
1294	,3499.TW,環天科,21.3,-2.96,573,2
1295	,3580.TW,友威科,56.2,0.36,149,2
1296	,3593.TW,力銘,12.5,0,19,2
1297	,3605.TW,宏致,30.1,0.33,256,2
1298	,3607.TW,谷崧,14.05,0.36,85,2
1299	,3652.TW,精聯,30.7,-1.76,526,2
1300	,4120.TW,友華,37.1,-0.67,39,2
1301	,4121.TW,優盛,34.75,-3.74,10966,2
1302	,4130.TW,健亞,29.85,-1.97,1743,2
1303	,4183.TW,福永生技,20.3,2.01,103,2
1304	,4535.TW,至興,39.4,-0.63,14,2
1305	,4562.TW,穎漢,16.8,2.13,341,2
1306	,4706.TW,大恭,17.4,0,14,2
1307	,4735.TW,豪展,37.75,0.94,25,2
1308	,4807.TW,日成-KY,21.3,0,6,2
1309	,4908.TW,前鼎,35.2,-1.81,322,2
1310	,4934.TW,太極,31.9,-0.47,1265,2
1311	,4972.TW,湯石照明,29.05,-0.68,33,2
1312	,4989.TW,榮科,26.35,0.57,71,2
1313	,5007.TW,三星,52.8,1.73,94,2
1314	,5251.TW,天鉞電,21.45,-0.92,110,2
1315	,5309.TW,系統電,44.5,0.79,9574,2
1316	,5443.TW,均豪,28.35,0,65,2
1317	,5460.TW,同協,11.2,0,49,2
1318	,5489.TW,彩富,42.5,-3.52,514,2
1319	,5603.TW,陸海,21.2,-0.93,189,2
1320	,5701.TW,劍湖山,7.86,0.51,134,2
1321	,5706.TW,鳳凰,62.3,0,392,2
1322	,5876.TW,上海商銀,46.2,1.43,5003,2
1323	,5906.TW,台南-KY,44,3.77,227,2
1324	,6118.TW,建達,32.3,-0.15,258,2
1325	,6165.TW,浪凡,31.2,-2.35,227,2
1326	,6187.TW,萬潤,61.6,1.32,173,2
1327	,6196.TW,帆宣,130.5,0,232,2
1328	,6226.TW,光鼎,12.6,0,932,2
1329	,6228.TW,全譜,12.7,-1.93,17,2
1330	,6234.TW,高僑,38.45,-3.51,10260,2
1331	,6264.TW,富裔,7.49,-1.19,47,2
1332	,6415.TW,矽力*-KY,466.5,-0.96,1547,2
1333	,6418.TW,詠昇,19.95,-0.75,419,2
1334	,6446.TW,藥華藥,385,-0.39,2905,2
1335	,6477.TW,安集,55.2,-3.5,4887,2
1336	,6550.TW,北極星藥業-KY,98.9,1.75,7770,2
1337	,6558.TW,興能高,28.4,1.25,273,2
1338	,6589.TW,台康生技,127.5,4.08,15691,2
1339	,6706.TW,惠特,86.3,1.17,194,2
1340	,6762.TW,達亞,249.5,3.1,16,2
1341	,6768.TW,志強-KY,69.9,0.14,116,2
1342	,6782.TW,視陽,295,-1.34,270,2
1343	,8028.TW,昇陽半導體,57.9,0.7,415,2
1344	,8038.TW,長園科,53.7,-1.83,1385,2
1345	,8107.TW,大億金茂,17.2,-0.58,90,2
1346	,8121.TW,越峰,31.65,-0.16,3940,2
1347	,8201.TW,無敵,13.6,0,217,2
1348	,8279.TW,生展,182,-1.62,64,2
1349	,8455.TW,大拓-KY,21.8,1.16,8,2
1350	,8935.TW,邦泰,12.2,-0.41,37,2
1351	,9908.TW,大台北,31.9,0,45,2
1352	,9946.TW,三發地產,14.5,0,229,2
1353	,9951.TW,皇田,72.4,0.56,58,2
1354	,1110.TW,東泥,18.7,1.63,812,1
1355	,1309.TW,台達化,20.05,-1.47,780,1
1356	,1312.TW,國喬,19.7,0,1243,1
1357	,1316.TW,上曜,13.65,0.74,2857,1
1358	,1439.TW,雋揚,21.9,0,21,1
1359	,1440.TW,南紡,16.9,0.3,648,1
1360	,1454.TW,台富,13.6,1.87,49,1
1361	,1565.TW,精華,245.5,-0.41,66,1
1362	,1626.TW,艾美特-KY,18.65,1.36,32,1
1363	,1727.TW,中華化,41.45,-0.84,2217,1
1364	,1734.TW,杏輝,33.75,-0.15,9025,1
1365	,1773.TW,勝一,128,0,119,1
1366	,1785.TW,光洋科,37.1,2.49,4406,1
1367	,1788.TW,杏昌,145,-0.34,17,1
1368	,2104.TW,國際中橡,20.3,0.5,2396,1
1369	,2314.TW,台揚,48.5,0,2989,1
1370	,2360.TW,致茂,190,0.26,1989,1
1371	,2415.TW,錩新,24.55,0.82,48,1
1372	,2514.TW,龍邦,17,-1.16,125,1
1373	,2610.TW,華航,18.9,-0.26,11251,1
1374	,2613.TW,中櫃,22.45,1.13,188,1
1375	,2702.TW,華園,23.6,1.29,156,1
1376	,2706.TW,第一店,15.2,1,696,1
1377	,2734.TW,易飛網,33.15,0.15,152,1
1378	,2884.TW,玉山金,24.95,0.2,10293,1
1379	,2905.TW,三商,15.15,0,200,1
1380	,3019.TW,亞光,63.3,0.48,272,1
1381	,3047.TW,訊舟,15.75,-0.63,2520,1
1382	,3051.TW,力特,18.1,-0.55,375,1
1383	,3067.TW,全域,33.6,-0.3,4,1
1384	,3149.TW,正達,18.45,1.37,344,1
1385	,3230.TW,錦明,14.75,2.43,977,1
1386	,3285.TW,微端,19.8,0,7,1
1387	,3306.TW,鼎天,25.85,1.37,92,1
1388	,3322.TW,建舜電,21.8,-0.23,928,1
1389	,3323.TW,加百裕,33.65,-1.03,140,1
1390	,3406.TW,玉晶光,381.5,0.93,822,1
1391	,3508.TW,位速,31.6,-0.63,140,1
1392	,3520.TW,華盈,21.55,0.7,889,1
1393	,3588.TW,通嘉,56,0,169,1
1394	,3673.TW,TPK-KY,38.3,-1.67,4937,1
1395	,4111.TW,濟生,30.25,-3.97,4256,1
1396	,4123.TW,晟德,52.4,-1.13,8654,1
1397	,4127.TW,天良,15.6,-0.95,167,1
1398	,4133.TW,亞諾法,37,0.14,281,1
1399	,4171.TW,瑞基,58.6,-0.34,98,1
1400	,4173.TW,久裕,23.6,0.85,5894,1
1401	,4402.TW,福大,10.15,-1.46,118,1
1402	,4433.TW,興采,35.35,0,138,1
1403	,4533.TW,協易機,11.9,-0.42,265,1
1404	,4566.TW,時碩工業,64.2,-1.68,2834,1
1405	,4711.TW,永純,17.2,-1.15,267,1
1406	,4736.TW,泰博,185,0.54,172,1
1407	,4755.TW,三福化,134,-1.83,437,1
1408	,4924.TW,欣厚-KY,13.05,-0.76,79,1
1409	,5228.TW,鈺鎧,22.15,-0.23,53,1
1410	,5230.TW,雷笛克光學,22.35,0.22,89,1
1411	,5287.TW,數字,207,0.49,44,1
1412	,5457.TW,宣德,53.3,0.19,305,1
1413	,5512.TW,力麒,9.69,1.47,1160,1
1414	,5703.TW,亞都,20.7,-1.19,20,1
1415	,5903.TW,全家,216.5,1.17,82,1
1416	,5905.TW,南仁湖,12.1,1.26,868,1
1417	,6015.TW,宏遠證,9.81,0.1,266,1
1418	,6124.TW,業強,27.55,-1.08,63,1
1419	,6138.TW,茂達,170.5,2.71,1119,1
1420	,6140.TW,訊達,22.15,-4.32,1275,1
1421	,6205.TW,詮欣,74,1.51,1790,1
1422	,6220.TW,岳豐,28.05,-0.18,478,1
1423	,6435.TW,大中,105.5,0.48,42,1
1424	,6461.TW,益得,35.15,-1.26,594,1
1425	,6465.TW,威潤,24.5,-1.61,374,1
1426	,6508.TW,惠光,38.95,-0.13,176,1
1427	,6552.TW,易華電,34.7,-0.57,35,1
1428	,6615.TW,慧智,38.8,0.65,29,1
1429	,6719.TW,力智,308.5,0.16,992,1
1430	,6756.TW,威鋒電子,207.5,0.97,149,1
1431	,6761.TW,穩得,93,0.11,25,1
1432	,8042.TW,金山電,40.05,2.3,167,1
1433	,8054.TW,安國,31.8,-0.62,294,1
1434	,8114.TW,振樺電,106,0,111,1
1435	,8176.TW,智捷,11.1,0.45,114,1
1436	,8440.TW,綠電,44.95,-1.1,579,1
1437	,8442.TW,威宏-KY,77.3,0.13,37,1
1438	,8467.TW,波力-KY,59.1,-0.51,57,1
1439	,8929.TW,富堡,22.1,0.68,24,1
1440	,9931.TW,欣高,40.2,-1.83,6,1
1441	,1213.TW,大飲,6.76,0.45,2,0
1442	,1240.TW,茂生農經,46.4,0.87,43,0
1443	,1310.TW,台苯,16.8,-2.04,3820,0
1444	,1314.TW,中石化,10,0,5150,0
1445	,1323.TW,永裕,33,-0.3,80,0
1446	,1325.TW,恆大,24.1,0.84,176,0
1447	,1410.TW,南染,38.65,0.65,17,0
1448	,1413.TW,宏洲,9.29,-0.32,47,0
1449	,1444.TW,力麗,10.75,-0.92,892,0
1450	,1447.TW,力鵬,8.19,-0.73,855,0
1451	,1449.TW,佳和,15,-0.33,48,0
1452	,1453.TW,大將,15,-0.99,99,0
1453	,1456.TW,怡華,16.55,1.53,107,0
1454	,1467.TW,南緯,11.8,0.85,520,0
1455	,1470.TW,大統新創,19.5,-1.27,34,0
1456	,1471.TW,首利,9.43,-3.48,2246,0
1457	,1474.TW,弘裕,12.8,0.39,175,0
1458	,1515.TW,力山,30.4,-1.3,688,0
1459	,1516.TW,川飛,21.05,1.45,612,0
1460	,1517.TW,利奇,19.15,-0.78,179,0
1461	,1524.TW,耿鼎,23.5,0.86,1640,0
1462	,1533.TW,車王電,56.5,3.48,1530,0
1463	,1539.TW,巨庭,28.8,-0.35,117,0
1464	,1560.TW,中砂,110.5,0.91,988,0
1465	,1568.TW,倉佑,23.35,0,94,0
1466	,1583.TW,程泰,66.3,0.45,7,0
1467	,1586.TW,和勤,35,-0.28,658,0
1468	,1603.TW,華電,26.85,0.19,218,0
1469	,1614.TW,三洋電,36.7,0.55,13,0
1470	,1708.TW,東鹼,41.25,-0.36,1582,0
1471	,1711.TW,永光,21.5,-1.38,5282,0
1472	,1717.TW,長興,32.2,-0.16,874,0
1473	,1718.TW,中纖,8.36,0.12,1023,0
1474	,1721.TW,三晃,16.75,-1.18,5560,0
1475	,1725.TW,元禎,23.8,1.06,145,0
1476	,1742.TW,台蠟,14.6,-0.68,21,0
1477	,1776.TW,展宇,22.4,0.22,1505,0
1478	,1781.TW,合世,14.95,1.36,54,0
1479	,1789.TW,神隆,28.15,-1.4,1365,0
1480	,1805.TW,寶徠,10.2,0,0,0
1481	,1806.TW,冠軍,9.09,-0.33,191,0
1482	,1809.TW,中釉,15.35,0,2664,0
1483	,1815.TW,富喬,12,1.27,683,0
1484	,1903.TW,士紙,44.15,-0.23,135,0
1485	,2022.TW,聚亨,10.25,2.5,2873,0
1486	,2028.TW,威致,25.8,-0.77,107,0
1487	,2030.TW,彰源,22.15,0,370,0
1488	,2035.TW,唐榮,31.35,0,19,0
1489	,2059.TW,川湖,402,0,284,0
1490	,2069.TW,運錩,19.85,-0.5,167,0
1491	,2103.TW,台橡,27.15,-1.27,1569,0
1492	,2106.TW,建大,31.65,-0.47,323,0
1493	,2114.TW,鑫永銓,100,0,14,0
1494	,2241.TW,艾姆勒,34.1,0.15,35,0
1495	,2250.TW,IKKA-KY,72.5,0.14,14,0
1496	,2305.TW,全友,22.15,-0.67,142,0
1497	,2312.TW,金寶,13.15,0.38,3618,0
1498	,2340.TW,台亞,35.5,0.85,706,0
1499	,2358.TW,廷鑫,12.7,3.25,7700,0
1500	,2362.TW,藍天,30.45,0,264,0
1501	,2365.TW,昆盈,10.6,0,211,0
1502	,2374.TW,佳能,20.6,-0.24,316,0
1503	,2380.TW,虹光,10.05,0,284,0
1504	,2390.TW,云辰,12.5,-0.4,208,0
1505	,2405.TW,輔信,12.75,-0.39,690,0
1506	,2406.TW,國碩,18.9,-0.53,1005,0
1507	,2417.TW,圓剛,22.65,-1.95,1242,0
1508	,2424.TW,隴華,34.7,9.98,577,0
1509	,2434.TW,統懋,30,0,5,0
1510	,2440.TW,太空梭,11.6,-1.28,307,0
1511	,2464.TW,盟立,38.15,0.53,133,0
1512	,2491.TW,吉祥全,11.9,-0.83,35,0
1513	,2497.TW,怡利電,71.9,1.13,552,0
1514	,2524.TW,京城,31.8,0,6,0
1515	,2537.TW,聯上發,6.94,-0.14,349,0
1516	,2543.TW,皇昌,9.38,-0.11,35,0
1517	,2601.TW,益航,9.08,0.11,1183,0
1518	,2607.TW,榮運,26.9,0,1030,0
1519	,2611.TW,志信,13,0.39,292,0
1520	,2701.TW,萬企,12.7,0.4,153,0
1521	,2705.TW,六福,18.45,0,673,0
1522	,2712.TW,遠雄來,34.45,0.44,21,0
1523	,2724.TW,富驛-KY,14.35,3.24,1,0
1524	,2836.TW,高雄銀,12.3,0.41,209,0
1525	,2867.TW,三商壽,5.12,0.2,11956,0
1526	,2906.TW,高林,17.25,0.29,292,0
1527	,2911.TW,麗嬰房,7.07,-0.56,186,0
1528	,2912.TW,統一超,284.5,-0.35,2542,0
1529	,2924.TW,宏太-KY,32,-6.71,22,0
1530	,2937.TW,集雅社,33.9,-1.17,17,0
1531	,2947.TW,振宇五金,92.2,-0.22,13,0
1532	,3003.TW,健和興,77.1,1.31,974,0
1533	,3016.TW,嘉晶,64,0.31,237,0
1534	,3021.TW,鴻名,22.25,2.3,198,0
1535	,3049.TW,和鑫,9.94,-0.2,729,0
1536	,3054.TW,立萬利,19.15,-1.03,10,0
1537	,3062.TW,建漢,22.4,-0.88,1114,0
1538	,3066.TW,李洲,22.75,-1.09,74,0
1539	,3086.TW,華義,74.5,0.13,9,0
1540	,3092.TW,鴻碩,37.05,-1.33,378,0
1541	,3115.TW,富榮綱,10.6,0,37,0
1542	,3122.TW,笙泉,25.7,0.59,67,0
1543	,3138.TW,耀登,152.5,-0.33,241,0
1544	,3164.TW,景岳,25.25,0.2,37,0
1545	,3176.TW,基亞,35,0.29,190,0
1546	,3178.TW,公準,80.5,-0.25,332,0
1547	,3205.TW,佰研,45.4,-4.12,1009,0
1548	,3219.TW,倚強科,51.4,0.39,4,0
1549	,3221.TW,台嘉碩,29.1,0.34,413,0
1550	,3228.TW,金麗科,171,1.79,402,0
1551	,3229.TW,晟鈦,19.6,0,19,0
1552	,3234.TW,光環,22.65,-1.31,281,0
1553	,3252.TW,海灣,18.2,0.83,71,0
1554	,3268.TW,海德威,22.05,-0.68,26,0
1555	,3284.TW,太普高,16.1,-0.92,109,0
1556	,3294.TW,英濟,18.4,-1.08,259,0
1557	,3297.TW,杭特,17.6,-0.85,116,0
1558	,3313.TW,斐成,10.3,0,57,0
1559	,3321.TW,同泰,6.44,0,44,0
1560	,3339.TW,泰谷,13.15,-0.38,41,0
1561	,3349.TW,寶德,14.1,-0.35,8,0
1562	,3354.TW,律勝,14.35,-0.69,36,0
1563	,3372.TW,典範,12.7,-0.78,231,0
1564	,3373.TW,熱映,22.8,0,24,0
1565	,3374.TW,精材,99.9,-0.6,425,0
1566	,3390.TW,旭軟,18.15,1.11,80,0
1567	,3419.TW,譁裕,21.9,-1.79,4464,0
1568	,3432.TW,台端,13.5,-0.74,191,0
1569	,3450.TW,聯鈞,36.9,0.54,85,0
1570	,3465.TW,進泰電子,95,-0.31,26,0
1571	,3484.TW,崧騰,45.1,-1.85,504,0
1572	,3489.TW,森寶,11.1,0.45,5,0
1573	,3492.TW,長盛,20.8,0,42,0
1574	,3494.TW,誠研,6.61,-2.51,551,0
1575	,3504.TW,揚明光,77.5,-0.26,285,0
1576	,3516.TW,亞帝歐,18.4,0,64,0
1577	,3532.TW,台勝科,150,2.04,664,0
1578	,3535.TW,晶彩科,20.8,0.24,110,0
1579	,3576.TW,聯合再生,20.75,-1.43,10132,0
1580	,3597.TW,映興,26.35,-0.57,27,0
1581	,3609.TW,三一東林,41.2,0,4,0
1582	,3623.TW,富晶通,16,-0.62,20,0
1583	,3630.TW,新鉅科,29,-0.17,110,0
1584	,3645.TW,達邁,34,0.74,109,0
1585	,3666.TW,光耀,22.2,0,37,0
1586	,3669.TW,圓展,43.4,-0.34,51,0
