符合條件商品
資料日期：2023年  5月  8日
策略,	漲2次數
序號,	代碼,	商品,	成交,	漲幅%,	總量,	漲2次數
執行時間：2023-05-08 23:59 符合檔數(1777)
1053	,2034.TW,允強,29.25,0,409,24
1054	,2530.TW,華建,22.35,1.82,1685,24
1055	,2752.TW,豆府,255,0.99,17,24
1056	,3021.TW,鴻名,21.9,-1.57,295,24
1057	,3031.TW,佰鴻,18.75,-1.06,71,24
1058	,3332.TW,幸康,47.6,0,21,24
1059	,3576.TW,聯合再生,20.6,-0.72,4669,24
1060	,3577.TW,泓格,79,-1.25,147,24
1061	,3703.TW,欣陸,30.8,-4.79,11483,24
1062	,4173.TW,久裕,23.2,-1.69,8813,24
1063	,4583.TW,台灣精銳,207,-1.9,39,24
1064	,4767.TW,誠泰科技,31.6,-4.24,89,24
1065	,4807.TW,日成-KY,21.3,0,6,24
1066	,4906.TW,正文,29.5,0.34,1851,24
1067	,5306.TW,桂盟,145.5,0.34,73,24
1068	,5469.TW,瀚宇博,38.9,1.17,3166,24
1069	,5471.TW,松翰,50.6,0,251,24
1070	,6121.TW,新普,316,0.48,407,24
1071	,6206.TW,飛捷,71.2,0.28,132,24
1072	,6221.TW,晉泰,64.2,-0.16,16,24
1073	,6405.TW,悅城,22.15,-0.45,51,24
1074	,6603.TW,富強鑫,17.05,0,309,24
1075	,8011.TW,台通,15.3,0,492,24
1076	,8150.TW,南茂,38.85,1.97,3814,24
1077	,8291.TW,尚茂,5.91,-9.08,2,24
1078	,8444.TW,綠河-KY,55,1.85,4,24
1079	,8927.TW,北基,45.05,0.9,844,24
1080	,8937.TW,合騏,18.2,4.6,689,24
1081	,9907.TW,統一實,20.45,-1.21,2889,24
1082	,1219.TW,福壽,21.7,0.93,1057,23
1083	,1521.TW,大億,37.8,-0.4,54,23
1084	,1808.TW,潤隆,73.9,0,95,23
1085	,2235.TW,謚源,45.4,0.22,5,23
1086	,2352.TW,佳世達,34.2,0,9511,23
1087	,2355.TW,敬鵬,31.9,0.79,388,23
1088	,2392.TW,正崴,42,1.45,658,23
1089	,2489.TW,瑞軒,12.55,1.21,6480,23
1090	,2524.TW,京城,31.15,-2.04,86,23
1091	,2712.TW,遠雄來,34.1,-1.02,14,23
1092	,2718.TW,晶悅,48.9,1.03,1,23
1093	,3323.TW,加百裕,33.1,-1.63,310,23
1094	,3349.TW,寶德,13.8,-2.13,5,23
1095	,3402.TW,漢科,52.2,-0.38,137,23
1096	,3430.TW,奇鈦科,49.1,-0.91,179,23
1097	,3631.TW,晟楠,33.4,0,11,23
1098	,3715.TW,定穎投控,28,8.74,44915,23
1099	,4564.TW,元翎,24.3,-1.22,442,23
1100	,4909.TW,新復興,21.3,-0.7,1595,23
1101	,4935.TW,茂林-KY,59.2,6.47,334,23
1102	,5201.TW,凱衛,28.1,2,137,23
1103	,5498.TW,凱崴,11.95,7.17,8863,23
1104	,5543.TW,桓鼎-KY,48,-0.41,9,23
1105	,5902.TW,德記,39,0,62,23
1106	,6202.TW,盛群,68.2,-0.29,530,23
1107	,6616.TW,特昇-KY,14.35,0,10,23
1108	,6761.TW,穩得,94.2,1.29,72,23
1109	,6859.TW,伯特光,144.5,4.33,188,23
1110	,8049.TW,晶采,38.2,-0.52,943,23
1111	,8070.TW,長華*,35,0.43,643,23
1112	,8432.TW,東生華,46.1,-0.43,10,23
1113	,8477.TW,創業家,17.4,0.29,23,23
1114	,8916.TW,光隆,53.2,-0.56,234,23
1115	,9941.TW,裕融,192.5,1.32,965,23
1116	,1231.TW,聯華食,95.4,0.21,186,22
1117	,1235.TW,興泰,69.6,0,0,22
1118	,1417.TW,嘉裕,14.05,-0.35,462,22
1119	,1565.TW,精華,242.5,-1.22,223,22
1120	,2312.TW,金寶,13.1,-0.38,2158,22
1121	,2349.TW,錸德,8.98,0,637,22
1122	,2430.TW,燦坤,42.4,0.59,192,22
1123	,2442.TW,新美齊,16.05,0,592,22
1124	,2640.TW,大車隊,138,2.99,935,22
1125	,2945.TW,三商家購,43.15,-2.38,48,22
1126	,3231.TW,緯創,49.9,1.53,53681,22
1127	,3623.TW,富晶通,15.8,-1.25,42,22
1128	,4930.TW,燦星網,25.75,-1.15,86,22
1129	,4991.TW,環宇-KY,31.65,-0.16,72,22
1130	,5434.TW,崇越,188,1.62,195,22
1131	,5443.TW,均豪,28.3,-0.18,99,22
1132	,5514.TW,三豐,17.95,-0.28,2,22
1133	,5536.TW,聖暉*,138.5,0.73,223,22
1134	,6005.TW,群益證,14.05,1.44,5959,22
1135	,6186.TW,新潤,44.8,0,290,22
1136	,6216.TW,居易,26.4,0,145,22
1137	,6227.TW,茂綸,49.5,0.1,133,22
1138	,6655.TW,科定,128.5,0.39,35,22
1139	,8284.TW,三竹,68.9,0.15,49,22
1140	,1337.TW,再生-KY,7.31,0.27,496,21
1141	,1338.TW,廣華-KY,44.7,0.22,35,21
1142	,1444.TW,力麗,10.7,-0.47,1289,21
1143	,1626.TW,艾美特-KY,18.65,0,40,21
1144	,1805.TW,寶徠,10.15,-0.49,1,21
1145	,2067.TW,嘉鋼,12.65,-1.17,4,21
1146	,2070.TW,精湛,33.1,0.76,8,21
1147	,2301.TW,光寶科,76.9,0.92,6395,21
1148	,2356.TW,英業達,32.75,2.02,8722,21
1149	,2425.TW,承啟,29.8,0,514,21
1150	,2441.TW,超豐,54,1.31,479,21
1151	,2504.TW,國產,28.85,0,3405,21
1152	,2528.TW,皇普,23.3,-2.1,235,21
1153	,2850.TW,新產,51,0.79,87,21
1154	,3002.TW,歐格,12.55,-2.71,230,21
1155	,3285.TW,微端,19.8,0,83,21
1156	,3447.TW,展達,50.1,-1.76,541,21
1157	,3450.TW,聯鈞,36.8,-0.27,162,21
1158	,3516.TW,亞帝歐,17.9,-2.72,44,21
1159	,3625.TW,西勝,13.75,-1.08,118,21
1160	,4111.TW,濟生,29.8,-1.49,2004,21
1161	,4207.TW,環泰,14.95,-1.32,836,21
1162	,4538.TW,大詠城,21,0.48,9,21
1163	,4542.TW,科嶠,27,-0.74,2,21
1164	,4545.TW,銘鈺,30.3,-6.91,627,21
1165	,4558.TW,寶緯,29.75,2.94,124,21
1166	,4741.TW,泓瀚,38.55,0,288,21
1167	,5291.TW,邑昇,33.85,-0.15,71,21
1168	,5864.TW,致和證,17.75,9.91,2993,21
1169	,5907.TW,大洋-KY,15.6,0.65,119,21
1170	,6161.TW,捷波,33.25,-4.32,1343,21
1171	,6188.TW,廣明,54.3,1.31,1053,21
1172	,6219.TW,富旺,11.3,0.89,978,21
1173	,6569.TW,醫揚,110,0.92,19,21
1174	,6613.TW,朋億*,99.5,-0.2,80,21
1175	,6629.TW,泰金-KY,44.95,0,0,21
1176	,6695.TW,芯鼎,42.2,-1.17,142,21
1177	,8089.TW,康全電訊,22.6,-1.31,43,21
1178	,8429.TW,金麗-KY,10.7,1.42,308,21
1179	,8437.TW,大地-KY,109.5,0,14,21
1180	,8921.TW,沈氏,15.2,0,0,21
1181	,9933.TW,中鼎,41,-3.76,7771,21
1182	,1217.TW,愛之味,11.2,-0.44,637,20
1183	,1410.TW,南染,38.4,-0.65,26,20
1184	,1440.TW,南紡,16.85,-0.3,706,20
1185	,1597.TW,直得,76,-0.26,22,20
1186	,1710.TW,東聯,21.3,-0.93,2670,20
1187	,1718.TW,中纖,8.41,0.6,2564,20
1188	,1906.TW,寶隆,16.15,-1.22,370,20
1189	,2227.TW,裕日車,193.5,-0.26,13,20
1190	,2371.TW,大同,34.35,2.84,24271,20
1191	,3036.TW,文曄,65,-0.61,1471,20
1192	,3209.TW,全科,42.7,0.23,873,20
1193	,3312.TW,弘憶股,21.55,-0.23,256,20
1194	,3313.TW,斐成,10.3,0,53,20
1195	,3321.TW,同泰,6.42,-0.31,56,20
1196	,4108.TW,懷特,22.25,-2.2,1159,20
1197	,4138.TW,曜亞,101,9.66,981,20
1198	,4720.TW,德淵,14.95,-1.97,300,20
1199	,4745.TW,合富-KY,28.35,0.18,35,20
1200	,5355.TW,佳總,8.3,-2.24,683,20
1201	,5450.TW,南良,22.7,1.57,466,20
1202	,5487.TW,通泰,28.05,10,398,20
1203	,5489.TW,彩富,41.7,-1.88,287,20
1204	,5493.TW,三聯,51.1,0.59,3,20
1205	,6158.TW,禾昌,26.05,-0.38,45,20
1206	,6185.TW,幃翔,20.5,4.86,2720,20
1207	,6246.TW,臺龍,13.85,-0.36,3,20
1208	,6263.TW,普萊德,131.5,2.73,282,20
1209	,6269.TW,台郡,95.2,2.81,2069,20
1210	,6516.TW,勤崴國際,95.3,-3.93,479,20
1211	,6727.TW,亞泰金屬,66.4,0.15,62,20
1212	,6865.TW,偉康科技,98.3,-1.7,67,20
1213	,9912.TW,偉聯,10.1,0,27,20
1214	,1438.TW,三地開發,31.45,-0.79,211,19
1215	,2020.TW,美亞,23.25,1.09,57,19
1216	,2029.TW,盛餘,25.4,0.79,199,19
1217	,2103.TW,台橡,27.1,-0.18,1154,19
1218	,2250.TW,IKKA-KY,72.1,-0.55,42,19
1219	,2431.TW,聯昌,11.5,-0.86,238,19
1220	,2520.TW,冠德,29.9,0.67,325,19
1221	,2543.TW,皇昌,9.47,0.96,43,19
1222	,2881.TW,富邦金,59.4,0.51,11810,19
1223	,2916.TW,滿心,38.15,0.13,230,19
1224	,4105.TW,東洋,76.8,-0.39,483,19
1225	,4532.TW,瑞智,18.05,0.28,170,19
1226	,4550.TW,長佳,33,-0.45,118,19
1227	,4939.TW,亞電,16.6,1.22,113,19
1228	,4995.TW,晶達,50.9,0.79,104,19
1229	,5228.TW,鈺鎧,22.2,0.23,46,19
1230	,5398.TW,慕康生醫,16.1,-0.62,108,19
1231	,6412.TW,群電,79.7,1.27,439,19
1232	,6762.TW,達亞,244,-2.2,3,19
1233	,7556.TW,意德士,99.6,-0.9,5,19
1234	,8032.TW,光菱,31.05,-0.16,21,19
1235	,8047.TW,星雲,11.8,0.43,16,19
1236	,8499.TW,鼎炫-KY,105.5,-0.94,61,19
1237	,9904.TW,寶成,32,0.47,2427,19
1238	,1225.TW,福懋油,59.8,-0.33,218,18
1239	,1459.TW,聯發,9.03,0.11,44,18
1240	,1540.TW,喬福,16.7,0,55,18
1241	,1595.TW,川寶,38.85,-0.13,12,18
1242	,1813.TW,寶利徠,22.55,0.45,28,18
1243	,2063.TW,世鎧,44.75,4.68,341,18
1244	,2323.TW,中環,7.92,-0.5,1795,18
1245	,2353.TW,宏碁,28.9,2.48,16009,18
1246	,2393.TW,億光,40.5,1,720,18
1247	,2423.TW,固緯,36.1,2.41,886,18
1248	,2480.TW,敦陽科,109,-0.46,1230,18
1249	,2545.TW,皇翔,46.85,0.11,326,18
1250	,2546.TW,根基,72,0.84,144,18
1251	,2705.TW,六福,18.5,0.27,353,18
1252	,2887.TW,台新金,17.95,2.28,44353,18
1253	,2891.TW,中信金,23.35,1.3,28740,18
1254	,2913.TW,農林,23.75,0.85,4449,18
1255	,2926.TW,誠品生活,65.3,-1.06,13,18
1256	,3029.TW,零壹,62.3,3.49,19751,18
1257	,3032.TW,偉訓,48.05,0.52,2827,18
1258	,3042.TW,晶技,87,1.16,947,18
1259	,3226.TW,至寶電,57.5,0,0,18
1260	,3303.TW,岱稜,27.15,-1.27,365,18
1261	,3543.TW,州巧,21.95,0.46,53,18
1262	,3581.TW,博磊,23.55,0.21,70,18
1263	,3597.TW,映興,26.2,-0.57,13,18
1264	,4510.TW,高鋒,14.15,-3.74,2172,18
1265	,4577.TW,達航科技,30.55,-0.16,35,18
1266	,4714.TW,永捷,12,-1.23,438,18
1267	,4735.TW,豪展,38.05,0.79,38,18
1268	,4974.TW,亞泰,69,0.44,177,18
1269	,5206.TW,坤悅,22.25,0.45,184,18
1270	,5455.TW,昇益,28.2,0,4,18
1271	,5508.TW,永信建,65.1,0.46,138,18
1272	,6179.TW,亞通,36.1,9.89,7912,18
1273	,6449.TW,鈺邦,52.2,2.55,18,18
1274	,6496.TW,科懋,35.25,-1.95,186,18
1275	,6654.TW,天正國際,50,0,5,18
1276	,6843.TW,進典,72.3,0,158,18
1277	,8048.TW,德勝,40.5,1.25,119,18
1278	,8064.TW,東捷,19.65,0.26,276,18
1279	,8147.TW,正淩,61.8,-2.06,122,18
1280	,8906.TW,花王,17.7,-0.56,32,18
1281	,8926.TW,台汽電,51.7,4.76,11238,18
1282	,9939.TW,宏全,103.5,2.99,3059,18
1283	,1455.TW,集盛,10.35,-0.48,220,17
1284	,2012.TW,春雨,27.15,-0.37,106,17
1285	,2101.TW,南港,39.2,-0.13,366,17
1286	,2538.TW,基泰,12.85,0.78,410,17
1287	,2882.TW,國泰金,43.05,0.94,15296,17
1288	,3044.TW,健鼎,117.5,0.86,475,17
1289	,3067.TW,全域,33.6,0,4,17
1290	,3206.TW,志豐,34.9,0,274,17
1291	,3376.TW,新日興,87.9,1.62,326,17
1292	,4107.TW,邦特,116,0,178,17
1293	,4113.TW,聯上,16.4,0.61,257,17
1294	,4534.TW,慶騰,9.82,0,71,17
1295	,5244.TW,弘凱,30.75,-0.97,17,17
1296	,5310.TW,天剛,24.5,-1.41,5,17
1297	,5403.TW,中菲,100,-0.5,921,17
1298	,6147.TW,頎邦,66,0,1846,17
1299	,6166.TW,凌華,59.7,-0.67,52,17
1300	,6212.TW,理銘,48.3,-0.1,3,17
1301	,6642.TW,富致,52.5,-0.76,6,17
1302	,8112.TW,至上,44.55,-0.22,1482,17
1303	,8374.TW,羅昇,31.3,-0.63,22,17
1304	,1101.TW,台泥,39.6,0.76,26176,16
1305	,1229.TW,聯華,62.2,0.48,869,16
1306	,1240.TW,茂生農經,45.95,-0.97,29,16
1307	,1312.TW,國喬,19.75,0.25,1171,16
1308	,1570.TW,力肯,18.35,-1.08,242,16
1309	,1731.TW,美吾華,22.05,-1.56,1629,16
1310	,1735.TW,日勝化,16.1,-2.72,136,16
1311	,1777.TW,生泰,90.5,-5.73,654,16
1312	,2013.TW,中鋼構,57.8,-0.17,34,16
1313	,2354.TW,鴻準,53.5,-0.56,1395,16
1314	,2357.TW,華碩,288.5,-0.17,1090,16
1315	,2382.TW,廣達,90.4,0.89,13265,16
1316	,3171.TW,新洲,17.8,0.85,16,16
1317	,3188.TW,鑫龍騰,14.55,-1.36,260,16
1318	,3489.TW,森寶,11.15,0.45,103,16
1319	,4188.TW,安克,16.7,-1.18,25,16
1320	,4305.TW,世坤,31.5,0,15,16
1321	,4716.TW,大立,12.55,0,168,16
1322	,6016.TW,康和證,11.2,1.82,1302,16
1323	,6218.TW,豪勉,26.35,-2.41,2530,16
1324	,6425.TW,易發,21.8,1.4,68,16
1325	,6807.TW,峰源-KY,30.4,0,2,16
1326	,8021.TW,尖點,29.6,0,1014,16
1327	,8182.TW,加高,30.1,-0.5,32,16
1328	,8438.TW,昶昕,24.6,-0.2,39,16
1329	,8488.TW,吉源-KY,15.65,0,0,16
1330	,1310.TW,台苯,16.95,0.89,3336,15
1331	,1340.TW,勝悅-KY,12.7,1.6,618,15
1332	,1437.TW,勤益控,28.85,2.49,498,15
1333	,1446.TW,宏和,30.2,-0.49,137,15
1334	,1447.TW,力鵬,8.14,-0.61,875,15
1335	,1454.TW,台富,13.8,1.47,194,15
1336	,1474.TW,弘裕,12.7,-0.78,110,15
1337	,2348.TW,海悅,67.5,0,34,15
1338	,2467.TW,志聖,47.85,0.42,57,15
1339	,2884.TW,玉山金,24.95,0,20874,15
1340	,3054.TW,立萬利,19.1,-0.26,12,15
1341	,3057.TW,喬鼎,12.2,0,104,15
1342	,3416.TW,融程電,121.5,2.1,957,15
1343	,3550.TW,聯穎,16,1.59,237,15
1344	,3556.TW,禾瑞亞,64.2,-0.16,106,15
1345	,4420.TW,光明,29.8,0,1,15
1346	,4528.TW,江興鍛,34.75,0,58,15
1347	,5202.TW,力新,15.45,-0.96,52,15
1348	,5533.TW,皇鼎,18.65,0,109,15
1349	,6021.TW,美好證,16.7,0,16,15
1350	,6183.TW,關貿,63.1,0.16,29,15
1351	,6207.TW,雷科,27.8,0.18,37,15
1352	,6525.TW,捷敏-KY,72.9,0.28,65,15
1353	,6561.TW,是方,380,-0.65,85,15
1354	,6674.TW,鋐寶科技,27.6,0,16,15
1355	,6754.TW,匯僑設計,57.7,2.3,116,15
1356	,8066.TW,來思達,27.8,0,7,15
1357	,8074.TW,鉅橡,21.3,0,226,15
1358	,8109.TW,博大,87.9,0.23,58,15
1359	,8423.TW,保綠-KY,20,-0.5,6,15
1360	,8466.TW,美吉吉-KY,42.95,-0.12,27,15
1361	,9927.TW,泰銘,45.1,0.22,193,15
1362	,9951.TW,皇田,72.2,-0.28,75,15
1363	,1468.TW,昶和,14.8,4.23,33,14
1364	,1717.TW,長興,32.65,1.4,1584,14
1365	,1806.TW,冠軍,9.05,-0.44,246,14
1366	,2015.TW,豐興,67.2,0,275,14
1367	,2105.TW,正新,38.6,0.52,2468,14
1368	,2362.TW,藍天,30.5,0.16,671,14
1369	,2461.TW,光群雷,22.9,-1.08,2048,14
1370	,2466.TW,冠西電,35.1,0.14,9,14
1371	,2474.TW,可成,184.5,1.37,1405,14
1372	,2608.TW,嘉里大榮,38.5,-0.13,73,14
1373	,2704.TW,國賓,42.25,1.93,677,14
1374	,2851.TW,中再保,20.35,9.12,12147,14
1375	,2883.TW,開發金,12.8,-3.76,99767,14
1376	,2890.TW,永豐金,17.2,0.88,20656,14
1377	,3114.TW,好德,27.1,0.18,31,14
1378	,3266.TW,昇陽,12.85,0.39,144,14
1379	,3379.TW,彬台,12.5,0.4,52,14
1380	,3546.TW,宇峻,83.4,0.97,279,14
1381	,3551.TW,世禾,61.1,-0.16,53,14
1382	,3615.TW,安可,17.6,0,36,14
1383	,3679.TW,新至陞,90.3,0,28,14
1384	,4104.TW,佳醫,94.7,1.28,881,14
1385	,4123.TW,晟德,51.6,-1.53,4564,14
1386	,4439.TW,冠星-KY,126.5,-0.39,105,14
1387	,4907.TW,富宇,36.05,-0.28,38,14
1388	,5315.TW,光聯,22.35,-3.87,2070,14
1389	,5490.TW,同亨,24.7,-1.59,171,14
1390	,5522.TW,遠雄,61.1,-0.33,428,14
1391	,5538.TW,東明-KY,41.45,-1.31,13,14
1392	,6208.TW,日揚,54.2,-0.55,227,14
1393	,6753.TW,龍德造船,123,-1.99,866,14
1394	,6834.TW,天二科技,27.2,0,33,14
1395	,6855.TW,數泓科,87,0,30,14
1396	,8271.TW,宇瞻,49,-2.39,1020,14
1397	,8930.TW,青鋼,19.3,1.85,3681,14
1398	,9902.TW,台火,12.35,-1.59,819,14
1399	,9934.TW,成霖,14.05,-1.75,670,14
1400	,9946.TW,三發地產,14.4,-0.69,277,14
1401	,1104.TW,環泥,29.85,0.67,3570,13
1402	,1525.TW,江申,72,2.71,728,13
1403	,1535.TW,中宇,54.2,-0.18,163,13
1404	,2002.TW,中鋼,29.3,0.69,15205,13
1405	,2104.TW,國際中橡,20.7,1.97,6682,13
1406	,2211.TW,長榮鋼,61.4,1.66,1535,13
1407	,2241.TW,艾姆勒,34.1,0,37,13
1408	,2488.TW,漢平,30.9,0.16,109,13
1409	,2855.TW,統一證,16.75,1.52,1049,13
1410	,2885.TW,元大金,23,0.66,16422,13
1411	,2897.TW,王道銀行,10,0.4,3491,13
1412	,2912.TW,統一超,285.5,0.35,1197,13
1413	,3211.TW,順達,77,0,241,13
1414	,3213.TW,茂訊,51.6,-0.96,81,13
1415	,3541.TW,西柏,60.8,1,141,13
1416	,3709.TW,鑫聯大投控,21.3,0,64,13
1417	,4139.TW,馬光-KY,37.45,-0.4,14,13
1418	,4306.TW,炎洲,17,0.59,1040,13
1419	,4406.TW,新昕纖,10.2,-0.97,2,13
1420	,4526.TW,東台,17.2,-0.86,252,13
1421	,4584.TW,君帆,50.2,-0.59,27,13
1422	,4764.TW,雙鍵,51,0,58,13
1423	,4973.TW,廣穎,25.35,-2.87,371,13
1424	,5223.TW,安力-KY,40.15,0.12,6,13
1425	,5529.TW,鉅陞,11.75,-0.84,30,13
1426	,5531.TW,鄉林,9.96,1.01,585,13
1427	,5546.TW,永固-KY,38.45,-1.41,11,13
1428	,5903.TW,全家,220,1.62,82,13
1429	,6204.TW,艾華,56.4,-0.35,31,13
1430	,6239.TW,力成,94.5,0.21,1702,13
1431	,6257.TW,矽格,53.1,-0.19,1328,13
1432	,6294.TW,智基,108.5,-0.46,20,13
1433	,6504.TW,南六,84,2.19,107,13
1434	,8096.TW,擎亞,11.3,-1.31,175,13
1435	,8163.TW,達方,44.5,0.68,418,13
1436	,8415.TW,大國鋼,35.9,0.7,142,13
1437	,8473.TW,山林水,30.2,0.17,43,13
1438	,8905.TW,裕國,25.35,0,43,13
1439	,1314.TW,中石化,9.95,-0.5,9392,12
1440	,1402.TW,遠東新,32.6,0.77,4746,12
1441	,1464.TW,得力,15.15,-0.98,625,12
1442	,1466.TW,聚隆,11.65,0,39,12
1443	,1722.TW,台肥,60.8,2.7,4201,12
1444	,1742.TW,台蠟,14.6,0,16,12
1445	,2247.TW,汎德永業,289.5,0,216,12
1446	,2365.TW,昆盈,10.6,0,166,12
1447	,2493.TW,揚博,53.4,-0.74,125,12
1448	,2509.TW,全坤建,15.6,0.32,66,12
1449	,2515.TW,中工,10.4,-0.95,7405,12
1450	,2643.TW,捷迅,71.4,-0.42,64,12
1451	,2834.TW,臺企銀,14.05,0,12788,12
1452	,2886.TW,兆豐金,34.3,0.15,8493,12
1453	,2889.TW,國票金,12.2,-0.81,3561,12
1454	,3528.TW,安馳,68.4,-1.3,193,12
1455	,3609.TW,三一東林,44.6,8.25,46,12
1456	,3646.TW,艾恩特,29.3,-2.66,371,12
1457	,3682.TW,亞太電,6.63,0,1434,12
1458	,4737.TW,華廣,75.3,-0.26,15,12
1459	,5478.TW,智冠,96.8,0.52,509,12
1460	,5525.TW,順天,27.05,0.56,86,12
1461	,5876.TW,上海商銀,46.35,0.32,4678,12
1462	,6123.TW,上奇,70.2,-0.85,145,12
1463	,6141.TW,柏承,18.2,0,32,12
1464	,6151.TW,晉倫,31.6,4.12,534,12
1465	,6264.TW,富裔,7.48,-0.13,112,12
1466	,6776.TW,展碁國際,54.9,2.62,621,12
1467	,8039.TW,台虹,41.95,-0.24,111,12
1468	,8240.TW,華宏,30,0.17,90,12
1469	,8410.TW,森田,30.6,0,72,12
1470	,8446.TW,華研,92.6,0.11,171,12
1471	,9943.TW,好樂迪,67.9,-0.15,52,12
1472	,1110.TW,東泥,18.75,0.27,556,11
1473	,1303.TW,南亞,77.7,0.26,3540,11
1474	,1460.TW,宏遠,8.1,-0.12,817,11
1475	,1599.TW,宏佳騰,37.85,0.26,42,11
1476	,1714.TW,和桐,9.39,-0.32,1398,11
1477	,1723.TW,中碳,114.5,0.44,76,11
1478	,2065.TW,世豐,58.6,-0.51,169,11
1479	,2106.TW,建大,31.75,0.32,408,11
1480	,2347.TW,聯強,62.5,0.16,2048,11
1481	,2527.TW,宏璟,22.5,0.67,124,11
1482	,2809.TW,京城銀,35.55,0.71,809,11
1483	,2888.TW,新光金,8.42,-0.24,19729,11
1484	,2905.TW,三商,15,-0.99,411,11
1485	,2910.TW,統領,29.8,-0.67,1,11
1486	,2911.TW,麗嬰房,7.06,-0.14,254,11
1487	,2937.TW,集雅社,35.8,5.6,64,11
1488	,3030.TW,德律,63.2,0.8,270,11
1489	,3033.TW,威健,30.75,-0.32,2190,11
1490	,3567.TW,逸昌,29.9,0,75,11
1491	,4109.TW,加捷生醫,15.7,-0.63,222,11
1492	,4754.TW,國碳科,40.8,-0.24,23,11
1493	,4766.TW,南寶,147.5,0.34,31,11
1494	,4904.TW,遠傳,78.7,0.25,3404,11
1495	,5530.TW,龍巖,37.7,0.13,131,11
1496	,6128.TW,上福,33.7,0.6,92,11
1497	,6506.TW,雙邦,19.6,-0.25,20,11
1498	,6615.TW,慧智,42.65,9.92,104,11
1499	,6662.TW,樂斯科,31,0,7,11
1500	,6671.TW,三能-KY,41.2,-0.72,28,11
1501	,6835.TW,圓裕,43.2,0.12,107,11
1502	,8383.TW,千附,43.8,-0.45,502,11
1503	,8416.TW,實威,147,2.44,115,11
1504	,8418.TW,捷必勝-KY,9.85,0.51,13,11
1505	,9960.TW,邁達康,31.1,2.64,176,11
1506	,1215.TW,卜蜂,98.9,-0.2,2237,10
1507	,1321.TW,大洋,34,0,87,10
1508	,1465.TW,偉全,14.4,1.05,137,10
1509	,1467.TW,南緯,11.75,-0.42,794,10
1510	,1532.TW,勤美,34.1,-0.29,505,10
1511	,1583.TW,程泰,66.5,0.3,7,10
1512	,1776.TW,展宇,21.65,-3.35,962,10
1513	,2062.TW,橋椿,22.1,-0.45,310,10
1514	,2317.TW,鴻海,105,0,10633,10
1515	,2385.TW,群光,98.8,0.82,1578,10
1516	,2397.TW,友通,69,0.88,61,10
1517	,2501.TW,國建,16.5,-0.6,489,10
1518	,2542.TW,興富發,43.3,0.93,3325,10
1519	,2836.TW,高雄銀,12.35,0.41,286,10
1520	,2903.TW,遠百,22.95,0.44,3708,10
1521	,2947.TW,振宇五金,92.5,0.33,7,10
1522	,3026.TW,禾伸堂,101.5,-0.98,188,10
1523	,3028.TW,增你強,32.5,-0.61,315,10
1524	,3360.TW,尚立,13.75,-0.36,110,10
1525	,3593.TW,力銘,12.6,0.8,26,10
1526	,3611.TW,鼎翰,242,0.83,70,10
1527	,4126.TW,太醫,86.9,-2.03,439,10
1528	,4430.TW,耀億,23.2,1.98,12,10
1529	,4552.TW,力達-KY,33.8,-1.74,225,10
1530	,4561.TW,健椿,23.35,-3.91,143,10
1531	,4711.TW,永純,17,-1.16,208,10
1532	,4999.TW,鑫禾,37.4,-0.13,42,10
1533	,5220.TW,萬達光電,30.2,-0.33,28,10
1534	,5287.TW,數字,210,1.45,94,10
1535	,5521.TW,工信,7.87,1.16,901,10
1536	,6176.TW,瑞儀,113,-0.88,989,10
1537	,6214.TW,精誠,89.3,3,5158,10
1538	,6261.TW,久元,65,0,97,10
1539	,6505.TW,台塑化,84.8,-0.35,744,10
1540	,8404.TW,百和興業-KY,25.6,0,159,10
1541	,8908.TW,欣雄,71.4,0.28,56,10
1542	,8929.TW,富堡,22.25,0.68,10,10
1543	,9935.TW,慶豐富,20.05,0.25,95,10
1544	,1203.TW,味王,38,0.53,6,9
1545	,1445.TW,大宇,20.15,0.75,225,9
1546	,1530.TW,亞崴,33.75,0.15,44,9
1547	,1531.TW,高林股,14.5,0.35,69,9
1548	,1615.TW,大山,37.1,-0.67,46,9
1549	,2008.TW,高興昌,19.55,0,64,9
1550	,2414.TW,精技,34.85,0,147,9
1551	,2477.TW,美隆電,20.7,0,23,9
1552	,2511.TW,太子,12.4,1.22,813,9
1553	,2547.TW,日勝生,9.3,-0.53,540,9
1554	,2645.TW,長榮航太,106,0.47,1706,9
1555	,2706.TW,第一店,15.3,0.66,730,9
1556	,2880.TW,華南金,22,0,10638,9
1557	,3048.TW,益登,27.7,-0.36,398,9
1558	,3501.TW,維熹,56.7,-0.35,448,9
1559	,3537.TW,堡達,38.65,-0.13,163,9
1560	,5013.TW,強新,34.8,0,6,9
1561	,5213.TW,亞昕,27.1,0,215,9
1562	,5523.TW,豐謙,25.2,0.8,107,9
1563	,6194.TW,育富,25.3,-3.07,338,9
1564	,6486.TW,互動,72.6,0.69,81,9
1565	,6708.TW,天擎,48.7,0,32,9
1566	,6721.TW,信實,50.8,-0.78,23,9
1567	,8213.TW,志超,40.55,0.87,251,9
1568	,8422.TW,可寧衛,196,1.03,277,9
1569	,9906.TW,欣巴巴,49.8,0.4,4,9
1570	,9937.TW,全國,59.7,-1.32,5,9
1571	,1102.TW,亞泥,44.5,0.56,5476,8
1572	,1109.TW,信大,17.85,-0.28,201,8
1573	,1210.TW,大成,53.5,1.33,6443,8
