符合條件商品
資料日期：2023年  5月  8日
策略,	紅K次數
序號,	代碼,	商品,	成交,	漲幅%,	總量,	紅K次數
執行時間：2023-05-09 00:17 符合檔數(1736)
1067	,1531.TW,高林股,14.5,0.35,69,104
1068	,1540.TW,喬福,16.7,0,55,104
1069	,1608.TW,華榮,16.6,-0.9,1260,104
1070	,1707.TW,葡萄王,186.5,0.27,277,104
1071	,1776.TW,展宇,21.65,-3.35,962,104
1072	,1785.TW,光洋科,36.55,-1.48,1553,104
1073	,1789.TW,神隆,27.55,-2.13,1496,104
1074	,2029.TW,盛餘,25.4,0.79,199,104
1075	,2231.TW,為升,174,0.29,529,104
1076	,2316.TW,楠梓電,28.3,-0.7,53,104
1077	,2536.TW,宏普,24.65,0.82,197,104
1078	,2615.TW,萬海,59.4,-0.17,5330,104
1079	,2726.TW,雅茗-KY,26.2,-1.5,17,104
1080	,2901.TW,欣欣,25.05,0.2,7,104
1081	,3004.TW,豐達科,100.5,2.03,1106,104
1082	,3045.TW,台灣大,104,-0.48,2161,104
1083	,3058.TW,立德,28.4,9.23,7550,104
1084	,3152.TW,璟德,209.5,-0.48,49,104
1085	,3169.TW,亞信,125.5,0.4,436,104
1086	,3313.TW,斐成,10.3,0,53,104
1087	,3450.TW,聯鈞,36.8,-0.27,162,104
1088	,3465.TW,進泰電子,94.7,-0.32,30,104
1089	,3483.TW,力致,77.3,9.96,6953,104
1090	,3499.TW,環天科,21.7,1.88,313,104
1091	,3535.TW,晶彩科,20.55,-1.2,350,104
1092	,3623.TW,富晶通,15.8,-1.25,42,104
1093	,3629.TW,地心引力,101,3.06,58,104
1094	,4167.TW,松瑞藥,18.15,-0.55,962,104
1095	,4402.TW,福大,10.35,1.97,116,104
1096	,4766.TW,南寶,147.5,0.34,31,104
1097	,5236.TW,凌陽創新,90.1,0.33,105,104
1098	,5287.TW,數字,210,1.45,94,104
1099	,5403.TW,中菲,100,-0.5,921,104
1100	,5703.TW,亞都,20.7,0,31,104
1101	,5902.TW,德記,39,0,62,104
1102	,6104.TW,創惟,109,-0.91,1739,104
1103	,6108.TW,競國,17.35,-0.29,77,104
1104	,6138.TW,茂達,172,0.88,1856,104
1105	,6148.TW,驊宏資,41.75,0.48,2708,104
1106	,6240.TW,松崗,23.15,1.09,25,104
1107	,6270.TW,倍微,22.9,0.88,43,104
1108	,6411.TW,晶焱,107,-0.93,459,104
1109	,6491.TW,晶碩,406,-0.25,420,104
1110	,6499.TW,益安,59.5,-0.17,280,104
1111	,6538.TW,倉和,119.5,9.63,2606,104
1112	,6589.TW,台康生技,125,-1.96,7802,104
1113	,6661.TW,威健生技,23.55,1.51,3,104
1114	,6667.TW,信紘科,70.7,0.57,95,104
1115	,6668.TW,中揚光,40.15,-1.35,65,104
1116	,6727.TW,亞泰金屬,66.4,0.15,62,104
1117	,6741.TW,91APP*-KY,156,2.63,5412,104
1118	,8155.TW,博智,149,0.68,907,104
1119	,8163.TW,達方,44.5,0.68,418,104
1120	,8341.TW,日友,159.5,-0.62,149,104
1121	,8415.TW,大國鋼,35.9,0.7,142,104
1122	,8481.TW,政伸,57.9,0.87,53,104
1123	,1316.TW,上曜,13.65,0,4104,103
1124	,1439.TW,雋揚,22.15,1.14,35,103
1125	,1447.TW,力鵬,8.14,-0.61,875,103
1126	,1470.TW,大統新創,19.65,0.77,106,103
1127	,1524.TW,耿鼎,23.2,-1.28,1321,103
1128	,1711.TW,永光,21.4,-0.47,4822,103
1129	,1718.TW,中纖,8.41,0.6,2564,103
1130	,1723.TW,中碳,114.5,0.44,76,103
1131	,1773.TW,勝一,123,-3.91,393,103
1132	,2017.TW,官田鋼,17.35,-0.29,362,103
1133	,2031.TW,新光鋼,46.4,-1.38,1569,103
1134	,2250.TW,IKKA-KY,72.1,-0.55,42,103
1135	,2332.TW,友訊,18.05,0.28,1491,103
1136	,2374.TW,佳能,20.4,-0.97,331,103
1137	,2393.TW,億光,40.5,1,720,103
1138	,2429.TW,銘旺科,21.55,-0.69,122,103
1139	,2441.TW,超豐,54,1.31,479,103
1140	,2597.TW,潤弘,119,-0.42,31,103
1141	,2734.TW,易飛網,33.65,1.51,290,103
1142	,2883.TW,開發金,12.8,-3.76,99767,103
1143	,3026.TW,禾伸堂,101.5,-0.98,188,103
1144	,3090.TW,日電貿,57.1,-0.87,476,103
1145	,3176.TW,基亞,34.1,-2.57,265,103
1146	,3260.TW,威剛,73.5,-0.27,1451,103
1147	,3297.TW,杭特,17.6,0,91,103
1148	,3305.TW,昇貿,49.8,-1.39,756,103
1149	,3390.TW,旭軟,18,-0.83,51,103
1150	,3434.TW,哲固,28.45,-0.35,78,103
1151	,3530.TW,晶相光,77.6,0,53,103
1152	,3545.TW,敦泰,76,-5.59,9809,103
1153	,3555.TW,重鵬,26.95,0.37,1,103
1154	,3563.TW,牧德,196.5,-0.76,184,103
1155	,3592.TW,瑞鼎,381.5,1.6,512,103
1156	,3630.TW,新鉅科,28.85,-0.52,140,103
1157	,3646.TW,艾恩特,29.3,-2.66,371,103
1158	,4157.TW,太景*-KY,15.4,-2.22,1236,103
1159	,4432.TW,銘旺實,21.9,-1.13,78,103
1160	,4540.TW,全球傳動,43.45,0.58,94,103
1161	,4566.TW,時碩工業,62.3,-2.96,2231,103
1162	,4726.TW,永昕,38.7,-1.15,465,103
1163	,4930.TW,燦星網,25.75,-1.15,86,103
1164	,4943.TW,康控-KY,13.35,-9.18,101,103
1165	,5013.TW,強新,34.8,0,6,103
1166	,5215.TW,科嘉-KY,47.9,0.63,43,103
1167	,5243.TW,乙盛-KY,66.5,0.15,941,103
1168	,5302.TW,太欣,9.75,-0.31,176,103
1169	,5309.TW,系統電,44.2,-0.67,3478,103
1170	,5450.TW,南良,22.7,1.57,466,103
1171	,6015.TW,宏遠證,9.85,0.41,421,103
1172	,6158.TW,禾昌,26.05,-0.38,45,103
1173	,6165.TW,浪凡,31.2,0,136,103
1174	,6279.TW,胡連,138.5,-0.72,526,103
1175	,6525.TW,捷敏-KY,72.9,0.28,65,103
1176	,6641.TW,基士德-KY,57.2,1.06,43,103
1177	,6693.TW,廣閎科,68,1.8,72,103
1178	,6715.TW,嘉基,141.5,-2.41,226,103
1179	,8032.TW,光菱,31.05,-0.16,21,103
1180	,8040.TW,九暘,45,-1.42,239,103
1181	,8054.TW,安國,32.45,2.04,277,103
1182	,8072.TW,陞泰,28.3,0.53,253,103
1183	,8096.TW,擎亞,11.3,-1.31,175,103
1184	,8255.TW,朋程,174.5,0.58,395,103
1185	,8401.TW,白紗科,21.45,0,62,103
1186	,8924.TW,大田,116.5,0,425,103
1187	,8940.TW,新天地,25.35,2.84,722,103
1188	,9906.TW,欣巴巴,49.8,0.4,4,103
1189	,9946.TW,三發地產,14.4,-0.69,277,103
1190	,1309.TW,台達化,20.05,0,446,102
1191	,1438.TW,三地開發,31.45,-0.79,211,102
1192	,1516.TW,川飛,21.25,0.95,510,102
1193	,1536.TW,和大,70.4,0.14,278,102
1194	,1539.TW,巨庭,28.9,0.35,146,102
1195	,1725.TW,元禎,23.45,-1.47,74,102
1196	,2020.TW,美亞,23.25,1.09,57,102
1197	,2062.TW,橋椿,22.1,-0.45,310,102
1198	,2354.TW,鴻準,53.5,-0.56,1395,102
1199	,2402.TW,毅嘉,29.05,5.44,18435,102
1200	,2415.TW,錩新,24.5,-0.2,45,102
1201	,2459.TW,敦吉,56.8,-0.35,57,102
1202	,2472.TW,立隆電,64.8,-1.22,575,102
1203	,2492.TW,華新科,99.8,-2.16,9496,102
1204	,2496.TW,卓越,50,0.3,19,102
1205	,2618.TW,長榮航,27.2,0.55,21546,102
1206	,2637.TW,慧洋-KY,61,-0.16,2672,102
1207	,2849.TW,安泰銀,15.05,0,34,102
1208	,3031.TW,佰鴻,18.75,-1.06,71,102
1209	,3149.TW,正達,16.65,-9.76,3847,102
1210	,3322.TW,建舜電,21.8,0,503,102
1211	,3413.TW,京鼎,191,2.14,614,102
1212	,3419.TW,譁裕,21.65,-1.14,3523,102
1213	,3526.TW,凡甲,134.5,-0.37,100,102
1214	,3532.TW,台勝科,151.5,1,818,102
1215	,3543.TW,州巧,21.95,0.46,53,102
1216	,3587.TW,閎康,191,-0.78,415,102
1217	,3701.TW,大眾控,61.3,2.85,2093,102
1218	,4107.TW,邦特,116,0,178,102
1219	,4131.TW,晶宇,28.85,4.72,10,102
1220	,4743.TW,合一,239.5,-2.24,3438,102
1221	,4747.TW,強生,60.1,-2.28,729,102
1222	,4946.TW,辣椒,27.6,1.85,42,102
1223	,4961.TW,天鈺,157.5,3.62,4157,102
1224	,5011.TW,久陽,28.9,3.21,2361,102
1225	,5263.TW,智崴,120.5,-1.63,147,102
1226	,5351.TW,鈺創,40.75,0.49,2392,102
1227	,5386.TW,青雲,38.8,-0.13,47,102
1228	,5452.TW,佶優,20.8,-0.72,650,102
1229	,6005.TW,群益證,14.05,1.44,5959,102
1230	,6443.TW,元晶,35.9,-1.64,11994,102
1231	,6512.TW,啟發電,19.85,-4.8,179,102
1232	,6569.TW,醫揚,110,0.92,19,102
1233	,6615.TW,慧智,42.65,9.92,104,102
1234	,6666.TW,羅麗芬-KY,88.9,1.83,113,102
1235	,6706.TW,惠特,83.9,-2.78,416,102
1236	,6719.TW,力智,317,2.76,2240,102
1237	,8418.TW,捷必勝-KY,9.85,0.51,13,102
1238	,8426.TW,紅木-KY,48.05,0,130,102
1239	,9918.TW,欣天然,41.25,0.12,16,102
1240	,1219.TW,福壽,21.7,0.93,1057,101
1241	,1234.TW,黑松,37.1,0.95,502,101
1242	,1256.TW,鮮活果汁-KY,328,5.47,69,101
1243	,1465.TW,偉全,14.4,1.05,137,101
1244	,1512.TW,瑞利,13.15,0.38,65,101
1245	,1533.TW,車王電,56.2,-0.53,704,101
1246	,1560.TW,中砂,111,0.45,664,101
1247	,1615.TW,大山,37.1,-0.67,46,101
1248	,1709.TW,和益,26.4,-1.12,2277,101
1249	,1717.TW,長興,32.65,1.4,1584,101
1250	,1732.TW,毛寶,27.4,-0.9,133,101
1251	,2247.TW,汎德永業,289.5,0,216,101
1252	,2329.TW,華泰,19.5,-0.51,1228,101
1253	,2528.TW,皇普,23.3,-2.1,235,101
1254	,2547.TW,日勝生,9.3,-0.53,540,101
1255	,2601.TW,益航,9.02,-0.66,1572,101
1256	,2617.TW,台航,30.05,-0.33,609,101
1257	,2722.TW,夏都,49.15,-0.51,105,101
1258	,2906.TW,高林,17.2,-0.29,383,101
1259	,3016.TW,嘉晶,64.2,0.31,263,101
1260	,3043.TW,科風,48.9,0.41,142,101
1261	,3230.TW,錦明,14.7,-0.34,247,101
1262	,3437.TW,榮創,18.95,-1.04,148,101
1263	,3455.TW,由田,89.1,-0.22,453,101
1264	,3490.TW,單井,26.95,-0.55,89,101
1265	,3628.TW,盈正,50.8,-0.39,101,101
1266	,4105.TW,東洋,76.8,-0.39,483,101
1267	,4137.TW,麗豐-KY,232.5,1.09,534,101
1268	,4168.TW,醣聯,32.05,-2.14,674,101
1269	,4903.TW,聯光通,21.8,-2.68,1172,101
1270	,4909.TW,新復興,21.3,-0.7,1595,101
1271	,5490.TW,同亨,24.7,-1.59,171,101
1272	,6127.TW,九豪,23.55,-3.29,5930,101
1273	,6133.TW,金橋,19.75,-1.25,680,101
1274	,6173.TW,信昌電,43.5,3.57,7641,101
1275	,6201.TW,亞弘電,43.2,-0.23,11,101
1276	,6226.TW,光鼎,12.4,-1.59,402,101
1277	,6603.TW,富強鑫,17.05,0,309,101
1278	,6790.TW,永豐實,38.45,-2.66,3277,101
1279	,8066.TW,來思達,27.8,0,7,101
1280	,8074.TW,鉅橡,21.3,0,226,101
1281	,8101.TW,華冠,5.15,1.38,119,101
1282	,8104.TW,錸寶,40.7,0.49,136,101
1283	,8437.TW,大地-KY,109.5,0,14,101
1284	,8467.TW,波力-KY,58.8,-0.51,59,101
1285	,8482.TW,商億-KY,77,0.52,4,101
1286	,8489.TW,三貝德,23.6,0,47,101
1287	,9914.TW,美利達,172,1.18,340,101
1288	,1434.TW,福懋,27.75,-1.42,4223,100
1289	,1440.TW,南紡,16.85,-0.3,706,100
1290	,1537.TW,廣隆,142,0.35,86,100
1291	,1593.TW,祺驊,79,-0.5,44,100
1292	,1730.TW,花仙子,58.2,-0.17,24,100
1293	,2009.TW,第一銅,32.6,-2.69,1712,100
1294	,2030.TW,彰源,22.3,0.68,609,100
1295	,2034.TW,允強,29.25,0,409,100
1296	,2428.TW,興勤,160.5,2.23,1491,100
1297	,2462.TW,良得電,32,-1.84,535,100
1298	,2538.TW,基泰,12.85,0.78,410,100
1299	,2889.TW,國票金,12.2,-0.81,3561,100
1300	,3021.TW,鴻名,21.9,-1.57,295,100
1301	,3052.TW,夆典,11.6,0.87,332,100
1302	,3095.TW,及成,22.65,1.57,6,100
1303	,3321.TW,同泰,6.42,-0.31,56,100
1304	,3325.TW,旭品,20.3,4.37,1803,100
1305	,3372.TW,典範,12.65,-0.39,155,100
1306	,3528.TW,安馳,68.4,-1.3,193,100
1307	,3531.TW,先益,28,0.18,21,100
1308	,3685.TW,元創精密,20.9,-0.24,67,100
1309	,4160.TW,創源,48.8,9.91,1028,100
1310	,4183.TW,福永生技,20.5,0.99,37,100
1311	,4439.TW,冠星-KY,126.5,-0.39,105,100
1312	,4939.TW,亞電,16.6,1.22,113,100
1313	,5301.TW,寶得利,11.85,-1.25,28,100
1314	,6114.TW,久威,25.05,-0.79,63,100
1315	,6116.TW,彩晶,12,-1.23,4848,100
1316	,6150.TW,撼訊,71.6,-0.42,124,100
1317	,6257.TW,矽格,53.1,-0.19,1328,100
1318	,6669.TW,緯穎,1125,-0.44,1448,100
1319	,8421.TW,旭源,16,0.95,131,100
1320	,8431.TW,匯鑽科,60,-1.15,93,100
1321	,8476.TW,台境,75.8,3.84,1635,100
1322	,8929.TW,富堡,22.25,0.68,10,100
1323	,1475.TW,業旺,56.6,6.19,72,99
1324	,1587.TW,吉茂,22.85,-0.22,26,99
1325	,1618.TW,合機,19.25,2.39,2476,99
1326	,1810.TW,和成,26,-3.53,9907,99
1327	,1905.TW,華紙,25.25,0.4,17686,99
1328	,2015.TW,豐興,67.2,0,275,99
1329	,2059.TW,川湖,419,4.23,940,99
1330	,2323.TW,中環,7.92,-0.5,1795,99
1331	,2461.TW,光群雷,22.9,-1.08,2048,99
1332	,2485.TW,兆赫,19,0.53,432,99
1333	,2497.TW,怡利電,72,0.14,472,99
1334	,2612.TW,中航,39,-0.13,233,99
1335	,2701.TW,萬企,12.75,0.39,219,99
1336	,2812.TW,台中銀,14.65,0,6946,99
1337	,2945.TW,三商家購,43.15,-2.38,48,99
1338	,3040.TW,遠見,31.95,-0.16,12,99
1339	,3268.TW,海德威,21.85,-0.91,58,99
1340	,3438.TW,類比科,59.1,-1.01,60,99
1341	,3588.TW,通嘉,57.3,2.32,415,99
1342	,3682.TW,亞太電,6.63,0,1434,99
1343	,3686.TW,達能,15.3,0,352,99
1344	,4127.TW,天良,15.25,-2.24,245,99
1345	,4906.TW,正文,29.5,0.34,1851,99
1346	,4994.TW,傳奇,47.2,1.83,115,99
1347	,5211.TW,蒙恬,33.7,6.48,5968,99
1348	,5245.TW,智晶,47.2,0.96,47,99
1349	,5283.TW,禾聯碩,108,0,32,99
1350	,5321.TW,美而快,115,4.55,7752,99
1351	,6164.TW,華興,11.8,1.29,240,99
1352	,6219.TW,富旺,11.3,0.89,978,99
1353	,6287.TW,元隆,23.2,0.87,4,99
1354	,6457.TW,紘康,53.4,-1.29,52,99
1355	,6547.TW,高端疫苗,63.6,-2.9,3031,99
1356	,6598.TW,ABC-KY,28,0.72,77,99
1357	,6649.TW,台生材,40.25,-0.86,66,99
1358	,6683.TW,雍智科技,190,-1.04,109,99
1359	,6712.TW,長聖,219,-1.35,901,99
1360	,8043.TW,蜜望實,28.55,-0.87,185,99
1361	,1626.TW,艾美特-KY,18.65,0,40,98
1362	,1708.TW,東鹼,40.3,-2.3,3410,98
1363	,2022.TW,聚亨,10.25,0,2364,98
1364	,2025.TW,千興,5.27,-0.57,180,98
1365	,2235.TW,謚源,45.4,0.22,5,98
1366	,2375.TW,凱美,70.2,-0.14,657,98
1367	,2412.TW,中華電,126.5,0,4127,98
1368	,2605.TW,新興,21.5,-0.69,1403,98
1369	,3122.TW,笙泉,25.7,0,103,98
1370	,3232.TW,昱捷,30.25,2.37,433,98
1371	,3285.TW,微端,19.8,0,83,98
1372	,3522.TW,御頂,16.75,1.52,466,98
1373	,3652.TW,精聯,30.45,-0.81,475,98
1374	,4142.TW,國光生,39.95,-1.36,899,98
1375	,4754.TW,國碳科,40.8,-0.24,23,98
1376	,4755.TW,三福化,127.5,-4.85,1295,98
1377	,4912.TW,聯德控股-KY,71,0.14,27,98
1378	,4956.TW,光鋐,15.85,-1.55,210,98
1379	,5478.TW,智冠,96.8,0.52,509,98
1380	,6134.TW,萬旭,23.6,-0.63,539,98
1381	,6259.TW,百徽,22.55,-0.22,0,98
1382	,6426.TW,統新,60.8,-0.65,38,98
1383	,6509.TW,聚和,44.15,-0.79,426,98
1384	,6716.TW,應廣,110.5,9.95,75,98
1385	,8011.TW,台通,15.3,0,492,98
1386	,8071.TW,能率網通,14.9,-0.67,38,98
1387	,8080.TW,永利聯合,10.9,0,1,98
1388	,8099.TW,大世科,51.5,-5.33,4248,98
1389	,8110.TW,華東,13.2,-0.75,605,98
1390	,1310.TW,台苯,16.95,0.89,3336,97
1391	,1565.TW,精華,242.5,-1.22,223,97
1392	,1603.TW,華電,26.7,-0.56,271,97
1393	,1806.TW,冠軍,9.05,-0.44,246,97
1394	,2321.TW,東訊,19.55,-0.26,30,97
1395	,2486.TW,一詮,27.8,-0.54,1453,97
1396	,2836.TW,高雄銀,12.35,0.41,286,97
1397	,3049.TW,和鑫,9.85,-0.91,1717,97
1398	,3294.TW,英濟,18.4,0,251,97
1399	,3354.TW,律勝,14.35,0,58,97
1400	,3518.TW,柏騰,32.7,1.55,693,97
1401	,3577.TW,泓格,79,-1.25,147,97
1402	,3710.TW,連展投控,11.55,-0.43,492,97
1403	,4121.TW,優盛,34.55,-0.58,6513,97
1404	,4123.TW,晟德,51.6,-1.53,4564,97
1405	,4534.TW,慶騰,9.82,0,71,97
1406	,4558.TW,寶緯,29.75,2.94,124,97
1407	,4562.TW,穎漢,16.75,-0.3,76,97
1408	,5464.TW,霖宏,30.65,-3.16,1747,97
1409	,5529.TW,鉅陞,11.75,-0.84,30,97
1410	,5530.TW,龍巖,37.7,0.13,131,97
1411	,5543.TW,桓鼎-KY,48,-0.41,9,97
1412	,6233.TW,旺玖,25.85,-0.77,221,97
1413	,6284.TW,佳邦,56.7,-0.53,399,97
1414	,6418.TW,詠昇,20,0.25,271,97
1415	,6747.TW,亨泰光,236.5,-1.46,231,97
1416	,7556.TW,意德士,99.6,-0.9,5,97
1417	,8390.TW,金益鼎,43.6,-7.53,4405,97
1418	,8438.TW,昶昕,24.6,-0.2,39,97
1419	,1101.TW,台泥,39.6,0.76,26176,96
1420	,1213.TW,大飲,6.77,0.15,10,96
1421	,1721.TW,三晃,16.4,-2.09,2711,96
1422	,2008.TW,高興昌,19.55,0,64,96
1423	,2010.TW,春源,16.25,0,355,96
1424	,2424.TW,隴華,34.05,-1.87,364,96
1425	,2498.TW,宏達電,57.4,0.17,4821,96
1426	,2530.TW,華建,22.35,1.82,1685,96
1427	,2706.TW,第一店,15.3,0.66,730,96
1428	,2867.TW,三商壽,5.1,-0.39,7606,96
1429	,3508.TW,位速,31.45,-0.47,145,96
1430	,3552.TW,同致,143,-0.69,275,96
1431	,3631.TW,晟楠,33.4,0,11,96
1432	,3691.TW,碩禾,105.5,-0.94,190,96
1433	,3708.TW,上緯投控,102.5,-0.49,539,96
1434	,4120.TW,友華,37.3,0.54,41,96
1435	,5314.TW,世紀,23.1,-4.55,63,96
1436	,5426.TW,振發,12.3,-0.4,228,96
1437	,6237.TW,驊訊,43.05,-0.92,179,96
1438	,6244.TW,茂迪,38.3,-0.52,9726,96
1439	,6282.TW,康舒,42.55,2.04,14765,96
1440	,6640.TW,均華,88,0.46,4,96
1441	,6655.TW,科定,128.5,0.39,35,96
1442	,6690.TW,安碁資訊,206.5,8.4,1872,96
1443	,6756.TW,威鋒電子,209,0.72,400,96
1444	,9919.TW,康那香,18.35,1.38,5231,96
1445	,1341.TW,富林-KY,69.6,0.29,7,95
1446	,1517.TW,利奇,19.15,0,263,95
1447	,1558.TW,伸興,112.5,-0.44,49,95
1448	,2369.TW,菱生,14.2,0,307,95
1449	,2390.TW,云辰,12.3,-1.6,334,95
1450	,2537.TW,聯上發,6.94,0,251,95
1451	,2607.TW,榮運,26.7,-0.74,1244,95
1452	,2937.TW,集雅社,35.8,5.6,64,95
1453	,3041.TW,揚智,19.3,-1.28,540,95
1454	,3050.TW,鈺德,15.6,0.97,2728,95
1455	,3051.TW,力特,18.05,-0.28,8915,95
1456	,3086.TW,華義,75.8,1.74,4,95
1457	,3374.TW,精材,100,0.1,486,95
1458	,3666.TW,光耀,23.45,5.63,1424,95
1459	,3687.TW,歐買尬,93.7,3.54,1977,95
1460	,4148.TW,全宇生技-KY,63,-0.94,182,95
1461	,4523.TW,永彰,35.55,-3,44,95
1462	,4729.TW,熒茂,16.7,0.91,56,95
1463	,4804.TW,大略-KY,6.17,-0.32,179,95
1464	,6117.TW,迎廣,14.9,0,49,95
1465	,6228.TW,全譜,13,2.36,17,95
1466	,6431.TW,光麗-KY,21.2,0.71,46,95
1467	,6590.TW,普鴻,104.5,8.52,573,95
1468	,6674.TW,鋐寶科技,27.6,0,16,95
1469	,6754.TW,匯僑設計,57.7,2.3,116,95
1470	,8064.TW,東捷,19.65,0.26,276,95
1471	,8089.TW,康全電訊,22.6,-1.31,43,95
1472	,8107.TW,大億金茂,17,-1.16,162,95
1473	,8450.TW,霹靂,25.25,-1.56,41,95
1474	,9938.TW,百和,57.6,1.95,457,95
1475	,1220.TW,台榮,15.9,-0.62,449,94
1476	,1259.TW,安心,73,-0.54,3,94
1477	,1417.TW,嘉裕,14.05,-0.35,462,94
1478	,2014.TW,中鴻,24.4,-0.2,4184,94
1479	,2845.TW,遠東銀,11.2,0,3711,94
1480	,2929.TW,淘帝-KY,13.2,0.76,452,94
1481	,3432.TW,台端,13.4,-0.74,244,94
1482	,3523.TW,迎輝,18,3.15,2,94
1483	,4303.TW,信立,17.3,0,47,94
1484	,4306.TW,炎洲,17,0.59,1040,94
1485	,4527.TW,方土霖,32.2,-0.16,59,94
1486	,4564.TW,元翎,24.3,-1.22,442,94
1487	,4711.TW,永純,17,-1.16,208,94
1488	,4716.TW,大立,12.55,0,168,94
1489	,4736.TW,泰博,184,-0.54,229,94
1490	,4807.TW,日成-KY,21.3,0,6,94
1491	,5481.TW,新華,12.8,0.79,48,94
1492	,5603.TW,陸海,21.1,-0.47,214,94
1493	,5864.TW,致和證,17.75,9.91,2993,94
1494	,5907.TW,大洋-KY,15.6,0.65,119,94
1495	,6187.TW,萬潤,61.1,-0.81,116,94
1496	,6196.TW,帆宣,131,0.38,312,94
1497	,6477.TW,安集,55.3,0.18,1827,94
1498	,6494.TW,九齊,70.6,0.86,98,94
1499	,6560.TW,欣普羅,35.3,-0.42,22,94
1500	,6684.TW,安格,45.8,0.22,69,94
1501	,8092.TW,建暐,11.85,-0.42,35,94
1502	,8121.TW,越峰,31.5,-0.47,1787,94
1503	,8176.TW,智捷,10.95,-1.35,135,94
1504	,8488.TW,吉源-KY,15.65,0,0,94
1505	,8499.TW,鼎炫-KY,105.5,-0.94,61,94
1506	,8930.TW,青鋼,19.3,1.85,3681,94
1507	,1108.TW,幸福,16.95,1.19,2830,93
1508	,1325.TW,恆大,24.05,-0.21,104,93
1509	,1337.TW,再生-KY,7.31,0.27,496,93
1510	,1528.TW,恩德,12.2,-1.21,1465,93
1511	,1538.TW,正峰,9.64,0,2,93
1512	,2365.TW,昆盈,10.6,0,166,93
1513	,2613.TW,中櫃,22.35,-0.45,46,93
1514	,2641.TW,正德,18.55,-1.59,822,93
1515	,2911.TW,麗嬰房,7.06,-0.14,254,93
1516	,3083.TW,網龍,45.6,-1.08,253,93
1517	,3252.TW,海灣,18.1,-0.55,67,93
1518	,3312.TW,弘憶股,21.55,-0.23,256,93
1519	,3339.TW,泰谷,13.15,0,43,93
1520	,3360.TW,尚立,13.75,-0.36,110,93
1521	,3625.TW,西勝,13.75,-1.08,118,93
1522	,4581.TW,光隆精密-KY,56.4,0.36,125,93
1523	,5014.TW,建錩,16.35,1.55,337,93
1524	,5460.TW,同協,11.2,0,73,93
1525	,6026.TW,福邦證,12.15,-0.41,2944,93
1526	,6118.TW,建達,32.3,0,224,93
1527	,6169.TW,昱泉,22.35,0.68,242,93
1528	,6190.TW,萬泰科,32.65,0.15,757,93
1529	,6218.TW,豪勉,26.35,-2.41,2530,93
1530	,8084.TW,巨虹,103.5,-3.72,677,93
1531	,8171.TW,天宇,55.9,0.36,498,93
1532	,8277.TW,商丞,9.9,0.51,67,93
1533	,1217.TW,愛之味,11.2,-0.44,637,92
1534	,1423.TW,利華,23.25,0.22,863,92
1535	,1583.TW,程泰,66.5,0.3,7,92
1536	,1731.TW,美吾華,22.05,-1.56,1629,92
1537	,1734.TW,杏輝,33.4,-1.04,2142,92
1538	,1906.TW,寶隆,16.15,-1.22,370,92
1539	,2032.TW,新鋼,18.65,0.54,79,92
1540	,2312.TW,金寶,13.1,-0.38,2158,92
1541	,2317.TW,鴻海,105,0,10633,92
1542	,2614.TW,東森,19.55,-1.51,1917,92
1543	,3024.TW,憶聲,15.05,-0.33,575,92
1544	,3066.TW,李洲,22.6,-0.66,20,92
1545	,3188.TW,鑫龍騰,14.55,-1.36,260,92
1546	,3632.TW,研勤,15.1,1.34,144,92
1547	,4430.TW,耀億,23.2,1.98,12,92
1548	,4440.TW,宜新實業,34.25,0,92,92
1549	,4513.TW,福裕,21.4,-2.51,355,92
1550	,4702.TW,中美實,14.15,0,91,92
1551	,5210.TW,寶碩,16.9,-0.88,133,92
1552	,5222.TW,全訊,206,-4.19,5776,92
1553	,5475.TW,德宏,15.7,-0.32,615,92
1554	,5701.TW,劍湖山,7.8,-0.76,110,92
1555	,6140.TW,訊達,22.4,1.13,1011,92
1556	,6265.TW,方土昶,10.35,-0.96,136,92
1557	,6593.TW,台灣銘板,54.5,-1.45,49,92
1558	,1444.TW,力麗,10.7,-0.47,1289,91
1559	,1474.TW,弘裕,12.7,-0.78,110,91
1560	,2028.TW,威致,25.65,-0.58,179,91
1561	,2069.TW,運錩,19.75,-0.5,94,91
1562	,2642.TW,宅配通,46.4,-0.32,57,91
1563	,3002.TW,歐格,12.55,-2.71,230,91
1564	,3489.TW,森寶,11.15,0.45,103,91
1565	,4413.TW,飛寶企業,14.85,0.68,8,91
1566	,4526.TW,東台,17.2,-0.86,252,91
1567	,4571.TW,鈞興-KY,81.4,0.37,31,91
1568	,4609.TW,唐鋒,8,0,0,91
1569	,4720.TW,德淵,14.95,-1.97,300,91
1570	,5546.TW,永固-KY,38.45,-1.41,11,91
1571	,6225.TW,天瀚,11.55,-1.28,11,91
1572	,6465.TW,威潤,22.6,-7.76,397,91
1573	,6492.TW,生華科,51,-2.67,117,91
1574	,6514.TW,芮特-KY,58.1,3.75,31,91
1575	,6662.TW,樂斯科,31,0,7,91
1576	,6752.TW,叡揚,177.5,-3.01,444,91
1577	,8085.TW,福華,35,4.01,14211,91
1578	,8429.TW,金麗-KY,10.7,1.42,308,91
1579	,8463.TW,潤泰材,27.3,0.37,753,91
1580	,8933.TW,愛地雅,11.85,-0.42,651,91
1581	,2064.TW,晉椿,17.65,-1.94,8,90
1582	,2208.TW,台船,24.6,0.61,5336,90
1583	,2443.TW,昶虹,3.61,3.14,319,90
