符合條件商品
資料日期：2023年  4月 21日
策略,	00統計2022年漲幅
序號,	代碼,	商品,	成交,	漲幅%,	總量,	最高價,	最低價,	漲幅
執行時間：2023-04-23 03:20 符合檔數(1711)
777	,6156.TW,松上,21.05,-5.39,1508,26.7,14.3,86.71
778	,6230.TW,尼得科超眾,155,-4.02,204,175.5,94,86.7
779	,2421.TW,建準,51.3,-3.75,3122,56.8,30.45,86.54
780	,5364.TW,力麗店,24.3,-2.41,7,33,17.7,86.44
781	,3694.TW,海華,23.7,-4.24,770,29.55,15.85,86.44
782	,8341.TW,日友,157.5,-4.83,1053,245,131.5,86.31
783	,5432.TW,新門,27.45,-4.36,54,49,26.3,86.31
784	,6209.TW,今國光,31.25,-3.85,2507,40.05,21.5,86.28
785	,8150.TW,南茂,37.3,-1.97,1829,52.9,28.4,86.27
786	,2408.TW,南亞科,64.5,-1.53,9490,84.2,45.25,86.08
787	,3236.TW,千如,28.8,-3.84,1453,31.8,17.1,85.96
788	,2330.TW,台積電,511,-0.39,25440,688,370,85.95
789	,3363.TW,上詮,31.25,-9.94,5061,39.85,21.45,85.78
790	,4127.TW,天良,15.35,-0.97,433,20.25,10.9,85.78
791	,2329.TW,華泰,20.3,-2.64,3587,27.3,14.7,85.71
792	,1240.TW,茂生農經,46.15,-0.11,33,76.3,41.1,85.64
793	,1701.TW,中化,25.9,-1.71,2797,36.85,19.85,85.64
794	,8941.TW,關中,58.9,-0.17,11,66.8,36,85.56
795	,8034.TW,榮群,16.3,-0.91,494,23.75,12.8,85.55
796	,6279.TW,胡連,139,-2.46,1332,185.5,100,85.5
797	,2916.TW,滿心,33.5,-1.03,195,35.95,19.4,85.31
798	,3712.TW,永崴投控,36.1,-3.22,3616,40.9,22.1,85.07
799	,1802.TW,台玻,20.5,0.99,8312,30.4,16.45,84.8
800	,9938.TW,百和,56,-1.93,995,88.6,47.95,84.78
801	,3652.TW,精聯,29.95,-9.1,3811,36.95,20,84.75
802	,6139.TW,亞翔,44.7,-1.11,2956,50.8,27.5,84.73
803	,6605.TW,帝寶,96.5,-0.72,715,101.5,55,84.55
804	,4581.TW,光隆精密-KY,47.85,-3.04,166,54.9,29.75,84.54
805	,4953.TW,緯軟,114.5,-3.78,3368,131,71,84.51
806	,2883.TW,開發金,13.15,0.77,44765,20.1,10.9,84.4
807	,6591.TW,動力-KY,49.85,-2.25,331,68.3,37.05,84.35
808	,6438.TW,迅得,111,-1.33,2199,134.5,73,84.25
809	,8401.TW,白紗科,21.3,-2.07,438,25.1,13.65,83.88
810	,3312.TW,弘憶股,21.05,-2.09,1192,29.05,15.8,83.86
811	,4426.TW,利勤,24.1,-2.82,448,34.1,18.55,83.83
812	,4121.TW,優盛,24.85,-2.55,1698,34.45,18.75,83.73
813	,3083.TW,網龍,42.65,-2.63,161,69.8,38,83.68
814	,2527.TW,宏璟,22.55,-0.44,138,35.25,19.2,83.59
815	,1442.TW,名軒,32.05,-0.77,867,38.45,20.95,83.53
816	,3628.TW,盈正,49.45,-4.9,759,62.7,34.2,83.33
817	,3556.TW,禾瑞亞,64.6,-1.37,175,89.8,49,83.27
818	,1312.TW,國喬,20.25,0,2525,30.3,16.55,83.08
819	,1258.TW,其祥-KY,26.8,0,22,31.1,17,82.94
820	,8277.TW,商丞,10,-2.91,340,14.4,7.88,82.74
821	,5356.TW,協益,21.8,-0.46,86,34.9,19.1,82.72
822	,8464.TW,億豐,325.5,-0.61,448,421,230.5,82.65
823	,1909.TW,榮成,17.4,-1.14,43769,26.1,14.3,82.52
824	,3297.TW,杭特,17.7,-5.35,374,25,13.7,82.48
825	,4991.TW,環宇-KY,34.6,-0.57,27,56.5,31,82.26
826	,2630.TW,亞航,24.4,-2.4,1442,28.6,15.7,82.17
827	,2419.TW,仲琦,26.85,-4.79,4114,31.4,17.25,82.03
828	,3581.TW,博磊,23,0.44,42,32.85,18.05,81.99
829	,3064.TW,泰偉,12.55,-1.95,31,19,10.45,81.82
830	,3607.TW,谷崧,13.85,-1.07,263,20.35,11.2,81.7
831	,5230.TW,雷笛克光學,22.8,-0.87,124,38.7,21.3,81.69
832	,4550.TW,長佳,30.9,-2.83,644,36.5,20.1,81.59
833	,2702.TW,華園,23.35,-1.06,389,33.5,18.45,81.57
834	,2393.TW,億光,39.4,-1.25,979,60,33.05,81.54
835	,3630.TW,新鉅科,28.9,-3.83,627,43.2,23.8,81.51
836	,1459.TW,聯發,9.07,0.11,44,14.25,7.86,81.3
837	,1903.TW,士紙,43.8,0,4654,76.9,42.45,81.15
838	,3564.TW,其陽,37.5,-4.94,477,43.2,23.85,81.13
839	,6227.TW,茂綸,48.15,-1.73,342,51.5,28.45,81.02
840	,2601.TW,益航,9.13,-2.04,4240,14.3,7.9,81.01
841	,1218.TW,泰山,29.4,0.51,1323,47.95,26.5,80.94
842	,4807.TW,日成-KY,20.9,0.48,6,32.65,18.05,80.89
843	,6180.TW,橘子,71.2,-2.2,2085,92.6,51.2,80.86
844	,6667.TW,信紘科,68.3,-2.84,290,100,55.3,80.83
845	,3325.TW,旭品,16.6,-6.74,1481,19.8,10.95,80.82
846	,2409.TW,友達,18.25,0.83,46150,23.5,13,80.77
847	,8112.TW,至上,43.45,-1.81,2574,58.2,32.2,80.75
848	,3552.TW,同致,142.5,-5,1485,225,124.5,80.72
849	,6220.TW,岳豐,28.2,-0.53,1923,36,19.95,80.45
850	,3567.TW,逸昌,30.9,4.75,652,41.5,23,80.43
851	,1618.TW,合機,18,-3.49,3218,20.2,11.2,80.36
852	,2478.TW,大毅,48.1,-2.34,267,69.6,38.6,80.31
853	,1504.TW,東元,43.8,-0.45,22501,47.4,26.3,80.23
854	,6767.TW,台微醫,40.2,-8.84,942,45.5,25.25,80.2
855	,4572.TW,駐龍,154.5,-0.96,1552,171,94.9,80.19
856	,2905.TW,三商,14.95,-0.33,542,24.2,13.45,79.93
857	,3188.TW,鑫龍騰,14,-0.71,266,19.05,10.6,79.72
858	,6215.TW,和椿,29.05,-2.52,1928,33.5,18.65,79.62
859	,3580.TW,友威科,56.3,-1.75,590,79,44,79.55
860	,4137.TW,麗豐-KY,219.5,-1.79,589,263,146.5,79.52
861	,6261.TW,久元,65.2,-1.06,310,94.6,52.7,79.51
862	,6207.TW,雷科,27.55,-1.78,149,42.5,23.7,79.32
863	,8476.TW,台境,62.1,-1.9,187,77.8,43.4,79.26
864	,9912.TW,偉聯,10,0,59,15.2,8.48,79.25
865	,3374.TW,精材,102,-2.86,1554,152.5,85.1,79.2
866	,4909.TW,新復興,18.1,-2.16,176,26.25,14.65,79.18
867	,5443.TW,均豪,28.3,-1.91,461,41.3,23.05,79.18
868	,3450.TW,聯鈞,37.7,-2.58,642,60.9,34,79.12
869	,8064.TW,東捷,19.1,-1.29,908,24,13.4,79.1
870	,6715.TW,嘉基,146,-3.63,934,175.5,98,79.08
871	,3036.TW,文曄,66.2,-1.34,1074,101,56.4,79.08
872	,2617.TW,台航,31.15,-2.66,1572,41,22.9,79.04
873	,6712.TW,長聖,211,-7.25,4844,277.5,155,79.03
874	,6186.TW,新潤,44,0,357,45,25.15,78.93
875	,3533.TW,嘉澤,896,-1.32,519,960,537,78.77
876	,4711.TW,永純,15,-0.33,41,24.3,13.6,78.68
877	,5223.TW,安力-KY,40.3,-0.49,59,62.5,35,78.57
878	,8027.TW,鈦昇,52.1,-0.57,234,88.3,49.5,78.38
879	,1476.TW,儒鴻,485.5,0,278,672,377,78.25
880	,6005.TW,群益證,13.45,-1.82,5909,17.35,9.74,78.13
881	,1475.TW,業旺,53.6,-3.42,81,83,46.6,78.11
882	,3684.TW,榮昌,66,-0.6,34,71.6,40.2,78.11
883	,1589.TW,永冠-KY,79.9,0,2881,86.5,48.6,77.98
884	,4977.TW,眾達-KY,115.5,-4.94,3608,131,73.7,77.75
885	,2349.TW,錸德,8.95,-2.82,3022,12.3,6.92,77.75
886	,3008.TW,大立光,2040,1.24,574,2710,1525,77.7
887	,4155.TW,訊映,31.75,-2.16,1533,39.25,22.1,77.6
888	,4190.TW,佐登-KY,97.2,-5.63,1118,106.5,60,77.5
889	,3230.TW,錦明,13.75,1.48,348,21.2,11.95,77.41
890	,9942.TW,茂順,136,-1.09,762,145.5,82.1,77.22
891	,4119.TW,旭富,126.5,0.4,1139,134.5,75.9,77.21
892	,6197.TW,佳必琪,53.3,-0.56,1837,57.2,32.35,76.82
893	,2015.TW,豐興,68.1,-1.45,199,99,56,76.79
894	,3623.TW,富晶通,16.45,-0.3,35,24.3,13.75,76.73
895	,6191.TW,精成科,33.25,-1.92,2606,42.05,23.8,76.68
896	,2102.TW,泰豐,20.5,0.24,591,31.15,17.65,76.49
897	,2360.TW,致茂,178,1.42,2499,238,135,76.3
898	,2061.TW,風青,21,0,29,28.55,16.2,76.23
899	,5388.TW,中磊,82.7,-3.27,3890,107.5,61,76.23
900	,3346.TW,麗清,38.35,-4.84,1991,47.9,27.2,76.1
901	,3234.TW,光環,23.85,-1.04,1367,31.95,18.15,76.03
902	,2377.TW,微星,144,-0.69,2798,173,98.3,75.99
903	,5469.TW,瀚宇博,37.25,-2.87,5620,47.95,27.25,75.96
904	,1440.TW,南紡,16.75,-0.3,905,27.7,15.75,75.87
905	,6282.TW,康舒,43.6,-1.13,113190,46.25,26.3,75.86
906	,6530.TW,創威,27.75,-3.48,324,32.25,18.35,75.75
907	,6426.TW,統新,62.6,-2.34,168,94.5,53.8,75.65
908	,2103.TW,台橡,27.35,-1.08,1654,43.9,25,75.6
909	,8176.TW,智捷,11.2,0,215,14.45,8.23,75.58
910	,1336.TW,台翰,26,-1.7,318,32.3,18.4,75.54
911	,8091.TW,翔名,101.5,-2.87,2791,114,65,75.38
912	,6161.TW,捷波,32.95,-2.08,622,38.75,22.1,75.34
913	,5410.TW,國眾,35.05,-3.18,798,39.1,22.3,75.34
914	,1905.TW,華紙,21,9.95,6793,27,15.4,75.32
915	,3511.TW,矽瑪,34.7,-2.8,397,46.4,26.5,75.09
916	,6532.TW,瑞耘,56.5,-3.25,714,65.8,37.6,75
917	,1471.TW,首利,9.21,-7.9,5260,11.2,6.4,75
918	,3708.TW,上緯投控,103,-4.19,2420,145.5,83.2,74.88
919	,3268.TW,海德威,22.5,-3.02,115,32.35,18.5,74.86
920	,5355.TW,佳總,7.8,-4.53,902,9,5.15,74.76
921	,2528.TW,皇普,24,-0.21,276,25.15,14.4,74.65
922	,1784.TW,訊聯,55.9,-2.61,2317,61.3,35.1,74.64
923	,2239.TW,英利-KY,74,-2.12,252,89,51,74.51
924	,6140.TW,訊達,22.1,-2,1722,25.3,14.5,74.48
925	,2430.TW,燦坤,41.2,-2.14,385,52.5,30.1,74.42
926	,8215.TW,明基材,38.6,-2.77,4026,44.65,25.6,74.41
927	,2425.TW,承啟,31.9,-2.15,1720,38,21.8,74.31
928	,2640.TW,大車隊,118,-1.26,159,123,70.6,74.22
929	,6151.TW,晉倫,28.85,-0.17,72,39.45,22.65,74.17
930	,4971.TW,IET-KY,64.5,-4.59,472,89.5,51.4,74.12
931	,6477.TW,安集,52.4,-4.55,7374,67.1,38.6,73.83
932	,3038.TW,全台,27.8,-5.6,7320,30.5,17.55,73.79
933	,1516.TW,川飛,20,-1.96,917,33.8,19.45,73.78
934	,2537.TW,聯上發,6.93,-0.14,689,11.6,6.69,73.39
935	,5281.TW,大峽谷-KY,16.5,0.3,37,24.25,14,73.21
936	,6432.TW,今展科,35.1,-4.1,204,45.45,26.25,73.14
937	,4433.TW,興采,34.7,-2.53,279,41.55,24,73.12
938	,3147.TW,大綜,67.6,0.3,1461,72.7,42,73.1
939	,1568.TW,倉佑,23.15,-2.94,483,32.45,18.75,73.07
940	,5604.TW,中連,51.2,1.59,153,83,48,72.92
941	,6185.TW,幃翔,18.2,-1.62,2480,20.05,11.6,72.84
942	,8431.TW,匯鑽科,62.4,-1.73,489,79.5,46,72.83
943	,6126.TW,信音,22.3,-3.46,459,32.4,18.75,72.8
944	,8105.TW,凌巨,14.05,-1.06,3393,16.5,9.55,72.77
945	,2355.TW,敬鵬,31.55,-2.17,1532,44.4,25.7,72.76
946	,2607.TW,榮運,27.35,-1.26,2523,43.95,25.45,72.69
947	,6542.TW,隆中,44.9,-0.66,8,69.5,40.25,72.67
948	,2855.TW,統一證,16.55,-0.9,744,23.9,13.85,72.56
949	,5607.TW,遠雄港,74,-0.13,1160,75.6,43.85,72.41
950	,5426.TW,振發,12.7,-3.05,855,17.4,10.1,72.28
951	,2357.TW,華碩,276,-0.18,1984,385,223.5,72.26
952	,6285.TW,啟碁,92.5,-4.74,12716,104.5,60.7,72.16
953	,8213.TW,志超,40.4,-2.3,582,54.2,31.5,72.06
954	,1536.TW,和大,70.6,-1.94,1489,99.1,57.6,72.05
955	,4995.TW,晶達,49.7,-2.93,379,56,32.55,72.04
956	,1736.TW,喬山,65.8,-1.2,453,86.2,50.2,71.71
957	,3054.TW,立萬利,18.85,-0.26,6,31.25,18.2,71.7
958	,2881.TW,富邦金,57.9,0,7284,81.9,47.7,71.7
959	,3252.TW,海灣,17.9,-3.24,141,27.3,15.9,71.7
960	,5529.TW,鉅陞,11.5,-0.86,55,18.35,10.7,71.5
961	,2462.TW,良得電,31,-2.52,774,40.2,23.45,71.43
962	,4175.TW,杏一,106.5,2.4,1738,114,66.5,71.43
963	,1533.TW,車王電,52.2,-3.69,863,77.1,45,71.33
964	,4416.TW,三圓,85.7,-0.35,5,123,71.8,71.31
965	,5263.TW,智崴,121,-2.81,468,170.5,99.6,71.18
966	,2027.TW,大成鋼,44.2,-1.45,10599,56.3,32.9,71.12
967	,3088.TW,艾訊,74.4,-3.25,1499,84.3,49.3,70.99
968	,3059.TW,華晶科,33.9,-1.88,2223,53,31,70.97
969	,5202.TW,力新,15.5,-0.32,128,23.75,13.9,70.86
970	,2472.TW,立隆電,64.5,-1.83,837,72.6,42.5,70.82
971	,1417.TW,嘉裕,14.1,-1.05,1741,17,9.96,70.68
972	,2449.TW,京元電子,46,0,8478,50.5,29.65,70.32
973	,2887.TW,台新金,17.15,0.59,10028,21.2,12.45,70.28
974	,6609.TW,瀧澤科,37.35,-2.61,511,45.8,26.9,70.26
975	,1907.TW,永豐餘,30.25,0.83,47377,37.2,21.85,70.25
976	,3490.TW,單井,26.85,-2.54,387,37.2,21.85,70.25
977	,8072.TW,陞泰,26.55,-2.39,308,36.6,21.5,70.23
978	,6016.TW,康和證,11,-3.08,2117,15.35,9.02,70.18
979	,8028.TW,昇陽半導體,57.9,-1.19,3681,77.9,45.8,70.09
980	,4566.TW,時碩工業,60.1,-2.59,3598,68,40,70
981	,8049.TW,晶采,37.2,-3.12,2013,40.45,23.8,69.96
982	,3202.TW,樺晟,17.05,-3.13,1342,21.4,12.6,69.84
983	,2947.TW,振宇五金,92.2,0,3,153,90.1,69.81
984	,2025.TW,千興,5.4,-2.53,265,6.3,3.71,69.81
985	,1742.TW,台蠟,14.65,-0.34,77,23.6,13.9,69.78
986	,6188.TW,廣明,52.8,-7.69,8514,60.6,35.7,69.75
987	,6405.TW,悅城,21.9,-2.67,64,30.45,17.95,69.64
988	,3323.TW,加百裕,34.05,-2.3,248,48.25,28.45,69.6
989	,6146.TW,耕興,246,-3.53,616,283,167,69.46
990	,6288.TW,聯嘉,31.05,-4.46,13690,33.8,19.95,69.42
991	,2608.TW,嘉里大榮,38.15,-0.13,246,56.9,33.6,69.35
992	,2020.TW,美亞,23.25,-0.64,212,34.45,20.35,69.29
993	,8928.TW,鉅明,36.9,-2.12,238,54,31.9,69.28
994	,4745.TW,合富-KY,27.35,-0.36,95,39,23.05,69.2
995	,2926.TW,誠品生活,65.8,1.23,38,71.9,42.55,68.98
996	,6114.TW,久威,22.8,-3.8,177,32.95,19.5,68.97
997	,2545.TW,皇翔,45.5,-0.22,223,61.5,36.4,68.96
998	,8261.TW,富鼎,105.5,-3.65,2122,148,87.6,68.95
999	,5538.TW,東明-KY,41.15,-0.96,13,67.9,40.2,68.91
1000	,6443.TW,元晶,38,-1.43,20070,50.4,29.85,68.84
1001	,4726.TW,永昕,38,-2.81,1162,55,32.6,68.71
1002	,3029.TW,零壹,56,-1.41,7373,62,36.75,68.71
1003	,3232.TW,昱捷,28.2,-0.7,107,38.95,23.1,68.61
1004	,5484.TW,慧友,16.9,-3.98,296,19.3,11.45,68.56
1005	,1101.TW,台泥,38.3,2.96,69669,50.2,29.8,68.46
1006	,5348.TW,系通,9.77,-0.61,17,11.85,7.04,68.32
1007	,8011.TW,台通,14.95,-0.66,297,22.55,13.4,68.28
1008	,6174.TW,安碁,29.6,-2.31,242,38,22.6,68.14
1009	,3713.TW,新晶投控,27.85,-3.47,132,40,23.8,68.07
1010	,5403.TW,中菲,93.7,-3.7,1028,105.5,62.8,67.99
1011	,1722.TW,台肥,57.4,0.53,2444,85,50.6,67.98
1012	,2524.TW,京城,31.65,-0.47,32,51.9,30.9,67.96
1013	,1710.TW,東聯,20.4,0.49,15220,27.7,16.5,67.88
1014	,2302.TW,麗正,20.95,-2.56,1661,23.75,14.15,67.84
1015	,1108.TW,幸福,16,3.9,8476,16.65,9.92,67.84
1016	,2368.TW,金像電,98.2,-1.8,8417,106,63.2,67.72
1017	,1718.TW,中纖,8.19,-1.09,3734,11.95,7.13,67.6
1018	,1456.TW,怡華,15.45,-1.59,68,24.55,14.65,67.58
1019	,4571.TW,鈞興-KY,78.5,-3.33,45,107.5,64.2,67.45
1020	,2520.TW,冠德,29.1,-1.69,734,39.35,23.55,67.09
1021	,3596.TW,智易,102,-1.92,1510,139,83.2,67.07
1022	,8429.TW,金麗-KY,10.35,-0.96,236,15.2,9.1,67.03
1023	,8085.TW,福華,22.3,-2.83,606,25.05,15,67
1024	,3380.TW,明泰,35.65,-9.29,9256,39.85,23.9,66.74
1025	,3042.TW,晶技,85,-1.16,1281,116.5,69.9,66.67
1026	,4138.TW,曜亞,77.8,-4.54,320,83.5,50.1,66.67
1027	,1815.TW,富喬,11.75,-2.89,1421,18.3,11,66.36
1028	,5315.TW,光聯,22.85,-2.35,1199,24.7,14.85,66.33
1029	,4973.TW,廣穎,24.85,-2.74,620,30.1,18.1,66.3
1030	,6579.TW,研揚,90.4,-0.77,146,102,61.4,66.12
1031	,6640.TW,均華,88.4,-1.45,8,128,77.1,66.02
1032	,3115.TW,富榮綱,10.95,-1.35,13,16.75,10.1,65.84
1033	,6431.TW,光麗-KY,20.9,-0.71,25,32.5,19.6,65.82
1034	,8059.TW,凱碩,13.8,-2.82,957,14.9,8.99,65.74
1035	,3673.TW,TPK-KY,37.5,-2.6,7417,46.4,28,65.71
1036	,6221.TW,晉泰,62.5,-0.16,18,72,43.5,65.52
1037	,9907.TW,統一實,20.45,0,6695,21.35,12.9,65.5
1038	,3209.TW,全科,41.5,-1.31,1616,46.75,28.25,65.49
1039	,4720.TW,德淵,14.6,0,175,21.5,13,65.38
1040	,2345.TW,智邦,295.5,-1.01,3981,323.5,196,65.05
1041	,1806.TW,冠軍,9.28,0.32,633,13.4,8.12,65.02
1042	,6674.TW,鋐寶科技,27.75,-1.42,8,34.4,20.85,64.99
1043	,1599.TW,宏佳騰,38.05,-1.17,98,62,37.6,64.89
1044	,4924.TW,欣厚-KY,13.3,-3.97,294,19.7,11.95,64.85
1045	,8938.TW,明安,89.9,-1.96,1190,119,72.2,64.82
1046	,2434.TW,統懋,29.95,-1.16,9,43.1,26.15,64.82
1047	,3413.TW,京鼎,190,-0.26,372,264.5,160.5,64.8
1048	,5498.TW,凱崴,10.8,-3.14,1123,15.6,9.47,64.73
1049	,3489.TW,森寶,11.05,0,29,15.3,9.3,64.52
1050	,5546.TW,永固-KY,40.1,-0.25,34,65.3,39.7,64.48
1051	,3550.TW,聯穎,15.75,-2.78,415,20.8,12.65,64.43
1052	,3266.TW,昇陽,12.8,-0.78,122,17.1,10.4,64.42
1053	,6129.TW,普誠,34.45,-2.55,3529,43.65,26.55,64.41
1054	,2427.TW,三商電,14.3,-4.35,2774,17,10.35,64.25
1055	,3548.TW,兆利,69.4,0,2064,81.7,49.8,64.06
1056	,8411.TW,福貞-KY,14.9,0,165,19.85,12.1,64.05
1057	,6425.TW,易發,20.7,-1.19,77,31,18.9,64.02
1058	,2063.TW,世鎧,40.35,-1.94,156,52.1,31.8,63.84
1059	,3005.TW,神基,57.9,-2.2,6709,62.5,38.15,63.83
1060	,3028.TW,增你強,31.95,-1.24,817,40.95,25,63.8
1061	,8935.TW,邦泰,11.8,-5.98,596,16.7,10.2,63.73
1062	,6482.TW,弘煜科,45.1,-1.53,12,53.7,32.8,63.72
1063	,8927.TW,北基,45.7,-0.65,2871,47.55,29.05,63.68
1064	,3213.TW,茂訊,50.7,-1.55,121,63,38.5,63.64
1065	,3057.TW,喬鼎,11.75,-1.26,148,16.15,9.88,63.46
1066	,6206.TW,飛捷,70.6,-0.98,437,99.5,60.9,63.38
1067	,1565.TW,精華,251.5,-1.76,184,339,207.5,63.37
1068	,1466.TW,聚隆,11.55,-0.86,7,16.5,10.1,63.37
1069	,8249.TW,菱光,30,-3.23,444,33,20.2,63.37
1070	,4540.TW,全球傳動,41.6,-2.69,158,51,31.25,63.2
1071	,8908.TW,欣雄,71.2,0.56,63,89.7,55,63.09
1072	,2367.TW,燿華,18,-0.83,3333,24.6,15.1,62.91
1073	,3067.TW,全域,33,-1.79,4,43,26.4,62.88
1074	,9906.TW,欣巴巴,49.4,-0.5,9,70,43,62.79
1075	,8147.TW,正淩,65.4,-1.51,173,75.8,46.6,62.66
1076	,5212.TW,凌網,48.15,-3.22,12,55.7,34.25,62.63
1077	,6776.TW,展碁國際,51.8,-1.33,684,57,35.05,62.62
1078	,6561.TW,是方,379.5,-2.69,338,425,261.5,62.52
1079	,9939.TW,宏全,98.5,-0.2,976,104.5,64.3,62.52
1080	,3551.TW,世禾,59.9,-0.83,100,79.6,49,62.45
1081	,1474.TW,弘裕,12.4,-1.2,110,16.8,10.35,62.32
1082	,2884.TW,玉山金,24.85,-0.2,12890,35.7,22,62.27
1083	,6624.TW,萬年清,42.2,-0.24,5,44.6,27.5,62.18
1084	,1468.TW,昶和,14.85,-0.67,39,18,11.1,62.16
1085	,6451.TW,訊芯-KY,82.3,-2.14,261,108,66.6,62.16
1086	,4123.TW,晟德,49.05,-2.1,5664,68.7,42.4,62.03
1087	,1229.TW,聯華,59.8,-1.16,1320,74,45.7,61.93
1088	,2332.TW,友訊,17.75,-4.31,5032,22.25,13.75,61.82
1089	,9910.TW,豐泰,187,-0.27,522,240,148.5,61.62
1090	,6152.TW,百一,11.8,-1.67,2274,13.2,8.17,61.57
1091	,8271.TW,宇瞻,51.4,-3.02,1215,55.9,34.6,61.56
1092	,1709.TW,和益,25.25,-0.98,1366,32.3,20,61.5
1093	,1781.TW,合世,14.95,-0.66,97,19.7,12.2,61.48
1094	,2546.TW,根基,67.6,-1.31,220,72.8,45.1,61.42
1095	,4942.TW,嘉彰,37.85,-0.66,181,51.8,32.1,61.37
1096	,4907.TW,富宇,34.6,0,162,37.35,23.15,61.34
1097	,4157.TW,太景*-KY,15,-2.28,1664,21.05,13.05,61.3
1098	,4113.TW,聯上,16.4,-0.3,595,16.85,10.45,61.24
1099	,3044.TW,健鼎,116.5,1.3,2827,135,83.8,61.1
1100	,8349.TW,恒耀,65.8,-2.08,606,81.5,50.6,61.07
1101	,2104.TW,國際中橡,19.7,-0.76,2784,29.7,18.45,60.98
1102	,1595.TW,川寶,38.9,-1.27,70,53.8,33.45,60.84
1103	,8210.TW,勤誠,80.9,-2.88,1340,95.5,59.4,60.77
1104	,1473.TW,台南,22.6,-0.44,116,27.65,17.2,60.76
1105	,5450.TW,南良,22.2,-1.77,284,25.8,16.05,60.75
1106	,2012.TW,春雨,26,-2.07,230,33.75,21,60.71
1107	,4104.TW,佳醫,84.5,-1.4,530,87.7,54.6,60.62
1108	,2729.TW,瓦城,232.5,-2.92,261,285,177.5,60.56
1109	,3313.TW,斐成,10.1,-1.94,173,15.25,9.5,60.53
1110	,2442.TW,新美齊,16,-0.93,2665,17.25,10.75,60.47
1111	,3711.TW,日月光投控,102.5,-0.97,19739,114.5,71.4,60.36
1112	,8916.TW,光隆,53.2,-0.75,591,64.3,40.15,60.15
1113	,4406.TW,新昕纖,10.15,0,34,15.5,9.68,60.12
1114	,2337.TW,旺宏,33.7,-1.17,10097,45.15,28.2,60.11
1115	,2484.TW,希華,36.7,-4.43,5214,46.1,28.8,60.07
1116	,5487.TW,通泰,25.25,0,0,38.4,24,60
1117	,3597.TW,映興,25,-0.79,35,35.35,22.1,59.95
1118	,2886.TW,兆豐金,34.05,0.44,8378,45.4,28.4,59.86
1119	,6179.TW,亞通,30.65,-5.84,2341,35,21.9,59.82
1120	,4128.TW,中天,63.4,-2.91,5225,81.3,50.9,59.72
1121	,4551.TW,智伸科,136.5,-2.5,687,193,121,59.5
1122	,2231.TW,為升,173.5,-3.34,1630,194.5,122,59.43
1123	,3531.TW,先益,27.7,-0.54,32,32.75,20.55,59.37
1124	,6581.TW,鋼聯,90.1,-1.64,119,119.5,75,59.33
1125	,2889.TW,國票金,12.3,-0.81,3001,17.35,10.9,59.17
1126	,6290.TW,良維,61,-4.39,7951,76.4,48,59.17
1127	,1707.TW,葡萄王,179.5,-1.37,349,191,120,59.17
1128	,5392.TW,能率,21.25,-1.85,224,29.2,18.35,59.13
1129	,2891.TW,中信金,22.3,-0.22,16575,30.95,19.45,59.13
1130	,1314.TW,中石化,10.15,-0.49,11835,14.25,8.96,59.04
1131	,6449.TW,鈺邦,52.4,-0.38,19,61.3,38.55,59.01
1132	,9927.TW,泰銘,43.75,0.23,330,48.65,30.6,58.99
1133	,2354.TW,鴻準,53.8,-1.1,1986,71.2,44.8,58.93
1134	,6222.TW,上揚,15.75,2.27,31,20.5,12.9,58.91
1135	,8390.TW,金益鼎,40.65,-0.12,612,43.2,27.2,58.82
1136	,1268.TW,漢來美食,142.5,-1.72,269,159.5,100.5,58.71
1137	,6124.TW,業強,26.8,-0.19,76,34.8,21.95,58.54
1138	,2816.TW,旺旺保,15.25,-0.65,56,21.4,13.5,58.52
1139	,4908.TW,前鼎,34.3,-3.38,840,42.4,26.75,58.5
1140	,3543.TW,州巧,21.8,0.46,65,28.2,17.8,58.43
1141	,3546.TW,宇峻,78.9,-0.88,146,104.5,66,58.33
1142	,3071.TW,協禧,30.1,-3.83,5406,33,20.85,58.27
1143	,3646.TW,艾恩特,28.05,-3.28,249,31.65,20,58.25
1144	,1626.TW,艾美特-KY,18.2,-0.27,66,24.5,15.5,58.06
1145	,1219.TW,福壽,20.7,-1.9,1412,28.9,18.3,57.92
1146	,5287.TW,數字,201.5,-0.25,86,279.5,177,57.91
1147	,1109.TW,信大,17.5,0.29,636,22.1,14,57.86
1148	,6153.TW,嘉聯益,23.5,-2.49,2828,30.3,19.2,57.81
1149	,2834.TW,臺企銀,13.8,0,13366,14.9,9.45,57.67
1150	,2114.TW,鑫永銓,98.8,-0.4,14,143,90.7,57.66
1151	,5478.TW,智冠,99.9,0.81,1206,110,69.8,57.59
1152	,2888.TW,新光金,8.38,-0.95,28634,12.15,7.71,57.59
1153	,3003.TW,健和興,76.3,-2.55,2741,104,66,57.58
1154	,3703.TW,欣陸,30.95,-1.43,1795,34.5,21.9,57.53
1155	,2347.TW,聯強,60.2,-1.31,3033,79.8,50.7,57.4
1156	,2505.TW,國揚,18.25,-0.82,277,27.15,17.25,57.39
1157	,3284.TW,太普高,15.65,-2.8,304,18.4,11.7,57.26
1158	,2543.TW,皇昌,9.38,-1.88,267,11.65,7.41,57.22
1159	,3593.TW,力銘,12.5,-0.4,46,18.7,11.9,57.14
1160	,4714.TW,永捷,11.95,1.27,480,15.95,10.15,57.14
1161	,2904.TW,匯僑,20.35,0.49,63,27,17.2,56.98
