符合條件商品
資料日期：2023年  4月 18日
策略,	11主力賣比
47	,1540.TW,喬福,16.9,-0.59,316,1.81
48	,1560.TW,中砂,116.5,-1.27,1102,1.51
49	,1580.TW,新麥,106,-0.47,162,1.75
50	,1582.TW,信錦,60.1,-0.33,131,1.36
51	,1587.TW,吉茂,23,0,49,1.78
52	,1589.TW,永冠-KY,80,-1.11,4556,1.66
53	,1590.TW,亞德客-KY,1165,-0.85,364,1.4
54	,1591.TW,駿吉-KY,27.65,-1.95,236,1.35
55	,1597.TW,直得,80.9,0.5,109,1.6
56	,1603.TW,華電,27.5,-0.9,558,1.99
57	,1604.TW,聲寶,27.6,-0.54,326,1.48
58	,1605.TW,華新,50.4,-2.89,42382,2.23
59	,1612.TW,宏泰,20.85,-1.88,1485,1.83
60	,1615.TW,大山,36.25,-0.68,225,2.72
61	,1616.TW,億泰,9.2,0,460,1.6
62	,1618.TW,合機,18.65,-4.36,5168,1.71
63	,1626.TW,艾美特-KY,18.55,0,55,2.03
64	,1708.TW,東鹼,42.65,-1.27,2140,1.75
65	,1710.TW,東聯,20,-1.72,1055,2.41
66	,1713.TW,國化,29.75,0,119,2.31
67	,1717.TW,長興,33.8,-2.31,5653,1.41
68	,1718.TW,中纖,8.41,0,1491,1.64
69	,1721.TW,三晃,14.25,-2.4,829,1.96
70	,1722.TW,台肥,57.4,-0.17,1324,1.69
71	,1727.TW,中華化,26.6,-2.56,771,1.97
72	,1731.TW,美吾華,20.15,-1.71,264,1.44
73	,1733.TW,五鼎,26.95,-0.55,349,1.64
74	,1735.TW,日勝化,15.45,-0.32,9,1.67
75	,1773.TW,勝一,128.5,-2.28,320,1.7
76	,1802.TW,台玻,20.45,-1.92,4427,1.55
77	,1805.TW,寶徠,10.1,-0.49,20,3.01
78	,1809.TW,中釉,15.1,-3.82,15739,1.47
79	,1813.TW,寶利徠,22.2,-0.22,28,2.19
80	,1815.TW,富喬,12.15,-0.82,687,1.91
81	,1817.TW,凱撒衛,39.05,0.13,69,1.71
82	,2002.TW,中鋼,30.7,-0.16,12723,1.8
83	,2007.TW,燁興,11.25,-1.32,696,1.78
84	,2009.TW,第一銅,33.85,-2.31,1523,1.89
85	,2012.TW,春雨,27.3,-2.5,306,1.42
86	,2013.TW,中鋼構,58.3,-0.85,77,1.37
87	,2017.TW,官田鋼,17.9,-2.19,1211,2.22
88	,2023.TW,燁輝,15.8,-1.25,1460,2.56
89	,2024.TW,志聯,19.2,-1.29,30,2.08
90	,2025.TW,千興,5.5,-1.61,296,2.54
91	,2027.TW,大成鋼,45.35,-0.77,7907,1.54
92	,2028.TW,威致,27.25,-1.09,349,1.36
93	,2029.TW,盛餘,26.4,-0.38,294,1.85
94	,2030.TW,彰源,23.2,-0.64,835,1.48
95	,2034.TW,允強,29.55,-0.84,910,1.7
96	,2038.TW,海光,21.75,-1.36,429,2.35
97	,2063.TW,世鎧,43.4,-0.91,68,4.39
98	,2065.TW,世豐,60.5,-1.31,187,1.53
99	,2066.TW,世德,99.7,-3.2,1184,1.62
100	,2067.TW,嘉鋼,12.25,0.82,21,1.86
101	,2101.TW,南港,39.4,-1.13,854,2.28
102	,2102.TW,泰豐,21.15,-2.31,644,1.45
103	,2107.TW,厚生,22,0,217,1.88
104	,2108.TW,南帝,39.3,-1.38,645,1.43
105	,2109.TW,華豐,14.25,-0.35,176,2.72
106	,2208.TW,台船,27.3,-2.5,48184,1.45
107	,2233.TW,宇隆,119.5,-2.45,642,1.58
108	,2239.TW,英利-KY,78.2,-1.14,195,1.88
109	,2241.TW,艾姆勒,35.45,-1.25,105,1.58
110	,2243.TW,宏旭-KY,22.1,-3.07,677,1.57
111	,2250.TW,IKKA-KY,75.1,-1.96,43,1.51
112	,2301.TW,光寶科,73.6,-2.26,10469,1.57
113	,2305.TW,全友,24,-1.64,725,1.66
114	,2308.TW,台達電,307.5,-0.81,5329,1.89
115	,2313.TW,華通,44.6,0.11,16747,1.58
116	,2324.TW,仁寶,25.15,0,15697,1.67
117	,2329.TW,華泰,21.5,-2.27,6597,1.87
118	,2332.TW,友訊,19,-1.55,5311,1.56
119	,2337.TW,旺宏,34.3,-1.15,5322,2.22
120	,2338.TW,光罩,85.2,-2.52,6060,1.72
121	,2340.TW,台亞,38.05,-0.26,1635,1.99
122	,2342.TW,茂矽,45.35,-1.41,1771,1.61
123	,2344.TW,華邦電,26,-2.07,22041,2.2
124	,2349.TW,錸德,9.29,-0.75,2088,2.57
125	,2351.TW,順德,128,-3.76,2289,2.49
126	,2354.TW,鴻準,54.8,-0.36,1290,1.73
127	,2355.TW,敬鵬,32.6,0.15,779,1.35
128	,2356.TW,英業達,32.2,1.58,12706,1.96
129	,2358.TW,廷鑫,9.62,-1.03,831,2.01
130	,2363.TW,矽統,18.4,-0.54,1729,1.98
131	,2365.TW,昆盈,10.85,-0.46,572,1.54
132	,2367.TW,燿華,18.7,0,2714,1.66
133	,2368.TW,金像電,101.5,-0.98,7134,1.37
134	,2379.TW,瑞昱,392.5,-1.88,2784,1.5
135	,2383.TW,台光電,182,-0.82,495,1.92
136	,2388.TW,威盛,80.5,-1.95,5898,1.39
137	,2390.TW,云辰,13,-0.76,1029,1.75
138	,2393.TW,億光,40.4,0,450,2.04
139	,2399.TW,映泰,15.8,-1.56,1381,2.11
140	,2402.TW,毅嘉,27.55,-0.9,9448,1.66
141	,2404.TW,漢唐,210,-1.18,1100,2.39
142	,2408.TW,南亞科,67.3,-1.03,6674,1.59
143	,2412.TW,中華電,126,0.4,9351,1.81
144	,2415.TW,錩新,25.1,-0.2,119,1.47
145	,2421.TW,建準,55,-1.79,6840,1.41
146	,2431.TW,聯昌,11.5,-0.86,680,3.07
147	,2434.TW,統懋,29.4,-1.18,6,1.5
148	,2439.TW,美律,89.5,-1.43,946,1.48
149	,2440.TW,太空梭,11.8,-1.26,269,2.46
150	,2441.TW,超豐,54.5,-0.37,561,1.59
151	,2443.TW,昶虹,4.1,-3.98,779,1.61
152	,2450.TW,神腦,35.2,-0.42,53,1.36
153	,2453.TW,凌群,77.1,-2.41,33275,1.35
154	,2457.TW,飛宏,76.4,0.66,110629,1.37
155	,2461.TW,光群雷,22.6,-0.22,399,1.71
156	,2464.TW,盟立,38.2,-0.52,115,1.62
157	,2468.TW,華經,26.65,-2.38,1044,1.57
158	,2472.TW,立隆電,67.1,-0.59,3521,1.46
159	,2474.TW,可成,183,-0.81,1961,1.54
160	,2488.TW,漢平,31.05,-0.16,143,1.56
161	,2492.TW,華新科,106,-0.93,4369,1.39
162	,2497.TW,怡利電,76.2,-1.42,1973,2.03
163	,2498.TW,宏達電,63.3,-2.01,10541,1.55
164	,2515.TW,中工,10.85,-3.98,54282,1.7
165	,2520.TW,冠德,30.3,-0.49,477,2.4
166	,2527.TW,宏璟,22.85,0.22,78,2.25
167	,2530.TW,華建,19,-0.78,424,1.69
168	,2534.TW,宏盛,22.85,-0.22,1692,2.51
169	,2536.TW,宏普,24.35,-0.41,76,1.82
170	,2537.TW,聯上發,7,-1.27,677,2.06
171	,2543.TW,皇昌,9.53,-1.35,153,1.37
172	,2545.TW,皇翔,46.25,-0.64,514,1.88
173	,2546.TW,根基,69.6,0.58,49,1.71
174	,2547.TW,日勝生,9.27,-1.28,811,2.05
175	,2548.TW,華固,93.9,0.11,356,2.68
176	,2597.TW,潤弘,122,-0.41,35,1.67
177	,2605.TW,新興,24.5,-2.97,4809,2.32
178	,2606.TW,裕民,56.7,-3.08,3420,2.04
179	,2607.TW,榮運,28.1,-1.06,2287,1.36
180	,2609.TW,陽明,66.4,-1.92,28519,1.58
181	,2610.TW,華航,19.3,-1.03,18138,1.68
182	,2611.TW,志信,13.7,-2.14,830,1.78
183	,2614.TW,東森,19.25,-2.78,2672,2.55
184	,2615.TW,萬海,69,-2.13,8553,1.57
185	,2616.TW,山隆,32.4,-0.31,114,2.18
186	,2617.TW,台航,32.55,-1.06,1490,2.42
187	,2618.TW,長榮航,26.65,-1.48,17711,2.1
188	,2633.TW,台灣高鐵,31.1,-0.16,3300,1.62
189	,2634.TW,漢翔,55.9,-3.62,124085,1.52
190	,2636.TW,台驊投控,79.2,-1.25,1050,1.58
191	,2640.TW,大車隊,120.5,-0.41,158,1.37
192	,2641.TW,正德,19.8,-1.74,2260,2.41
193	,2642.TW,宅配通,46.75,-0.53,107,1.9
194	,2706.TW,第一店,15,-0.99,651,1.67
195	,2712.TW,遠雄來,35.6,-0.28,123,2.48
196	,2719.TW,燦星旅,51,-5.38,103,1.79
197	,2724.TW,富驛-KY,14,-4.11,7,1.5
198	,2736.TW,富野,23.1,-2.53,575,1.84
199	,2745.TW,五福,41.4,-4.72,389,1.53
200	,2755.TW,揚秦,150,-0.66,109,1.39
201	,2812.TW,台中銀,14.05,-0.71,4989,1.94
202	,2820.TW,華票,15.15,0.66,340,1.7
203	,2836.TW,高雄銀,12.3,-0.4,247,1.67
204	,2849.TW,安泰銀,14.7,-0.34,83,1.58
205	,2852.TW,第一保,15.8,0,144,1.95
206	,2885.TW,元大金,22.5,0,8021,1.89
207	,2891.TW,中信金,22.4,-0.44,14290,3.42
208	,2901.TW,欣欣,25.05,0,10,1.67
209	,2904.TW,匯僑,20.65,-0.72,86,3.99
210	,2906.TW,高林,17.6,-1.95,1377,2.04
211	,2913.TW,農林,21.8,-0.46,542,1.38
212	,2915.TW,潤泰全,57.2,-1.38,2730,1.9
213	,2916.TW,滿心,34.85,-0.99,183,1.49
214	,2939.TW,凱羿-KY,34.05,-2.58,54,1.68
215	,3002.TW,歐格,12.8,0,503,2.43
216	,3003.TW,健和興,76.5,-2.42,1967,1.51
217	,3006.TW,晶豪科,88.5,-1.88,7260,1.62
218	,3011.TW,今皓,28.95,-2.53,4004,1.4
219	,3013.TW,晟銘電,23.7,-1.25,21529,1.38
220	,3016.TW,嘉晶,70.1,-1.96,1138,1.74
221	,3021.TW,鴻名,22.3,-0.45,154,1.49
222	,3026.TW,禾伸堂,104.5,-0.48,196,1.6
223	,3029.TW,零壹,57.3,-3.86,10483,1.57
224	,3031.TW,佰鴻,18.9,-1.31,204,2.94
225	,3034.TW,聯詠,451,-1.53,2829,1.47
226	,3035.TW,智原,191.5,-1.54,6224,1.45
227	,3037.TW,欣興,136.5,-1.8,15504,1.89
228	,3046.TW,建碁,77.2,-2.89,19404,1.41
229	,3047.TW,訊舟,16.8,-1.47,3931,2.11
230	,3049.TW,和鑫,10.5,-0.94,3988,1.44
231	,3060.TW,銘異,18.3,1.1,646,1.46
232	,3078.TW,僑威,51.6,-3.37,15109,1.46
233	,3081.TW,聯亞,130,-0.76,1004,1.45
234	,3083.TW,網龍,44.2,-1.56,120,1.46
235	,3093.TW,港建*,39.2,-1.38,674,1.49
236	,3105.TW,穩懋,182,-1.89,4934,1.65
237	,3114.TW,好德,27.9,-0.18,231,2.05
238	,3118.TW,進階,31.3,-0.48,45,1.89
239	,3122.TW,笙泉,27.05,-1.28,192,1.41
240	,3162.TW,精確,54.5,-2.85,3801,1.8
241	,3171.TW,新洲,17.55,0.29,44,1.4
242	,3176.TW,基亞,34.2,-2.43,308,1.53
243	,3189.TW,景碩,112.5,-0.88,2190,1.48
244	,3191.TW,和進,8.1,1.63,24,1.62
245	,3202.TW,樺晟,17.85,2.59,1913,1.49
246	,3207.TW,耀勝,73.6,-0.41,1970,1.51
247	,3211.TW,順達,77.4,-0.64,257,1.66
248	,3213.TW,茂訊,51.9,-0.57,91,1.99
249	,3224.TW,三顧,51.5,-2.65,2255,1.57
250	,3227.TW,原相,109,-1.36,348,1.71
251	,3228.TW,金麗科,179.5,-2.97,838,2.12
252	,3229.TW,晟鈦,19.85,-0.5,61,3.05
253	,3232.TW,昱捷,28.8,0,200,1.55
254	,3252.TW,海灣,18.55,-2.11,185,1.51
255	,3264.TW,欣銓,57.2,-0.69,3029,1.69
256	,3266.TW,昇陽,12.95,0.39,222,2.4
257	,3276.TW,宇環,14.3,0.35,176,1.62
258	,3289.TW,宜特,90,-2.28,3578,2.3
259	,3293.TW,鈊象,542,-0.55,638,1.4
260	,3294.TW,英濟,19.2,-0.52,470,2.36
261	,3296.TW,勝德,17.95,1.41,782,2.21
262	,3297.TW,杭特,19.3,-0.52,138,1.47
263	,3311.TW,閎暉,34.9,-1.13,28,1.52
264	,3313.TW,斐成,10.4,0,131,2.77
265	,3322.TW,建舜電,23.1,-1.91,3418,1.78
266	,3338.TW,泰碩,47.7,-1.24,2171,1.37
267	,3339.TW,泰谷,14.1,-1.74,65,1.53
268	,3354.TW,律勝,14.9,-1.97,168,2.15
269	,3360.TW,尚立,13.75,-0.72,211,2.17
270	,3362.TW,先進光,100,-4.76,4464,2.02
271	,3372.TW,典範,13.15,0,1221,1.54
272	,3374.TW,精材,110.5,0.45,3329,1.37
273	,3406.TW,玉晶光,390,-0.76,1246,1.49
274	,3413.TW,京鼎,194,-1.02,477,1.66
275	,3434.TW,哲固,30.15,-1.63,163,1.51
276	,3437.TW,榮創,20.5,-0.97,153,1.81
277	,3444.TW,利機,63,0,1244,1.93
278	,3447.TW,展達,58.5,-5.34,2090,1.44
279	,3454.TW,晶睿,241,-2.43,1586,1.58
280	,3465.TW,進泰電子,89.8,-0.11,12,1.38
281	,3481.TW,群創,14.65,-1.68,53625,1.79
282	,3483.TW,力致,70.4,-2.63,722,1.61
283	,3489.TW,森寶,11.15,-0.89,56,2.86
284	,3492.TW,長盛,20.35,0.25,111,3.37
285	,3508.TW,位速,35.45,-1.39,496,2.78
286	,3511.TW,矽瑪,36.8,-1.34,272,1.64
287	,3512.TW,皇龍,33.2,-1.48,117,1.58
288	,3515.TW,華擎,140.5,-2.43,683,2.12
289	,3516.TW,亞帝歐,18.55,-4.63,269,1.61
290	,3523.TW,迎輝,18,-2.7,9,2.33
291	,3526.TW,凡甲,142.5,-1.38,123,1.69
292	,3528.TW,安馳,63,-0.94,219,1.82
293	,3531.TW,先益,28.4,0.18,28,1.71
294	,3532.TW,台勝科,159,-1.55,1467,1.6
295	,3535.TW,晶彩科,22.45,-0.44,420,1.6
296	,3541.TW,西柏,61.1,-0.65,78,1.42
297	,3543.TW,州巧,21.8,0.46,241,1.94
298	,3577.TW,泓格,85.3,-4.26,267,1.7
299	,3593.TW,力銘,12.7,-0.39,22,2.29
300	,3609.TW,三一東林,43.05,-0.35,49,4
301	,3617.TW,碩天,130,-2.62,902,1.74
302	,3623.TW,富晶通,16.9,-0.29,55,1.54
303	,3665.TW,貿聯-KY,272.5,0,603,1.4
304	,3672.TW,康聯訊,29.1,0.34,47,1.74
305	,3682.TW,亞太電,6.76,-0.29,2557,2.48
306	,3685.TW,元創精密,21.5,0.7,95,1.47
307	,3691.TW,碩禾,113,-2.16,876,1.36
308	,3703.TW,欣陸,32.05,-0.31,2182,1.94
309	,3706.TW,神達,28.25,-1.22,4199,1.99
310	,3707.TW,漢磊,87.6,-1.24,2512,2.12
311	,3710.TW,連展投控,12.15,-0.41,1887,2.46
312	,4105.TW,東洋,77.2,-0.77,905,1.69
313	,4108.TW,懷特,19.4,0,252,1.6
314	,4113.TW,聯上,16.65,-0.6,833,1.83
315	,4114.TW,健喬,48,-1.74,9751,1.74
316	,4120.TW,友華,37.65,-1.18,37,1.45
317	,4126.TW,太醫,85.7,-1.49,316,1.38
318	,4137.TW,麗豐-KY,223.5,0.22,114,1.36
319	,4148.TW,全宇生技-KY,66.4,0,226,1.37
320	,4304.TW,勝昱,10,0,41,1.56
321	,4305.TW,世坤,32.1,-0.16,10,2.33
322	,4306.TW,炎洲,16.65,-1.19,1464,2.07
323	,4401.TW,東隆興,26.65,0.19,32,1.64
324	,4402.TW,福大,10.8,-0.92,137,2.87
325	,4439.TW,冠星-KY,113.5,-0.44,42,1.6
326	,4502.TW,健信,37,0,338,1.57
327	,4513.TW,福裕,19.55,-1.76,665,2.27
328	,4527.TW,方土霖,32.05,0,90,1.73
329	,4528.TW,江興鍛,33.35,0,22,1.43
330	,4530.TW,宏易,6.7,-0.45,23,1.44
331	,4532.TW,瑞智,18.1,-0.82,290,1.55
332	,4542.TW,科嶠,27.9,-1.06,19,1.44
333	,4545.TW,銘鈺,32.95,-1.35,80,1.56
334	,4552.TW,力達-KY,34,-1.45,199,1.6
335	,4555.TW,氣立,48.6,0.1,159,3.04
336	,4560.TW,強信-KY,39.3,-0.25,32,1.6
337	,4561.TW,健椿,22.8,-0.22,26,2.71
338	,4562.TW,穎漢,16.7,-0.3,69,1.57
339	,4563.TW,百德,40.3,0,62,1.55
340	,4564.TW,元翎,24.3,-0.41,559,1.71
341	,4571.TW,鈞興-KY,81.2,0.5,28,1.94
342	,4576.TW,大銀微系統,79,-1,96,1.72
343	,4577.TW,達航科技,30.55,-0.97,126,2.73
344	,4580.TW,捷流閥業,98.5,-1.5,523,1.76
345	,4702.TW,中美實,14.45,-1.03,307,1.55
346	,4721.TW,美琪瑪,109,-1.36,1461,1.47
347	,4722.TW,國精化,35.5,-1.11,43,1.57
348	,4726.TW,永昕,39.55,0,445,1.65
349	,4729.TW,熒茂,17.4,-1.69,127,2.65
350	,4736.TW,泰博,185.5,-0.54,350,2.29
351	,4739.TW,康普,99,-1,1099,1.39
352	,4754.TW,國碳科,40.15,-1.11,47,1.85
353	,4804.TW,大略-KY,6.03,-0.33,124,1.52
354	,4903.TW,聯光通,20.5,0,275,2.16
355	,4915.TW,致伸,61.4,-0.32,2817,1.84
356	,4916.TW,事欣科,34.45,-3.5,5196,1.36
357	,4919.TW,新唐,147,-1.34,4303,1.53
358	,4923.TW,力士,61.8,-0.16,211,1.96
359	,4924.TW,欣厚-KY,13.2,0,52,2.44
360	,4930.TW,燦星網,26.3,-0.19,62,1.49
361	,4931.TW,新盛力,46.95,-1.98,2413,1.35
362	,4933.TW,友輝,35.6,-0.14,70,1.95
363	,4935.TW,茂林-KY,59.7,-0.17,94,1.48
364	,4966.TW,譜瑞-KY,1105,-0.9,1354,1.35
365	,4968.TW,立積,179,-0.28,16460,1.37
366	,4974.TW,亞泰,70.5,-1.12,266,1.8
367	,4989.TW,榮科,27.35,0.18,106,1.7
368	,4991.TW,環宇-KY,34.8,-0.57,18,2.17
369	,4994.TW,傳奇,45.6,-1.72,158,1.38
370	,4995.TW,晶達,53.5,-1.11,702,1.51
371	,5007.TW,三星,52.8,0.38,110,2.84
372	,5009.TW,榮剛,60,-4.46,39803,1.92
373	,5015.TW,華祺,57.1,-0.52,181,1.36
374	,5201.TW,凱衛,27.1,-1.81,8,2.33
375	,5203.TW,訊連,101.5,-3.33,1046,1.35
376	,5209.TW,新鼎,150,-5.36,625,1.48
377	,5222.TW,全訊,194,-3.72,6006,1.65
378	,5227.TW,立凱-KY,66.9,-1.33,473,1.63
379	,5244.TW,弘凱,31.55,-0.94,82,1.41
380	,5258.TW,虹堡,88.5,-2.96,7476,1.58
381	,5263.TW,智崴,124.5,-1.19,233,2.46
382	,5288.TW,豐祥-KY,177,-0.84,21,1.54
383	,5289.TW,宜鼎,305.5,-1.29,1419,1.36
384	,5299.TW,杰力,139.5,-1.76,238,1.46
385	,5301.TW,寶得利,11.65,0.43,66,2.3
386	,5302.TW,太欣,9.16,-0.33,168,1.6
387	,5309.TW,系統電,44.5,-2.94,6027,1.65
388	,5324.TW,士開,9.03,1.46,67,1.4
389	,5328.TW,華容,14.25,-4.04,2025,1.95
390	,5344.TW,立衛,17.45,-0.57,90,1.41
391	,5347.TW,世界,92.1,-1.81,3605,3.03
392	,5348.TW,系通,9.64,-0.62,54,4.26
393	,5351.TW,鈺創,46.25,-0.64,3416,1.86
394	,5355.TW,佳總,8.36,-2.56,2738,1.39
395	,5364.TW,力麗店,24.8,-5.34,42,1.37
396	,5392.TW,能率,21.95,-0.9,354,2.62
397	,5410.TW,國眾,36.25,-3.07,1381,1.44
398	,5425.TW,台半,104,-0.95,5236,1.46
399	,5439.TW,高技,66.7,-1.33,830,1.97
400	,5452.TW,佶優,22.7,-4.82,3361,1.72
401	,5457.TW,宣德,57.7,-2.2,865,1.75
402	,5460.TW,同協,11.15,0,58,3.6
403	,5468.TW,凱鈺,17.05,0.59,35,1.66
404	,5474.TW,聰泰,93,4.14,369,1.5
405	,5475.TW,德宏,16.2,-2.11,1134,1.64
406	,5481.TW,新華,12.7,0,67,2.15
407	,5483.TW,中美晶,153,-1.29,2433,2.99
408	,5488.TW,松普,13.8,-1.78,3516,1.91
409	,5490.TW,同亨,24.9,-1.19,154,1.86
410	,5508.TW,永信建,64.1,-0.93,269,2.01
411	,5511.TW,德昌,34.9,-0.85,56,1.92
412	,5512.TW,力麒,10,-0.99,2813,1.99
413	,5519.TW,隆大,24.6,-0.4,541,3.79
414	,5521.TW,工信,8.1,-0.25,2171,1.45
415	,5522.TW,遠雄,58.7,1.03,637,1.41
416	,5534.TW,長虹,79.8,0.25,310,1.6
417	,5536.TW,聖暉*,139,-1.42,610,2.3
418	,5601.TW,台聯櫃,41.4,3.63,27,8.33
419	,5603.TW,陸海,21.85,-1.35,134,2.14
420	,5608.TW,四維航,26.75,-2.01,3427,1.67
421	,5609.TW,中菲行,88.1,0.11,305,1.6
422	,5701.TW,劍湖山,3.62,0.56,598,2.05
423	,6104.TW,創惟,121.5,-2.41,2404,1.83
424	,6111.TW,大宇資,66.1,-2.79,2051,1.5
425	,6118.TW,建達,35.6,-1.93,864,1.64
426	,6128.TW,上福,34.55,-0.72,156,1.44
427	,6130.TW,星寶國際,35.9,0.14,57,1.69
428	,6139.TW,亞翔,45.9,-1.29,1935,1.67
429	,6140.TW,訊達,22.75,-5.6,1852,1.55
430	,6141.TW,柏承,18.8,-0.53,54,2.25
431	,6142.TW,友勁,14.45,-4.62,6916,1.83
432	,6143.TW,振曜,99.2,-3.69,3344,2.38
433	,6147.TW,頎邦,67.9,-1.74,6034,1.81
434	,6155.TW,鈞寶,27.85,-0.54,483,1.63
435	,6165.TW,浪凡,30.05,0.5,170,1.83
436	,6168.TW,宏齊,25.7,-1.72,1157,2.42
437	,6170.TW,統振,39.85,-0.99,190,1.37
438	,6171.TW,大城地產,22.3,-1.55,179,2.88
439	,6174.TW,安碁,30,0,280,1.95
440	,6177.TW,達麗,31.95,-0.47,875,3.49
441	,6179.TW,亞通,33.5,1.52,6273,1.45
442	,6180.TW,橘子,73.5,-1.61,1716,2.15
443	,6182.TW,合晶,46.15,0,3487,1.57
444	,6187.TW,萬潤,66.5,-0.89,265,1.57
445	,6189.TW,豐藝,41.95,0,201,1.57
446	,6194.TW,育富,27.55,-3.33,1170,1.9
447	,6195.TW,詩肯,46.7,-0.21,33,1.35
448	,6196.TW,帆宣,129.5,-1.89,916,1.53
449	,6197.TW,佳必琪,54.7,-1.97,1961,1.58
450	,6199.TW,天品,18.5,-0.8,6,1.5
451	,6201.TW,亞弘電,43.35,-0.23,13,1.83
452	,6203.TW,海韻電,72.2,-3.6,824,1.78
453	,6205.TW,詮欣,79,-0.63,1053,1.52
454	,6207.TW,雷科,28.7,0.17,155,1.94
455	,6213.TW,聯茂,76.7,-2.17,1643,2.14
456	,6217.TW,中探針,47,-1.47,2276,1.46
457	,6223.TW,旺矽,138,-3.16,4374,2.17
458	,6224.TW,聚鼎,68.3,-1.44,241,1.72
459	,6227.TW,茂綸,50.3,0.2,86,1.41
460	,6239.TW,力成,93,-0.32,1290,2.92
461	,6245.TW,立端,108.5,-1.36,2001,1.84
462	,6248.TW,沛波,33.85,-3.29,4751,1.38
463	,6259.TW,百徽,22.35,0.45,20,1.67
464	,6261.TW,久元,67.2,-0.59,176,2.74
465	,6274.TW,台燿,68,-2.02,3781,1.67
466	,6278.TW,台表科,101.5,-2.87,2180,2.03
467	,6279.TW,胡連,145,-1.69,742,2.02
468	,6282.TW,康舒,39.65,-1.98,29203,1.49
469	,6283.TW,淳安,34.35,-0.87,180,2.27
470	,6290.TW,良維,69,-3.9,5834,1.61
471	,6292.TW,迅德,45.5,0.78,63,1.45
472	,6404.TW,通訊-KY,21.55,-4.22,30,2.44
473	,6405.TW,悅城,22.4,-0.88,137,1.71
474	,6409.TW,旭隼,1790,-0.56,168,1.39
475	,6412.TW,群電,80.2,-0.62,262,1.61
476	,6414.TW,樺漢,255,-0.58,627,2.69
477	,6431.TW,光麗-KY,20.95,0.24,39,2.47
478	,6432.TW,今展科,37.85,-1.94,386,1.36
479	,6441.TW,廣錠,61.6,-1.28,364,1.87
480	,6457.TW,紘康,60.6,-0.49,98,1.55
481	,6461.TW,益得,34.1,-2.85,927,1.65
482	,6462.TW,神盾,86.3,-1.93,372,1.46
483	,6488.TW,環球晶,497.5,-1.87,1431,1.71
484	,6492.TW,生華科,54.5,-0.55,192,1.59
485	,6494.TW,九齊,78.2,-0.38,220,1.75
486	,6499.TW,益安,59.4,-0.34,106,1.36
487	,6512.TW,啟發電,21.25,-0.47,15,1.63
488	,6516.TW,勤崴國際,91.9,-1.71,107,1.42
489	,6533.TW,晶心科,498,-2.35,2243,1.41
490	,6546.TW,正基,87.2,-0.91,442,1.48
491	,6548.TW,長科*,44.05,-2.33,3817,1.4
