符合條件商品
資料日期：2022年  8月 11日
策略,	00買7654321
序號,	代碼,	商品,	成交,	漲幅%,	總量,	本比,	準確度
執行時間：2022-08-11 22:37 符合檔數(1442)
995	,8489.TW,三貝德,27.75,-3.14,379,1,外
996	,8906.TW,花王,19.7,-0.51,760,1,融
997	,8916.TW,光隆,47.1,3.29,1229,1,融
998	,8927.TW,北基,37.95,0.66,108,1,
999	,8932.TW,宏大,25.7,2.8,54,1,外
1000	,9914.TW,美利達,232.5,3.33,1151,1,投
1001	,9924.TW,福興,41.55,0.12,69,1,外
1002	,1108.TW,幸福,10.95,1.39,303,0,外
1003	,1109.TW,信大,18.05,0.28,122,0,外
1004	,1201.TW,味全,19.75,1.02,186,0,外
1005	,1203.TW,味王,33.4,-0.15,23,0,外
1006	,1225.TW,福懋油,50.5,1,3,0,外
1007	,1233.TW,天仁,34.8,-0.57,2,0,外
1008	,1234.TW,黑松,33.75,-0.15,1386,0,外
1009	,1235.TW,興泰,60.2,0,11,0,融
1010	,1256.TW,鮮活果汁-KY,246,-0.61,10,0,外
1011	,1259.TW,安心,72.2,-0.41,14,0,外
1012	,1264.TW,德麥,269.5,3.85,14,0,自
1013	,1307.TW,三芳,20.3,0.5,75,0,外
1014	,1309.TW,台達化,23.1,1.76,810,0,外
1015	,1310.TW,台苯,14.15,1.07,731,0,外
1016	,1313.TW,聯成,13.45,0.75,1395,0,外
1017	,1315.TW,達新,68.5,0.15,8,0,外
1018	,1321.TW,大洋,35.6,0,294,0,外
1019	,1323.TW,永裕,33.6,-2.33,144,0,融
1020	,1324.TW,地球,11.2,-4.68,981,0,外
1021	,1336.TW,台翰,23.8,3.48,905,0,外
1022	,1340.TW,勝悅-KY,10.1,0,48,0,外
1023	,1342.TW,八貫,68.6,-0.29,128,0,外
1024	,1409.TW,新纖,19.05,1.87,2447,0,自
1025	,1410.TW,南染,33.9,0.3,110,0,外
1026	,1417.TW,嘉裕,10.4,0.97,313,0,融
1027	,1418.TW,東華,16.15,0.62,4,0,外
1028	,1419.TW,新紡,40.05,0.88,32,0,融
1029	,1423.TW,利華,18.9,0.27,301,0,外
1030	,1436.TW,華友聯,57.3,-0.69,68,0,外
1031	,1437.TW,勤益控,24.9,0.61,50,0,融
1032	,1438.TW,三地開發,32.6,0,71,0,外
1033	,1439.TW,中和,19.9,0.76,11,0,外
1034	,1443.TW,立益,16.8,0,99,0,外
1035	,1445.TW,大宇,15.5,0,31,0,外
1036	,1446.TW,宏和,31.55,0.32,48,0,外
1037	,1449.TW,佳和,9.28,0.65,67,0,外
1038	,1452.TW,宏益,18.4,0,141,0,外
1039	,1454.TW,台富,13.95,1.45,262,0,外
1040	,1456.TW,怡華,16.3,-2.1,93,0,融
1041	,1459.TW,聯發,9.75,0.52,382,0,外
1042	,1460.TW,宏遠,7.53,2.87,952,0,外
1043	,1463.TW,強盛,14.2,2.16,459,0,融
1044	,1464.TW,得力,14.6,0.69,307,0,外
1045	,1465.TW,偉全,13.05,2.76,1033,0,融
1046	,1466.TW,聚隆,12.2,0.41,239,0,外
1047	,1470.TW,大統新創,19.35,1.31,14,0,外
1048	,1473.TW,台南,23,2.68,839,0,融
1049	,1475.TW,業旺,57.9,0.7,128,0,外
1050	,1503.TW,士電,62.9,0.96,428,0,融
1051	,1521.TW,大億,35.7,1.42,43,0,外
1052	,1525.TW,江申,60.5,1.68,115,0,外
1053	,1530.TW,亞崴,30.6,0.33,27,0,外
1054	,1531.TW,高林股,14.25,2.15,165,0,外
1055	,1535.TW,中宇,43.1,-0.23,34,0,外
1056	,1537.TW,廣隆,146.5,0.34,290,0,外
1057	,1580.TW,新麥,91.6,-0.22,36,0,外
1058	,1583.TW,程泰,60.4,1.51,19,0,外
1059	,1586.TW,和勤,37.7,0.13,295,0,外
1060	,1593.TW,祺驊,61.2,9.87,180,0,融
1061	,1598.TW,岱宇,38.8,-0.77,76,0,外
1062	,1614.TW,三洋電,36.1,0.42,103,0,外
1063	,1615.TW,大山,31.35,-1.42,165,0,外
1064	,1617.TW,榮星,15.2,1,34,0,外
1065	,1618.TW,合機,12.2,0,119,0,外
1066	,1626.TW,艾美特-KY,19.7,9.75,1649,0,外
1067	,1707.TW,葡萄王,133.5,1.52,200,0,外
1068	,1713.TW,國化,24,0.84,67,0,融
1069	,1725.TW,元禎,24.1,-2.03,1135,0,外
1070	,1726.TW,永記,72.4,-0.28,18,0,外
1071	,1730.TW,花仙子,57.2,0.18,23,0,融
1072	,1735.TW,日勝化,14.05,0,10,0,外
1073	,1736.TW,喬山,54,-2.53,396,0,外
1074	,1737.TW,臺鹽,34.35,0.15,250,0,外
1075	,1776.TW,展宇,19.45,0.52,25,0,外
1076	,1777.TW,生泰,67.7,1.5,35,0,外
1077	,1784.TW,訊聯,40.9,-0.12,52,0,自
1078	,1786.TW,科妍,41.9,-1.18,60,0,外
1079	,1788.TW,杏昌,157,0.32,32,0,融
1080	,1789.TW,神隆,25.6,0.39,1061,0,投
1081	,1796.TW,金穎生技,47.2,2.83,51,0,融
1082	,1806.TW,冠軍,9.37,0.54,396,0,投
1083	,1808.TW,潤隆,67,2.29,208,0,外
1084	,1813.TW,寶利徠,19.95,0,83,0,融
1085	,1903.TW,士紙,55.9,0.9,22,0,外
1086	,2007.TW,燁興,11.5,1.32,1279,0,外
1087	,2008.TW,高興昌,16.8,0.3,30,0,外
1088	,2012.TW,春雨,23.85,2.14,74,0,外
1089	,2035.TW,唐榮,32.65,1.4,14,0,外
1090	,2062.TW,橋椿,25.2,0.4,157,0,外
1091	,2065.TW,世豐,49,0,212,0,外
1092	,2066.TW,世德,71.2,2.01,117,0,外
1093	,2107.TW,厚生,21.25,-0.47,293,0,外
1094	,2109.TW,華豐,14.7,1.38,124,0,外
1095	,2114.TW,鑫永銓,104,1.46,57,0,外
1096	,2115.TW,六暉-KY,30.85,0.16,21,0,外
1097	,2211.TW,長榮鋼,64.1,0.94,998,0,外
1098	,2228.TW,劍麟,68.9,5.19,671,0,外
1099	,2235.TW,謚源,48,3,505,0,外
1100	,2236.TW,百達-KY,21.45,0.47,52,0,外
1101	,2239.TW,英利-KY,61.9,1.14,107,0,外
1102	,2241.TW,艾姆勒,30.65,1.16,66,0,外
1103	,2247.TW,汎德永業,204.5,0.25,37,0,外
1104	,2348.TW,海悅,76.9,0.13,66,0,外
1105	,2362.TW,藍天,31.5,0.32,398,0,外
1106	,2373.TW,震旦行,84.1,-0.12,16,0,外
1107	,2397.TW,友通,58.7,2.09,13,0,外
1108	,2402.TW,毅嘉,14.95,0.67,576,0,外
1109	,2423.TW,固緯,26.1,0.19,164,0,外
1110	,2427.TW,三商電,12.55,0.8,616,0,外
1111	,2431.TW,聯昌,10.85,2.36,616,0,外
1112	,2433.TW,互盛電,48.85,0.62,30,0,外
1113	,2434.TW,統懋,29.7,0,69,0,外
1114	,2450.TW,神腦,31.45,0.32,89,0,外
1115	,2459.TW,敦吉,49,0.72,61,0,外
1116	,2466.TW,冠西電,35.2,2.62,87,0,外
1117	,2468.TW,華經,13.55,-3.56,1105,0,外
1118	,2477.TW,美隆電,20.9,0.24,142,0,外
1119	,2478.TW,大毅,42.85,2.02,103,0,外
1120	,2493.TW,揚博,42.1,-0.12,269,0,外
1121	,2496.TW,卓越,47.2,0.11,33,0,外
1122	,2501.TW,國建,16.55,1.85,1042,0,外
1123	,2505.TW,國揚,19.75,0.25,177,0,外
1124	,2506.TW,太設,9.83,-0.91,393,0,外
1125	,2509.TW,全坤建,15,0.33,39,0,外
1126	,2514.TW,龍邦,17.05,0,27,0,自
1127	,2524.TW,京城,37.2,0.4,108,0,外
1128	,2527.TW,宏璟,25.95,0.19,395,0,外
1129	,2528.TW,皇普,19.2,0,16,0,外
1130	,2530.TW,華建,14.45,0.35,192,0,外
1131	,2536.TW,宏普,21.25,0.24,234,0,外
1132	,2539.TW,櫻花建,34.3,0.59,203,0,外
1133	,2540.TW,愛山林,116.5,0.43,10,0,融
1134	,2543.TW,皇昌,8.15,-1.21,138,0,融
1135	,2546.TW,根基,49.7,0,215,0,外
1136	,2547.TW,日勝生,9.39,1.95,687,0,外
1137	,2596.TW,綠意,18.25,0,28,0,外
1138	,2616.TW,山隆,33.45,0.9,409,0,外
1139	,2701.TW,萬企,12.05,0.42,442,0,融
1140	,2706.TW,第一店,14.15,0.35,292,0,融
1141	,2712.TW,遠雄來,35.3,-1.94,12,0,外
1142	,2722.TW,夏都,33.1,0.61,87,0,外
1143	,2748.TW,雲品,44.1,-1.78,280,0,外
1144	,2754.TW,亞洲藏壽司,84.5,6.02,413,0,外
1145	,2816.TW,旺旺保,16.3,0.62,18,0,外
1146	,2832.TW,台產,20,0.5,193,0,外
1147	,2836.TW,高雄銀,13.7,1.86,581,0,外
1148	,2849.TW,安泰銀,14.5,0.69,34,0,外
1149	,2852.TW,第一保,14.75,0.68,320,0,融
1150	,2855.TW,統一證,16.75,1.52,1490,0,外
1151	,2867.TW,三商壽,6.43,2.23,5500,0,自
1152	,2901.TW,欣欣,23.95,0.21,24,0,外
1153	,2903.TW,遠百,19.1,1.33,618,0,外
1154	,2904.TW,匯僑,20.9,0.72,33,0,外
1155	,2905.TW,三商,18.25,0.55,195,0,外
1156	,2908.TW,特力,21.6,0.23,52,0,外
1157	,2910.TW,統領,30.3,0.66,8,0,外
1158	,2916.TW,滿心,23.25,1.53,109,0,融
1159	,3002.TW,歐格,13.55,2.65,3318,0,外
1160	,3004.TW,豐達科,63.8,-2.15,275,0,外
1161	,3015.TW,全漢,37.5,0.54,124,0,外
1162	,3024.TW,憶聲,13.3,-0.37,1410,0,外
1163	,3032.TW,偉訓,29.65,0.17,121,0,融
1164	,3040.TW,遠見,29.5,1.2,117,0,外
1165	,3052.TW,夆典,10.35,0.98,252,0,外
1166	,3054.TW,立萬利,19.2,0.79,30,0,外
1167	,3055.TW,蔚華科,26,-0.57,43,0,外
1168	,3078.TW,僑威,34,1.64,263,0,自
1169	,3090.TW,日電貿,49.3,0.51,261,0,外
1170	,3118.TW,進階,26.45,0.57,25,0,融
1171	,3130.TW,一零四,195.5,0.77,27,0,外
1172	,3164.TW,景岳,24.95,-0.2,25,0,外
1173	,3171.TW,新洲,16.3,0.62,17,0,融
1174	,3188.TW,鑫龍騰,14.4,0.35,47,0,外
1175	,3213.TW,茂訊,42.45,-0.24,42,0,外
1176	,3219.TW,倚強科,75,-1.32,6,0,外
1177	,3236.TW,千如,22.85,3.86,936,0,外
1178	,3266.TW,昇陽,11.8,-1.26,117,0,外
1179	,3272.TW,東碩,31.05,0.32,168,0,外
1180	,3296.TW,勝德,15.7,0.64,741,0,外
1181	,3311.TW,閎暉,33.3,0.3,51,0,外
1182	,3325.TW,旭品,13.8,-2.47,692,0,外
1183	,3332.TW,幸康,44.7,-0.56,21,0,外
1184	,3357.TW,臺慶科,89.3,1.25,110,0,外
1185	,3388.TW,崇越電,77.8,0.26,53,0,外
1186	,3416.TW,融程電,75.9,0.53,46,0,外
1187	,3454.TW,晶睿,96.4,3.54,2166,0,投
1188	,3498.TW,陽程,27.7,9.92,340,0,外
1189	,3501.TW,維熹,43.6,0.58,33,0,外
1190	,3512.TW,皇龍,32.25,0.47,187,0,自
1191	,3528.TW,安馳,49.9,1.11,49,0,融
1192	,3540.TW,曜越,26.4,1.54,228,0,外
1193	,3543.TW,州巧,19.55,0.26,28,0,外
1194	,3555.TW,重鵬,23.5,2.17,108,0,外
1195	,3557.TW,嘉威,64.6,-2.12,97,0,外
1196	,3611.TW,鼎翰,191.5,0,246,0,外
1197	,3617.TW,碩天,86.8,5.08,690,0,外
1198	,3622.TW,洋華,29.3,0.17,238,0,投
1199	,3630.TW,新鉅科,30.35,-1.14,533,0,外
1200	,3652.TW,精聯,22.4,-0.22,139,0,外
1201	,3679.TW,新至陞,84,0,122,0,外
1202	,3694.TW,海華,18.7,-1.58,381,0,外
1203	,3705.TW,永信,41,1.36,198,0,外
1204	,3709.TW,鑫聯大投控,26.2,0,41,0,外
1205	,3712.TW,永崴投控,27.4,0.18,142,0,外
1206	,4107.TW,邦特,112,2.75,206,0,融
1207	,4109.TW,加捷生醫,14.85,0,346,0,外
1208	,4111.TW,濟生,23.45,0.21,54,0,融
1209	,4113.TW,聯上,12.1,0.41,93,0,外
1210	,4120.TW,友華,33,-1.35,88,0,外
1211	,4126.TW,太醫,68.2,0.15,59,0,外
1212	,4129.TW,聯合,29.9,0.67,144,0,投
1213	,4139.TW,馬光-KY,49.45,0.82,394,0,外
1214	,4147.TW,中裕,54,0.56,232,0,外
1215	,4163.TW,鐿鈦,91,0,214,0,外
1216	,4167.TW,松瑞藥,16.35,-0.91,408,0,外
1217	,4190.TW,佐登-KY,68.4,0,6,0,融
1218	,4205.TW,中華食,104.5,0.48,7,0,外
1219	,4305.TW,世坤,30.45,1.5,17,0,外
1220	,4306.TW,炎洲,14.3,0,515,0,外
1221	,4401.TW,東隆興,28.35,-0.35,61,0,外
1222	,4416.TW,三圓,77,-0.77,11,0,外
1223	,4420.TW,光明,30.3,-0.82,8,0,外
1224	,4426.TW,利勤,30.85,9.79,5965,0,投
1225	,4438.TW,廣越,117.5,3.98,237,0,融
1226	,4439.TW,冠星-KY,113,0,12,0,融
1227	,4440.TW,宜新實業,33.6,1.66,113,0,外
1228	,4502.TW,健信,39.8,-0.75,17,0,外
1229	,4506.TW,崇友,74.4,0.95,69,0,外
1230	,4510.TW,高鋒,10.55,-0.47,14,0,外
1231	,4523.TW,永彰,28.15,-0.88,25,0,融
1232	,4526.TW,東台,14.1,0,76,0,融
1233	,4527.TW,方土霖,26.6,-1.12,22,0,外
1234	,4528.TW,江興鍛,32.75,1.77,39,0,外
1235	,4532.TW,瑞智,16.95,0.89,256,0,外
1236	,4533.TW,協易機,10.75,0.47,111,0,外
1237	,4534.TW,慶騰,9.8,0,85,0,外
1238	,4540.TW,全球傳動,47.1,5.84,457,0,外
1239	,4549.TW,桓達,90.1,2.5,96,0,外
1240	,4552.TW,力達-KY,29.4,0,77,0,外
1241	,4555.TW,氣立,57.1,0,45,0,外
1242	,4560.TW,強信-KY,39.9,0.13,53,0,外
1243	,4562.TW,穎漢,15.4,-0.65,32,0,外
1244	,4563.TW,百德,31.3,0,21,0,外
1245	,4564.TW,元翎,27.25,-1.98,316,0,外
1246	,4568.TW,科際精密,67.5,0.3,14,0,外
1247	,4571.TW,鈞興-KY,75.6,0,16,0,外
1248	,4576.TW,大銀微系統,89,0.79,25,0,投
1249	,4581.TW,光隆精密-KY,30.9,0.16,1,0,外
1250	,4707.TW,磐亞,12.95,0.39,388,0,外
1251	,4728.TW,雙美,160.5,2.88,160,0,融
1252	,4735.TW,豪展,38.2,-0.26,35,0,外
1253	,4737.TW,華廣,79.4,0.25,79,0,融
1254	,4741.TW,泓瀚,25.85,-0.58,21,0,自
1255	,4745.TW,合富-KY,25.55,-0.58,60,0,外
1256	,4764.TW,雙鍵,54.9,2.62,2,0,外
1257	,4807.TW,日成-KY,21.75,-0.91,15,0,融
1258	,4935.TW,茂林-KY,61,0.66,516,0,外
1259	,4974.TW,亞泰,55.1,0.55,112,0,外
1260	,4991.TW,環宇-KY,39,0,16,0,外
1261	,4995.TW,晶達,36.25,0,110,0,外
1262	,4999.TW,鑫禾,37.1,0.95,82,0,外
1263	,5007.TW,三星,53.6,-0.37,20,0,外
1264	,5013.TW,強新,34.25,1.33,31,0,融
1265	,5015.TW,華祺,54.9,2.43,1508,0,外
1266	,5016.TW,松和,31.85,0.31,11,0,外
1267	,5213.TW,亞昕,22.3,0,51,0,外
1268	,5215.TW,科嘉-KY,42.5,2.41,70,0,外
1269	,5223.TW,安力-KY,46.55,1.64,34,0,融
1270	,5225.TW,東科-KY,24,1.27,215,0,外
1271	,5244.TW,弘凱,28.05,0.54,39,0,外
1272	,5283.TW,禾聯碩,104.5,0.97,33,0,外
1273	,5284.TW,jpp-KY,50.2,-0.59,141,0,外
1274	,5287.TW,數字,202,0.25,38,0,外
1275	,5288.TW,豐祥-KY,158,1.94,211,0,外
1276	,5289.TW,宜鼎,173.5,1.76,347,0,外
1277	,5312.TW,寶島科,59.2,0,138,0,外
1278	,5315.TW,光聯,17,-0.29,196,0,外
1279	,5328.TW,華容,10.05,0.5,342,0,外
1280	,5392.TW,能率,21.05,0,107,0,外
1281	,5398.TW,慕康生醫,17.25,0.58,11,0,外
1282	,5403.TW,中菲,71.6,2.14,77,0,外
1283	,5438.TW,東友,16.8,-1.18,42,0,外
1284	,5450.TW,南良,17.8,1.71,1098,0,外
1285	,5465.TW,富驊,15.25,0.33,84,0,外
1286	,5484.TW,慧友,13.65,-1.44,73,0,外
1287	,5487.TW,通泰,27.25,0,1,0,融
1288	,5490.TW,同亨,23.6,-1.67,469,0,自
1289	,5493.TW,三聯,51.8,0.78,53,0,外
1290	,5498.TW,凱崴,10.15,0,326,0,自
1291	,5508.TW,永信建,61.8,1.31,64,0,外
1292	,5511.TW,德昌,29.35,0,28,0,外
1293	,5512.TW,力麒,8.8,1.38,462,0,融
1294	,5514.TW,三豐,18.9,6.78,67,0,外
1295	,5515.TW,建國,12.3,0,111,0,自
1296	,5516.TW,雙喜,17.25,-0.29,64,0,外
1297	,5519.TW,隆大,21.35,1.43,399,0,融
1298	,5523.TW,豐謙,25.6,0,56,0,外
1299	,5525.TW,順天,24.5,0.82,21,0,外
1300	,5530.TW,龍巖,40.85,1.11,421,0,外
1301	,5531.TW,鄉林,9.11,0.33,331,0,外
1302	,5533.TW,皇鼎,19.15,1.32,835,0,融
1303	,5538.TW,東明-KY,43.75,2.94,10,0,外
1304	,5546.TW,永固-KY,56.5,4.24,170,0,外
1305	,5601.TW,台聯櫃,35.3,-3.29,1,0,外
1306	,5704.TW,老爺知,34.65,0.73,68,0,自
1307	,5820.TW,日盛金,11.45,0,240,0,外
1308	,5864.TW,致和證,10.85,1.4,135,0,外
1309	,5902.TW,德記,35,0,65,0,融
1310	,5903.TW,全家,188,0,35,0,外
1311	,5906.TW,台南-KY,33.9,0,49,0,外
1312	,5907.TW,大洋-KY,14.6,-1.35,1519,0,外
1313	,6005.TW,群益證,11.9,2.59,2709,0,外
1314	,6015.TW,宏遠證,10.55,2.43,1615,0,外
1315	,6016.TW,康和證,10.25,2.5,994,0,外
1316	,6020.TW,大展證,19,0,5,0,外
1317	,6023.TW,元大期,47.65,-0.1,44,0,外
1318	,6024.TW,群益期,35.9,-0.42,106,0,外
1319	,6108.TW,競國,17.55,0.57,139,0,
1320	,6112.TW,聚碩,34.9,0.29,52,0,外
1321	,6115.TW,鎰勝,41.25,0.73,150,0,外
1322	,6117.TW,迎廣,16.3,-1.21,445,0,外
1323	,6123.TW,上奇,54.6,0.18,78,0,自
1324	,6128.TW,上福,29.4,0.68,202,0,融
1325	,6141.TW,柏承,23.65,2.38,371,0,外
1326	,6146.TW,耕興,236,-0.84,565,0,外
1327	,6151.TW,晉倫,26.2,0.19,20,0,外
1328	,6154.TW,順發,16.4,0,13,0,外
1329	,6166.TW,凌華,57.8,1.05,192,0,外
1330	,6171.TW,大城地產,29.95,1.35,134,0,自
1331	,6177.TW,達麗,27.2,0.37,167,0,外
1332	,6183.TW,關貿,60.8,0.66,26,0,外
1333	,6184.TW,大豐電,48.5,0.21,8,0,外
1334	,6185.TW,幃翔,12.9,0.39,40,0,融
1335	,6189.TW,豐藝,38.05,-0.78,998,0,外
1336	,6192.TW,巨路,68.4,0.88,149,0,投
1337	,6195.TW,詩肯,50,-0.6,23,0,外
1338	,6201.TW,亞弘電,40,0.38,6,0,外
1339	,6203.TW,海韻電,54,-0.37,127,0,外
1340	,6210.TW,慶生,39.05,1.17,104,0,外
1341	,6221.TW,晉泰,59.4,10,461,0,外
1342	,6230.TW,尼得科超眾,106,0.47,30,0,外
1343	,6234.TW,高僑,19.3,0.52,82,0,外
1344	,6263.TW,普萊德,79.7,-0.25,62,0,外
1345	,6276.TW,安鈦克,16.55,0,23,0,自
1346	,6277.TW,宏正,76.8,0.66,26,0,外
1347	,6281.TW,全國電,82,0.12,28,0,外
1348	,6405.TW,悅城,22.25,-0.22,21,0,外
1349	,6431.TW,光麗-KY,22.25,0.45,31,0,外
1350	,6449.TW,鈺邦,40.1,0.5,51,0,外
1351	,6464.TW,台數科,82.8,0,5,0,外
1352	,6486.TW,互動,63.5,0.16,31,0,外
1353	,6504.TW,南六,81.4,-0.25,41,0,外
1354	,6516.TW,勤崴國際,75.6,1.34,38,0,融
1355	,6552.TW,易華電,39.2,1.29,84,0,外
1356	,6558.TW,興能高,22,-0.45,142,0,外
1357	,6561.TW,是方,286,0.53,12,0,外
1358	,6570.TW,維田,45.65,4.7,977,0,外
1359	,6577.TW,勁豐,59.5,-0.34,6,0,外
1360	,6579.TW,研揚,88.6,-1.56,164,0,外
1361	,6582.TW,申豐,83,0.24,135,0,投
1362	,6594.TW,展匯科,32.6,1.4,16,0,外
1363	,6613.TW,朋億,166,2.15,62,0,外
1364	,6625.TW,必應,29,1.75,20,0,外
1365	,6641.TW,基士德-KY,57.8,0.35,3,0,外
1366	,6642.TW,富致,52,0.19,10,0,外
1367	,6655.TW,科定,135.5,1.5,22,0,外
1368	,6666.TW,羅麗芬-KY,55.7,-0.18,9,0,外
1369	,6671.TW,三能-KY,40.6,-0.49,13,0,外
1370	,6674.TW,鋐寶科技,26.85,-0.19,7,0,外
1371	,6743.TW,安普新,36,-2.44,173,0,外
1372	,6754.TW,匯僑設計,43.05,-4.76,141,0,外
1373	,6768.TW,志強-KY,75.5,2.03,900,0,外
1374	,6776.TW,展碁國際,38.6,0.26,60,0,外
1375	,6790.TW,永豐實,39,0.13,72,0,外
1376	,6803.TW,崑鼎,247.5,1.02,28,0,外
1377	,8042.TW,金山電,35.3,0.28,15,0,外
1378	,8043.TW,蜜望實,25.45,0.2,124,0,外
1379	,8047.TW,星雲,13.3,-1.48,79,0,融
1380	,8049.TW,晶采,27.3,0.18,1210,0,外
1381	,8072.TW,陞泰,22.9,0.66,20,0,外
1382	,8083.TW,瑞穎,168.5,0,60,0,外
1383	,8099.TW,大世科,38.25,-0.13,41,0,融
1384	,8107.TW,大億金茂,19.3,-2.03,379,0,外
1385	,8240.TW,華宏,27.35,0.74,60,0,外
1386	,8342.TW,益張,51.9,0.78,9,0,外
1387	,8349.TW,恒耀,56.4,-0.18,18,0,融
1388	,8354.TW,冠好,14.7,-1.34,44,0,自
1389	,8367.TW,建新國際,34,0,41,0,融
1390	,8374.TW,羅昇,31.05,0.16,15,0,外
1391	,8383.TW,千附,37.8,0.4,86,0,外
1392	,8404.TW,百和興業-KY,28.8,1.23,124,0,外
1393	,8410.TW,森田,31.5,-4.26,346,0,外
1394	,8411.TW,福貞-KY,16.05,-0.93,57,0,融
1395	,8424.TW,惠普,68.6,0.73,13,0,外
1396	,8433.TW,弘帆,64.2,-0.16,239,0,外
1397	,8435.TW,鉅邁,60.4,0,74,0,外
1398	,8437.TW,大地-KY,110.5,-1.78,8,0,外
1399	,8442.TW,威宏-KY,72.3,7.11,752,0,外
1400	,8443.TW,阿瘦,11.95,2.14,131,0,外
1401	,8444.TW,綠河-KY,50.2,2.76,16,0,外
1402	,8462.TW,柏文,121,-0.41,55,0,外
1403	,8463.TW,潤泰材,20.6,3.78,159,0,外
1404	,8464.TW,億豐,288,2.49,224,0,外
1405	,8466.TW,美吉吉-KY,44,1.62,43,0,外
1406	,8467.TW,波力-KY,62.8,-0.16,260,0,外
1407	,8473.TW,山林水,29.6,1.2,54,0,外
1408	,8476.TW,台境,55.8,0.72,76,0,外
1409	,8477.TW,創業家,22.1,0.45,39,0,外
1410	,8480.TW,泰昇-KY,64.9,0,6,0,外
1411	,8481.TW,政伸,59.3,0.17,32,0,外
1412	,8482.TW,商億-KY,72.3,1.12,1,0,外
1413	,8488.TW,吉源-KY,16,0,32,0,外
1414	,8499.TW,鼎炫-KY,110.5,-2.21,54,0,融
1415	,8908.TW,欣雄,79.8,1.92,54,0,外
1416	,8917.TW,欣泰,90.8,4.15,14,0,融
1417	,8929.TW,富堡,19.95,0,5,0,自
1418	,8931.TW,大汽電,29.05,0.17,68,0,融
1419	,8933.TW,愛地雅,12.3,3.36,2288,0,外
1420	,8936.TW,國統,19.05,0,216,0,外
1421	,8941.TW,關中,60.8,-1.94,280,0,融
1422	,8942.TW,森鉅,66.2,1.69,619,0,投
1423	,9902.TW,台火,10.65,0.95,118,0,外
1424	,9905.TW,大華,25.25,0.6,21,0,外
1425	,9906.TW,欣巴巴,49.6,0,6,0,外
1426	,9908.TW,大台北,32.9,0.15,136,0,外
1427	,9911.TW,櫻花,64.2,0,130,0,外
1428	,9918.TW,欣天然,43.2,-0.46,17,0,外
1429	,9925.TW,新保,39.25,0.38,99,0,外
1430	,9926.TW,新海,52.2,0.77,3,0,外
1431	,9927.TW,泰銘,41.9,1.21,255,0,外
1432	,9930.TW,中聯資源,46.65,-0.21,49,0,外
1433	,9931.TW,欣高,39.75,0.38,22,0,外
1434	,9934.TW,成霖,12.35,-0.8,438,0,外
1435	,9935.TW,慶豐富,17.5,0.29,101,0,融
1436	,9937.TW,全國,49.1,0.31,12,0,外
1437	,9942.TW,茂順,86.4,0.12,66,0,外
1438	,9943.TW,好樂迪,54.7,0,58,0,自
1439	,9944.TW,新麗,20.45,-0.24,70,0,外
1440	,9946.TW,三發地產,13,0.39,64,0,外
1441	,9951.TW,皇田,63,-0.47,49,0,外
1442	,9960.TW,邁達康,25.45,0.2,38,0,融
