符合條件商品
資料日期：2022年  8月 11日
策略,	01融外自投每日總結
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融資使用率,	外資持股比例,	自營商持股比例,	投信持股比例
執行時間：2022-08-11 22:33 符合檔數(1487)
1072	,1813.TW,寶利徠,19.95,0,83,2.36,10.17,0,0
1073	,3617.TW,碩天,86.8,5.08,690,2.36,3.58,0.21,0.21
1074	,6121.TW,新普,265,3.11,527,2.35,45.82,1.94,3.39
1075	,2383.TW,台光電,166.5,3.1,2948,2.33,39.8,0.24,4.88
1076	,4111.TW,濟生,23.45,0.21,54,2.32,1.49,0.01,0
1077	,6589.TW,台康生技,85.9,0.94,735,2.32,5.7,0,0.01
1078	,2897.TW,王道銀行,8.51,2.41,7610,2.31,5.41,0.22,0
1079	,4439.TW,冠星-KY,113,0,12,2.3,63.56,0.04,0
1080	,6770.TW,力積電,33.85,1.8,60070,2.29,20.39,0.09,1.38
1081	,3005.TW,神基,47.3,3.61,2810,2.28,23.87,5.63,0.61
1082	,8415.TW,大國鋼,33.65,1.05,374,2.28,9.93,0.05,0.01
1083	,8042.TW,金山電,35.3,0.28,15,2.27,4.62,0.37,0
1084	,2024.TW,志聯,19.3,0.52,72,2.26,0.45,0.07,0
1085	,4743.TW,合一,169.5,0.3,1051,2.22,7.61,0.09,0.21
1086	,1789.TW,神隆,25.6,0.39,1061,2.2,4.22,0.26,0.08
1087	,5236.TW,凌陽創新,80.1,6.37,471,2.2,0.38,0.06,0
1088	,9907.TW,統一實,19.4,2.11,34863,2.19,18.99,0.29,0.06
1089	,1436.TW,華友聯,57.3,-0.69,68,2.18,0.37,0.06,0
1090	,6506.TW,雙邦,19.8,0.51,150,2.17,2.28,0.01,0
1091	,1477.TW,聚陽,178.5,9.85,9855,2.16,24.28,1.21,1.59
1092	,6124.TW,業強,25,3.52,25,2.15,42.78,3.25,0
1093	,2066.TW,世德,71.2,2.01,117,2.14,10.66,0.14,0
1094	,5519.TW,隆大,21.35,1.43,399,2.14,2.16,0.04,0
1095	,5536.TW,聖暉,197.5,0.25,138,2.14,15.64,1.55,0.18
1096	,6504.TW,南六,81.4,-0.25,41,2.14,5.25,0.5,0
1097	,1541.TW,錩泰,37.7,-1.18,278,2.13,9.75,0.04,0
1098	,1736.TW,喬山,54,-2.53,396,2.13,7.11,0.26,0.03
1099	,1776.TW,展宇,19.45,0.52,25,2.13,0.87,0.05,0
1100	,9939.TW,宏全,73.9,0.14,1093,2.13,31.82,1.27,1.14
1101	,1464.TW,得力,14.6,0.69,307,2.12,1.35,0.04,0
1102	,6128.TW,上福,29.4,0.68,202,2.12,3.32,0.13,0
1103	,2511.TW,太子,11.8,0.43,576,2.1,8.88,0.29,0
1104	,3066.TW,李洲,28.95,-0.17,553,2.1,0.02,0,0
1105	,1108.TW,幸福,10.95,1.39,303,2.06,0.99,0.04,0
1106	,2109.TW,華豐,14.7,1.38,124,2.05,16.65,0.12,0
1107	,2467.TW,志聖,46,1.77,232,2.05,6.91,0.13,0
1108	,2474.TW,可成,176,0.28,2204,2.05,43,0.79,5.16
1109	,4438.TW,廣越,117.5,3.98,237,2.03,1.75,0.13,0.35
1110	,4770.TW,上品,254.5,0.2,242,2.03,8,0.88,0.72
1111	,1459.TW,聯發,9.75,0.52,382,2.02,1.69,0.03,0
1112	,6117.TW,迎廣,16.3,-1.21,445,2.02,2.91,0.04,0
1113	,2012.TW,春雨,23.85,2.14,74,1.99,1.46,0.07,0
1114	,1615.TW,大山,31.35,-1.42,165,1.97,0.18,0.03,0
1115	,5530.TW,龍巖,40.85,1.11,421,1.97,56.69,0.04,0
1116	,4552.TW,力達-KY,29.4,0,77,1.96,50.66,0.05,0
1117	,5410.TW,國眾,25.05,0,150,1.96,1.62,0.01,0
1118	,1595.TW,川寶,36.25,3.57,81,1.95,1.51,0,0
1119	,8422.TW,可寧衛,175,1.45,205,1.95,14.11,0.35,0.19
1120	,1752.TW,南光,36.5,0.41,109,1.93,1.33,0.21,0
1121	,3357.TW,臺慶科,89.3,1.25,110,1.93,10.96,0,0
1122	,6123.TW,上奇,54.6,0.18,78,1.92,3.31,0.09,0
1123	,2236.TW,百達-KY,21.45,0.47,52,1.91,74.7,0.07,0
1124	,2454.TW,聯發科,670,0.3,9463,1.91,61.48,1.54,2.85
1125	,1531.TW,高林股,14.25,2.15,165,1.88,2.01,0.05,0
1126	,5234.TW,達興材料,68.4,2.09,411,1.88,10.81,0.2,0.01
1127	,2352.TW,佳世達,27.05,-0.18,5437,1.87,16.05,1.71,2.04
1128	,2420.TW,新巨,42.5,0.59,172,1.87,5.75,0.33,0
1129	,8411.TW,福貞-KY,16.05,-0.93,57,1.85,62.55,0.06,0
1130	,2509.TW,全坤建,15,0.33,39,1.82,1.24,0.04,0
1131	,2539.TW,櫻花建,34.3,0.59,203,1.82,0.48,0.04,0
1132	,4528.TW,江興鍛,32.75,1.77,39,1.79,0.78,0.25,0
1133	,3040.TW,遠見,29.5,1.2,117,1.78,14.67,0.19,0
1134	,8443.TW,阿瘦,11.95,2.14,131,1.78,5.76,0.08,0
1135	,2377.TW,微星,114,0,5085,1.77,29.51,6.08,9.85
1136	,2542.TW,興富發,45.9,0.33,3681,1.76,7.4,0.01,1.75
1137	,1712.TW,興農,35.55,0.14,2095,1.75,14.02,0.31,0.02
1138	,8404.TW,百和興業-KY,28.8,1.23,124,1.75,54.46,0.14,0
1139	,4560.TW,強信-KY,39.9,0.13,53,1.74,83.47,0.07,0
1140	,1418.TW,東華,16.15,0.62,4,1.73,0.75,0.03,0
1141	,6171.TW,大城地產,29.95,1.35,134,1.73,0.39,0.15,0
1142	,5347.TW,世界,73.9,4.97,7651,1.72,29.28,0.44,1.02
1143	,1109.TW,信大,18.05,0.28,122,1.71,3.75,0.35,0
1144	,1802.TW,台玻,17.55,1.74,2290,1.7,7.87,0.23,0.13
1145	,3036.TW,文曄,64.1,0.16,2623,1.7,12.84,0.84,6.01
1146	,5906.TW,台南-KY,33.9,0,49,1.7,19.38,0.02,0
1147	,1707.TW,葡萄王,133.5,1.52,200,1.69,11.05,0.23,0.03
1148	,2059.TW,川湖,473.5,0,513,1.69,18.01,0.63,1.92
1149	,2114.TW,鑫永銓,104,1.46,57,1.69,1.48,0.1,0.01
1150	,2834.TW,臺企銀,12.95,3.19,66687,1.69,11.84,0.32,0.2
1151	,4167.TW,松瑞藥,16.35,-0.91,408,1.69,10.33,0.02,0
1152	,5523.TW,豐謙,25.6,0,56,1.67,0.09,0,0
1153	,6176.TW,瑞儀,100.5,1.01,2302,1.66,32.7,11.23,6.47
1154	,1504.TW,東元,28.8,1.77,1992,1.64,19.77,0.29,0.29
1155	,9938.TW,百和,60.3,2.2,877,1.64,28.53,0.77,0.09
1156	,1463.TW,強盛,14.2,2.16,459,1.63,2.34,0.04,0
1157	,6741.TW,91APP*-KY,92.2,-0.11,828,1.63,68.2,0.01,0.01
1158	,8072.TW,陞泰,22.9,0.66,20,1.63,1.15,0.06,0
1159	,6613.TW,朋億,166,2.15,62,1.62,1.77,0.18,0.06
1160	,4401.TW,東隆興,28.35,-0.35,61,1.56,5.01,0.76,0.01
1161	,4580.TW,捷流閥業,86.9,0.7,207,1.56,0.91,0.03,0
1162	,2070.TW,精湛,34.8,3.11,30,1.54,0.73,0,0
1163	,3052.TW,夆典,10.35,0.98,252,1.53,1.08,0.07,0
1164	,6581.TW,鋼聯,89.5,0.34,118,1.52,1.79,0.06,0.17
1165	,3118.TW,進階,26.45,0.57,25,1.48,9.8,0,0
1166	,4107.TW,邦特,112,2.75,206,1.48,29.04,0.55,0
1167	,1723.TW,中碳,116,1.31,912,1.47,11.39,0.62,0.2
1168	,2408.TW,南亞科,53,2.71,5013,1.47,16,0.79,2.01
1169	,4137.TW,麗豐-KY,169,-0.29,220,1.47,64.16,0.87,0.01
1170	,5484.TW,慧友,13.65,-1.44,73,1.46,0.57,0.01,0
1171	,6594.TW,展匯科,32.6,1.4,16,1.46,1.08,0,0
1172	,9933.TW,中鼎,44.5,0.91,1290,1.45,20.93,0.91,0.88
1173	,9945.TW,潤泰新,64.5,4.88,15060,1.44,13.73,0.37,0
1174	,2362.TW,藍天,31.5,0.32,398,1.43,10.43,0.18,0.06
1175	,3679.TW,新至陞,84,0,122,1.42,12.2,0.08,0
1176	,2345.TW,智邦,278.5,-0.54,9148,1.41,63.44,1.71,4.85
1177	,2722.TW,夏都,33.1,0.61,87,1.4,0.13,0.34,0
1178	,1720.TW,生達,45.9,0.55,367,1.39,6.88,0.2,0.13
1179	,2836.TW,高雄銀,13.7,1.86,581,1.38,7.17,0.15,0
1180	,6151.TW,晉倫,26.2,0.19,20,1.34,0.35,0.04,0
1181	,1201.TW,味全,19.75,1.02,186,1.32,11.12,0.39,0
1182	,2706.TW,第一店,14.15,0.35,292,1.32,2.55,0.04,0
1183	,1437.TW,勤益控,24.9,0.61,50,1.31,6.05,0.04,0
1184	,1521.TW,大億,35.7,1.42,43,1.31,33.52,0.05,0
1185	,6415.TW,矽力*-KY,588,4.63,2034,1.3,92.17,0.02,0.31
1186	,6230.TW,尼得科超眾,106,0.47,30,1.29,89.7,1.11,0
1187	,8341.TW,日友,178,0.56,164,1.29,18.88,0.27,0.24
1188	,3010.TW,華立,90.4,2.15,236,1.28,11.24,0.37,0.49
1189	,6263.TW,普萊德,79.7,-0.25,62,1.27,2.5,0.01,0
1190	,9924.TW,福興,41.55,0.12,69,1.27,13.18,0.19,0
1191	,8929.TW,富堡,19.95,0,5,1.26,0.14,0,0
1192	,1256.TW,鮮活果汁-KY,246,-0.61,10,1.24,3.71,0.05,0.03
1193	,8916.TW,光隆,47.1,3.29,1229,1.21,2.79,0.33,0
1194	,9937.TW,全國,49.1,0.31,12,1.21,2.72,0.04,0
1195	,2441.TW,超豐,61.8,0.16,1066,1.2,11.88,4.15,6.33
1196	,2916.TW,滿心,23.25,1.53,109,1.2,21.53,0.01,0
1197	,6666.TW,羅麗芬-KY,55.7,-0.18,9,1.2,79.45,0.03,0
1198	,5434.TW,崇越,164,2.18,499,1.19,30.53,0.58,1.53
1199	,6239.TW,力成,86.5,1.17,1623,1.18,42.63,2.06,5.09
1200	,8942.TW,森鉅,66.2,1.69,619,1.15,23.55,0.21,0.1
1201	,1439.TW,中和,19.9,0.76,11,1.14,0.32,0.16,0
1202	,2235.TW,謚源,48,3,505,1.14,0.03,0,0
1203	,2540.TW,愛山林,116.5,0.43,10,1.14,0.27,0.07,0
1204	,5016.TW,松和,31.85,0.31,11,1.13,0.5,0,0
1205	,6754.TW,匯僑設計,43.05,-4.76,141,1.13,21.63,0.07,0
1206	,3213.TW,茂訊,42.45,-0.24,42,1.12,5.98,0,0
1207	,3709.TW,鑫聯大投控,26.2,0,41,1.11,2.08,0,0
1208	,4556.TW,旭然,30.45,-0.16,10,1.11,11.59,0,0
1209	,1410.TW,南染,33.9,0.3,110,1.1,21.24,0.05,0
1210	,1617.TW,榮星,15.2,1,34,1.1,20.27,0.02,0
1211	,2106.TW,建大,35.95,-5.77,5163,1.1,7.39,0.25,0.71
1212	,2065.TW,世豐,49,0,212,1.09,1.05,0,0
1213	,3332.TW,幸康,44.7,-0.56,21,1.08,0.19,0,0
1214	,4120.TW,友華,33,-1.35,88,1.08,6.39,0.07,0
1215	,9911.TW,櫻花,64.2,0,130,1.08,19.6,0.12,0.08
1216	,1777.TW,生泰,67.7,1.5,35,1.05,0.14,0,0
1217	,6112.TW,聚碩,34.9,0.29,52,1.05,1.79,0.13,0
1218	,6670.TW,復盛應用,192,0.26,412,1.04,21.52,0.47,0.53
1219	,2317.TW,鴻海,113,2.73,62481,1.03,44.82,0.75,2.14
1220	,4532.TW,瑞智,16.95,0.89,256,1.03,11.22,0.14,0
1221	,5489.TW,彩富,34.5,0,2,1.03,0.75,0.09,0
1222	,3231.TW,緯創,28.4,0.89,14392,1.02,26.2,6.42,6.85
1223	,1725.TW,元禎,24.1,-2.03,1135,1.01,0.33,0.02,0
1224	,6292.TW,迅德,39.15,0.38,120,1.01,1.11,0.01,0
1225	,8454.TW,富邦媒,749,4.03,517,1,27.6,0.18,0.95
1226	,1904.TW,正隆,27.55,0.73,1548,0.99,7.86,0.18,0
1227	,1722.TW,台肥,65.5,0.77,1908,0.98,15.69,0.88,0.09
1228	,2883.TW,開發金,13.9,2.58,64861,0.98,22.97,0.71,2.27
1229	,3611.TW,鼎翰,191.5,0,246,0.98,11.67,0.27,0.01
1230	,2451.TW,創見,65.3,0.46,216,0.96,8.71,4.89,0.52
1231	,4416.TW,三圓,77,-0.77,11,0.96,0.03,0,0
1232	,5515.TW,建國,12.3,0,111,0.96,5.27,0.05,0
1233	,1315.TW,達新,68.5,0.15,8,0.95,1.63,0.09,0.02
1234	,2423.TW,固緯,26.1,0.19,164,0.95,3.83,0.07,0
1235	,6486.TW,互動,63.5,0.16,31,0.95,0.46,0,0
1236	,2002.TW,中鋼,28.45,1.61,28286,0.94,17.46,1.11,2.24
1237	,6496.TW,科懋,27.2,-1.09,10,0.93,0.63,0,0
1238	,6592.TW,和潤企業,107.5,1.9,498,0.92,27.76,0.18,0.06
1239	,6669.TW,緯穎,732,2.38,528,0.92,31.35,0.22,1.79
1240	,5534.TW,長虹,77.8,1.17,756,0.91,11.74,0.93,0
1241	,3711.TW,日月光投控,89.5,2.87,9577,0.9,72.76,0.52,2.22
1242	,8284.TW,三竹,48.8,1.04,44,0.9,1.13,0.02,0
1243	,1103.TW,嘉泥,17.75,-0.28,331,0.88,5.11,0.21,0
1244	,2597.TW,潤弘,88.6,0.91,56,0.88,0.94,0.16,0
1245	,4430.TW,耀億,21.7,0.23,12,0.88,2.28,0.04,0
1246	,6210.TW,慶生,39.05,1.17,104,0.88,0.07,0,0
1247	,3266.TW,昇陽,11.8,-1.26,117,0.87,7.16,0.06,0
1248	,3528.TW,安馳,49.9,1.11,49,0.87,2.43,0.05,0
1249	,3388.TW,崇越電,77.8,0.26,53,0.86,6.36,0.84,0
1250	,3705.TW,永信,41,1.36,198,0.86,10.87,0.42,0
1251	,2528.TW,皇普,19.2,0,16,0.84,0.14,0.09,0
1252	,2832.TW,台產,20,0.5,193,0.84,3.21,0.16,0
1253	,2887.TW,台新金,16.9,2.74,41824,0.84,25.26,0.9,1.34
1254	,6195.TW,詩肯,50,-0.6,23,0.84,45.53,0,0
1255	,2008.TW,高興昌,16.8,0.3,30,0.83,7.28,0.15,0
1256	,4550.TW,長佳,21.5,0.94,63,0.82,1,0,0
1257	,9904.TW,寶成,28.3,2.54,8263,0.82,51.02,0.86,0.08
1258	,9941.TW,裕融,182,1.11,1129,0.82,6.25,0,0.19
1259	,1773.TW,勝一,141.5,0.35,157,0.81,5.55,0.12,0.12
1260	,2357.TW,華碩,282,1.81,2416,0.81,44.55,5.01,6.83
1261	,1530.TW,亞崴,30.6,0.33,27,0.77,0.65,0.14,0
1262	,4563.TW,百德,31.3,0,21,0.77,0.08,0,0
1263	,6596.TW,寬宏藝術,45,2.04,70,0.77,0.12,0,0
1264	,8435.TW,鉅邁,60.4,0,74,0.77,0.67,0,0
1265	,8488.TW,吉源-KY,16,0,32,0.77,76.06,0.05,0
1266	,3703.TW,欣陸,30.1,-2.43,3566,0.75,26.7,0.78,0.02
1267	,5904.TW,寶雅,416.5,9.03,2225,0.75,26.24,0.12,2.56
1268	,1227.TW,佳格,40.8,0.87,832,0.74,6.35,0.3,0.18
1269	,1537.TW,廣隆,146.5,0.34,290,0.74,17.74,0.19,0.14
1270	,2061.TW,風青,17.75,-0.84,20,0.74,0.06,0,0
1271	,2204.TW,中華,44.45,0,2888,0.74,24.55,0.5,0.51
1272	,6214.TW,精誠,72.4,0.56,117,0.74,10.97,0.28,0
1273	,6674.TW,鋐寶科技,26.85,-0.19,7,0.74,0.46,0.04,0
1274	,1604.TW,聲寶,27.45,0.73,278,0.72,9.97,0.78,0.14
1275	,1702.TW,南僑,45.5,-0.55,148,0.72,14.67,0.32,0
1276	,8473.TW,山林水,29.6,1.2,54,0.72,0.72,0.06,0
1277	,1210.TW,大成,48,0.84,698,0.71,10.55,0.2,0.07
1278	,2105.TW,正新,34.75,0.72,5871,0.7,14.66,0.13,0.12
1279	,2107.TW,厚生,21.25,-0.47,293,0.7,8.47,0.38,0
1280	,1218.TW,泰山,32,1.75,1178,0.69,2.55,0.03,0.03
1281	,3501.TW,維熹,43.6,0.58,33,0.69,3.92,0.12,0
1282	,4747.TW,強生,31.5,-0.32,8,0.69,1.47,0,0
1283	,8418.TW,捷必勝-KY,10,-1.48,2,0.69,89.91,0,0
1284	,1470.TW,大統新創,19.35,1.31,14,0.68,0.24,0.06,0
1285	,2851.TW,中再保,22.1,-2.21,3270,0.68,1.16,0.58,0.01
1286	,2884.TW,玉山金,28.5,1.24,18173,0.68,35.87,0.26,1.46
1287	,2816.TW,旺旺保,16.3,0.62,18,0.67,2.33,0.04,0
1288	,3555.TW,重鵬,23.5,2.17,108,0.67,3.53,0.01,0
1289	,2385.TW,群光,84.5,0.6,1650,0.66,33.63,7.21,6.62
1290	,2459.TW,敦吉,49,0.72,61,0.66,17.9,0.21,0
1291	,6294.TW,智基,113,0.89,23,0.65,6.46,0.56,0
1292	,8131.TW,福懋科,38.15,0.39,340,0.65,4.95,0.57,0.01
1293	,2850.TW,新產,52.2,0.19,298,0.64,8.9,1.65,0.04
1294	,6005.TW,群益證,11.9,2.59,2709,0.64,16.59,0,0.09
1295	,4581.TW,光隆精密-KY,30.9,0.16,1,0.63,26.04,0.06,0
1296	,6792.TW,詠業,87.4,1.04,71,0.62,1.31,0,0
1297	,2633.TW,台灣高鐵,28.95,0.87,1546,0.61,9.54,0.34,0.74
1298	,2845.TW,遠東銀,11.85,1.28,10648,0.61,11.16,0.3,0.04
1299	,3226.TW,至寶電,62.5,0,1,0.61,0,0,0
1300	,6561.TW,是方,286,0.53,12,0.6,13.22,0.04,0.22
1301	,8437.TW,大地-KY,110.5,-1.78,8,0.59,38.89,0,0
1302	,5013.TW,強新,34.25,1.33,31,0.58,3.09,0,0
1303	,1104.TW,環泥,21.65,0.93,569,0.57,13.32,0.27,0.03
1304	,6542.TW,隆中,50.8,2.52,22,0.57,20.18,0,0
1305	,4104.TW,佳醫,65,0.93,225,0.56,7.52,0.23,0.2
1306	,6412.TW,群電,71.8,0.14,233,0.56,13.5,0.15,0.75
1307	,2211.TW,長榮鋼,64.1,0.94,998,0.55,4.75,0.04,0
1308	,2347.TW,聯強,55,0.55,3720,0.55,34.14,5.11,6.83
1309	,4938.TW,和碩,63.7,1.11,3569,0.55,31.51,2.98,3.58
1310	,2548.TW,華固,90.6,0.55,606,0.54,19.46,2.88,0.34
1311	,2881.TW,富邦金,59.9,2.92,29201,0.54,19.93,0.55,1.45
1312	,1307.TW,三芳,20.3,0.5,75,0.53,11.01,0.14,0
1313	,1476.TW,儒鴻,444,6.6,2465,0.53,41.16,1.69,1.27
1314	,1796.TW,金穎生技,47.2,2.83,51,0.53,0.52,0.01,0
1315	,2535.TW,達欣工,30.25,0.33,231,0.53,8.83,6.74,0.15
1316	,2450.TW,神腦,31.45,0.32,89,0.52,3.62,0.3,0
1317	,4766.TW,南寶,131,0.38,216,0.52,14.74,0.43,0
1318	,9943.TW,好樂迪,54.7,0,58,0.52,1.41,0.04,0
1319	,2855.TW,統一證,16.75,1.52,1490,0.51,8.16,0.02,0
1320	,6641.TW,基士德-KY,57.8,0.35,3,0.51,30.82,0.04,0
1321	,2035.TW,唐榮,32.65,1.4,14,0.5,0.07,0.01,0
1322	,2882.TW,國泰金,47.2,1.72,22701,0.5,22.73,0.5,1.38
1323	,4417.TW,金洲,34,1.19,212,0.5,3.36,0.68,0
1324	,5487.TW,通泰,27.25,0,1,0.5,0.05,0,0
1325	,8482.TW,商億-KY,72.3,1.12,1,0.5,90.22,0.07,0
1326	,3702.TW,大聯大,51.4,0.59,2348,0.49,26.57,6.52,11.69
1327	,5871.TW,中租-KY,218.5,-1.13,5933,0.49,75.36,0.26,1.48
1328	,1101.TW,台泥,39.35,1.55,21760,0.48,20.95,2.11,4.59
1329	,1503.TW,士電,62.9,0.96,428,0.48,32.28,0.25,0.03
1330	,2905.TW,三商,18.25,0.55,195,0.48,6.19,0.26,0
1331	,4741.TW,泓瀚,25.85,-0.58,21,0.48,0.4,0.06,0
1332	,1419.TW,新紡,40.05,0.88,32,0.47,1.67,0.13,0
1333	,2308.TW,台達電,272.5,0.18,8694,0.47,65.66,0.61,2.65
1334	,2414.TW,精技,31.3,1.29,109,0.47,6.66,0.06,0
1335	,1737.TW,臺鹽,34.35,0.15,250,0.46,8.74,2.12,0
1336	,2536.TW,宏普,21.25,0.24,234,0.45,9.76,0.41,0.03
1337	,3044.TW,健鼎,103,0.49,1025,0.45,39.88,4.6,6.88
1338	,2324.TW,仁寶,23.25,1.09,11387,0.44,41.61,6.2,11.26
1339	,5312.TW,寶島科,59.2,0,138,0.44,10.43,0,0
1340	,8109.TW,博大,76.5,1.32,56,0.44,1.14,0,0.46
1341	,9921.TW,巨大,263,5.2,2505,0.44,51.57,0.24,0.45
1342	,6189.TW,豐藝,38.05,-0.78,998,0.43,5.57,0,0.06
1343	,9914.TW,美利達,232.5,3.33,1151,0.43,40.07,0.32,2.56
1344	,4138.TW,曜亞,56.3,-0.18,13,0.41,1.21,0,0
1345	,5007.TW,三星,53.6,-0.37,20,0.41,3.18,0.04,0
1346	,6277.TW,宏正,76.8,0.66,26,0.41,12.88,0.15,0
1347	,8926.TW,台汽電,37.35,-0.13,243,0.41,7.51,0.66,0.14
1348	,2889.TW,國票金,13.65,1.49,2557,0.4,10.48,0.19,0.03
1349	,1215.TW,卜蜂,80.6,0.62,225,0.39,38.79,0.38,0.92
1350	,5306.TW,桂盟,154.5,0,113,0.39,20.93,0.06,0.5
1351	,2330.TW,台積電,514,2.8,24906,0.38,71.99,0.78,1.53
1352	,1402.TW,遠東新,30.1,0.84,6505,0.37,17.81,0.61,2.89
1353	,1590.TW,亞德客-KY,828,2.22,321,0.37,78.54,0.22,0.93
1354	,3171.TW,新洲,16.3,0.62,17,0.37,0.47,0,0
1355	,1788.TW,杏昌,157,0.32,32,0.36,10.61,0,0
1356	,5206.TW,坤悅,13.9,0,1482,0.36,6.09,0,0
1357	,1735.TW,日勝化,14.05,0,10,0.35,50.27,0.05,0.12
1358	,5213.TW,亞昕,22.3,0,51,0.35,1.11,0,0
1359	,9940.TW,信義,30.45,0,140,0.35,5.57,0.19,0.62
1360	,1614.TW,三洋電,36.1,0.42,103,0.34,2.05,0.05,0
1361	,2809.TW,京城銀,36,0.28,424,0.34,15.28,2.98,0.03
1362	,6431.TW,光麗-KY,22.25,0.45,31,0.34,41.5,0.1,0
1363	,6776.TW,展碁國際,38.6,0.26,60,0.34,0.39,0.02,0
1364	,6655.TW,科定,135.5,1.5,22,0.33,0.39,0.05,0
1365	,2115.TW,六暉-KY,30.85,0.16,21,0.32,44.38,0.08,0
1366	,2501.TW,國建,16.55,1.85,1042,0.32,7.19,0.27,0
1367	,6691.TW,洋基工程,162.5,0.62,68,0.32,0.27,0,0
1368	,2360.TW,致茂,183,1.67,2807,0.31,66.86,0.27,0.99
1369	,2382.TW,廣達,81.3,-0.25,6219,0.31,23.08,3.07,5.67
1370	,4907.TW,富宇,24.6,0.61,18,0.31,0.06,0,0
1371	,5212.TW,凌網,39.95,0.5,13,0.31,34.01,9.12,0
1372	,5525.TW,順天,24.5,0.82,21,0.31,1.39,0.04,0
1373	,8481.TW,政伸,59.3,0.17,32,0.31,0.31,0.05,0
1374	,2704.TW,國賓,33.15,-0.15,127,0.3,11.09,0.25,0.04
1375	,5538.TW,東明-KY,43.75,2.94,10,0.3,63.83,0.03,0
1376	,6671.TW,三能-KY,40.6,-0.49,13,0.3,53.38,0.05,0
1377	,9946.TW,三發地產,13,0.39,64,0.3,2.61,0.04,0
1378	,1443.TW,立益,16.8,0,99,0.29,0.16,0.01,0
1379	,6183.TW,關貿,60.8,0.66,26,0.29,1.07,0.18,0
1380	,1434.TW,福懋,26.75,0.38,1487,0.28,8.48,2.8,0.05
1381	,2543.TW,皇昌,8.15,-1.21,138,0.28,0.33,0.02,0
1382	,2885.TW,元大金,21.2,2.17,29142,0.28,25.74,0.47,2.29
1383	,2891.TW,中信金,24.05,2.12,37939,0.28,42.22,0.37,2.16
1384	,8354.TW,冠好,14.7,-1.34,44,0.28,0.04,0,0
1385	,2546.TW,根基,49.7,0,215,0.27,3.84,0.45,0
1386	,1229.TW,聯華,57.4,1.59,533,0.26,11.23,0.2,0.05
1387	,5287.TW,數字,202,0.25,38,0.26,31,0,0.03
1388	,2373.TW,震旦行,84.1,-0.12,16,0.25,1.79,0.17,0
1389	,2812.TW,台中銀,13.7,1.48,4218,0.25,10.62,0.14,0.15
1390	,3023.TW,信邦,278,0.72,829,0.24,61.51,0.01,1.37
1391	,8083.TW,瑞穎,168.5,0,60,0.24,0.97,0.22,0
1392	,1730.TW,花仙子,57.2,0.18,23,0.23,6.79,0.21,0
1393	,4706.TW,大恭,17.5,0.86,10,0.23,30.99,0.01,0
1394	,5604.TW,中連,63.5,0.16,6,0.23,10.8,0.04,0
1395	,6577.TW,勁豐,59.5,-0.34,6,0.23,0.95,0,0
1396	,2712.TW,遠雄來,35.3,-1.94,12,0.22,0.14,0.02,0
1397	,2801.TW,彰銀,17.85,1.86,17083,0.22,12.25,0.34,0.8
1398	,2926.TW,誠品生活,45,0.33,17,0.22,12.49,0.01,0
1399	,6192.TW,巨路,68.4,0.88,149,0.22,21.97,1.4,0.01
1400	,6201.TW,亞弘電,40,0.38,6,0.22,0.31,0.04,0
1401	,8424.TW,惠普,68.6,0.73,13,0.22,0.49,0,0.15
1402	,5283.TW,禾聯碩,104.5,0.97,33,0.2,1.42,0,0
1403	,6024.TW,群益期,35.9,-0.42,106,0.2,1.71,0.04,0
1404	,1231.TW,聯華食,76.5,0.79,126,0.19,2.73,0.03,0.04
1405	,2356.TW,英業達,24.55,1.45,7367,0.19,23.03,5.66,10.22
1406	,4440.TW,宜新實業,33.6,1.66,113,0.19,0.59,0.02,0
1407	,1203.TW,味王,33.4,-0.15,23,0.18,1.91,0.07,0
1408	,2838.TW,聯邦銀,13.8,2.6,1107,0.18,3.6,0.19,0.01
1409	,6023.TW,元大期,47.65,-0.1,44,0.18,0.59,0,0
1410	,6409.TW,旭隼,1620,0,180,0.18,68.04,0.18,0.43
1411	,1259.TW,安心,72.2,-0.41,14,0.17,26.24,0,0
1412	,5244.TW,弘凱,28.05,0.54,39,0.17,1.03,0,0
1413	,5403.TW,中菲,71.6,2.14,77,0.17,6.54,0,0
1414	,1268.TW,漢來美食,107,0.94,34,0.16,0.11,0,0
1415	,2247.TW,汎德永業,204.5,0.25,37,0.16,3.47,0.03,0
1416	,4538.TW,大詠城,19.5,-0.51,29,0.16,0.12,0,0
1417	,1234.TW,黑松,33.75,-0.15,1386,0.15,5.48,0.09,0
1418	,8908.TW,欣雄,79.8,1.92,54,0.15,0.15,0,0
1419	,2852.TW,第一保,14.75,0.68,320,0.14,3.63,0.04,0
1420	,8342.TW,益張,51.9,0.78,9,0.14,0.15,0.17,0
1421	,9905.TW,大華,25.25,0.6,21,0.14,2.8,0.04,0.06
1422	,1303.TW,南亞,68.9,1.77,6055,0.13,29.93,0.76,1.33
1423	,2301.TW,光寶科,67.9,0.44,7520,0.13,45.15,5.07,8.2
1424	,2880.TW,華南金,23.4,2.65,30400,0.13,17.58,0.27,0.97
1425	,2903.TW,遠百,19.1,1.33,618,0.13,10.13,0.35,0.02
1426	,5514.TW,三豐,18.9,6.78,67,0.13,0.02,0,0
1427	,8480.TW,泰昇-KY,64.9,0,6,0.13,85.81,0.06,0
