"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","一個月走勢圖","三個月走勢圖","一年走勢圖","三年走勢圖"
"332",="8105","凌巨","市","03/17","","14.3","+0.15","+1.06","2,521","36.2","14.15","14.35","14.45","14.25","1.41","10.3","0.81","    ","    ","    ","    "
"333",="5347","世界","櫃","03/17","","95.9","+4.1","+4.47","9,606","913","91.8","93.2","96","93.2","3.05","10.3","3.47","    ","    ","    ","    "
"334",="6115","鎰勝","市","03/17","","44.35","+0.2","+0.45","101","4.47","44.15","44.15","44.6","44.15","1.02","10.3","1.65","    ","    ","    ","    "
"335",="8049","晶采","櫃","03/17","","39.4","+0.55","+1.42","947","37.3","38.85","39.05","39.6","39.05","1.42","10.3","2.23","    ","    ","    ","    "
"336",="3131","弘塑","櫃","03/17","","295","+21","+7.66","816","237","274","278","296","278","6.57","10.3","2.66","    ","    ","    ","    "
"337",="6438","迅得","市","03/17","","97.4","+1.4","+1.46","317","30.7","96","97","97.6","96","1.67","10.4","1.91","    ","    ","    ","    "
"338",="8109","博大","櫃","03/17","","93.5","+0.5","+0.54","122","11.4","93","93.7","94.1","92.7","1.51","10.4","2.86","    ","    ","    ","    "
"339",="2454","聯發科","市","03/17","","773","+17","+2.25","6,841","5,280","756","770","777","766","1.46","10.4","2.8","    ","    ","    ","    "
"340",="4961","天鈺","市","03/17","","171","+3","+1.79","7,128","1,232","168","175","178","170","4.76","10.4","1.83","    ","    ","    ","    "
"341",="6532","瑞耘","櫃","03/17","","51.9","+1.1","+2.17","161","8.32","50.8","51.2","52.3","51.2","2.17","10.4","1.99","    ","    ","    ","    "
"342",="6457","紘康","櫃","03/17","","59.2","+0.7","+1.2","95","5.62","58.5","59.8","60.9","59","3.25","10.4","2.15","    ","    ","    ","    "
"343",="4580","捷流閥業","櫃","03/17","","88.3","+3.1","+3.64","215","19","85.2","86.1","89.7","86.1","4.23","10.4","1.8","    ","    ","    ","    "
"344",="2107","厚生","市","03/17","","21.8","-0.15","-0.68","651","14.3","21.95","22.05","22.05","21.8","1.14","10.4","0.62","    ","    ","    ","    "
"345",="8163","達方","市","03/17","","43.3","+0.7","+1.64","448","19.3","42.6","43.35","43.4","42.8","1.41","10.4","1.15","    ","    ","    ","    "
"346",="6177","達麗","市","03/17","","32.3","+0.35","+1.1","1,165","37.6","31.95","32.05","32.4","32","1.25","10.5","1.72","    ","    ","    ","    "
"347",="2459","敦吉","市","03/17","","56.2","+0.1","+0.18","41","2.32","56.1","56.3","56.3","56.1","0.36","10.5","1.17","    ","    ","    ","    "
"348",="5525","順天","市","03/17","","25.05","+0.1","+0.4","32","0.8","24.95","24.95","25.3","24.95","1.4","10.5","1.33","    ","    ","    ","    "
"349",="2467","志聖","市","03/17","","48.2","+0.15","+0.31","131","6.33","48.05","48.3","48.35","48.05","0.62","10.5","2.37","    ","    ","    ","    "
"350",="9914","美利達","市","03/17","","157.5","-0.5","-0.32","1,045","165","158","158.5","160","157","1.9","10.5","2.27","    ","    ","    ","    "
"351",="4766","南寶","市","03/17","","137","+0.5","+0.37","80","11","136.5","137","138.5","137","1.1","10.5","1.11","    ","    ","    ","    "
"352",="3622","洋華","市","03/17","","29.05","+0.55","+1.93","136","3.93","28.5","28.9","29.1","28.55","1.93","10.6","0.79","    ","    ","    ","    "
"353",="8155","博智","櫃","03/17","","118","+4","+3.51","1,807","209","114","116","119","113.5","4.82","10.6","2.68","    ","    ","    ","    "
"354",="5283","禾聯碩","市","03/17","","108","+0.5","+0.47","65","6.99","107.5","108.5","108.5","107","1.4","10.6","1.87","    ","    ","    ","    "
"355",="3646","艾恩特","櫃","03/17","","26.25","+0.2","+0.77","51","1.33","26.05","26.25","26.25","26","0.96","10.6","1.87","    ","    ","    ","    "
"356",="2342","茂矽","市","03/17","","39.6","+0.95","+2.46","740","29.1","38.65","38.9","39.8","38.75","2.72","10.6","2.26","    ","    ","    ","    "
"357",="6138","茂達","櫃","03/17","","141","+1","+0.71","862","122","140","143","143.5","140.5","2.14","10.6","3.12","    ","    ","    ","    "
"358",="3390","旭軟","櫃","03/17","","18.05","+0.05","+0.28","157","2.84","18","18.4","18.4","17.9","2.78","10.6","1.07","    ","    ","    ","    "
"359",="3052","夆典","市","03/17","","11.15","+0.2","+1.83","336","3.77","10.95","11.15","11.35","11.1","2.28","10.6","0.7","    ","    ","    ","    "
"360",="6271","同欣電","市","03/17","","191.5","-4","-2.05","5,128","989","195.5","196","198","190","4.09","10.7","1.26","    ","    ","    ","    "
"361",="4987","科誠","櫃","03/17","","59.8","+0.2","+0.34","81","4.84","59.6","59.8","59.8","59","1.34","10.7","1.83","    ","    ","    ","    "
"362",="6187","萬潤","櫃","03/17","","65.6","+0.4","+0.61","318","20.8","65.2","66","66.2","65.2","1.53","10.7","2.17","    ","    ","    ","    "
"363",="1451","年興","市","03/17","","22.95","+0.15","+0.66","418","9.56","22.8","22.95","23.05","22.75","1.32","10.7","0.62","    ","    ","    ","    "
"364",="6855","數泓科","櫃","03/17","","81.1","+2.3","+2.92","23","1.86","78.8","78.8","81.1","78.8","2.92","10.7","2.97","    ","    ","    ","    "
"365",="3708","上緯投控","市","03/17","","101.5","+3.3","+3.36","1,155","117","98.2","99.5","102.5","99.5","3.05","10.7","1.49","    ","    ","    ","    "
"366",="5371","中光電","櫃","03/17","","64.6","+0.5","+0.78","1,333","86","64.1","64.4","65","64.1","1.4","10.7","1.11","    ","    ","    ","    "
"367",="6287","元隆","櫃","03/17","","23.9","0","0","2","0.05","23.9","25.05","25.05","23.9","4.81","10.7","5.86","    ","    ","    ","    "
"368",="3003","健和興","市","03/17","","69.8","-0.6","-0.85","781","54.5","70.4","69.4","70.4","69.1","1.85","10.7","1.86","    ","    ","    ","    "
"369",="4571","鈞興-KY","市","03/17","","73.3","+0.7","+0.96","5","0.37","72.6","73.7","73.7","73.3","0.55","10.7","1.5","    ","    ","    ","    "
"370",="4952","凌通","市","03/17","","57.2","+0.5","+0.88","476","27.2","56.7","56.7","57.5","56.7","1.41","10.8","2.49","    ","    ","    ","    "
"371",="5410","國眾","櫃","03/17","","34.85","+0.7","+2.05","555","19.3","34.15","34.45","34.95","34.25","2.05","10.8","2.14","    ","    ","    ","    "
"372",="4561","健椿","櫃","03/17","","22.5","-0.25","-1.1","35","0.79","22.75","22.85","22.9","22.45","1.98","10.8","1.16","    ","    ","    ","    "
"373",="6140","訊達","櫃","03/17","","18.1","+0.2","+1.12","498","9.11","17.9","18","18.6","17.9","3.91","10.8","1.25","    ","    ","    ","    "
"374",="3669","圓展","市","03/17","","45.3","+0.3","+0.67","135","6.11","45","45.45","45.65","44.8","1.89","10.8","1.52","    ","    ","    ","    "
"375",="2606","裕民","市","03/17","","56.2","-0.9","-1.58","8,272","467","57.1","57.5","57.8","56","3.15","10.8","1.45","    ","    ","    ","    "
"376",="8401","白紗科","櫃","03/17","","23.95","+0.25","+1.05","327","7.85","23.7","23.85","24.1","23.85","1.05","10.8","1.42","    ","    ","    ","    "
"377",="8240","華宏","櫃","03/17","","28.75","-0.05","-0.17","29","0.84","28.8","28.6","28.75","28.55","0.69","10.8","0.69","    ","    ","    ","    "
"378",="4989","榮科","市","03/17","","28.65","+0.2","+0.7","614","17.7","28.45","28.5","29.4","28.5","3.16","10.8","1.65","    ","    ","    ","    "
"379",="2423","固緯","市","03/17","","30.1","+0.4","+1.35","224","6.75","29.7","29.9","30.4","29.75","2.19","10.8","1.66","    ","    ","    ","    "
"380",="1580","新麥","櫃","03/17","","100","+1","+1.01","97","9.68","99","100","100","99.1","0.91","10.8","1.98","    ","    ","    ","    "
"381",="1583","程泰","市","03/17","","66.1","+0.3","+0.46","16","1.07","65.8","66.2","67.3","65.9","2.13","10.9","1.43","    ","    ","    ","    "
"382",="2478","大毅","市","03/17","","46.8","+0.1","+0.21","88","4.12","46.7","46.9","47.65","46.7","2.03","10.9","1.04","    ","    ","    ","    "
"383",="6292","迅德","櫃","03/17","","42.95","+0.2","+0.47","33","1.42","42.75","42.75","43.15","42.75","0.94","10.9","1.79","    ","    ","    ","    "
"384",="4912","聯德控股-KY","市","03/17","","73.2","+0.8","+1.1","76","5.61","72.4","72.7","74.2","72.7","2.07","10.9","1.37","    ","    ","    ","    "
"385",="6285","啟碁","市","03/17","","86.6","+0.6","+0.7","2,336","203","86","86.6","87.1","86.3","0.93","10.9","1.72","    ","    ","    ","    "
"386",="1531","高林股","市","03/17","","14.1","+0.1","+0.71","67","0.95","14","14.05","14.15","14.05","0.71","10.9","0.68","    ","    ","    ","    "
"387",="3324","雙鴻","櫃","03/17","","160.5","+4.5","+2.88","613","97.9","156","158.5","161","158","1.92","10.9","2.48","    ","    ","    ","    "
"388",="5432","新門","櫃","03/17","","28","0","0","52","1.47","28","28","29.7","28","6.07","11","1.51","    ","    ","    ","    "
"389",="6270","倍微","櫃","03/17","","24.9","+0.1","+0.4","270","6.74","24.8","24.8","25","24.8","0.81","11","1.21","    ","    ","    ","    "
"390",="1709","和益","市","03/17","","24.8","+0.5","+2.06","1,652","40.8","24.3","24.45","24.95","24.45","2.06","11","1.52","    ","    ","    ","    "
"391",="6728","上洋","櫃","03/17","","150","+2.5","+1.69","44","6.58","147.5","149","151","149","1.36","11","3.42","    ","    ","    ","    "
"392",="2493","揚博","市","03/17","","53.3","+1.4","+2.7","518","27.4","51.9","52.1","53.4","51.9","2.89","11","2.37","    ","    ","    ","    "
"393",="2597","潤弘","市","03/17","","123","0","0","73","9.08","123","124","124.5","123","1.22","11","3.48","    ","    ","    ","    "
"394",="8936","國統","櫃","03/17","","27.9","+0.15","+0.54","3,857","108","27.75","28.3","28.3","27.65","2.34","11.1","1.29","    ","    ","    ","    "
"395",="4577","達航科技","櫃","03/17","","30.9","+0.35","+1.15","92","2.83","30.55","30.7","30.9","30.5","1.31","11.1","1.13","    ","    ","    ","    "
"396",="2421","建準","市","03/17","","48.1","+0.55","+1.16","2,004","96","47.55","48.05","48.25","47.2","2.21","11.1","2.32","    ","    ","    ","    "
"397",="4722","國精化","市","03/17","","34.95","+0.1","+0.29","41","1.44","34.85","34.95","34.95","34.7","0.72","11.1","1.2","    ","    ","    ","    "
"398",="2832","台產","市","03/17","","20.65","+0.05","+0.24","287","5.92","20.6","20.6","20.75","20.55","0.97","11.1","0.75","    ","    ","    ","    "
"399",="3570","大塚","櫃","03/17","","113.5","+0.5","+0.44","117","13.3","113","113","115","112.5","2.21","11.1","2.46","    ","    ","    ","    "
"400",="5434","崇越","市","03/17","","184.5","+3.5","+1.93","478","88.2","181","184","185.5","183","1.38","11.1","2.59","    ","    ","    ","    "
"401",="6196","帆宣","市","03/17","","126","+1.5","+1.2","300","37.9","124.5","126.5","127","125.5","1.2","11.1","2.63","    ","    ","    ","    "
"402",="5009","榮剛","櫃","03/17","","50.3","+1.65","+3.39","15,915","793","48.65","49","50.3","49","2.67","11.1","2.11","    ","    ","    ","    "
"403",="6570","維田","櫃","03/17","","59.6","+0.8","+1.36","557","33.1","58.8","59.4","60.1","58.7","2.38","11.1","2.49","    ","    ","    ","    "
"404",="4707","磐亞","櫃","03/17","","12.7","+0.05","+0.4","505","6.41","12.65","12.65","12.75","12.65","0.79","11.1","0.79","    ","    ","    ","    "
"405",="3611","鼎翰","櫃","03/17","","232.5","+0.5","+0.22","455","107","232","238.5","241.5","232","4.09","11.2","2.11","    ","    ","    ","    "
"406",="3357","臺慶科","櫃","03/17","","113","+1.5","+1.35","84","9.52","111.5","113","113.5","112","1.35","11.2","1.77","    ","    ","    ","    "
"407",="8481","政伸","市","03/17","","57.9","+0.2","+0.35","6","0.35","57.7","57.8","57.9","57.8","0.17","11.2","2.26","    ","    ","    ","    "
"408",="6197","佳必琪","市","03/17","","46.4","+1.05","+2.32","304","14.1","45.35","45.7","46.65","45.7","2.09","11.2","1.86","    ","    ","    ","    "
"409",="6024","群益期","市","03/17","","41.6","+0.7","+1.71","421","17.4","40.9","41.1","41.7","41.1","1.47","11.2","1.29","    ","    ","    ","    "
"410",="2383","台光電","市","03/17","","170.5","+1","+0.59","2,103","357","169.5","171.5","172.5","168","2.65","11.2","2.57","    ","    ","    ","    "
"411",="4924","欣厚-KY","櫃","03/17","","13.35","+0.25","+1.91","212","2.81","13.1","13.15","13.6","13.1","3.82","11.2","1.28","    ","    ","    ","    "
"412",="3167","大量","市","03/17","","44","+0.6","+1.38","23","1.02","43.4","43.4","44","43.4","1.38","11.3","1.53","    ","    ","    ","    "
"413",="8416","實威","櫃","03/17","","125","+2.5","+2.04","24","3.03","122.5","123.5","125","123","1.63","11.3","2.85","    ","    ","    ","    "
"414",="4550","長佳","櫃","03/17","","30.35","-0.05","-0.16","403","12.4","30.4","31.15","31.2","30.35","2.8","11.3","1.34","    ","    ","    ","    "
"415",="3596","智易","市","03/17","","104","+0.5","+0.48","825","85.9","103.5","104.5","105","103","1.93","11.3","1.66","    ","    ","    ","    "
"416",="6581","鋼聯","市","03/17","","100","+0.6","+0.6","108","10.8","99.4","99.7","100.5","99.6","0.91","11.3","2.57","    ","    ","    ","    "
"417",="5530","龍巖","櫃","03/17","","39.4","+0.05","+0.13","140","5.51","39.35","39.4","39.65","39.35","0.76","11.3","0.84","    ","    ","    ","    "
"418",="2404","漢唐","市","03/17","","228","+7","+3.17","3,094","699","221","224","228","221.5","2.94","11.3","4.52","    ","    ","    ","    "
"419",="1762","中化生","市","03/17","","71.3","+0.1","+0.14","2,538","180","71.2","70.8","71.7","69.9","2.53","11.3","1.78","    ","    ","    ","    "
"420",="4973","廣穎","櫃","03/17","","24.25","+0.55","+2.32","194","4.69","23.7","23.9","24.5","23.8","2.95","11.4","0.83","    ","    ","    ","    "
"421",="2301","光寶科","市","03/17","","70.5","+0.5","+0.71","15,978","1,122","70","70.9","70.9","69.5","2","11.4","1.99","    ","    ","    ","    "
"422",="5603","陸海","櫃","03/17","","21.55","0","0","1,433","30.3","21.55","21.9","21.9","20.7","5.57","11.4","1.3","    ","    ","    ","    "
"423",="3465","進泰電子","櫃","03/17","","88.3","+0.4","+0.46","22","1.96","87.9","88.2","89.2","88","1.37","11.4","3.62","    ","    ","    ","    "
"424",="6641","基士德-KY","市","03/17","","57.1","+0.1","+0.18","17","0.99","57","56.9","57.8","56.9","1.58","11.4","1.37","    ","    ","    ","    "
"425",="1535","中宇","市","03/17","","48.1","+0.4","+0.84","74","3.56","47.7","47.7","48.25","47.7","1.15","11.4","1.7","    ","    ","    ","    "
"426",="3014","聯陽","市","03/17","","86.5","+1.4","+1.65","553","47.8","85.1","86.2","86.7","86","0.82","11.4","2.59","    ","    ","    ","    "
"427",="4401","東隆興","櫃","03/17","","26.55","+0.15","+0.57","11","0.29","26.4","26.6","26.6","26.45","0.57","11.4","1.18","    ","    ","    ","    "
"428",="4111","濟生","櫃","03/17","","26.9","+0.6","+2.28","1,889","52.1","26.3","27.25","28.65","26.7","7.41","11.4","1.33","    ","    ","    ","    "
"429",="6275","元山","櫃","03/17","","32.15","+0.85","+2.72","750","24.1","31.3","32.25","32.45","31.75","2.24","11.5","1.75","    ","    ","    ","    "
"430",="6201","亞弘電","市","03/17","","42.75","+0.1","+0.23","5","0.22","42.65","42.7","42.8","42.7","0.23","11.5","1.44","    ","    ","    ","    "
"431",="1587","吉茂","市","03/17","","23","+0.2","+0.88","37","0.85","22.8","22.9","23.1","22.9","0.88","11.5","1.13","    ","    ","    ","    "
"432",="2376","技嘉","市","03/17","","118.5","-1","-0.84","8,418","997","119.5","121","122","116.5","4.6","11.5","2.1","    ","    ","    ","    "
"433",="2006","東和鋼鐵","市","03/17","","63","+1.9","+3.11","2,289","142","61.1","61.3","63","61.1","3.11","11.5","1.6","    ","    ","    ","    "
"434",="1591","駿吉-KY","櫃","03/17","","27.2","+0.5","+1.87","412","11.2","26.7","26.75","27.5","26.75","2.81","11.5","1.84","    ","    ","    ","    "
"435",="1439","雋揚","市","03/17","","22.6","+0.2","+0.89","22","0.5","22.4","22.8","22.8","22.4","1.79","11.5","0.9","    ","    ","    ","    "
"436",="2430","燦坤","市","03/17","","49.5","-0.05","-0.1","503","24.9","49.55","49.85","49.85","49.3","1.11","11.5","1.22","    ","    ","    ","    "
"437",="6182","合晶","櫃","03/17","","46.2","-0.25","-0.54","7,436","347","46.45","47.3","47.35","46.2","2.48","11.6","1.94","    ","    ","    ","    "
"438",="4951","精拓科","櫃","03/17","","55.1","+0.6","+1.1","52","2.82","54.5","54.4","55.4","54.1","2.39","11.6","2.24","    ","    ","    ","    "
"439",="1336","台翰","櫃","03/17","","27.15","-1.4","-4.9","1,556","42.6","28.55","28.2","28.5","26.7","6.3","11.6","1.22","    ","    ","    ","    "
"440",="2428","興勤","市","03/17","","141","+3.5","+2.55","188","26.3","137.5","138","141.5","138","2.55","11.6","2.06","    ","    ","    ","    "
"441",="2524","京城","市","03/17","","32.15","-0.2","-0.62","16","0.53","32.35","32","32.45","32","1.39","11.6","0.71","    ","    ","    ","    "
"442",="3388","崇越電","櫃","03/17","","72.9","0","0","101","7.33","72.9","73.4","73.4","72.6","1.1","11.6","1.2","    ","    ","    ","    "
"443",="1341","富林-KY","市","03/17","","69.8","+0.8","+1.16","16","1.11","69","69","69.8","69","1.16","11.6","2.7","    ","    ","    ","    "
"444",="6560","欣普羅","櫃","03/17","","35.6","+0.05","+0.14","74","2.65","35.55","35.3","37.2","35.3","5.34","11.6","1.84","    ","    ","    ","    "
"445",="2890","永豐金","市","03/17","","16.25","-0.05","-0.31","26,531","433","16.3","16.3","16.5","16.25","1.53","11.6","1.2","    ","    ","    ","    "
"446",="8043","蜜望實","櫃","03/17","","28.35","+0.15","+0.53","122","3.48","28.2","28.25","28.75","28.25","1.77","11.6","0.84","    ","    ","    ","    "
"447",="2476","鉅祥","市","03/17","","53.3","+0.6","+1.14","2,501","134","52.7","53.5","54","52.9","2.09","11.6","1.75","    ","    ","    ","    "
"448",="3447","展達","市","03/17","","43.45","+1.55","+3.7","178","7.63","41.9","43","43.45","42.5","2.27","11.6","2.51","    ","    ","    ","    "
"449",="3015","全漢","市","03/17","","44.85","+0.45","+1.01","164","7.35","44.4","44.7","45.4","44.6","1.8","11.6","0.63","    ","    ","    ","    "
"450",="3490","單井","櫃","03/17","","24.95","+0.5","+2.04","39","0.98","24.45","24.7","25.2","24.7","2.04","11.7","1.09","    ","    ","    ","    "
"451",="8261","富鼎","市","03/17","","103","+1","+0.98","1,254","129","102","103","104","102","1.96","11.7","2.21","    ","    ","    ","    "
"452",="6464","台數科","市","03/17","","89.6","0","0","10","0.9","89.6","89.5","90","89.5","0.56","11.7","1.45","    ","    ","    ","    "
"453",="3528","安馳","市","03/17","","57.9","+1.2","+2.12","158","9.06","56.7","57.2","58","56.7","2.29","11.7","2.08","    ","    ","    ","    "
"454",="3705","永信","市","03/17","","42.3","+0.05","+0.12","487","20.7","42.25","42.3","42.6","42.25","0.83","11.7","1.64","    ","    ","    ","    "
"455",="6669","緯穎","市","03/17","","948","+32","+3.49","2,516","2,384","916","929","965","923","4.59","11.7","4.27","    ","    ","    ","    "
"456",="3665","貿聯-KY","市","03/17","","268","+4.5","+1.71","776","208","263.5","266.5","271","266.5","1.71","11.7","2","    ","    ","    ","    "
"457",="3088","艾訊","櫃","03/17","","78.1","+1.9","+2.49","3,697","287","76.2","78.2","79.5","76.1","4.46","11.7","2.01","    ","    ","    ","    "
"458",="3071","協禧","櫃","03/17","","25.8","+0.2","+0.78","133","3.42","25.6","25.8","26","25.65","1.37","11.7","1.83","    ","    ","    ","    "
"459",="3511","矽瑪","櫃","03/17","","36.6","+1","+2.81","329","12","35.6","36.3","36.8","36.15","1.83","11.7","1.66","    ","    ","    ","    "
"460",="4121","優盛","櫃","03/17","","23.65","+0.6","+2.6","516","12.2","23.05","23.2","23.85","23.15","3.04","11.8","1.29","    ","    ","    ","    "
"461",="6126","信音","櫃","03/17","","21.8","+0.05","+0.23","206","4.49","21.75","22","22","21.65","1.61","11.8","1.68","    ","    ","    ","    "
"462",="1720","生達","市","03/17","","53.9","-1","-1.82","2,368","128","54.9","55.1","55.5","53.5","3.64","11.8","2.03","    ","    ","    ","    "
"463",="4440","宜新實業","市","03/17","","34.3","+0.15","+0.44","54","1.87","34.15","34.25","34.5","34.25","0.73","11.8","1.59","    ","    ","    ","    "
"464",="5388","中磊","市","03/17","","89.7","+1.6","+1.82","2,817","253","88.1","89.9","90.5","89.3","1.36","11.8","2.34","    ","    ","    ","    "
"465",="1308","亞聚","市","03/17","","29","+0.75","+2.65","1,359","39.1","28.25","28.3","29.2","28.25","3.36","11.9","1.21","    ","    ","    ","    "
"466",="3338","泰碩","市","03/17","","36.25","+0.55","+1.54","207","7.45","35.7","35.4","36.35","35.4","2.66","11.9","1.71","    ","    ","    ","    "
"467",="5450","南良","櫃","03/17","","24.25","+1.5","+6.59","2,805","67.5","22.75","23","24.65","23","7.25","11.9","1.81","    ","    ","    ","    "
"468",="5289","宜鼎","櫃","03/17","","255.5","+12.5","+5.14","3,134","790","243","244","263","239","9.88","11.9","3.15","    ","    ","    ","    "
"469",="6761","穩得","櫃","03/17","","95.9","+2.1","+2.24","20","1.94","93.8","95","95.9","95","0.96","11.9","2.37","    ","    ","    ","    "
"470",="4305","世坤","櫃","03/17","","31.85","+0.45","+1.43","22","0.7","31.4","31.5","31.85","31.5","1.11","11.9","1.61","    ","    ","    ","    "
"471",="2066","世德","櫃","03/17","","84.6","+1.1","+1.32","114","9.65","83.5","84.4","85.2","84","1.44","11.9","2.07","    ","    ","    ","    "
"472",="3583","辛耘","市","03/17","","81.4","+0.8","+0.99","416","34.1","80.6","82.6","82.7","81.2","1.86","11.9","1.9","    ","    ","    ","    "
"473",="6168","宏齊","市","03/17","","22.2","+0.65","+3.02","1,072","23.7","21.55","21.65","22.3","21.65","3.02","11.9","1.45","    ","    ","    ","    "
"474",="8933","愛地雅","櫃","03/17","","13.25","+0.65","+5.16","2,310","30.3","12.6","12.95","13.35","12.85","3.97","11.9","1.66","    ","    ","    ","    "
"475",="5443","均豪","櫃","03/17","","28.8","+0.25","+0.88","194","5.58","28.55","28.7","29","28.7","1.05","12","1.78","    ","    ","    ","    "
"476",="1904","正隆","市","03/17","","27.15","-0.45","-1.63","2,521","68.9","27.6","27.55","27.7","27.15","1.99","12","1.06","    ","    ","    ","    "
"477",="2704","國賓","市","03/17","","35.55","+1.25","+3.64","407","14.5","34.3","35.2","36.15","35.15","2.92","12","0.97","    ","    ","    ","    "
"478",="4584","君帆","櫃","03/17","","50.8","+0.6","+1.2","15","0.76","50.2","50.2","50.8","50.2","1.2","12","1.66","    ","    ","    ","    "
