符合條件商品
資料日期：2023年  1月  3日
策略,	01融外自投每日總結
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融資使用率,	外資持股比例,	自營商持股比例,	投信持股比例,	借融比
執行時間：2023-01-03 23:27 符合檔數(1490)
978	,2221.TW,大甲,38.25,0.66,25,3.11,2.4,0.01,0,0.43
979	,2354.TW,鴻準,51.3,-1.16,2552,3.11,16.67,0.55,0.14,1.87
980	,6177.TW,達麗,30.15,1.86,1167,3.11,3.37,0.01,0,0.82
981	,4433.TW,興采,30,-1.15,30,3.07,0.16,0.03,0,0.19
982	,1258.TW,其祥-KY,20.9,1.21,16,3.06,73.76,0,0,0.46
983	,3090.TW,日電貿,52.9,0.57,160,3.06,8.6,0.19,0,1.4
984	,1597.TW,直得,68.9,-1.57,44,3.05,3.36,0.01,0,1
985	,4540.TW,全球傳動,36.35,-0.27,12,3.05,2.64,0.07,0,0.45
986	,6218.TW,豪勉,18.1,0,28,3.05,0.16,0,0,0.11
987	,6642.TW,富致,45,0.56,9,3.05,3.11,0,0,0.15
988	,1710.TW,東聯,18.6,0,1268,3.04,8.82,0.45,0.05,1.53
989	,3032.TW,偉訓,29.85,-0.17,60,3.04,1.46,0.11,0,0.23
990	,2488.TW,漢平,28.9,0.35,43,3.03,2.7,0.05,0,0.37
991	,2493.TW,揚博,43.3,0.12,87,3.03,4.59,0.12,0,0.63
992	,6582.TW,申豐,57.7,-0.52,91,3.02,16.42,0.34,0.05,1.46
993	,4945.TW,陞達科技,45.25,0.67,14,3.01,3.88,0.53,0.4,0.26
994	,1236.TW,宏亞,22.35,-0.45,96,3,0.43,0.35,0,0.26
995	,2723.TW,美食-KY,146,-3.63,3168,3,54.14,0.68,3.45,4.06
996	,4711.TW,永純,14.95,-0.33,25,2.95,0.82,1.29,0,0.08
997	,2064.TW,晉椿,18,0,5,2.94,0.47,0,0,0.09
998	,2477.TW,美隆電,19.6,0.26,18,2.94,22.17,0.11,0,0.07
999	,5531.TW,鄉林,9.23,-1.07,223,2.94,4.62,0.15,0,0.47
1000	,1531.TW,高林股,13.9,-0.71,18,2.93,1.97,0.03,0,0.32
1001	,2393.TW,億光,36.65,-0.81,235,2.93,24.37,1.17,0.09,2.92
1002	,8213.TW,志超,36.15,-0.14,138,2.93,19.62,0.2,0,1.59
1003	,2705.TW,六福,16.55,-0.9,137,2.92,2.19,0.01,0,0.51
1004	,1813.TW,寶利徠,22.95,0.66,9,2.91,10.17,0.04,0,0.21
1005	,3206.TW,志豐,29.3,-0.51,101,2.91,0.18,0.03,0,0.16
1006	,5536.TW,聖暉*,101,-0.49,161,2.91,13.97,0.33,0,1.24
1007	,6585.TW,鼎基,58.9,-2.48,204,2.9,9.72,0,0,0.03
1008	,4942.TW,嘉彰,35.5,0.42,63,2.89,12.46,0.04,0,0.52
1009	,2010.TW,春源,15.9,-0.31,211,2.88,6.32,0.09,0,1.31
1010	,6792.TW,詠業,67.9,2.72,68,2.88,1.59,0.02,0,0.61
1011	,5519.TW,隆大,22.3,-0.45,222,2.87,2.5,0.06,0,0.35
1012	,1903.TW,士紙,49.8,0,19,2.86,19.13,0.04,0,0.52
1013	,4571.TW,鈞興-KY,70.4,0.28,7,2.86,66.18,0.04,0,0.15
1014	,6147.TW,頎邦,59,2.79,1504,2.85,20.18,0.61,2.73,1.96
1015	,1440.TW,南紡,16.65,-0.89,524,2.82,6.86,0.21,0,0.72
1016	,1445.TW,大宇,16.15,-0.92,49,2.82,1.12,0.13,0.02,0.17
1017	,5490.TW,同亨,22,0,19,2.82,3.54,0.2,0,0.37
1018	,1451.TW,年興,21,0.24,223,2.8,7.55,0.67,0,0.57
1019	,4933.TW,友輝,31.5,0.96,2,2.8,2.47,0.06,0,0.08
1020	,6770.TW,力積電,32.35,1.57,13002,2.79,18.86,0.05,1.61,2.47
1021	,1218.TW,泰山,32.85,0.92,3879,2.77,2.76,0.14,0.02,0.89
1022	,1308.TW,亞聚,28.25,0.18,575,2.77,9.02,0.31,0.76,1.49
1023	,3380.TW,明泰,28.75,1.95,751,2.77,7.21,0.15,0.02,2.68
1024	,4999.TW,鑫禾,36.95,0.68,8,2.77,3.86,0.12,0,0.65
1025	,1806.TW,冠軍,8.85,-1.12,197,2.76,7.74,0.04,0,0.19
1026	,2108.TW,南帝,37.15,0.27,305,2.75,8.35,2.27,0.4,3.11
1027	,3537.TW,堡達,34.9,0.29,19,2.75,1.33,0.01,0,0.73
1028	,1305.TW,華夏,26.7,1.14,3844,2.74,9.79,0.09,1.58,3.08
1029	,2104.TW,國際中橡,19.4,-0.26,637,2.73,11.97,0.16,0.01,1.21
1030	,4722.TW,國精化,33.95,0.3,22,2.73,2.85,0.03,0,0.5
1031	,8466.TW,美吉吉-KY,40.9,-0.73,29,2.73,61.54,0.03,0,0.11
1032	,6203.TW,海韻電,51,-0.97,49,2.72,1.67,0.06,0,0.68
1033	,2464.TW,盟立,38,0.4,96,2.71,4.31,0.18,0,0.71
1034	,6146.TW,耕興,216,3.1,146,2.71,46.97,0.22,1.97,0.49
1035	,3706.TW,神達,29.6,0.34,899,2.7,12.37,0.96,0.9,1.23
1036	,1707.TW,葡萄王,168,0,1074,2.69,14.27,0.43,2.12,1.83
1037	,8446.TW,華研,81.5,0.49,33,2.68,2.66,0,0,0.39
1038	,2392.TW,正崴,37.1,0.54,612,2.67,12.42,0.56,0.04,1.95
1039	,2440.TW,太空梭,12.05,-0.41,50,2.67,0.4,0,0,0.29
1040	,3066.TW,李洲,25.25,-3.81,313,2.65,0.15,0,0,0.24
1041	,3088.TW,艾訊,59.5,0.85,122,2.65,5.95,0.18,0.67,0.83
1042	,6548.TW,長科*,29.55,-0.51,177,2.65,5.4,0,0.01,8.78
1043	,6108.TW,競國,16.4,-0.3,41,2.64,3.89,0.12,0,0.55
1044	,1789.TW,神隆,25.2,-0.98,1010,2.6,4.68,0.21,0,0.83
1045	,1410.TW,南染,40.45,0.25,34,2.58,22.44,0.03,0,0.75
1046	,3209.TW,全科,36.05,0.98,370,2.58,3.35,0.57,0.01,2.63
1047	,8905.TW,裕國,22.2,0.91,42,2.58,0.6,0.08,0,0.32
1048	,5512.TW,力麒,8.6,-0.12,284,2.56,6.79,0.02,0,0.2
1049	,2397.TW,友通,59,0.17,19,2.55,21.39,2.5,0,0.2
1050	,8410.TW,森田,29.65,0.68,5,2.54,0.54,0,0,0.3
1051	,8467.TW,波力-KY,57.3,1.96,21,2.54,44.75,0.03,0.01,0.2
1052	,9939.TW,宏全,86.4,-0.69,734,2.54,33.61,0.77,2.84,4.65
1053	,8032.TW,光菱,29.3,-0.34,2,2.52,0.3,0.01,0,0.1
1054	,4138.TW,曜亞,62.8,-1.57,101,2.51,1.27,0.05,0,0.22
1055	,4707.TW,磐亞,11.95,0,130,2.51,0.41,0,0,0.31
1056	,9951.TW,皇田,64.4,-1.08,33,2.51,8.14,0.14,0,0.76
1057	,1457.TW,宜進,18.65,-0.27,98,2.5,1.79,0.03,0,0.7
1058	,2404.TW,漢唐,184,0.55,405,2.5,22.95,5.33,1.7,1.84
1059	,4545.TW,銘鈺,29.55,-1.5,48,2.5,33.96,0.01,0,0.19
1060	,4107.TW,邦特,111.5,0,144,2.49,26.28,0.15,0.49,0.38
1061	,2348.TW,海悅,63.7,0.16,27,2.48,0.69,0.05,0,0.77
1062	,9938.TW,百和,57.3,0.88,595,2.48,26.49,0.76,0.66,2.99
1063	,5220.TW,萬達光電,28.2,0,5,2.47,0.29,0,1.18,0.27
1064	,6613.TW,朋億*,87.5,-1.13,137,2.46,2.3,0.14,0.03,0.87
1065	,1905.TW,華紙,16.05,-0.62,410,2.45,3.33,0.04,0.01,0.5
1066	,2520.TW,冠德,29.65,1.54,1425,2.45,14.63,0.45,0.26,1.7
1067	,6016.TW,康和證,9.63,-0.52,159,2.43,2.34,0,0,0.71
1068	,3026.TW,禾伸堂,90.1,-0.99,81,2.42,10.83,0.45,0,2.2
1069	,8047.TW,星雲,12.35,-0.4,0,2.42,0.15,0,0,0.09
1070	,8383.TW,千附,37.95,0.53,42,2.4,6.43,0.25,0,0.36
1071	,3008.TW,大立光,2075,1.72,397,2.39,37.82,2.66,3.34,2.57
1072	,1240.TW,茂生農經,44,0,10,2.38,10.23,0,0,0.38
1073	,1324.TW,地球,10.95,0.46,19,2.37,0.76,0.04,0,0.2
1074	,2545.TW,皇翔,40.15,-0.74,122,2.34,3.76,0.16,0,0.46
1075	,4526.TW,東台,13.95,0,34,2.33,7,0.06,0,0.18
1076	,4563.TW,百德,39.9,1.14,1867,2.33,0.04,0,0,0.17
1077	,6491.TW,晶碩,415.5,-2,1069,2.33,14.11,0.29,5.85,2.61
1078	,2449.TW,京元電子,36.6,1.1,2407,2.32,29.83,9.82,5.74,3.5
1079	,2514.TW,龍邦,16.75,-0.3,158,2.31,1.36,1.25,0,0.25
1080	,8923.TW,時報,21.65,3.1,8,2.3,4.1,0,0,0
1081	,5864.TW,致和證,10.3,0.49,25,2.29,0.32,0,0,0.25
1082	,4555.TW,氣立,49.8,0.2,2,2.27,0.2,0,0,0.16
1083	,5460.TW,同協,10.95,-0.45,7,2.27,0.37,0,0,0.14
1084	,1532.TW,勤美,28.8,0.35,183,2.26,11.16,0.14,0.29,0.75
1085	,5234.TW,達興材料,65.2,0.31,58,2.26,7.8,0.15,0.09,1.21
1086	,2729.TW,瓦城,211,2.93,270,2.25,2.27,0.07,1.23,0.45
1087	,1436.TW,華友聯,56.3,0,45,2.23,0.36,0.03,0,0.14
1088	,3211.TW,順達,72.7,-0.41,50,2.23,10.54,0.74,0.42,0.87
1089	,3576.TW,聯合再生,20.6,-0.24,4340,2.23,15.91,0.01,0,1.33
1090	,4528.TW,江興鍛,31.9,0,4,2.22,0.83,0.25,0,0.22
1091	,1340.TW,勝悅-KY,9.85,0.31,69,2.21,28.21,0.26,0,0.22
1092	,2851.TW,中再保,16.95,-0.29,3264,2.21,0.87,0.65,0.03,0.75
1093	,9927.TW,泰銘,37.8,0.27,58,2.21,11.38,0.14,0.01,0.67
1094	,2480.TW,敦陽科,84.6,-1.51,207,2.2,5.49,0.32,0,1.25
1095	,6154.TW,順發,15.75,0,5,2.2,0.84,0,0,0.06
1096	,1304.TW,台聚,22.1,0,1074,2.18,34.09,0.23,0.21,1.59
1097	,8039.TW,台虹,40.85,-0.85,41,2.17,13.26,0.6,0,2.21
1098	,8422.TW,可寧衛,182,1.11,296,2.15,11.53,0.28,0.1,1.44
1099	,2103.TW,台橡,27.25,0.74,489,2.14,28.47,0.3,0.12,0.94
1100	,4137.TW,麗豐-KY,199,0.25,251,2.14,60.8,0.79,5.87,1.35
1101	,8499.TW,鼎炫-KY,99.7,-0.1,14,2.14,69.84,0.16,0,0.23
1102	,5478.TW,智冠,80.5,0.88,169,2.13,30.39,0.69,0,0.4
1103	,1409.TW,新纖,17.45,-0.57,1474,2.11,12.53,0.05,0.5,1.05
1104	,1313.TW,聯成,13.55,-0.37,1018,2.09,10.14,0.06,0.03,1.01
1105	,4576.TW,大銀微系統,70.1,1.15,9,2.09,0.58,0.04,0,0.28
1106	,1558.TW,伸興,119,0,44,2.06,7.48,0.01,0.08,0.66
1107	,4306.TW,炎洲,14.4,0,396,2.06,5,0.08,0,0.6
1108	,2504.TW,國產,25.15,-0.4,886,2.05,15.26,2.36,0.63,1.06
1109	,6123.TW,上奇,53.7,0.19,49,2.05,3.14,0.19,0,0.67
1110	,8477.TW,創業家,17.6,0,38,2.05,20.6,0,0,0.14
1111	,2511.TW,太子,10.5,0,389,2.04,8.53,0.24,0,0.46
1112	,4438.TW,廣越,121,0.83,68,2.03,3.68,0.3,0.37,0.88
1113	,1595.TW,川寶,38.1,-0.26,6,2.01,1.47,0,0,0.22
1114	,9935.TW,慶豐富,17.6,0.57,204,2,5.57,0.09,0,0.37
1115	,1712.TW,興農,36.6,0.41,446,1.96,15.84,0.15,0.1,3.94
1116	,2420.TW,新巨,39.2,-0.13,61,1.95,4.32,0.29,0.21,0.64
1117	,6612.TW,奈米醫材,82.4,1.48,14,1.92,27.94,0,0.41,0.47
1118	,4120.TW,友華,35.85,-0.97,115,1.88,6.43,0.07,0,0.16
1119	,1310.TW,台苯,13.35,-1.11,243,1.85,6.43,0.37,0,1.09
1120	,6128.TW,上福,29.45,0,35,1.85,3.08,0.05,0,0.2
1121	,2608.TW,嘉里大榮,37.6,-0.53,103,1.8,4.7,0.63,0,0.87
1122	,1731.TW,美吾華,19.75,0,269,1.79,1.47,0.08,0,0.41
1123	,4568.TW,科際精密,59.3,0.68,2,1.78,6.51,0,0,0.07
1124	,4974.TW,亞泰,58.2,2.11,314,1.78,6.82,1.33,0,0.42
1125	,6670.TW,復盛應用,204.5,-2.85,614,1.78,25.46,0.24,0.44,2.61
1126	,2430.TW,燦坤,43.4,-1.81,196,1.77,5.68,0.26,0,0.53
1127	,1717.TW,長興,31.2,-0.16,859,1.76,14.33,0.07,0.18,0.79
1128	,2020.TW,美亞,23.2,1.09,209,1.74,1.65,0.07,0,0.7
1129	,2915.TW,潤泰全,65.1,0.15,1691,1.74,9.43,3.32,4.43,2.47
1130	,5530.TW,龍巖,38.4,-1.66,305,1.74,56.45,0.04,0,0.31
1131	,6579.TW,研揚,87.4,0.34,52,1.74,3.22,0.09,0,0.11
1132	,2006.TW,東和鋼鐵,51.8,-1.71,945,1.73,11.43,3.01,4.75,1.59
1133	,5489.TW,彩富,36.25,-0.55,51,1.72,0.69,0.1,0,0.1
1134	,2235.TW,謚源,46.75,-0.21,0,1.71,0.07,0,0,0.07
1135	,2423.TW,固緯,27.55,0.18,132,1.7,3.94,0.03,0,0.56
1136	,4561.TW,健椿,21.55,-0.23,9,1.7,0.02,0.05,0,0.1
1137	,1464.TW,得力,14.05,0,161,1.66,1.61,0.03,0,0.4
1138	,2897.TW,王道銀行,8.35,-0.48,790,1.65,5.73,0.08,0,0.6
1139	,4532.TW,瑞智,16.15,0.31,233,1.65,11.45,0.08,0,0.54
1140	,3357.TW,臺慶科,80.4,-0.62,23,1.62,11.17,0,0,0.34
1141	,6506.TW,雙邦,19.35,0.52,20,1.62,1.54,0.01,0,0.34
1142	,2377.TW,微星,122.5,2.51,1701,1.61,30.23,7.43,8.1,3.58
1143	,2542.TW,興富發,40.35,0.12,2197,1.61,8.83,0.01,3.57,3.76
1144	,4417.TW,金洲,38.8,0.78,69,1.61,3.44,0.68,0,0.33
1145	,4552.TW,力達-KY,30,0.33,26,1.61,50.6,0.04,0,0.15
1146	,1109.TW,信大,15.6,-0.32,110,1.6,3.14,0.31,0,0.21
1147	,6270.TW,倍微,21.95,0.23,35,1.57,1.53,0.02,0,0.31
1148	,6121.TW,新普,288,1.05,222,1.55,47.61,1.44,3.23,0.67
1149	,4972.TW,湯石照明,29.5,0,16,1.54,1.21,0,0,0.2
1150	,8109.TW,博大,86.7,0.35,71,1.54,1.76,0.02,0.6,0.26
1151	,2383.TW,台光電,176.5,3.22,1491,1.51,36.68,0.07,10.67,4.89
1152	,4439.TW,冠星-KY,100,0.2,7,1.51,63.92,0.03,0,0.1
1153	,2454.TW,聯發科,644,3.04,4509,1.49,60.79,1.62,3.55,2.57
1154	,2540.TW,愛山林,71.3,-2.06,97,1.49,0.22,0.04,0,0.07
1155	,3036.TW,文曄,61.1,0,532,1.46,11.47,2.54,4.04,1.26
1156	,2441.TW,超豐,47.9,-0.21,658,1.45,14.85,5.85,0,3.05
1157	,6504.TW,南六,72.2,-1.37,53,1.45,4.56,0.47,0,0.71
1158	,3005.TW,神基,43.75,-0.91,322,1.44,22.15,4.92,0.37,1.38
1159	,3118.TW,進階,27.9,0.9,6,1.44,7.87,0,0,0.16
1160	,5534.TW,長虹,73.3,-0.54,102,1.44,11.27,1.26,0,0.44
1161	,6691.TW,洋基工程,202,1.51,196,1.43,1.47,0.07,0,0.39
1162	,3416.TW,融程電,83,0,15,1.42,2.98,0.01,0.11,0.22
1163	,5281.TW,大峽谷-KY,15.8,-2.47,4,1.41,41.32,0.03,0,0.04
1164	,2353.TW,宏碁,23.65,0.42,5704,1.4,30.62,1.37,6.71,6.72
1165	,1504.TW,東元,27.35,-0.73,2031,1.39,19.53,0.24,0.25,1.16
1166	,2024.TW,志聯,18.6,0,42,1.39,0.36,0.04,0,0.2
1167	,2362.TW,藍天,30.6,0,64,1.39,10.45,0.17,0.03,0.64
1168	,8411.TW,福貞-KY,13.5,0,109,1.39,55.76,0,0,0.11
1169	,2467.TW,志聖,43.3,0.7,39,1.38,6.68,0.19,0,0.56
1170	,2528.TW,皇普,15.95,-0.31,41,1.38,0.15,0.07,0,0.04
1171	,4958.TW,臻鼎-KY,107,1.9,3192,1.38,69,0.19,5.09,4.06
1172	,2474.TW,可成,170.5,0.89,1194,1.37,44.84,0.63,7.18,4.87
1173	,1437.TW,勤益控,25.65,-1.35,924,1.36,5.95,0.04,0,0.38
1174	,1541.TW,錩泰,33.3,-0.6,14,1.36,9.78,0.02,0,0.21
1175	,2509.TW,全坤建,14.7,0,30,1.36,1.2,0.03,0,0.15
1176	,8415.TW,大國鋼,38.2,0.79,333,1.36,10.7,0.04,0,0.77
1177	,2063.TW,世鎧,44.1,1.38,360,1.35,0.81,0.3,0,0.23
1178	,5228.TW,鈺鎧,21.2,0.47,10,1.35,0.01,0,0,0
1179	,2836.TW,高雄銀,12.4,-0.4,209,1.34,7.02,0.11,0,0.29
1180	,6415.TW,矽力*-KY,453.5,3.89,1359,1.34,91.45,0.05,2.64,13.22
1181	,9933.TW,中鼎,42.1,0.6,1412,1.33,19.08,0.7,0.8,1.56
1182	,1439.TW,雋揚,20.9,0.72,28,1.31,0.22,0.12,0,0.16
1183	,2317.TW,鴻海,99.1,-0.8,47342,1.28,41.31,0.67,2.12,1.3
1184	,6124.TW,業強,26.25,0.77,34,1.28,48.38,3.32,0,0.04
1185	,1615.TW,大山,28.45,-0.87,40,1.25,0.16,0.03,0,0.09
1186	,6449.TW,鈺邦,41.5,-0.36,9,1.24,2.7,0.51,0,0.42
1187	,2352.TW,佳世達,27.8,-1.24,2911,1.23,15.25,1.76,0.67,1.53
1188	,6486.TW,互動,63.4,2.09,45,1.23,0.61,0.16,0,0.3
1189	,2106.TW,建大,30.3,0,368,1.22,6.75,0.14,0.2,1.09
1190	,6594.TW,展匯科,25.4,-1.17,14,1.22,1.23,0,0,0.24
1191	,1776.TW,展宇,16.45,-0.3,8,1.21,0.18,0.04,0,0.15
1192	,9937.TW,全國,51.8,0.58,44,1.2,2.79,0.03,0,0.13
1193	,2408.TW,南亞科,53,3.52,7493,1.19,15.16,0.68,3.14,2.91
1194	,4556.TW,旭然,30.6,0,0,1.18,11.57,0,0,0.01
1195	,8443.TW,阿瘦,11.05,1.38,30,1.17,5.7,0.08,0,0.13
1196	,9907.TW,統一實,16.95,-0.59,1325,1.15,20.34,0.15,0.06,2
1197	,6263.TW,普萊德,90.5,0.78,48,1.14,2.46,0.01,0,0.21
1198	,8454.TW,富邦媒,659,2.65,461,1.14,26.55,0.16,1.33,1.19
1199	,1802.TW,台玻,21.35,0.47,5303,1.13,7.5,0.18,4.29,2.71
1200	,2539.TW,櫻花建,31.85,-0.16,419,1.13,0.82,0.04,0.03,0.22
1201	,5347.TW,世界,80,3.23,2531,1.13,28.48,0.45,2.17,2.16
1202	,8929.TW,富堡,20.15,-1.23,11,1.12,0.17,0,0,0.1
1203	,3533.TW,嘉澤,824,-0.24,575,1.11,32.33,0.02,14.86,3.26
1204	,5434.TW,崇越,163.5,-0.3,200,1.11,30.91,0.51,1.34,1.85
1205	,6412.TW,群電,74,1.37,121,1.11,13.4,0.13,0.96,0.63
1206	,1256.TW,鮮活果汁-KY,271.5,0,2,1.1,3.56,0.03,0.03,0.42
1207	,2109.TW,華豐,14.45,-0.34,104,1.1,16.62,0.08,0,0.14
1208	,6294.TW,智基,107,-0.93,15,1.09,0.5,0.56,0,0.2
1209	,6239.TW,力成,80.7,1.89,1304,1.08,40.68,1.82,8.89,3.27
1210	,1723.TW,中碳,105.5,0,91,1.03,10.46,0.48,0.18,1.27
1211	,4550.TW,長佳,23,0,14,1.03,1,0,0,0.05
1212	,5213.TW,亞昕,21.9,-1.13,86,1.03,1.17,0,0,0.3
1213	,2114.TW,鑫永銓,97,-0.21,3,1.02,1.18,0.09,0,0.4
1214	,3010.TW,華立,83.5,-0.36,91,1.02,10.33,0.16,0.81,0.99
1215	,2012.TW,春雨,23.7,-1.25,79,1.01,1.41,0.03,0,0.38
1216	,1108.TW,幸福,10.75,0,160,1,0.95,0.04,0,0.21
1217	,6176.TW,瑞儀,105.5,0.48,555,1,37.16,12.52,6.1,2.75
1218	,9945.TW,潤泰新,43.55,0.69,5628,1,13.94,0,0.01,1.07
1219	,3052.TW,夆典,10.4,0.97,71,0.99,0.99,0.06,0,0.22
1220	,6596.TW,寬宏藝術,43.8,-2.23,28,0.99,0.09,0,0,0.1
1221	,8284.TW,三竹,55.8,0.36,16,0.99,0.98,0.02,0,0.14
1222	,2459.TW,敦吉,51,-0.39,38,0.97,17.75,0.18,0,0.24
1223	,6230.TW,尼得科超眾,114,-1.72,33,0.97,89.89,1.1,0.03,0.29
1224	,8942.TW,森鉅,59.4,0.51,56,0.97,21.8,0.07,0.1,0.62
1225	,3231.TW,緯創,29.2,-0.68,7761,0.95,30.01,8.16,7.19,4.09
1226	,4580.TW,捷流閥業,80.6,0,61,0.95,0.68,0.03,0,0.24
1227	,6112.TW,邁達特,32.85,0.46,100,0.95,1.8,0.08,0,0.15
1228	,3501.TW,維熹,49.3,-0.4,63,0.94,5.17,0.14,0.1,0.32
1229	,5016.TW,松和,29,-1.02,1,0.91,0.48,0,0,0.09
1230	,1521.TW,大億,34.45,-1.29,20,0.9,33.32,0.02,0,0.31
1231	,1725.TW,元禎,20.2,0.5,11,0.9,0.2,0.02,0,0.08
1232	,4401.TW,東隆興,26.55,1.34,17,0.9,5.23,0.74,0.01,0.43
1233	,1201.TW,味全,19,-0.26,375,0.89,10.58,0.32,0,0.61
1234	,4416.TW,三圓,80.4,1.64,1,0.89,0.02,0,0,0.02
1235	,8437.TW,大地-KY,100.5,-0.5,6,0.89,38.04,0.01,0,0.33
1236	,1315.TW,達新,70,-0.43,8,0.88,1.35,0.07,0.02,0.13
1237	,1419.TW,新紡,39.95,-0.25,21,0.87,1.61,0.09,0,0.18
1238	,1530.TW,亞崴,31,0,14,0.87,0.66,0.11,0,0.07
1239	,5904.TW,寶雅,488.5,-1.81,387,0.87,28.62,0.13,2.15,0.87
1240	,8404.TW,百和興業-KY,26.2,-1.13,54,0.87,54.59,0.1,0,0.58
1241	,1722.TW,台肥,53.3,-0.37,1173,0.86,13.14,0.69,0.12,1.63
1242	,6151.TW,晉倫,26.5,0.57,8,0.85,0.34,0.04,0,0.32
1243	,6592.TW,和潤企業,100.5,-1.47,269,0.85,27.26,0.13,0.06,0.35
1244	,2536.TW,宏普,22.5,0,91,0.84,9.79,0.25,0.03,0.42
1245	,3040.TW,遠見,29.35,0,6,0.84,14.54,0.16,0,0.17
1246	,3703.TW,欣陸,27.75,-0.89,979,0.84,27.28,0.39,0,1.25
1247	,4560.TW,強信-KY,38.45,-0.65,22,0.84,84.22,0.03,0,0.18
1248	,1773.TW,勝一,115.5,0.87,124,0.83,4.7,0.05,0.05,1.16
1249	,4907.TW,富宇,26.1,0.97,29,0.82,0.07,0,0,0.03
1250	,2722.TW,夏都,32.8,-1.8,107,0.81,0.27,0,0,0.05
1251	,2345.TW,智邦,242,3.2,1554,0.8,61.8,1.58,6.03,3.08
1252	,1463.TW,強盛,14.25,-0.35,99,0.79,2.23,0.04,0,0.37
1253	,2834.TW,臺企銀,13,0.39,13145,0.78,17.31,0.16,0.19,1.79
1254	,8435.TW,鉅邁,59.2,0.34,17,0.78,0.76,0,0,0.23
1255	,3266.TW,昇陽,11.75,-0.84,73,0.77,7.15,0.05,0,0.14
1256	,6195.TW,詩肯,42.6,0.12,3,0.77,45.58,0,0,0.12
1257	,2360.TW,致茂,182,0.55,240,0.76,65.59,0.23,3.02,2.11
1258	,2597.TW,潤弘,127,1.2,103,0.76,1.28,0.11,0.51,0.46
1259	,2301.TW,光寶科,64.2,0.63,3481,0.75,46.17,6.27,6.27,2.62
1260	,8488.TW,吉源-KY,14.9,-0.67,0,0.75,75.66,0.04,0,0.02
1261	,9904.TW,寶成,33.5,-2.05,7223,0.75,54.22,0.65,0.49,2.53
1262	,1104.TW,環泥,22.2,0,380,0.74,13.18,0.12,0,0.55
1263	,1477.TW,聚陽,225.5,-3.22,2767,0.74,36.63,1.18,4.45,5.41
1264	,5523.TW,豐謙,24.95,0.6,23,0.74,0.04,0,0,0.04
1265	,1101.TW,台泥,33.5,-0.45,11654,0.73,20.96,2.65,2.95,3.54
1266	,2916.TW,滿心,23.8,1.06,11,0.73,21.52,0.01,0,0.09
1267	,6292.TW,迅德,40.25,-0.12,31,0.72,0.86,0,0,0.16
1268	,6496.TW,科懋,27.7,-0.36,9,0.72,0.62,0,0,0.09
1269	,1307.TW,三芳,20.55,0.24,67,0.71,10.94,0.13,0,0.16
1270	,4440.TW,宜新實業,32,-0.31,27,0.71,0.65,0.02,0,0.18
1271	,3679.TW,新至陞,92.8,1.64,37,0.7,9.51,0.09,0,0.43
1272	,9941.TW,裕融,156,0.32,392,0.7,4.43,0,0.08,0.62
1273	,1904.TW,正隆,27.35,0,278,0.69,8.28,0.14,0.05,0.8
1274	,9914.TW,美利達,171,2.4,404,0.69,37.98,0.3,1.62,2.79
1275	,2706.TW,第一店,14.1,-0.35,240,0.68,2.6,0.03,0,0.11
1276	,4430.TW,耀億,21.65,-0.69,9,0.68,2.32,0.04,0,0.1
1277	,4104.TW,佳醫,68,0.59,298,0.67,5.75,0.22,0.12,0.78
1278	,3528.TW,安馳,50.4,0,34,0.66,2.46,0.03,0,0.12
1279	,2832.TW,台產,20.5,0.24,115,0.65,3.25,0.16,0,0.16
1280	,3709.TW,鑫聯大投控,22.85,0.44,4,0.64,1.95,0,0,0.06
1281	,8418.TW,捷必勝-KY,9.73,0.1,3,0.64,90.61,0,0,0.02
1282	,3711.TW,日月光投控,94.6,0.75,7290,0.63,73.76,0.48,3.55,2.25
1283	,4535.TW,至興,38.4,0,0,0.63,0.06,0,0,0.03
1284	,9911.TW,櫻花,62,-0.16,67,0.63,18.53,0.1,0.01,0.37
1285	,2065.TW,世豐,51.6,-0.39,39,0.62,1.5,0.46,0.19,0.39
1286	,5906.TW,台南-KY,30.2,-0.17,0,0.62,19.33,0.01,0,0.01
1287	,6671.TW,三能-KY,37.5,1.08,3,0.61,53.36,0.04,0,0.08
1288	,8926.TW,台汽電,32.55,0.31,274,0.61,6.82,0.3,0,1.36
1289	,1210.TW,大成,45.45,-0.22,537,0.6,9.89,0.14,0.07,0.9
1290	,3213.TW,茂訊,43.7,-0.68,11,0.59,5.86,0,0,0.29
1291	,6561.TW,是方,280.5,-0.18,6,0.59,13.15,0.03,0.22,0.12
1292	,6669.TW,緯穎,810,1.63,350,0.59,33.49,0.2,2.49,3.29
1293	,2887.TW,台新金,15.1,0,6594,0.58,23.11,0.85,1.22,0.84
1294	,3611.TW,鼎翰,193,0.26,18,0.58,11.81,0.22,0,0.18
1295	,2633.TW,台灣高鐵,28.8,0.17,2186,0.57,10.61,0.35,0.02,0.58
1296	,4549.TW,桓達,84.6,-0.12,9,0.57,6.27,0.12,0.17,0.23
1297	,2107.TW,厚生,21.65,-0.46,99,0.55,8.25,0.45,0,0.32
1298	,2357.TW,華碩,270,0.56,1059,0.54,43.91,5.68,8.08,6.07
1299	,2712.TW,遠雄來,32,-0.16,9,0.54,0.1,0,0,0.02
1300	,2882.TW,國泰金,39.95,-0.12,39554,0.54,20.42,0.31,1.6,2.13
