符合條件商品
資料日期：2023年  1月  3日
策略,	06基本資料C
序號,	代碼,	商品,	成交,	漲幅%,	總量,	大戶持股比例,	券資比
執行時間：2023-01-03 23:46 符合檔數(1775)
888	,4128.TW,中天,62.1,-0.16,2425,51.57,1.76
889	,4129.TW,聯合,47.95,0.31,627,34.17,10.9
890	,4130.TW,健亞,30.1,-7.38,6660,36.73,13.1
891	,4131.TW,晶宇,20.5,0,0,55.35,0
892	,4133.TW,亞諾法,39.85,-3.28,2745,28.87,22.7
893	,4137.TW,麗豐-KY,199,0.25,251,65.13,2.24
894	,4138.TW,曜亞,62.8,-1.57,101,52.1,0
895	,4139.TW,馬光-KY,42.15,-0.35,19,69.87,0
896	,4142.TW,國光生,35.1,-1.4,792,44.28,1.02
897	,4147.TW,中裕,69.7,-1.41,1276,46.83,0.67
898	,4148.TW,全宇生技-KY,53.5,-0.37,64,74.58,2.63
899	,4153.TW,鈺緯,37.1,-8.51,1468,71.24,1.83
900	,4154.TW,樂威科-KY,39.05,-2.38,11,73.04,0
901	,4155.TW,訊映,27.35,-0.73,983,36.53,28.1
902	,4157.TW,太景*-KY,15.65,-2.49,1740,63.58,1.02
903	,4160.TW,創源,27.4,0,15,33.69,0
904	,4161.TW,聿新科,27.5,-2.48,255,36.96,0.08
905	,4162.TW,智擎,128,2.4,7051,48.84,11.28
906	,4163.TW,鐿鈦,104.5,-1.42,594,43.54,0.07
907	,4164.TW,承業醫,43.65,0.23,110,65.33,2.38
908	,4167.TW,松瑞藥,23.85,-3.83,15441,34.13,15.56
909	,4168.TW,醣聯,30.35,-0.33,1131,26.47,15.86
910	,4171.TW,瑞基,70.9,7.42,18621,34.17,17.93
911	,4173.TW,久裕,19,-1.81,569,43.67,0.76
912	,4174.TW,浩鼎,68.6,-0.72,537,48.19,0.37
913	,4175.TW,杏一,76.4,-2.05,112,61.16,39.59
914	,4183.TW,福永生技,18.5,0,0,61.1,0
915	,4188.TW,安克,16.1,0.94,33,52.24,0
916	,4190.TW,佐登-KY,75.3,0.27,115,68.76,8.86
917	,4192.TW,杏國,25.15,-0.98,9,69.67,0
918	,4198.TW,欣大健康,25.7,-3.02,3,71.1,0
919	,4205.TW,中華食,100.5,-0.5,11,66.45,0
920	,4207.TW,環泰,13.05,0.38,34,66.64,0
921	,4303.TW,信立,15.15,-0.98,36,64.56,0
922	,4304.TW,勝昱,9.59,-0.1,53,68.45,0
923	,4305.TW,世坤,30.35,0,2,84.76,0
924	,4306.TW,炎洲,14.4,0,396,56.32,9.3
925	,4401.TW,東隆興,26.55,1.34,17,66.67,0.36
926	,4402.TW,福大,11.3,4.63,1206,36.01,0
927	,4406.TW,新昕纖,10.1,-0.49,17,66.11,0
928	,4413.TW,飛寶企業,16,-1.23,7,69.52,2.8
929	,4416.TW,三圓,80.4,1.64,1,91.53,0
930	,4417.TW,金洲,38.8,0.78,69,47.33,0
931	,4419.TW,元勝,10.35,0,0,84.92,0
932	,4420.TW,光明,29.95,-0.66,3,69.4,0
933	,4426.TW,利勤,26.45,-1.67,197,63.32,1.89
934	,4430.TW,耀億,21.65,-0.69,9,66.19,0
935	,4432.TW,銘旺實,27.2,-1.09,180,51.73,5.99
936	,4433.TW,興采,30,-1.15,30,55.61,0.41
937	,4438.TW,廣越,121,0.83,68,67.08,24.81
938	,4439.TW,冠星-KY,100,0.2,7,78.94,0
939	,4440.TW,宜新實業,32,-0.31,27,63.87,0
940	,4502.TW,健信,37.1,-0.4,7,68.63,0
941	,4503.TW,金雨,39.65,-1,570,66.6,13.6
942	,4506.TW,崇友,70.4,0.43,25,82.91,0
943	,4510.TW,高鋒,10.15,-1.46,64,54.24,0
944	,4513.TW,福裕,21.9,-3.95,202,67.73,3.38
945	,4523.TW,永彰,40.2,-0.99,93,85.43,0.13
946	,4526.TW,東台,13.95,0,34,54.03,0.2
947	,4527.TW,方土霖,28.55,0,9,62.28,0
948	,4528.TW,江興鍛,31.9,0,4,64.64,0
949	,4529.TW,淳紳,8.92,-0.78,17,56.21,0
950	,4530.TW,宏易,6.7,-0.45,5,55.91,0
951	,4532.TW,瑞智,16.15,0.31,233,64.23,0
952	,4533.TW,協易機,10.5,0,26,61.6,0
953	,4534.TW,慶騰,8.98,0.34,92,45.7,0.02
954	,4535.TW,至興,38.4,0,0,80.48,0
955	,4536.TW,拓凱,182,-0.55,354,66.06,1.01
956	,4538.TW,大詠城,18.15,-0.27,2,84.91,0
957	,4540.TW,全球傳動,36.35,-0.27,12,56.94,32.78
958	,4541.TW,晟田,29.95,-0.66,834,52.73,1.25
959	,4542.TW,科嶠,25.1,0.4,0,72.98,0
960	,4543.TW,萬在,23.35,0,103,72.08,3.91
961	,4545.TW,銘鈺,29.55,-1.5,48,75.28,0
962	,4549.TW,桓達,84.6,-0.12,9,69.33,0
963	,4550.TW,長佳,23,0,14,57.92,0
964	,4551.TW,智伸科,150,0.67,229,80.35,7.33
965	,4552.TW,力達-KY,30,0.33,26,55.34,0
966	,4554.TW,橙的,24.1,0,2,50.62,0
967	,4555.TW,氣立,49.8,0.2,2,86.4,12.69
968	,4556.TW,旭然,30.6,0,0,80.86,0
969	,4557.TW,永新-KY,100.5,0,30,54.15,0.79
970	,4558.TW,寶緯,23.8,0.63,4,76.51,0
971	,4560.TW,強信-KY,38.45,-0.65,22,86.97,0
972	,4561.TW,健椿,21.55,-0.23,9,68.48,0
973	,4562.TW,穎漢,15.1,0,47,77.93,0
974	,4563.TW,百德,39.9,1.14,1867,72.11,2.09
975	,4564.TW,元翎,24,-1.23,241,52.84,6.48
976	,4566.TW,時碩工業,53.2,4.31,728,65.83,7.2
977	,4568.TW,科際精密,59.3,0.68,2,70.98,0
978	,4571.TW,鈞興-KY,70.4,0.28,7,80.9,0
979	,4572.TW,駐龍,121,0.83,99,52.5,1.3
980	,4576.TW,大銀微系統,70.1,1.15,9,70.07,0.16
981	,4577.TW,達航科技,30.45,-2.25,18,73.03,0
982	,4580.TW,捷流閥業,80.6,0,61,53.35,0
983	,4581.TW,光隆精密-KY,35.7,-0.14,7,73.03,0
984	,4583.TW,台灣精銳,184,-0.54,10,86.75,0
985	,4584.TW,君帆,44.6,0.34,5,86.16,0
986	,4609.TW,唐鋒,7.93,0,0,75.48,0
987	,4702.TW,中美實,12.1,-0.82,54,57.5,0.16
988	,4706.TW,大恭,16.95,0.59,8,65.85,0
989	,4707.TW,磐亞,11.95,0,130,61.9,0
990	,4711.TW,永純,14.95,-0.33,25,60.47,0
991	,4712.TW,南璋,4.75,3.04,13,62.82,0
992	,4714.TW,永捷,10.45,-0.48,89,38.4,0
993	,4716.TW,大立,12.45,-5.32,963,41.75,0.06
994	,4720.TW,德淵,13.75,0,83,59.51,1.46
995	,4721.TW,美琪瑪,98.6,0.82,282,32.07,7.56
996	,4722.TW,國精化,33.95,0.3,22,50.62,0.15
997	,4726.TW,永昕,37.1,-1.07,293,59.43,0.69
998	,4728.TW,雙美,135,-0.74,29,80.84,0.59
999	,4729.TW,熒茂,15.2,2.01,41,52.85,0
1000	,4735.TW,豪展,39,-0.76,69,33.89,1.13
1001	,4736.TW,泰博,182,-1.62,1051,48.83,8.2
1002	,4737.TW,華廣,76.9,-0.39,18,55.09,0
1003	,4739.TW,康普,92.7,1.31,301,35.56,14.63
1004	,4741.TW,泓瀚,25.25,0.4,10,54.77,0
1005	,4743.TW,合一,244.5,-0.41,5777,54.31,5.58
1006	,4744.TW,皇將,24.75,0,144,39.33,0.57
1007	,4745.TW,合富-KY,24.55,-1.21,23,58.58,0
1008	,4746.TW,台耀,70.9,-3.54,4668,45.11,5.86
1009	,4747.TW,強生,49,-4.3,701,58.81,19.81
1010	,4754.TW,國碳科,34.7,-0.43,6,40.99,0
1011	,4755.TW,三福化,117,1.74,398,69.96,13.98
1012	,4760.TW,勤凱,47.65,1.6,20,42.43,0
1013	,4763.TW,材料-KY,195.5,9.83,7116,71.43,5.16
1014	,4764.TW,雙鍵,52.8,1.54,58,84.23,0
1015	,4766.TW,南寶,132.5,-0.38,34,80.1,0
1016	,4767.TW,誠泰科技,27.1,-0.18,0,66.58,0
1017	,4768.TW,晶呈科技,154,8.07,1104,43.56,0
1018	,4770.TW,上品,328,2.18,1225,76.73,7.66
1019	,4804.TW,大略-KY,11.1,0,173,30.56,11.1
1020	,4806.TW,昇華,6.9,1.62,24,76.45,0
1021	,4807.TW,日成-KY,21.05,1.45,9,72.99,0
1022	,4903.TW,聯光通,13.7,-2.49,137,29.29,0
1023	,4904.TW,遠傳,66.2,0.46,2054,93.22,2.15
1024	,4905.TW,台聯電,51,0.99,1,82.84,0
1025	,4906.TW,正文,27.5,0.36,749,30.89,0.95
1026	,4907.TW,富宇,26.1,0.97,29,87.45,0
1027	,4908.TW,前鼎,30.05,0.33,110,57.13,0.05
1028	,4909.TW,新復興,16,1.27,35,42.13,0
1029	,4911.TW,德英,51.6,-3.37,115,58.39,0
1030	,4912.TW,聯德控股-KY,80,1.27,32,54.21,0
1031	,4915.TW,致伸,55.9,0.72,1429,69.3,3.45
1032	,4916.TW,事欣科,26.85,0.56,397,31.93,9.96
1033	,4919.TW,新唐,118,2.61,2873,69.29,20.34
1034	,4923.TW,力士,49.95,0.5,16,32.57,0
1035	,4924.TW,欣厚-KY,14.25,0.71,97,71.95,0.26
1036	,4927.TW,泰鼎-KY,53.6,0.56,430,62.07,2.12
1037	,4930.TW,燦星網,27.15,0.37,61,58.44,0.07
1038	,4931.TW,新盛力,45.5,1.56,2375,22.69,53.98
1039	,4933.TW,友輝,31.5,0.96,2,66.68,0
1040	,4934.TW,太極,27.45,-1.26,568,33.84,0
1041	,4935.TW,茂林-KY,55,0,82,58.73,0.33
1042	,4938.TW,和碩,63.7,0.31,2590,73.03,17.78
1043	,4939.TW,亞電,14.95,1.36,321,30.52,0.03
1044	,4942.TW,嘉彰,35.5,0.42,63,59.68,0.29
1045	,4943.TW,康控-KY,15.3,9.68,325,47.54,0
1046	,4944.TW,兆遠,9.8,-4.85,6,56.62,0
1047	,4945.TW,陞達科技,45.25,0.67,14,69.48,0
1048	,4946.TW,辣椒,52.7,-1.13,104,35.2,0
1049	,4950.TW,牧東,21,-1.87,1132,43.81,0
1050	,4951.TW,精拓科,48.1,0,135,20.83,0
1051	,4952.TW,凌通,46.65,0.86,65,53.63,8.59
1052	,4953.TW,緯軟,84.5,2.18,142,47.26,0.35
1053	,4956.TW,光鋐,14.2,0,26,32.48,0.87
1054	,4958.TW,臻鼎-KY,107,1.9,3192,82.98,5.31
1055	,4960.TW,誠美材,10.1,2.43,2586,44,1.66
1056	,4961.TW,天鈺,123,6.49,10264,40.2,33.07
1057	,4966.TW,譜瑞-KY,792,2.46,466,52.39,21.96
1058	,4967.TW,十銓,30.5,0.16,72,18.88,2.31
1059	,4968.TW,立積,113.5,0.89,1711,30.96,43.76
1060	,4971.TW,IET-KY,53.1,1.34,46,38.03,0
1061	,4972.TW,湯石照明,29.5,0,16,40.75,0
1062	,4973.TW,廣穎,21.95,0.46,51,33.96,0.18
1063	,4974.TW,亞泰,58.2,2.11,314,44.78,0
1064	,4976.TW,佳凌,37.8,0.53,82,29.98,21.22
1065	,4977.TW,眾達-KY,104,5.16,4752,53.59,30.76
1066	,4979.TW,華星光,41.6,4.52,6195,64.47,5.63
1067	,4987.TW,科誠,57.5,-0.35,41,40.82,0
1068	,4989.TW,榮科,24.65,-0.8,178,70.56,8.35
1069	,4991.TW,環宇-KY,38.35,-1.67,12,66.72,0.07
1070	,4994.TW,傳奇,41.1,0.49,128,79.6,0.25
1071	,4995.TW,晶達,38.2,1.33,20,63.44,0
1072	,4999.TW,鑫禾,36.95,0.68,8,44.15,0
1073	,5007.TW,三星,50.7,0,48,86.53,0
1074	,5009.TW,榮剛,36.4,-2.02,14053,59.42,49.24
1075	,5011.TW,久陽,24.6,-0.61,172,43.72,4.84
1076	,5013.TW,強新,35.2,0,0,85.53,0
1077	,5014.TW,建錩,18.3,-1.35,1505,33.98,4.87
1078	,5015.TW,華祺,57.1,-0.35,171,51.5,0.67
1079	,5016.TW,松和,29,-1.02,1,65.52,0
1080	,5201.TW,凱衛,27.1,-2.34,21,57.43,0
1081	,5202.TW,力新,15.45,-9.91,408,81.24,0.04
1082	,5203.TW,訊連,83.1,0.24,21,48.44,0.04
1083	,5205.TW,中茂,45,0.9,13,63.32,0
1084	,5206.TW,坤悅,15.95,-1.85,105,84.43,0
1085	,5209.TW,新鼎,78.7,0.13,24,58.27,0
1086	,5210.TW,寶碩,14.8,-1.66,21,38.4,0
1087	,5211.TW,蒙恬,19.05,-0.26,44,47.92,0
1088	,5212.TW,凌網,37.15,0.68,68,81.18,0
1089	,5213.TW,亞昕,21.9,-1.13,86,88.1,0
1090	,5215.TW,科嘉-KY,44.45,-0.22,27,48.49,0.79
1091	,5220.TW,萬達光電,28.2,0,5,40.95,0
1092	,5222.TW,全訊,138.5,-0.36,151,38.21,1.58
1093	,5223.TW,安力-KY,38.7,0.13,7,67.05,0
1094	,5225.TW,東科-KY,35.75,-0.42,508,64.79,11.65
1095	,5227.TW,立凱-KY,70.8,6.95,1119,25.4,0
1096	,5228.TW,鈺鎧,21.2,0.47,10,71.5,0
1097	,5230.TW,雷笛克光學,23.05,0,24,42.82,0
1098	,5234.TW,達興材料,65.2,0.31,58,64.09,3.3
1099	,5236.TW,凌陽創新,67.7,-0.73,21,64.2,2.65
1100	,5243.TW,乙盛-KY,57.7,0.35,276,55.1,1.15
1101	,5244.TW,弘凱,26.95,1.7,10,59.39,0
1102	,5245.TW,智晶,51.8,1.17,265,57.95,0.59
1103	,5251.TW,天鉞電,24.15,1.26,274,41.94,9.96
1104	,5258.TW,虹堡,64.3,2.06,1544,38.14,8.59
1105	,5263.TW,智崴,126,-1.95,419,53.63,26.23
1106	,5269.TW,祥碩,714,6.57,812,73.68,5.27
1107	,5272.TW,笙科,25.75,-1.15,105,33.55,3.4
1108	,5274.TW,信驊,1740,3.26,300,38.32,14.33
1109	,5276.TW,達輝-KY,14.55,0,0,89.56,0
1110	,5278.TW,尚凡,187,-3.11,47,51.48,0
1111	,5281.TW,大峽谷-KY,15.8,-2.47,4,70.48,0
1112	,5283.TW,禾聯碩,105.5,-0.47,44,68.41,0
1113	,5284.TW,jpp-KY,69.5,2.96,1085,57.29,4.06
1114	,5285.TW,界霖,60.4,0.33,55,61.77,0.54
1115	,5287.TW,數字,189,-0.53,9,69.57,0
1116	,5288.TW,豐祥-KY,165,0.61,138,77.72,0.72
1117	,5289.TW,宜鼎,184,-0.81,35,50.98,2.53
1118	,5291.TW,邑昇,31.75,0,14,54.08,0.02
1119	,5299.TW,杰力,112.5,1.81,96,40.82,15.23
1120	,5301.TW,寶得利,11.2,0,2,85.81,0
1121	,5302.TW,太欣,8.23,-1.08,27,53.05,0
1122	,5306.TW,桂盟,142.5,1.79,74,76.47,0
1123	,5309.TW,系統電,39,1.83,953,33.16,0
1124	,5310.TW,天剛,27.55,-0.18,1,64.52,0
1125	,5312.TW,寶島科,58.1,0.17,15,57.8,0
1126	,5314.TW,世紀,16.65,-0.89,9,43.82,0
1127	,5315.TW,光聯,18.1,0.28,61,28.93,0
1128	,5321.TW,美而快,63.3,0.48,90,56.19,1.61
1129	,5324.TW,士開,8.4,0,5,78.46,0
1130	,5328.TW,華容,10.1,0,40,43.27,0
1131	,5340.TW,建榮,27.55,9.98,658,70.06,0
1132	,5344.TW,立衛,17.8,-0.56,170,73.35,0
1133	,5345.TW,天揚,6.55,1.55,14,67.29,0
1134	,5347.TW,世界,80,3.23,2531,87.53,31
1135	,5348.TW,系通,8.41,-8.69,0,65.49,0
1136	,5351.TW,鈺創,40.85,3.42,3626,23.82,62.26
1137	,5353.TW,台林,28.2,2.92,430,53.21,10
1138	,5355.TW,佳總,6.15,-0.32,28,57.15,0
1139	,5356.TW,協益,20.65,0,5,33.58,0
1140	,5364.TW,力麗店,23.35,0.21,34,75.11,0
1141	,5371.TW,中光電,57,0.18,1348,63.48,1.51
1142	,5381.TW,合正,6.07,1.17,38,64.24,0
1143	,5383.TW,金利,25.75,0.59,30,59.97,0
1144	,5386.TW,青雲,36.4,4.6,2364,35.26,13.68
1145	,5388.TW,中磊,76.7,0.52,852,60.57,6.64
1146	,5392.TW,能率,20,-1.96,218,42.98,0
1147	,5398.TW,慕康生醫,16.5,0.61,9,62.26,0
1148	,5403.TW,中菲,68.2,-0.15,22,40.97,0
1149	,5410.TW,國眾,33,0.92,203,39.88,2.48
1150	,5425.TW,台半,75.3,1.48,2749,45.99,20.54
1151	,5426.TW,振發,13.45,1.51,335,62.54,0.08
1152	,5432.TW,新門,27.5,0.73,1,80.76,0
1153	,5434.TW,崇越,163.5,-0.3,200,55.61,2.86
1154	,5438.TW,東友,16.6,-0.9,16,81.73,0
1155	,5439.TW,高技,47,0.11,152,40.32,0.48
1156	,5443.TW,均豪,28,1.45,294,36.58,0.65
1157	,5450.TW,南良,18,0,49,80.36,0
1158	,5452.TW,佶優,14.35,0,38,51.07,0
1159	,5455.TW,昇益,28.15,0.72,2,93.84,0
1160	,5457.TW,宣德,49,1.45,756,57.56,1.97
1161	,5460.TW,同協,10.95,-0.45,7,48.14,0
1162	,5464.TW,霖宏,26.1,-1.14,174,58.9,0.67
1163	,5465.TW,富驊,19.55,0.51,72,79.29,0.12
1164	,5468.TW,凱鈺,16.9,0.6,32,55.78,0
1165	,5469.TW,瀚宇博,31.65,0,322,65.92,0.24
1166	,5471.TW,松翰,50.5,0.8,233,33.07,11.05
1167	,5474.TW,聰泰,72.6,0.41,22,62.26,0.11
1168	,5475.TW,德宏,10.1,1,108,14.8,0.18
1169	,5478.TW,智冠,80.5,0.88,169,68.85,0.15
1170	,5481.TW,新華,12.15,0,43,59.71,0
1171	,5483.TW,中美晶,145.5,4.3,3725,62.29,5.37
1172	,5484.TW,慧友,13.8,0,4,56.42,0
1173	,5487.TW,通泰,25.2,0,5,64.11,0
1174	,5488.TW,松普,9.61,1.16,109,41.61,0
1175	,5489.TW,彩富,36.25,-0.55,51,81.35,0
1176	,5490.TW,同亨,22,0,19,33.37,0.15
1177	,5493.TW,三聯,50.2,-0.4,6,62.63,0.05
1178	,5498.TW,凱崴,10.8,1.89,1044,48.03,0.18
1179	,5508.TW,永信建,55,0.92,62,81.24,0.3
1180	,5511.TW,德昌,29.85,-0.5,51,73.89,0
1181	,5512.TW,力麒,8.6,-0.12,284,63.11,0
1182	,5514.TW,三豐,17.65,-0.84,3,91.86,0
1183	,5515.TW,建國,11.25,-1.32,44,61.56,9.85
1184	,5516.TW,雙喜,18.5,1.37,81,74.72,0
1185	,5519.TW,隆大,22.3,-0.45,222,59.42,0
1186	,5520.TW,力泰,55.1,0,1,84.47,0
1187	,5521.TW,工信,6.74,-0.15,268,51.91,0
1188	,5522.TW,遠雄,56.6,-0.35,381,88.55,3.44
1189	,5523.TW,豐謙,24.95,0.6,23,85.24,0
1190	,5525.TW,順天,24.55,-0.81,62,87.4,0
1191	,5529.TW,鉅陞,12.8,-0.78,13,67.27,0
1192	,5530.TW,龍巖,38.4,-1.66,305,79.72,0.12
1193	,5531.TW,鄉林,9.23,-1.07,223,86.37,0
1194	,5533.TW,皇鼎,17.4,-0.85,87,81.39,0.02
1195	,5534.TW,長虹,73.3,-0.54,102,72.19,0.29
1196	,5536.TW,聖暉*,101,-0.49,161,44.56,54.85
1197	,5538.TW,東明-KY,42.65,0.35,9,93.38,0
1198	,5543.TW,桓鼎-KY,52.2,-1.14,2,66.81,0
1199	,5546.TW,永固-KY,46.8,-1.47,5,83.25,0
1200	,5601.TW,台聯櫃,36,0,2,78.52,0
1201	,5603.TW,陸海,21.65,-0.23,155,47.95,1.03
1202	,5604.TW,中連,52.2,0,7,64.61,0
1203	,5607.TW,遠雄港,51.5,-1.53,445,76.57,0.97
1204	,5608.TW,四維航,25,-0.4,2763,29.44,12.76
1205	,5609.TW,中菲行,70.3,0.72,77,48.32,9.78
1206	,5701.TW,劍湖山,2.99,1.7,346,47.94,0
1207	,5703.TW,亞都,19.55,-2.25,90,89.26,0
1208	,5704.TW,老爺知,51,-1.73,314,87.82,14.11
1209	,5706.TW,鳳凰,61.9,0.81,827,37.68,23.36
1210	,5864.TW,致和證,10.3,0.49,25,74.02,0
1211	,5871.TW,中租-KY,217,0,2584,83.65,19.88
1212	,5876.TW,上海商銀,44.25,0.45,3022,87.32,3.09
1213	,5878.TW,台名,47.8,0,3,74.31,0
1214	,5880.TW,合庫金,25.9,-0.38,5069,74.54,12.38
1215	,5902.TW,德記,33.95,0.44,8,82.56,0
1216	,5903.TW,全家,203.5,-0.73,45,93.14,0
1217	,5904.TW,寶雅,488.5,-1.81,387,75.6,17.45
1218	,5905.TW,南仁湖,11.9,-1.24,854,53.54,1.04
1219	,5906.TW,台南-KY,30.2,-0.17,0,78,0
1220	,5907.TW,大洋-KY,17.05,-1.16,447,72.38,0.12
1221	,6005.TW,群益證,10.75,-0.92,902,69.09,3.43
1222	,6015.TW,宏遠證,8.72,-0.57,354,35.85,0.53
1223	,6016.TW,康和證,9.63,-0.52,159,48.43,1.44
1224	,6020.TW,大展證,18.6,0,15,96.47,0
1225	,6021.TW,美好證,19.25,-3.75,8,92.67,0
1226	,6023.TW,元大期,48.9,-0.1,29,85.5,0
1227	,6024.TW,群益期,36.65,-0.27,79,65.04,0
1228	,6026.TW,福邦證,10,-0.5,274,44.93,1.44
1229	,6101.TW,寬魚國際,25.35,-0.59,55,86.37,0
1230	,6103.TW,合邦,6.49,0,0,92.74,0
1231	,6104.TW,創惟,92.5,5.11,4117,17.44,37.02
1232	,6108.TW,競國,16.4,-0.3,41,43.7,0.85
1233	,6109.TW,亞元,15.65,3.64,800,46.19,1.7
1234	,6111.TW,大宇資,68.1,4.61,11134,48.26,8.03
1235	,6112.TW,邁達特,32.85,0.46,100,58.27,0.35
1236	,6113.TW,亞矽,16.8,1.2,131,50.79,5.82
1237	,6114.TW,久威,24.2,0.41,32,68.79,0.79
1238	,6115.TW,鎰勝,42.3,0.24,49,59.82,0
1239	,6116.TW,彩晶,11.2,0.45,3232,48.19,21.1
1240	,6117.TW,迎廣,13.95,0.72,62,76.8,0
1241	,6118.TW,建達,36.5,-0.82,15090,59.86,27.57
1242	,6120.TW,達運,8.81,0,739,57.17,0.58
1243	,6121.TW,新普,288,1.05,222,65.54,0
1244	,6122.TW,擎邦,17.85,4.39,1299,46.75,0.23
1245	,6123.TW,上奇,53.7,0.19,49,45.29,0
1246	,6124.TW,業強,26.25,0.77,34,95.72,0.52
1247	,6125.TW,廣運,25.4,0,586,42.55,4.79
1248	,6126.TW,信音,20.05,-0.74,34,43.6,0.74
1249	,6127.TW,九豪,16.2,0.31,110,29.77,1.33
1250	,6128.TW,上福,29.45,0,35,64.2,0
1251	,6129.TW,普誠,30.15,1.86,747,18.88,1.4
1252	,6130.TW,星寶國際,29.9,0,31,59.92,0
1253	,6133.TW,金橋,22.45,-0.66,1598,50.29,36.61
1254	,6134.TW,萬旭,21.05,-0.24,164,56.47,4
1255	,6136.TW,富爾特,18.2,0.28,116,31.63,0
1256	,6138.TW,茂達,117,1.74,478,29.02,14.61
1257	,6139.TW,亞翔,37.25,-1.06,714,65.55,1.32
1258	,6140.TW,訊達,16.4,0,69,65.14,0.14
1259	,6141.TW,柏承,19.1,0.53,56,66.97,0
1260	,6142.TW,友勁,10.05,-2.43,570,57.05,0
1261	,6143.TW,振曜,69.8,9.92,3328,56.33,6.82
1262	,6144.TW,得利影,15.1,-0.33,0,93.01,0
1263	,6146.TW,耕興,216,3.1,146,68.49,0.15
1264	,6147.TW,頎邦,59,2.79,1504,63.36,5.14
1265	,6148.TW,驊宏資,12.55,0,22,50.31,0.08
1266	,6150.TW,撼訊,72.5,4.77,9327,15.4,55.44
1267	,6151.TW,晉倫,26.5,0.57,8,41.33,0
1268	,6152.TW,百一,10.05,0,137,35.98,0
1269	,6153.TW,嘉聯益,24.1,2.12,2184,47.85,5.85
1270	,6154.TW,順發,15.75,0,5,62.74,0
1271	,6155.TW,鈞寶,24.6,0.82,157,63.66,0.16
1272	,6156.TW,松上,19.05,0,103,35.42,0.58
1273	,6158.TW,禾昌,25.3,0.6,8,41.9,0
1274	,6160.TW,欣技,16.7,0,66,49.35,0.94
1275	,6161.TW,捷波,24.8,-0.6,70,42.7,2.25
1276	,6163.TW,華電網,14.9,0.68,111,40.76,0
1277	,6164.TW,華興,10,0.5,163,19.19,0.57
1278	,6165.TW,浪凡,26.95,-1.46,51,22.17,0.26
1279	,6166.TW,凌華,54.3,0.93,41,83.4,0.13
1280	,6167.TW,久正,11.8,-0.42,180,46.36,0
1281	,6168.TW,宏齊,17.65,0.28,73,46.23,0.62
1282	,6169.TW,昱泉,20.6,0,81,28.58,0
1283	,6170.TW,統振,34.7,0.14,81,59.63,1.34
1284	,6171.TW,大城地產,24.15,-0.21,9,82.59,0
1285	,6173.TW,信昌電,34.55,1.32,205,48.25,0.69
1286	,6174.TW,安碁,25.45,0,90,66.62,0.24
1287	,6175.TW,立敦,32.9,0.92,120,65.68,0.56
1288	,6176.TW,瑞儀,105.5,0.48,555,60.81,12.62
1289	,6177.TW,達麗,30.15,1.86,1167,78.64,0
1290	,6179.TW,亞通,25.1,1.21,158,61.67,0.19
1291	,6180.TW,橘子,70.1,0.29,11801,53.45,6.67
1292	,6182.TW,合晶,41.45,1.59,2160,24.74,11.39
1293	,6183.TW,關貿,59.1,0.17,57,77.38,0
1294	,6184.TW,大豐電,48.15,0.21,35,75.59,0
1295	,6185.TW,幃翔,12.35,0.82,37,50.1,0
1296	,6186.TW,新潤,35.6,-3.26,1058,66.17,0.75
1297	,6187.TW,萬潤,62.9,3.45,405,37.06,8.65
1298	,6188.TW,廣明,40.1,-0.12,208,46.12,0.25
1299	,6189.TW,豐藝,37.9,-0.13,124,30.41,0.61
1300	,6190.TW,萬泰科,29.25,2.45,448,44.37,2.54
1301	,6191.TW,精成科,27.7,0.54,380,59.12,1.34
1302	,6192.TW,巨路,70.8,2.61,342,60.37,0
1303	,6194.TW,育富,23.25,-0.21,24,65.32,0
1304	,6195.TW,詩肯,42.6,0.12,3,58.87,0
1305	,6196.TW,帆宣,119,0.85,1622,70.39,8.74
1306	,6197.TW,佳必琪,40.35,0.88,115,48.47,0.67
1307	,6198.TW,瑞築,19.7,0,7,77.02,0
1308	,6199.TW,天品,17.85,0.85,50,91.18,0
1309	,6201.TW,亞弘電,39,0,13,69.62,0
1310	,6202.TW,盛群,69.4,1.76,1081,47.86,10.16
1311	,6203.TW,海韻電,51,-0.97,49,62.56,0.18
1312	,6204.TW,艾華,58.8,0.34,8,64.82,0
1313	,6205.TW,詮欣,68.7,2.54,520,53.34,13.39
1314	,6206.TW,飛捷,67.1,0.3,109,53.13,1.06
1315	,6207.TW,雷科,25.3,-0.78,94,28.45,0
1316	,6208.TW,日揚,49.85,0.71,26,61.69,0.28
1317	,6209.TW,今國光,24.55,0.61,268,39.71,1.01
1318	,6210.TW,慶生,34.6,-1.42,4,54.13,0
1319	,6212.TW,理銘,46,-1.08,2,92.27,0
1320	,6213.TW,聯茂,72.6,0,908,72.71,20.7
1321	,6214.TW,精誠,70.3,1.15,137,59.07,0
1322	,6215.TW,和椿,20,-0.5,352,48.47,0.06
1323	,6216.TW,居易,25.3,0.4,53,39.31,6.56
1324	,6217.TW,中探針,42.6,1.79,456,20.81,6.46
1325	,6218.TW,豪勉,18.1,0,28,55.98,0
1326	,6219.TW,富旺,10.7,0,112,72.16,0.59
1327	,6220.TW,岳豐,26.4,0.76,622,48.15,4.29
1328	,6221.TW,晉泰,52,0.78,9,80.75,0
1329	,6222.TW,上揚,14.65,0,1,83.59,0
1330	,6223.TW,旺矽,118,4.89,2419,36.49,10.2
