符合條件商品
資料日期：2023年  4月 20日
策略,	00統計2021年資料
序號,	代碼,	商品,	成交,	漲幅%,	總量,	漲停板的次數
執行時間：2023-04-21 00:24 符合檔數(1711)
1041	,4973.TW,廣穎,25.55,-2.29,547,2
1042	,4974.TW,亞泰,69.4,-0.86,479,0
1043	,4976.TW,佳凌,49.1,-2.39,1395,4
1044	,4977.TW,眾達-KY,121.5,-3.95,6042,2
1045	,4979.TW,華星光,56.1,-6.5,22242,13
1046	,4987.TW,科誠,61.7,-0.32,60,0
1047	,4989.TW,榮科,26.8,-2.55,322,1
1048	,4991.TW,環宇-KY,34.8,0.29,44,2
1049	,4994.TW,傳奇,45.95,-0.11,128,4
1050	,4995.TW,晶達,51.2,-3.21,386,1
1051	,4999.TW,鑫禾,38,-0.52,13,0
1052	,5007.TW,三星,52.3,-1.32,29,0
1053	,5009.TW,榮剛,57.6,-3.36,23992,2
1054	,5011.TW,久陽,27.6,-1.78,628,1
1055	,5013.TW,強新,35.7,-0.28,0,1
1056	,5014.TW,建錩,16.7,-2.05,1145,4
1057	,5015.TW,華祺,56.4,-0.53,211,2
1058	,5016.TW,松和,30.4,0,8,0
1059	,5201.TW,凱衛,27.7,1.28,21,1
1060	,5202.TW,力新,15.55,-3.72,198,1
1061	,5203.TW,訊連,100,-2.91,938,3
1062	,5205.TW,中茂,37.95,3.97,4,16
1063	,5206.TW,坤悅,19.25,1.05,543,0
1064	,5209.TW,新鼎,150,-3.54,457,5
1065	,5210.TW,寶碩,17.9,-4.79,1379,12
1066	,5211.TW,蒙恬,32.8,-1.8,3389,14
1067	,5212.TW,凌網,49.75,-1.68,2,0
1068	,5213.TW,亞昕,26.65,0,71,0
1069	,5215.TW,科嘉-KY,48.8,-1.01,56,6
1070	,5220.TW,萬達光電,30.9,-0.48,11,0
1071	,5223.TW,安力-KY,40.5,-0.61,46,0
1072	,5225.TW,東科-KY,37.95,-0.65,651,9
1073	,5227.TW,立凱-KY,73,3.55,5761,10
1074	,5230.TW,雷笛克光學,23,-1.92,270,0
1075	,5234.TW,達興材料,94.5,4.07,2811,1
1076	,5236.TW,凌陽創新,89.6,-1.65,159,1
1077	,5243.TW,乙盛-KY,71.4,2.29,14767,0
1078	,5245.TW,智晶,51.5,-2.46,86,5
1079	,5251.TW,天鉞電,21.9,-3.52,768,16
1080	,5258.TW,虹堡,84,-3.56,5621,11
1081	,5263.TW,智崴,124.5,-0.4,587,0
1082	,5269.TW,祥碩,1225,-1.21,548,4
1083	,5272.TW,笙科,30.95,-2.83,342,3
1084	,5274.TW,信驊,2635,-0.75,333,4
1085	,5276.TW,達輝-KY,15.9,-1.24,5,2
1086	,5278.TW,尚凡,177.5,1.02,17,2
1087	,5281.TW,大峽谷-KY,16.45,-4.08,12,4
1088	,5283.TW,禾聯碩,109,0,54,0
1089	,5284.TW,jpp-KY,115.5,-2.94,1443,3
1090	,5285.TW,界霖,81.7,-0.73,355,0
1091	,5287.TW,數字,202,-1.7,50,0
1092	,5288.TW,豐祥-KY,173.5,-1.98,77,0
1093	,5289.TW,宜鼎,297,-2.94,1758,3
1094	,5291.TW,邑昇,34.45,-0.29,51,1
1095	,5299.TW,杰力,135,-2.88,309,1
1096	,5301.TW,寶得利,13.8,7.81,1613,20
1097	,5302.TW,太欣,10,9.65,2507,8
1098	,5306.TW,桂盟,143,-1.04,170,0
1099	,5309.TW,系統電,43.5,-1.69,6353,0
1100	,5310.TW,天剛,24.55,1.24,26,3
1101	,5312.TW,寶島科,66,0.15,129,0
1102	,5314.TW,世紀,25.4,-3.42,67,6
1103	,5315.TW,光聯,23.4,-1.47,1308,1
1104	,5321.TW,美而快,92.5,-2.53,1489,7
1105	,5324.TW,士開,8.93,-0.78,84,1
1106	,5328.TW,華容,14,-1.41,1475,2
1107	,5340.TW,建榮,43.85,-4.26,1160,8
1108	,5344.TW,立衛,17.2,-0.29,85,17
1109	,5345.TW,天揚,5.2,-0.95,40,2
1110	,5347.TW,世界,90.3,-0.66,6404,1
1111	,5348.TW,系通,9.83,0.61,6,0
1112	,5351.TW,鈺創,45.55,-1.51,4290,3
1113	,5353.TW,台林,49.9,-5.31,4172,12
1114	,5355.TW,佳總,8.17,-0.85,336,1
1115	,5356.TW,協益,21.9,-0.45,120,0
1116	,5364.TW,力麗店,24.9,1.63,39,4
1117	,5371.TW,中光電,76.8,-4.12,6236,3
1118	,5381.TW,合正,19.4,-3.48,1147,6
1119	,5383.TW,金利,30,0,50,0
1120	,5386.TW,青雲,39.5,-3.66,149,8
1121	,5388.TW,中磊,85.5,-2.95,3715,2
1122	,5392.TW,能率,21.65,-1.14,209,1
1123	,5398.TW,慕康生醫,16.7,-1.18,48,2
1124	,5403.TW,中菲,97.3,-5.99,1755,1
1125	,5410.TW,國眾,36.2,-2.16,622,2
1126	,5425.TW,台半,101,-0.98,4083,4
1127	,5426.TW,振發,13.1,-1.5,300,6
1128	,5432.TW,新門,28.7,-0.86,52,4
1129	,5434.TW,崇越,185,-2.12,796,0
1130	,5438.TW,東友,19,-1.81,58,2
1131	,5439.TW,高技,63.7,0,1515,0
1132	,5443.TW,均豪,28.85,-1.2,251,2
1133	,5450.TW,南良,22.6,-5.24,674,3
1134	,5452.TW,佶優,21.75,-5.64,1892,3
1135	,5455.TW,昇益,28.2,-0.18,2,3
1136	,5457.TW,宣德,55.3,-1.95,1026,1
1137	,5460.TW,同協,11.15,-0.45,22,0
1138	,5464.TW,霖宏,30.4,-1.94,435,6
1139	,5465.TW,富驊,37.95,-8.88,10592,5
1140	,5468.TW,凱鈺,16.6,-2.06,56,17
1141	,5469.TW,瀚宇博,38.35,-0.26,1707,1
1142	,5471.TW,松翰,52.3,-1.69,442,1
1143	,5474.TW,聰泰,89,-3.68,124,5
1144	,5475.TW,德宏,15.25,-6.15,1220,17
1145	,5478.TW,智冠,99.1,0.41,1110,1
1146	,5481.TW,新華,12.65,-0.39,78,0
1147	,5483.TW,中美晶,149,-1.65,3433,0
1148	,5484.TW,慧友,17.6,-1.68,74,5
1149	,5487.TW,通泰,25.25,0,32,1
1150	,5488.TW,松普,13.8,-1.78,980,3
1151	,5489.TW,彩富,39.1,-0.64,191,3
1152	,5490.TW,同亨,24.9,-0.2,84,2
1153	,5493.TW,三聯,52.2,0.19,8,1
1154	,5498.TW,凱崴,11.15,0.45,2207,4
1155	,5508.TW,永信建,63.1,-1.1,168,0
1156	,5511.TW,德昌,35.05,0.72,117,0
1157	,5512.TW,力麒,9.98,-1.67,3479,1
1158	,5514.TW,三豐,18.3,1.67,4,0
1159	,5515.TW,建國,12.95,-1.15,286,0
1160	,5516.TW,雙喜,25.9,0,34,1
1161	,5519.TW,隆大,24.55,-0.61,227,0
1162	,5520.TW,力泰,55.4,-1.6,13,0
1163	,5521.TW,工信,7.78,-2.75,1464,0
1164	,5522.TW,遠雄,57.6,-0.35,646,0
1165	,5523.TW,豐謙,24.75,-0.2,18,0
1166	,5525.TW,順天,26.6,-0.93,102,0
1167	,5529.TW,鉅陞,11.6,-1.28,14,0
1168	,5530.TW,龍巖,38.1,-0.39,311,0
1169	,5531.TW,鄉林,9.9,-1,1214,0
1170	,5533.TW,皇鼎,18.45,-1.07,227,0
1171	,5534.TW,長虹,79.3,-0.63,314,0
1172	,5536.TW,聖暉*,136,-1.09,308,0
1173	,5538.TW,東明-KY,41.55,-0.6,12,0
1174	,5543.TW,桓鼎-KY,49.5,-1,2,0
1175	,5546.TW,永固-KY,40.2,-0.5,33,1
1176	,5601.TW,台聯櫃,42,0.12,5,1
1177	,5603.TW,陸海,21.45,-1.15,151,7
1178	,5604.TW,中連,50.4,0.4,22,0
1179	,5607.TW,遠雄港,74.1,2.63,1477,0
1180	,5608.TW,四維航,26.3,-0.19,1611,2
1181	,5609.TW,中菲行,86.3,-0.58,304,1
1182	,5703.TW,亞都,21.65,-1.59,54,13
1183	,5704.TW,老爺知,63,0.32,1885,11
1184	,5706.TW,鳳凰,64,-2.88,1344,8
1185	,5864.TW,致和證,15.2,-3.18,624,1
1186	,5871.TW,中租-KY,225,-1.75,1715,1
1187	,5876.TW,上海商銀,46.35,0.32,2000,0
1188	,5878.TW,台名,49.4,0,2,0
1189	,5880.TW,合庫金,26.4,-0.75,5510,0
1190	,5902.TW,德記,38.95,0.65,93,2
1191	,5903.TW,全家,216.5,-0.69,24,0
1192	,5904.TW,寶雅,587,-5.02,552,1
1193	,5905.TW,南仁湖,11.9,-2.06,985,0
1194	,5906.TW,台南-KY,36.3,1.4,18,1
1195	,5907.TW,大洋-KY,15.15,-0.98,270,2
1196	,6005.TW,群益證,13.7,-1.08,9640,0
1197	,6015.TW,宏遠證,10,-0.99,607,1
1198	,6016.TW,康和證,11.35,-1.3,831,0
1199	,6020.TW,大展證,18.7,-0.53,3,0
1200	,6021.TW,美好證,17.05,0,5,0
1201	,6023.TW,元大期,51.2,0,77,0
1202	,6024.TW,群益期,43.5,0.35,269,0
1203	,6026.TW,福邦證,12.1,-4.35,3919,1
1204	,6101.TW,寬魚國際,45.55,-9.98,1266,7
1205	,6103.TW,合邦,37.5,-9.75,10,10
1206	,6104.TW,創惟,115.5,-3.75,3007,9
1207	,6108.TW,競國,17.5,-1.13,87,0
1208	,6109.TW,亞元,17.55,-5.9,2193,12
1209	,6111.TW,大宇資,67,0,1316,3
1210	,6112.TW,邁達特,45.3,-2.69,2788,0
1211	,6113.TW,亞矽,17.65,-1.4,338,17
1212	,6114.TW,久威,23.7,-2.27,103,12
1213	,6115.TW,鎰勝,45,-2.17,317,0
1214	,6116.TW,彩晶,13,0.78,9707,0
1215	,6117.TW,迎廣,14.95,0.34,94,6
1216	,6118.TW,建達,34,-3.41,1215,17
1217	,6120.TW,達運,10.65,-4.05,2925,0
1218	,6121.TW,新普,312,-0.79,438,1
1219	,6122.TW,擎邦,32.6,-5.78,8754,10
1220	,6123.TW,上奇,71.6,-2.19,398,0
1221	,6124.TW,業強,26.85,-1.83,69,10
1222	,6125.TW,廣運,31.1,-2.96,5996,0
1223	,6126.TW,信音,23.1,-0.43,212,0
1224	,6127.TW,九豪,22.85,-0.87,707,2
1225	,6128.TW,上福,33.65,-2.46,331,0
1226	,6129.TW,普誠,35.35,-4.2,6191,4
1227	,6130.TW,星寶國際,35.95,-0.69,23,4
1228	,6133.TW,金橋,22.65,-1.74,2004,14
1229	,6134.TW,萬旭,27.75,1.28,13701,9
1230	,6136.TW,富爾特,19.35,-1.02,232,0
1231	,6138.TW,茂達,168,-4.55,2745,3
1232	,6139.TW,亞翔,45.2,-3.21,2246,0
1233	,6140.TW,訊達,22.55,-1.96,1304,11
1234	,6141.TW,柏承,18.75,-0.27,33,0
1235	,6142.TW,友勁,14.1,-3.09,3608,7
1236	,6143.TW,振曜,95.3,-5.17,4644,4
1237	,6144.TW,得利影,14.5,0,1,4
1238	,6146.TW,耕興,255,-3.04,685,0
1239	,6147.TW,頎邦,67.5,0,1433,0
1240	,6148.TW,驊宏資,27.1,-7.51,10457,11
1241	,6150.TW,撼訊,73.2,-2.4,835,5
1242	,6151.TW,晉倫,28.9,0,57,0
1243	,6152.TW,百一,12,-0.83,1464,2
1244	,6153.TW,嘉聯益,24.1,-1.63,2340,2
1245	,6154.TW,順發,16.8,0,36,0
1246	,6155.TW,鈞寶,26.95,-3.06,369,0
1247	,6156.TW,松上,22.25,-0.89,2194,7
1248	,6158.TW,禾昌,26.85,-2.19,111,1
1249	,6160.TW,欣技,31.65,-5.24,9119,13
1250	,6161.TW,捷波,33.65,-1.75,688,2
1251	,6163.TW,華電網,27.95,9.82,23152,5
1252	,6164.TW,華興,11.7,-2.09,419,6
1253	,6165.TW,浪凡,30.3,-3.66,591,0
1254	,6166.TW,凌華,60.4,-1.31,185,1
1255	,6167.TW,久正,16.7,-2.91,6135,4
1256	,6168.TW,宏齊,25.2,-0.98,786,0
1257	,6169.TW,昱泉,19.2,0,22,6
1258	,6170.TW,統振,38.95,-2.01,260,2
1259	,6171.TW,大城地產,22.35,-0.45,11,0
1260	,6173.TW,信昌電,40.05,-0.87,271,0
1261	,6174.TW,安碁,30.3,-1.78,301,6
1262	,6175.TW,立敦,39.45,-0.75,680,0
1263	,6176.TW,瑞儀,112.5,-1.32,2225,0
1264	,6177.TW,達麗,31.6,0.8,1020,0
1265	,6179.TW,亞通,32.55,-2.69,2355,1
1266	,6180.TW,橘子,72.8,-1.22,1346,0
1267	,6182.TW,合晶,45.15,-0.22,3941,0
1268	,6183.TW,關貿,62.6,-1.11,75,0
1269	,6184.TW,大豐電,50.3,-0.4,21,0
1270	,6185.TW,幃翔,18.5,-4.39,2852,1
1271	,6186.TW,新潤,44,-1.12,653,0
1272	,6187.TW,萬潤,65.3,-1.06,352,3
1273	,6188.TW,廣明,57.2,-3.05,2793,0
1274	,6189.TW,豐藝,41.8,-0.48,275,0
1275	,6190.TW,萬泰科,32.85,-3.52,4182,2
1276	,6191.TW,精成科,33.9,-0.73,1705,1
1277	,6192.TW,巨路,77.4,-0.26,372,0
1278	,6194.TW,育富,26.2,-4.03,610,1
1279	,6195.TW,詩肯,46.55,-0.53,57,0
1280	,6196.TW,帆宣,128,-1.92,493,0
1281	,6197.TW,佳必琪,53.6,-2.72,2060,1
1282	,6198.TW,瑞築,21.5,0.47,24,0
1283	,6199.TW,天品,18.55,-0.8,3,12
1284	,6201.TW,亞弘電,43.4,0.23,7,0
1285	,6202.TW,盛群,71.7,-0.83,495,0
1286	,6203.TW,海韻電,71.4,-2.19,629,1
1287	,6204.TW,艾華,58.2,-0.51,12,2
1288	,6205.TW,詮欣,75.6,-2.07,1342,6
1289	,6206.TW,飛捷,71.3,-0.97,305,0
1290	,6207.TW,雷科,28.05,-2.26,143,1
1291	,6208.TW,日揚,53.9,-0.37,112,0
1292	,6209.TW,今國光,32.5,-2.55,2629,1
1293	,6210.TW,慶生,35.5,-0.7,6,0
1294	,6212.TW,理銘,49,1.03,2,0
1295	,6213.TW,聯茂,74.1,-0.67,981,1
1296	,6214.TW,精誠,80.3,-1.11,321,0
1297	,6215.TW,和椿,29.8,4.93,3838,4
1298	,6216.TW,居易,26.6,-1.48,281,0
1299	,6217.TW,中探針,45.7,-1.93,987,0
1300	,6218.TW,豪勉,24.2,10,10244,1
1301	,6219.TW,富旺,11.1,0,120,1
1302	,6220.TW,岳豐,28.35,-2.24,2276,1
1303	,6221.TW,晉泰,62.6,-4.57,81,1
1304	,6222.TW,上揚,15.4,1.32,31,5
1305	,6223.TW,旺矽,135,-2.17,2996,1
1306	,6224.TW,聚鼎,65.9,-0.15,198,1
1307	,6225.TW,天瀚,11.35,9.66,71,22
1308	,6226.TW,光鼎,12.25,-2.78,952,3
1309	,6227.TW,茂綸,49,-2,271,1
1310	,6228.TW,全譜,13.15,-1.5,35,28
1311	,6229.TW,研通,29,-3.17,266,2
1312	,6230.TW,尼得科超眾,161.5,-5.28,229,8
1313	,6231.TW,系微,126.5,-4.17,1945,6
1314	,6233.TW,旺玖,26.55,-3.63,1148,8
1315	,6234.TW,高僑,29.7,-4.96,3658,7
1316	,6235.TW,華孚,95.4,-4.22,36221,11
1317	,6236.TW,康呈,21,4.22,1,9
1318	,6237.TW,驊訊,47.7,-3.05,687,7
1319	,6239.TW,力成,89.8,-0.66,2407,0
1320	,6240.TW,松崗,24.2,-1.22,148,18
1321	,6241.TW,易通展,13.95,-0.71,85,13
1322	,6242.TW,立康,69.7,-2.24,120,17
1323	,6243.TW,迅杰,37.6,-0.92,540,6
1324	,6244.TW,茂迪,40,-3.38,77758,3
1325	,6245.TW,立端,103,-4.63,5760,3
1326	,6246.TW,臺龍,14,-0.36,6,2
1327	,6248.TW,沛波,33.15,-3.07,3043,2
1328	,6257.TW,矽格,54.2,-1.81,2051,0
1329	,6259.TW,百徽,22.5,0,18,17
1330	,6261.TW,久元,65.9,-0.9,267,0
1331	,6263.TW,普萊德,123,-3.91,381,2
1332	,6264.TW,富裔,7.85,0.9,18,1
1333	,6265.TW,方土昶,10.2,-2.86,394,6
1334	,6266.TW,泰詠,46.2,-3.14,6080,6
1335	,6269.TW,台郡,98.5,-1.5,2091,0
1336	,6270.TW,倍微,22.85,-0.65,34,0
1337	,6271.TW,同欣電,181,-1.63,2562,0
1338	,6274.TW,台燿,65,-2.26,3848,2
1339	,6275.TW,元山,34.6,-1.42,664,1
1340	,6276.TW,安鈦克,22.1,-5.15,419,13
1341	,6277.TW,宏正,85.2,-1.62,208,0
1342	,6278.TW,台表科,100,1.21,1576,0
1343	,6279.TW,胡連,142.5,-0.35,683,1
1344	,6281.TW,全國電,83.7,-0.24,27,0
1345	,6282.TW,康舒,44.1,1.15,159161,2
1346	,6283.TW,淳安,33.95,-0.59,184,3
1347	,6284.TW,佳邦,59.2,-2.95,864,0
1348	,6285.TW,啟碁,97.1,-3.38,12180,1
1349	,6287.TW,元隆,23.9,0,11,6
1350	,6288.TW,聯嘉,32.5,0.15,22392,3
1351	,6290.TW,良維,63.8,-6.31,8865,0
1352	,6291.TW,沛亨,136,-0.73,52,11
1353	,6292.TW,迅德,44.9,0.11,34,0
1354	,6294.TW,智基,109,0,40,0
1355	,6404.TW,通訊-KY,21.8,1.4,37,3
1356	,6405.TW,悅城,22.5,2.04,78,0
1357	,6409.TW,旭隼,1760,-2.76,140,1
1358	,6411.TW,晶焱,116,-4.53,2938,2
1359	,6412.TW,群電,79.5,0.13,246,0
1360	,6414.TW,樺漢,250.5,-1.96,1138,1
1361	,6415.TW,矽力*-KY,501,-2.15,1877,7
1362	,6416.TW,瑞祺電通,107.5,-3.15,971,1
1363	,6417.TW,韋僑,171,-6.04,3436,5
1364	,6418.TW,詠昇,18,-4,250,8
1365	,6419.TW,京晨科,35.75,-4.16,19,5
1366	,6425.TW,易發,20.95,0.24,58,0
1367	,6426.TW,統新,64.1,-2.14,203,5
1368	,6431.TW,光麗-KY,21.05,-1.41,33,2
1369	,6432.TW,今展科,36.6,-2.92,274,1
1370	,6435.TW,大中,106.5,-3.62,300,1
1371	,6438.TW,迅得,112.5,-0.44,850,0
1372	,6441.TW,廣錠,58.2,-6.43,959,5
1373	,6442.TW,光聖,54.2,-1.81,371,7
1374	,6443.TW,元晶,38.55,-3.02,34385,1
1375	,6446.TW,藥華藥,403,-3.7,3153,5
1376	,6449.TW,鈺邦,52.6,-1.13,19,1
1377	,6451.TW,訊芯-KY,84.1,-1.06,321,1
1378	,6456.TW,GIS-KY,81.6,-0.73,1112,0
1379	,6457.TW,紘康,58,-2.85,182,1
1380	,6461.TW,益得,35.35,-5.61,1822,20
1381	,6462.TW,神盾,83.5,-1.76,247,2
1382	,6464.TW,台數科,90,-1.53,10,0
1383	,6465.TW,威潤,24.8,-3.13,220,15
1384	,6469.TW,大樹,405.5,-1.34,634,1
1385	,6470.TW,宇智,70.3,0.28,8916,6
1386	,6472.TW,保瑞,789,-6.74,1186,13
1387	,6477.TW,安集,54.9,-3.68,11272,5
1388	,6482.TW,弘煜科,45.8,0,2,4
1389	,6485.TW,點序,103,-6.79,2119,4
1390	,6486.TW,互動,71.5,0.28,74,0
1391	,6488.TW,環球晶,482,0.21,1514,0
1392	,6491.TW,晶碩,436,-1.13,899,2
1393	,6492.TW,生華科,53.7,-1.47,182,9
1394	,6494.TW,九齊,75.2,-1.83,296,3
1395	,6496.TW,科懋,32.3,0.94,56,1
1396	,6499.TW,益安,58.4,-0.85,121,1
1397	,6504.TW,南六,81.1,-0.25,46,1
1398	,6505.TW,台塑化,85.2,-0.47,628,0
1399	,6506.TW,雙邦,19.8,-0.5,14,0
1400	,6508.TW,惠光,38.7,-2.27,561,11
1401	,6509.TW,聚和,45.85,-2.96,2266,0
1402	,6510.TW,精測,520,-3.7,262,1
1403	,6512.TW,啟發電,21.2,0,5,10
1404	,6514.TW,芮特-KY,59.5,-2.14,61,3
1405	,6515.TW,穎崴,714,-1.92,543,2
1406	,6516.TW,勤崴國際,92.6,-2.63,148,0
1407	,6523.TW,達爾膚,147.5,2.08,2026,3
1408	,6525.TW,捷敏-KY,74,-2.12,255,0
1409	,6527.TW,明達醫,79.9,-3.97,584,10
1410	,6530.TW,創威,28.75,-0.52,231,5
1411	,6531.TW,愛普*,301,-0.82,5122,3
1412	,6532.TW,瑞耘,58.4,-0.68,1587,5
1413	,6533.TW,晶心科,477.5,-4.02,2272,6
1414	,6535.TW,順藥,41.6,-0.24,185,2
1415	,6538.TW,倉和,108,-5.26,1598,3
1416	,6541.TW,泰福-KY,79.6,-1.49,161,9
1417	,6542.TW,隆中,45.2,-1.31,1,5
1418	,6547.TW,高端疫苗,68.5,-1.3,7131,11
1419	,6548.TW,長科*,43.9,0.23,3508,3
1420	,6552.TW,易華電,36,-3.49,83,2
1421	,6556.TW,勝品,139,-5.44,115,20
1422	,6558.TW,興能高,27.5,-1.26,409,8
1423	,6560.TW,欣普羅,36.65,0.69,37,4
1424	,6561.TW,是方,390,-2.86,263,1
1425	,6568.TW,宏觀,179.5,-4.27,1038,8
1426	,6569.TW,醫揚,109.5,-1.35,35,1
1427	,6570.TW,維田,64,-3.47,1466,3
1428	,6573.TW,虹揚-KY,15.55,-2.51,107,5
1429	,6574.TW,霈方,57.9,0.35,86,0
1430	,6576.TW,逸達,95.6,-2.45,676,2
1431	,6577.TW,勁豐,66,1.07,34,0
1432	,6578.TW,達邦蛋白,18.55,-3.39,793,15
1433	,6579.TW,研揚,91.1,-2.36,160,2
1434	,6581.TW,鋼聯,91.6,-0.33,58,3
1435	,6582.TW,申豐,62.1,1.31,213,1
1436	,6588.TW,東典光電,30.3,-0.82,18,2
1437	,6589.TW,台康生技,115,-4.56,4133,4
1438	,6590.TW,普鴻,96.7,-7.02,751,4
1439	,6591.TW,動力-KY,51,-1.92,357,1
1440	,6592.TW,和潤企業,130.5,-1.88,1481,0
1441	,6593.TW,台灣銘板,58.4,-5.04,274,9
1442	,6596.TW,寬宏藝術,45.6,-1.08,32,0
1443	,6598.TW,ABC-KY,28.05,-1.06,162,9
1444	,6603.TW,富強鑫,17.35,-1.42,1402,0
1445	,6605.TW,帝寶,97.2,-0.61,602,0
1446	,6609.TW,瀧澤科,38.35,-2.04,483,3
1447	,6612.TW,奈米醫材,169,-5.32,6117,11
1448	,6613.TW,朋億*,101,-1.46,139,0
1449	,6615.TW,慧智,38.25,-0.65,19,0
1450	,6616.TW,特昇-KY,14.4,0,24,8
1451	,6624.TW,萬年清,42.3,-1.05,2,0
1452	,6625.TW,必應,66.6,1.99,2163,4
1453	,6629.TW,泰金-KY,45.6,0.44,0,1
1454	,6640.TW,均華,89.7,1.47,2,1
1455	,6641.TW,基士德-KY,57.3,1.42,7,0
1456	,6642.TW,富致,53.8,-0.19,21,3
1457	,6643.TW,M31,610,-3.17,1537,8
1458	,6649.TW,台生材,42.75,1.3,313,16
1459	,6651.TW,全宇昕,83.5,-3.24,226,2
1460	,6654.TW,天正國際,50.3,0.6,2,1
1461	,6655.TW,科定,128,0,46,2
1462	,6661.TW,威健生技,22.7,0,16,2
1463	,6662.TW,樂斯科,31.4,-0.32,37,2
1464	,6664.TW,群翊,113,-2.59,385,0
1465	,6666.TW,羅麗芬-KY,89.3,-3.25,986,11
1466	,6667.TW,信紘科,70.3,-1.54,175,1
1467	,6668.TW,中揚光,41.7,-2,283,0
1468	,6669.TW,緯穎,1130,-2.16,1081,4
1469	,6670.TW,復盛應用,213.5,-2.06,616,0
1470	,6671.TW,三能-KY,41.8,3.47,27,0
1471	,6672.TW,騰輝電子-KY,87.8,-2.34,727,0
1472	,6674.TW,鋐寶科技,28.15,0,11,0
1473	,6679.TW,鈺太,303,-0.66,2150,6
1474	,6680.TW,鑫創電子,78.5,-1.63,31,1
1475	,6683.TW,雍智科技,199,-4.56,494,3
1476	,6684.TW,安格,49.5,-1.59,135,0
1477	,6690.TW,安碁資訊,207.5,-5.68,2737,5
1478	,6697.TW,東捷資訊,40.8,-0.97,94,2
1479	,6698.TW,旭暉應材,37.1,-3.64,318,3
1480	,6703.TW,軒郁,176.5,-5.11,747,5
1481	,6706.TW,惠特,88.2,-3.08,776,1
1482	,6712.TW,長聖,227.5,-1.09,7306,0
1483	,6715.TW,嘉基,151.5,-5.02,1406,5
1484	,6716.TW,應廣,105.5,-1.4,40,5
1485	,6727.TW,亞泰金屬,70.6,-1.53,246,0
1486	,6728.TW,上洋,161.5,-3,50,3
1487	,6732.TW,昇佳電子,388.5,0.13,1579,4
1488	,6733.TW,博晟生醫,43.15,9.94,2868,6
1489	,6741.TW,91APP*-KY,124.5,0,3586,3
1490	,6743.TW,安普新,62.5,0.16,1653,4
1491	,6747.TW,亨泰光,256.5,-3.57,302,0
1492	,6751.TW,智聯服務,131,-2.6,1247,10
1493	,6752.TW,叡揚,143,-7.14,2917,11
1494	,6754.TW,匯僑設計,54.2,-1.28,106,2
1495	,6756.TW,威鋒電子,215,-2.93,378,0
1496	,6762.TW,達亞,249,0,11,1
1497	,6767.TW,台微醫,44.1,5.5,1013,4
1498	,6768.TW,志強-KY,70,-3.05,985,1
1499	,6776.TW,展碁國際,52.5,-3.67,854,0
1500	,6781.TW,AES-KY,734,-2.65,632,3
1501	,6788.TW,華景電,138.5,-1.77,609,0
1502	,6790.TW,永豐實,38.6,0.52,1819,0
1503	,6803.TW,崑鼎,282.5,-0.35,35,0
1504	,7402.TW,邑錡,72.6,-4.35,1120,7
1505	,7556.TW,意德士,101,-1.46,38,1
1506	,8011.TW,台通,15.05,-3.53,671,0
1507	,8016.TW,矽創,236.5,-1.66,1097,0
1508	,8021.TW,尖點,29.3,-1.01,235,0
1509	,8024.TW,佑華,25.55,-0.78,374,4
1510	,8027.TW,鈦昇,52.4,-0.18,265,0
1511	,8028.TW,昇陽半導體,58.6,-1.84,2456,5
1512	,8032.TW,光菱,31.6,0.32,7,6
1513	,8033.TW,雷虎,74.6,-2.61,16677,18
1514	,8034.TW,榮群,16.45,1.54,398,3
1515	,8038.TW,長園科,56.2,9.98,7576,11
1516	,8039.TW,台虹,42.2,-1.17,221,0
1517	,8040.TW,九暘,49.45,-1.49,272,6
1518	,8042.TW,金山電,37.15,0.13,18,0
1519	,8043.TW,蜜望實,28.1,-2.6,189,0
1520	,8044.TW,網家,61.8,-3.89,1002,2
1521	,8046.TW,南電,255,0.39,4239,3
1522	,8047.TW,星雲,11.8,-0.84,37,0
1523	,8048.TW,德勝,40.45,-2.53,361,0
1524	,8049.TW,晶采,38.4,-2.04,1107,0
1525	,8050.TW,廣積,79.7,-2.57,3898,0
1526	,8054.TW,安國,33.15,-2.21,519,2
1527	,8059.TW,凱碩,14.2,-2.41,1152,2
1528	,8064.TW,東捷,19.35,-2.52,1103,0
1529	,8066.TW,來思達,28,0.36,36,1
1530	,8067.TW,志旭,16.45,1.23,25,2
1531	,8068.TW,全達,29.5,-3.59,622,11
1532	,8069.TW,元太,167,-2.34,11622,2
1533	,8070.TW,長華*,34.65,-1.84,728,0
1534	,8071.TW,能率網通,15.15,0,157,3
1535	,8072.TW,陞泰,27.2,-3.37,347,4
1536	,8074.TW,鉅橡,21.15,-0.24,44,1
1537	,8076.TW,伍豐,28.7,-0.69,594,0
1538	,8077.TW,洛碁,42.55,8.41,7,6
1539	,8080.TW,永利聯合,11.65,0,5,9
1540	,8081.TW,致新,191,-0.78,585,1
1541	,8083.TW,瑞穎,151.5,0,57,0
1542	,8084.TW,巨虹,114.5,-2.97,2682,8
1543	,8085.TW,福華,22.95,-3.77,1337,3
1544	,8086.TW,宏捷科,90.6,-3.72,3210,2
1545	,8087.TW,華鎂鑫,37.25,-0.67,99,15
1546	,8088.TW,品安,32.9,-2.37,3026,2
1547	,8089.TW,康全電訊,22.75,-0.66,24,2
1548	,8091.TW,翔名,104.5,-5,4162,1
1549	,8092.TW,建暐,11.95,0,167,8
