符合條件商品
資料日期：2021年 10月 29日
策略,	每日資料
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融券使用率,	法人持股比例,	融資使用率,	投信持股比例
執行時間：2021-10-31 18:46 符合檔數(1446)
716	,3609.TW,三一東林,54.3,0.18,51,0.03,1.1,25.26,0
717	,3611.TW,鼎翰,207,0,15,0,9.93,11.15,0
718	,3615.TW,安可,21.4,-0.93,132,0.15,1.68,22.12,0
719	,3617.TW,碩天,75.5,-0.26,22,0.02,3.87,1.94,0.22
720	,3622.TW,洋華,30.15,0.5,257,0.06,3.38,7.08,0
721	,3623.TW,富晶通,16.1,-2.72,77,0,0.6,13.87,0
722	,3624.TW,光頡,41.4,-1.08,1165,0.15,45.9,14.86,0
723	,3625.TW,西勝,23.9,2.8,2327,0.89,9.7,12.45,0
724	,3628.TW,盈正,36,1.69,44,0,0.26,2.41,0
725	,3630.TW,新鉅科,41.05,0.61,405,1.81,37.08,14.37,0
726	,3631.TW,晟楠,49,0.62,114,0.12,13.45,41.26,0
727	,3645.TW,達邁,40.75,-0.37,170,0.02,12.57,9.99,2.43
728	,3646.TW,艾恩特,26.1,-0.76,37,0,7.77,27.65,0
729	,3652.TW,精聯,25.6,-5.88,431,0.2,1.54,4.68,0
730	,3653.TW,健策,369,-1.2,2317,2.35,25.13,10.76,15.72
731	,3661.TW,世芯-KY,1030,4.15,1764,2.93,79.83,9.24,17.16
732	,3663.TW,鑫科,42.85,-0.23,6341,1.92,2.06,20.52,0
733	,3665.TW,貿聯-KY,256.5,-1.16,1114,0.4,46.21,11.57,2.23
734	,3666.TW,光耀,27.75,2.21,293,1.27,6.05,14.53,0
735	,3669.TW,圓展,50.4,-1.37,243,1.04,2.37,13.77,0.45
736	,3672.TW,康聯訊,23.85,-1.65,510,0.3,0.11,35.53,0
737	,3673.TW,TPK-KY,42.5,-4.06,12767,0.33,37.55,16.53,0.25
738	,3675.TW,德微,271,4.23,1218,7.15,67.08,21.34,9.8
739	,3679.TW,新至陞,84.6,5.75,355,0,12.33,1.87,0
740	,3680.TW,家登,242,0.41,241,1.07,13.31,10.43,3.01
741	,3685.TW,元創精密,31.75,-3.5,243,0.27,2.5,6.55,0
742	,3687.TW,歐買尬,97.4,1.78,326,0.88,5.13,33.64,0
743	,3689.TW,湧德,48.8,0.41,4780,11.43,2.95,37.46,0
744	,3691.TW,碩禾,202.5,-0.74,1719,2.62,12.51,16.71,0.06
745	,3693.TW,營邦,63.5,4.44,2142,0.71,1.05,14.62,0
746	,3694.TW,海華,21.75,-2.47,512,0.02,1.23,10.9,0
747	,3701.TW,大眾控,46.45,9.94,4656,10.27,4.24,10.66,0.04
748	,3702.TW,大聯大,51.9,-0.19,2267,0.01,36.97,0.86,4.74
749	,3703.TW,欣陸,25.2,0,617,0.01,22.1,1.69,0
750	,3704.TW,合勤控,31.2,1.79,12450,0.26,8.61,19.06,0
751	,3705.TW,永信,43.5,0.23,131,0,13.3,0.98,0
752	,3706.TW,神達,28.75,0.52,3018,0.02,11.27,4.36,0.03
753	,3707.TW,漢磊,152.5,7.02,76076,16.83,25,30.52,13.01
754	,3708.TW,上緯投控,98.7,-4.17,4896,18.16,9.65,29.39,0.52
755	,3709.TW,鑫聯大投控,34.85,2.5,579,0.13,2.08,3.96,0
756	,3711.TW,日月光投控,99.8,0,32185,0.09,80.89,1.03,1.57
757	,3712.TW,永崴投控,33.3,-1.77,860,0.25,1.69,15.63,0.08
758	,3714.TW,富采,73,-0.14,3489,0.11,19.75,17.21,0.38
759	,4102.TW,永日,18.65,-0.27,47,0.02,1.31,16.42,0
760	,4104.TW,佳醫,55.3,-0.36,62,0,5.56,0.42,0
761	,4105.TW,東洋,68.6,-0.87,1330,0.03,14.06,5.37,1.71
762	,4106.TW,雃博,26.55,-0.38,264,0.1,1.8,13.51,0
763	,4107.TW,邦特,109.5,1.39,120,0.01,31.75,1.4,0
764	,4108.TW,懷特,22.3,-0.22,338,0,0.97,3.1,0
765	,4109.TW,加捷生醫,13.35,2.3,428,0,0.3,3.12,0
766	,4111.TW,濟生,22.25,0.45,20,0,1.46,2.86,0
767	,4113.TW,聯上,14,-0.36,262,0,0.6,1.27,0
768	,4114.TW,健喬,23,-0.65,312,0,1.27,3.65,0
769	,4116.TW,明基醫,27.4,1.48,3,0,0.14,1.87,0
770	,4119.TW,旭富,78,-0.64,136,0,1.87,4.18,0.03
771	,4120.TW,友華,40.8,-0.61,71,0,6.4,4.58,0
772	,4121.TW,優盛,19.25,-2.04,269,0.19,1.93,14.42,0
773	,4123.TW,晟德,66.5,1.99,10418,0.09,6.75,11.52,0.01
774	,4126.TW,太醫,69.6,1.61,352,0,9.78,6.78,0
775	,4128.TW,中天,63.3,-1.09,30252,0.1,6.03,5.26,0
776	,4129.TW,聯合,29.4,0.17,95,0,8.56,3.55,0.48
777	,4130.TW,健亞,22.4,-0.22,87,0,0.58,9.21,0
778	,4133.TW,亞諾法,36.7,-2.91,830,3.52,16.97,24.87,0
779	,4137.TW,麗豐-KY,238.5,0.21,133,0.06,68.35,3.43,0.3
780	,4138.TW,曜亞,50.8,0.59,17,0,1.19,1.41,0
781	,4139.TW,馬光-KY,47.9,-0.1,1,0,24.68,33.89,0
782	,4141.TW,龍燈-KY,22.35,-9.88,10276,3.81,69.43,16.58,0
783	,4142.TW,國光生,43.95,-1.46,1537,4.18,10.86,18.41,0
784	,4147.TW,中裕,66.8,-1.76,1093,0.04,6.92,4.11,0
785	,4148.TW,全宇生技-KY,37.65,0.27,37,0,72.21,1.19,0
786	,4153.TW,鈺緯,25.8,-2.27,73,0.02,0.21,21.83,0
787	,4155.TW,訊映,23.15,-0.22,131,0.28,1.48,4.96,0
788	,4157.TW,太景*-KY,15.95,-1.24,643,0.02,4.03,1.37,0
789	,4161.TW,聿新科,26.45,-0.38,56,0,0.13,5.41,0
790	,4162.TW,智擎,58.9,0.68,224,0.05,4.89,13.34,0
791	,4163.TW,鐿鈦,85.1,0.59,18,0,2.61,2.96,0
792	,4164.TW,承業醫,36.75,-0.41,99,0,23.17,7.44,0.01
793	,4167.TW,松瑞藥,20.45,-1.21,513,0,9.29,1.04,0
794	,4168.TW,醣聯,28.45,3.08,563,0.7,5.77,30.8,0
795	,4171.TW,瑞基,79.4,0.63,204,0.05,18.94,12.14,0
796	,4173.TW,久裕,18.3,0.27,128,0,0.52,12.58,0
797	,4174.TW,浩鼎,106.5,-2.29,360,0.02,11.75,4.52,0
798	,4175.TW,杏一,71.2,-0.28,55,0,0.71,3.39,0.01
799	,4190.TW,佐登-KY,76.1,-0.13,93,0.02,63.6,8.85,0
800	,4205.TW,中華食,131,0.38,17,0,0.44,0.08,0
801	,4207.TW,環泰,14,-0.36,83,0,0.83,3.37,0
802	,4303.TW,信立,18.2,-0.82,286,0,0.09,11.94,0
803	,4305.TW,世坤,33,0,9,0,0.04,0.01,0
804	,4306.TW,炎洲,15.2,-0.33,913,0.11,6.1,5.68,0
805	,4401.TW,東隆興,35.4,0,46,0,5.73,3.02,0.01
806	,4406.TW,新昕纖,11.95,-0.42,534,0.22,0.37,14.81,0
807	,4414.TW,如興,8.44,-1.4,1897,0.05,20.15,15.61,0
808	,4416.TW,三圓,112,0,19,0.29,0.02,1.08,0
809	,4417.TW,金洲,34.85,-0.29,23,0,4.08,0.88,0
810	,4420.TW,光明,29.9,0.5,36,0,0.31,8.7,0
811	,4426.TW,利勤,19.45,-1.02,163,0.01,5.36,5.29,0
812	,4429.TW,聚紡,41.2,-0.96,71,0,0.02,0.85,0
813	,4430.TW,耀億,23.5,-0.42,6,0,2.32,1.19,0
814	,4432.TW,銘旺實,16.25,0.31,61,0.05,0.85,6.06,0
815	,4433.TW,興采,32.3,-0.62,25,0.09,0.29,4.01,0
816	,4438.TW,廣越,126,-0.4,110,0,2.05,3.14,0.35
817	,4439.TW,冠星-KY,138.5,-0.36,13,0,63.76,4.28,0
818	,4503.TW,金雨,28.9,0.7,1579,3.93,2.41,15.97,0
819	,4506.TW,崇友,65.6,-0.46,63,0,6.37,0.12,0.7
820	,4510.TW,高鋒,11.15,0,75,0,3.17,4.05,0
821	,4513.TW,福裕,14.4,-0.35,938,1.97,0.93,8.73,0
822	,4523.TW,永彰,28.8,0.17,13,0.01,1.99,63.01,0
823	,4526.TW,東台,16,-0.62,147,0.02,7.63,4.07,0
824	,4527.TW,方土霖,27.6,-0.18,13,0,2.05,0.04,0
825	,4528.TW,江興鍛,42.9,0.35,52,0,1.19,3.08,0
826	,4532.TW,瑞智,18.65,0,349,0.01,12.69,0.84,0
827	,4533.TW,協易機,11.3,-0.88,74,0,0.85,5.83,0
828	,4534.TW,慶騰,11.2,-0.44,109,0,0.92,24.41,0
829	,4535.TW,至興,33,-0.15,1,0,0.04,0.04,0
830	,4536.TW,拓凱,129.5,-0.77,21,0.01,16.07,2.62,0.64
831	,4538.TW,大詠城,19.9,0.51,10,0,0.15,0.14,0
832	,4540.TW,全球傳動,48.05,-0.1,55,0.01,2.69,7.7,0
833	,4541.TW,晟田,23.3,0.87,129,0.04,2.88,4.13,0
834	,4543.TW,萬在,19.4,0.52,104,0.06,6.45,7.09,0
835	,4545.TW,銘鈺,26.85,-0.92,13,0,34.08,6.67,0
836	,4549.TW,桓達,85.7,-0.12,56,0,6.96,1.58,0.17
837	,4550.TW,長佳,22.9,-0.43,21,0,0.22,1.63,0
838	,4551.TW,智伸科,176,0.28,316,0.03,55.61,4.27,1.85
839	,4552.TW,力達-KY,31.45,1.29,71,0,50.54,2.38,0
840	,4555.TW,氣立,54,1.31,23,0.19,0.46,3.18,0
841	,4556.TW,旭然,30.65,0,0,0,11.63,0.71,0
842	,4557.TW,永新-KY,63.8,0,9,0,40.09,1.8,0
843	,4560.TW,強信-KY,43,2.38,149,0,82.69,1.74,0
844	,4561.TW,健椿,28.9,0,67,0,0.12,4.63,0
845	,4562.TW,穎漢,18.1,0.56,26,0,1.61,3.99,0
846	,4563.TW,百德,32.4,0.31,27,0,3.59,1.06,0
847	,4564.TW,元翎,44,0.34,484,0.04,2.12,11.72,0
848	,4566.TW,時碩工業,42.3,0.12,19,0.02,0.63,7.3,0
849	,4568.TW,科際精密,68.5,0.59,16,0,6.62,3.83,0
850	,4571.TW,鈞興-KY,93.4,-1.27,100,0,71.08,5.6,0
851	,4572.TW,駐龍,98,-0.51,18,0,1.02,2.79,0.11
852	,4576.TW,大銀微系統,104.5,-0.95,104,0.01,1.05,5.94,0.03
853	,4580.TW,捷流閥業,86.7,0.12,23,0,2.7,0.98,0
854	,4581.TW,光隆精密-KY,35.3,1,6,0,26.09,1.52,0
855	,4702.TW,中美實,14.9,2.76,990,0.5,48.54,14.01,0
856	,4706.TW,大恭,19.1,0,52,0,30.78,1.01,0
857	,4707.TW,磐亞,12.7,-0.39,706,0,1.86,7.82,0
858	,4711.TW,永純,19.95,0,492,3.42,2.43,12.18,0
859	,4714.TW,永捷,13.8,0,1252,0.84,0.81,17.25,0
860	,4716.TW,大立,14.5,0,168,0.01,0.32,52.06,0
861	,4720.TW,德淵,15,1.01,254,1.38,4.13,17.38,0.01
862	,4721.TW,美琪瑪,170.5,10,22837,25.46,6.99,40.95,0.02
863	,4722.TW,國精化,41.1,0.37,1519,0.15,10.28,6.4,0.05
864	,4728.TW,雙美,80.9,0,20,0.14,14.62,20.85,0
865	,4735.TW,豪展,57.5,0.52,55,0.83,1.12,10.82,0
866	,4736.TW,泰博,174.5,0.58,192,0.06,6.13,13.7,0.04
867	,4737.TW,華廣,67.8,0,9,0,23.15,6.6,0
868	,4739.TW,康普,171.5,9.94,34542,10.31,11.41,43.79,2.66
869	,4741.TW,泓瀚,26.05,-0.38,9,0,0.16,1.14,0
870	,4744.TW,皇將,25.05,-0.6,102,0,0.35,25.93,0
871	,4745.TW,合富-KY,24.65,0,46,0,15.09,4.78,0
872	,4746.TW,台耀,59.2,-2.47,1587,0.24,5.7,29.72,0
873	,4747.TW,強生,35.7,-0.28,9,0,1.53,1.87,0
874	,4755.TW,三福化,69.5,0.43,112,0,29.83,2.03,0
875	,4760.TW,勤凱,100,-0.99,116,0.02,5.83,21.21,0
876	,4763.TW,材料-KY,99.9,0.91,107,0.2,65.74,9.16,0
877	,4764.TW,雙鍵,59.5,2.94,42,0,37.95,0.8,0
878	,4766.TW,南寶,139,1.09,37,0,17.16,0.29,0
879	,4804.TW,大略-KY,8.69,-0.69,57,0,5.25,38.11,0
880	,4807.TW,日成-KY,26.8,-0.92,96,0.03,73.04,7.83,0
881	,4904.TW,遠傳,61.2,-0.65,7158,0,21.33,0.04,1.24
882	,4905.TW,台聯電,50.8,-0.2,2,0,18.51,1.88,0
883	,4906.TW,正文,27.4,-2.49,5040,1.14,6.93,13.81,0
884	,4907.TW,富宇,24.85,-0.4,17,0,0.11,0.89,0
885	,4908.TW,前鼎,30.7,0.33,476,0.02,2.25,17.86,0
886	,4909.TW,新復興,22.5,-1.1,262,0.03,5.15,16.37,0.04
887	,4912.TW,聯德控股-KY,148.5,-1.66,175,0.26,31.41,16.85,0
888	,4915.TW,致伸,51.5,1.38,13515,0.02,55.32,6.6,0.42
889	,4916.TW,事欣科,26.05,2.76,1747,0.01,1.11,11.16,0
890	,4919.TW,新唐,128,-0.78,12271,2.62,11.27,18.11,4.86
891	,4927.TW,泰鼎-KY,78,4.84,5718,0.7,21.85,29.13,3.3
892	,4930.TW,燦星網,22.8,-0.87,167,0.05,5.93,13.11,0
893	,4931.TW,新盛力,19.55,3.71,382,0,34.88,5.91,0
894	,4933.TW,友輝,32.75,0,57,0,4.46,7.61,0
895	,4935.TW,茂林-KY,80.5,1.39,422,0.3,26.87,12.54,0.17
896	,4938.TW,和碩,68,0.15,4584,0.01,33.05,1.99,2.64
897	,4939.TW,亞電,20.65,0.73,103,0.05,2.82,18.14,0
898	,4942.TW,嘉彰,46.55,-1.06,391,0,17.85,6.16,0.02
899	,4943.TW,康控-KY,56.6,-0.53,153,0.34,38.14,12.32,0
900	,4945.TW,陞達科技,58.2,-2.35,99,0.08,4.28,6.06,0
901	,4952.TW,凌通,65.6,-0.15,812,0.34,8.99,14.95,0
902	,4953.TW,緯軟,84.8,-1.17,151,0,12.04,9.37,0.7
903	,4956.TW,光鋐,23.35,0.86,555,0.18,9.05,23.25,0
904	,4958.TW,臻鼎-KY,96,-1.54,2413,0.01,60.48,5.66,0.4
905	,4960.TW,誠美材,11.9,0.85,9800,0.37,5.06,14.01,0
906	,4961.TW,天鈺,213,-1.62,10669,4.81,7.76,27.77,0.36
907	,4966.TW,譜瑞-KY,1785,0.28,728,0.6,75.58,3.7,4.28
908	,4967.TW,十銓,44.2,-1.67,2032,22.98,7.15,48.82,0
909	,4968.TW,立積,288,-10,3544,15.24,43.42,25.69,0.92
910	,4971.TW,IET-KY,75.7,-0.26,840,0.22,13.1,42.02,0.62
911	,4972.TW,湯石照明,31.05,0.65,33,0,0.92,4.32,0
912	,4973.TW,廣穎,23.55,1.07,116,0.24,1.67,14.42,0
913	,4974.TW,亞泰,55.8,0.36,197,0,8.99,2.76,0
914	,4976.TW,佳凌,67.4,-2.74,3867,6.9,0.83,30.23,0
915	,4977.TW,眾達-KY,84.3,-0.82,123,0.02,38.98,12.92,0
916	,4979.TW,華星光,17.6,-1.68,197,0.42,3.8,17.92,0
917	,4989.TW,榮科,42,2.94,1342,0.87,3.15,9.29,1.13
918	,4991.TW,環宇-KY,48.7,0.83,90,0.01,11.95,11.35,0.01
919	,4994.TW,傳奇,54,0.93,9,0,1.62,5.26,0
920	,4995.TW,晶達,34.05,-0.44,4,0,4.5,44.78,0
921	,4999.TW,鑫禾,42.2,-0.59,105,0.03,4.18,6.71,0.7
922	,5007.TW,三星,58.8,0,714,0,3.64,0.64,0
923	,5009.TW,榮剛,21.2,-1.4,3508,0.1,10.23,16.57,0.31
924	,5011.TW,久陽,30.6,9.87,3217,0.2,0.67,21.9,0
925	,5013.TW,強新,35.9,0.28,16,0,3.06,1.29,0
926	,5014.TW,建錩,21.15,-1.4,2032,0.75,2.5,35.09,0
927	,5015.TW,華祺,34.8,0.43,67,0,7.5,0.34,0
928	,5016.TW,松和,37.45,0.54,35,0,0.5,2.74,0
929	,5102.TW,富強,19.7,0.51,27,0,0.07,0.65,0
930	,5201.TW,凱衛,26.25,1.16,30,0,5.76,23.92,0
931	,5202.TW,力新,21.6,0.7,104,0,0.66,22.43,0
932	,5203.TW,訊連,90.5,1.57,121,0.02,17.16,3.83,0
933	,5206.TW,坤悅,16.7,0,31,0,11.04,0.56,0
934	,5211.TW,蒙恬,22.45,7.67,1377,2.01,9.56,18.05,0
935	,5212.TW,凌網,47.3,-4.54,6,0,32.7,1.29,0
936	,5213.TW,亞昕,21,0,186,0,1.19,1.3,0
937	,5215.TW,科嘉-KY,73.4,0.55,74,0.17,24.93,13.76,0
938	,5220.TW,萬達光電,36.85,-0.81,34,0,1.99,10.32,1.39
939	,5223.TW,安力-KY,48.05,3,133,0.02,42.4,19.93,0
940	,5225.TW,東科-KY,19.55,0,63,0,57.18,11.72,0.02
941	,5230.TW,雷笛克光學,28.65,0.35,27,0,3.49,26.24,0.73
942	,5234.TW,達興材料,91.9,-0.22,144,0,8.35,4.84,0
943	,5243.TW,乙盛-KY,66.7,0.76,3711,0.33,53.4,19.99,0.44
944	,5245.TW,智晶,46.35,0,41,0.03,15.35,14.13,0.18
945	,5251.TW,天鉞電,13.9,-0.36,7,0,21.8,4.89,0
946	,5258.TW,虹堡,35,6.54,22231,2.22,2.95,31.95,0
947	,5263.TW,智崴,126.5,5.42,387,0.45,17.56,13.28,3.75
948	,5269.TW,祥碩,1625,-1.52,760,0.83,25.61,4.88,1.88
949	,5272.TW,笙科,35.9,-1.24,1510,1,2.17,20.19,0
950	,5274.TW,信驊,2770,-2.46,234,0.08,69.91,0.97,5.22
951	,5281.TW,大峽谷-KY,20.65,0,8,0,41.51,7.47,0
952	,5283.TW,禾聯碩,117,0.86,183,0.01,2.4,0.72,0
953	,5284.TW,jpp-KY,44.55,0.11,6,0,61.56,2.46,0.34
954	,5285.TW,界霖,122,3.83,16741,3.96,6.87,22.64,1.57
955	,5287.TW,數字,253,-0.39,19,0,33.57,2.13,0.03
956	,5288.TW,豐祥-KY,155.5,0.32,43,0.04,68.15,6.76,0.24
957	,5289.TW,宜鼎,191.5,-0.52,104,0.13,41.37,6.98,0.73
958	,5291.TW,邑昇,33.95,-0.29,126,0,5.97,47.71,0
959	,5299.TW,杰力,191.5,1.06,3088,1.27,5.8,34.22,0
960	,5306.TW,桂盟,202,-1.94,120,0.04,25.79,0.57,0.04
961	,5312.TW,寶島科,57.9,0,16,0,12.7,0.65,0
962	,5315.TW,光聯,15.7,0.64,227,0.01,5.95,9.71,0
963	,5321.TW,美而快,126,-0.4,313,13.73,2.92,37.55,0
964	,5328.TW,華容,15.4,-0.32,866,0.34,1.29,8.62,0
965	,5347.TW,世界,144.5,1.05,12079,0.09,39.07,1.45,2.3
966	,5351.TW,鈺創,59.4,10,77777,14.43,13.86,43.01,1.04
967	,5353.TW,台林,20.2,-2.88,1830,0.03,0.08,11.01,0
968	,5356.TW,協益,26.15,-0.19,59,0.04,3.49,7.17,0
969	,5371.TW,中光電,57.4,4.17,4881,0.03,31.02,3.42,0.01
970	,5386.TW,青雲,46,2,508,2.29,6.02,18.61,0
971	,5388.TW,中磊,63.7,-0.93,428,0.02,23.26,6.5,0
972	,5392.TW,能率,25.75,0.19,291,0.02,5.29,10.55,0
973	,5398.TW,慕康生醫,20.1,0.5,13,0,2.48,9.84,0
974	,5403.TW,中菲,63.5,-0.16,45,0,0.56,0.93,0
975	,5410.TW,國眾,22.55,0.45,87,0,1.33,2.03,0
976	,5425.TW,台半,81.2,1.75,43054,2.71,18.87,32.38,6.19
977	,5426.TW,振發,14.2,4.03,9053,0.1,0.25,9.03,0
978	,5432.TW,新門,28,1.08,12,0,0.14,24.64,0
979	,5434.TW,崇越,138,-0.72,596,0,30.19,1.47,0.86
980	,5438.TW,東友,17,0,140,0.09,2.19,1.84,0
981	,5439.TW,高技,63.8,1.43,768,0.33,8.79,17,5.78
982	,5443.TW,均豪,32.5,0.46,428,0.14,3.83,17.51,0
983	,5450.TW,南良,16.25,0,26,0,0.04,2.66,0
984	,5452.TW,佶優,21.7,-1.59,2687,0.14,10.37,14.27,0
985	,5457.TW,宣德,84.8,1.44,2151,0.38,41.81,19.09,2.26
986	,5464.TW,霖宏,23.9,1.06,236,0.3,0.58,10.4,0
987	,5465.TW,富驊,14.65,-0.34,17,0,0.24,17.31,0
988	,5469.TW,瀚宇博,41.7,0.6,1186,0.03,12.47,13.76,0.15
989	,5471.TW,松翰,85.8,0,1093,0.6,16.09,16.87,0
990	,5474.TW,聰泰,117.5,-1.67,180,1.03,3.18,14.09,0
991	,5478.TW,智冠,89.4,-0.56,112,0.03,32.65,3.39,0
992	,5481.TW,新華,13.1,-0.38,285,0,26.65,8.4,0
993	,5483.TW,中美晶,189.5,3.55,10875,0.39,30.09,7.55,4.65
994	,5487.TW,通泰,35.55,-3.79,11,0,0.13,5.8,0
995	,5489.TW,彩富,36.5,0,8,0,0.91,0.64,0
996	,5490.TW,同亨,25.25,-0.39,77,0,3.7,5.46,0
997	,5493.TW,三聯,43.15,0.12,12,0,0.36,40.88,0
998	,5498.TW,凱崴,14.8,-0.34,330,0.02,1.27,12.01,0
999	,5508.TW,永信建,59.9,-0.17,86,0,1.14,8.12,0.04
1000	,5511.TW,德昌,29,0,11,0,2.37,0.09,0
1001	,5512.TW,力麒,9.16,-0.43,363,0,6.21,3.81,0
1002	,5514.TW,三豐,21.8,0.69,3,0,0.01,0.12,0
1003	,5515.TW,建國,13.1,-0.76,100,0,6.55,1.26,0
1004	,5516.TW,雙喜,15.15,-0.98,189,0,0.08,14.63,0
1005	,5519.TW,隆大,20.25,-0.98,396,0.03,2.73,3.21,0
1006	,5520.TW,力泰,50.8,-0.39,1,0,0.02,0.01,0
1007	,5521.TW,工信,8.58,-0.81,586,0.2,5.48,9.2,0.03
1008	,5522.TW,遠雄,67.2,-1.18,670,0.01,14.85,0.31,3.87
1009	,5523.TW,豐謙,29,0.52,21,0,0.13,4.68,0
1010	,5525.TW,順天,27.9,0,49,0,1.49,0.47,0
1011	,5530.TW,龍巖,45,-0.55,226,0.02,55.56,1.2,0
1012	,5531.TW,鄉林,11.1,0,569,0.02,5.62,3.87,0
1013	,5533.TW,皇鼎,18.9,-0.26,141,0,2.79,2.12,0
1014	,5534.TW,長虹,73.8,0.27,377,0.01,12.09,0.66,0.42
1015	,5536.TW,聖暉,185.5,0,28,0.01,17.29,1.76,0.24
1016	,5538.TW,東明-KY,45.3,-0.33,229,0.01,64.19,0.92,0
1017	,5543.TW,桓鼎-KY,68.1,-0.44,41,0.04,0.77,3.08,0
1018	,5546.TW,永固-KY,63.3,0.48,75,0.09,53.94,10.48,0
1019	,5601.TW,台聯櫃,30.95,-1.43,9,0,1.41,0.23,0
1020	,5603.TW,陸海,31.3,3.3,928,0.09,9.04,16.49,0
1021	,5604.TW,中連貨,76.8,0.52,33,0.03,11.06,0.51,0
1022	,5607.TW,遠雄港,50.5,1,1235,1.09,7.71,7.82,0
1023	,5608.TW,四維航,40.8,1.49,14301,2.13,7.09,23.92,0
1024	,5609.TW,中菲行,86.1,0.94,1724,0.12,18.57,11.97,0.01
1025	,5704.TW,老爺知,30.5,1.16,32,0,0.08,0.95,0
1026	,5706.TW,鳳凰,42.75,-2.17,348,0.22,2.29,7.24,0
1027	,5820.TW,日盛金,13,0.39,5761,0,25.82,0.02,0
1028	,5864.TW,致和證,14.85,1.37,114,0.04,0.48,11.64,0
1029	,5871.TW,中租-KY,266,-0.93,5161,0.03,79.42,0.34,1.19
1030	,5876.TW,上海商銀,44,-0.9,3733,0,57.42,0.09,0.48
1031	,5880.TW,合庫金,22.6,-0.66,10530,0,18.6,0.06,0.58
1032	,5902.TW,德記,25.7,0.78,33,0.01,0.34,25.99,0
1033	,5903.TW,全家,259,0,3,0,53.94,0.02,0.02
1034	,5904.TW,寶雅,497,1.43,76,0,34.03,0.31,0.49
1035	,5905.TW,南仁湖,15.3,-0.65,777,0.63,1.06,15.28,0
1036	,5906.TW,台南-KY,35.3,0.57,21,0,19.34,2.35,0
1037	,5907.TW,大洋-KY,19.25,0.26,49,0.01,53.8,6.61,0
1038	,6005.TW,群益證,15.15,0,4206,0.03,19.01,1.02,0.17
1039	,6015.TW,宏遠證,16.1,1.26,1308,2.95,4.21,14.01,0
1040	,6016.TW,康和證,11.8,0.43,1252,0.03,2.44,6.76,0
1041	,6020.TW,大展證,21.1,0.24,33,0,0.06,0.4,0
1042	,6021.TW,大慶證,21.3,0,16,0,8.09,0.11,0
1043	,6023.TW,元大期,49.05,0,38,0,0.54,0.19,0
1044	,6024.TW,群益期,38.7,-0.13,85,0,1.79,0.22,0
1045	,6026.TW,福邦證,15.95,3.24,2973,0.24,3.08,18.94,0
1046	,6104.TW,創惟,144,-3.03,24594,22.47,12.8,66.09,7.07
1047	,6108.TW,競國,21.5,0.23,247,0.02,4.44,4.91,0
1048	,6111.TW,大宇資,64.9,1.72,232,0.06,35.5,22.43,0
1049	,6112.TW,聚碩,38.25,-0.26,47,0.01,1.94,0.98,0
1050	,6114.TW,久威,22.5,0,21,0,0.38,15.54,0
1051	,6115.TW,鎰勝,42.5,0,88,0,8.57,0.15,0
1052	,6116.TW,彩晶,14.1,0.71,38093,1.5,10.8,14.23,0.03
1053	,6117.TW,迎廣,16.35,-3.54,22,0,2.9,1.45,0
1054	,6118.TW,建達,16.35,9.73,4422,0.3,2.78,15.39,0
1055	,6120.TW,達運,11.15,-0.45,1622,0.02,9.77,5.79,0.06
1056	,6121.TW,新普,299,3.28,2074,0.14,54.28,3.98,1.72
1057	,6122.TW,擎邦,11.05,0,10,0.01,1.03,10.59,0
1058	,6123.TW,上奇,50.1,-0.4,42,0,2.27,5.62,0
1059	,6124.TW,業強,27.4,-2.14,13,0,46.06,2.64,0
1060	,6125.TW,廣運,27.8,6.92,24668,1.6,2.33,34.31,0.01
1061	,6126.TW,信音,25.6,-0.78,2180,0.77,1.28,22.91,0
1062	,6127.TW,九豪,25.05,0.2,1125,0.54,1.87,18.09,0
1063	,6128.TW,上福,26.25,-0.38,87,0,2.7,1.17,0
1064	,6133.TW,金橋,8.75,-1.35,786,0,1.79,8.48,0
1065	,6134.TW,萬旭,15.3,1.66,33,0,22.04,2.88,0
1066	,6136.TW,富爾特,17.25,-0.29,83,0,4.07,13.44,0
1067	,6138.TW,茂達,182.5,-0.54,4607,2.24,28.42,21.33,10.09
1068	,6139.TW,亞翔,29.15,-0.85,388,0,15.65,4.21,0.02
1069	,6140.TW,訊達,16.05,0.94,99,0.04,0.63,35.77,0
1070	,6141.TW,柏承,24.8,0.61,120,0,3.65,10.98,0
1071	,6143.TW,振曜,57,0,4154,0.83,8.43,42.31,3.63
1072	,6146.TW,耕興,225.5,0.67,5,0,55.51,0.47,0
1073	,6147.TW,頎邦,64.3,-1.38,12262,0.48,40.36,9.41,1.87
1074	,6148.TW,驊宏資,14.15,0.35,71,0.04,0.38,16.47,0
1075	,6150.TW,撼訊,150,0,3976,30.89,16.73,60.26,0
1076	,6151.TW,晉倫,35.3,0.14,31,0.08,0.56,4.33,0
1077	,6153.TW,嘉聯益,25,-0.2,2148,0.08,9.26,14.5,0
1078	,6154.TW,順發,18.05,1.12,177,0,1.58,5.71,0
1079	,6155.TW,鈞寶,24.2,-0.21,152,0.01,2.62,9.76,0
1080	,6156.TW,松上,16.55,-0.3,145,0,3.21,6.65,0
1081	,6158.TW,禾昌,32.3,0,86,0.01,1.34,16.2,0
1082	,6160.TW,欣技,18.05,1.69,418,0.01,3.04,7.25,0
