符合條件商品
資料日期：2023年  1月  3日
策略,	05基本資料B
序號,	代碼,	商品,	成交,	漲幅%,	總量,	跌幅,	周K,	月均量,	等分坐標低檔
執行時間：2023-01-03 23:29 符合檔數(1732)
706	,3312.TW,弘憶股,17.25,0,127,-39.69,31.76,175.1,低
707	,3313.TW,斐成,9.97,0,59,-34.62,35.06,45.95,低
708	,3317.TW,尼克森,53.7,0.37,328,-30.44,54.52,637.4,低
709	,3321.TW,同泰,9.07,-0.33,162,-38.72,38.41,256.15,低
710	,3322.TW,建舜電,19,2.15,317,-29.5,40.66,416.65,中
711	,3323.TW,加百裕,33.6,1.82,111,-20.57,45.58,113.6,中
712	,3324.TW,雙鴻,152,2.7,681,-42.64,67.77,1534.45,中
713	,3325.TW,旭品,12.55,0.4,53,-32.16,49.83,58.2,低
714	,3332.TW,幸康,41.6,-0.24,1,-23.39,37.09,44.45,低
715	,3338.TW,泰碩,31.5,0.64,117,-48.02,27.85,123.05,低
716	,3339.TW,泰谷,12.65,0.4,94,-48.16,14.48,236.45,低
717	,3346.TW,麗清,34.75,0.72,326,-22.52,62.32,2204.4,中
718	,3354.TW,律勝,13.55,0,454,-32.59,42.39,126.25,低
719	,3356.TW,奇偶,39.5,1.94,1359,-21.47,41.56,4174.95,中
720	,3357.TW,臺慶科,80.4,-0.62,23,-36.44,63.61,34.85,低
721	,3360.TW,尚立,13.35,0,22,-26.65,34.4,70.3,低
722	,3362.TW,先進光,70.9,1.43,655,-21.74,59.93,3079.65,中
723	,3363.TW,上詮,22.85,0.66,80,-27.23,27.11,167.4,低
724	,3372.TW,典範,11.1,0.45,134,-46.63,26.47,316.25,低
725	,3373.TW,熱映,27.2,-3.55,323,-28.04,57.14,825.6,中
726	,3374.TW,精材,97.8,1.56,588,-35.87,39.15,1154.05,低
727	,3376.TW,新日興,82.4,0.98,180,-15.49,44.26,211.55,中
728	,3379.TW,彬台,11.6,-0.85,7,-15.94,58.58,37.8,低
729	,3380.TW,明泰,28.75,1.95,751,-18.21,39.23,957.65,中
730	,3388.TW,崇越電,74.8,1.91,106,-18.61,74.51,30.4,低
731	,3390.TW,旭軟,18,2.27,209,-31.03,23.12,172.8,低
732	,3402.TW,漢科,45.2,2.49,288,-16.61,70.71,197.6,中
733	,3406.TW,玉晶光,349,4.02,1877,-30.48,47.95,2115.2,中
734	,3413.TW,京鼎,181.5,1.68,298,-24.69,48.1,427.3,低
735	,3416.TW,融程電,83,0,15,-3.6,49.59,55.45,高
736	,3419.TW,譁裕,18.45,0.27,603,-20.99,50.34,3662.85,中
737	,3426.TW,台興,37.8,0,0,-6.2,40.5,1.2,中
738	,3432.TW,台端,18.85,2.45,214,-35.67,30.32,419.9,中
739	,3434.TW,哲固,24.9,3.53,214,-51.56,32.91,175.8,低
740	,3437.TW,榮創,17.05,0,132,-39.96,47.93,134.1,低
741	,3438.TW,類比科,54.1,0,184,-32.8,68.22,357.5,低
742	,3441.TW,聯一光,39.8,2.71,476,-18.02,51.64,1036.3,中
743	,3443.TW,創意,684,6.71,6400,-16.79,66.88,6947.95,高
744	,3444.TW,利機,62.3,-1.74,1389,-24.48,43.21,1636.75,中
745	,3450.TW,聯鈞,36.7,-0.14,99,-32.16,37.83,144.2,低
746	,3454.TW,晶睿,206.5,4.82,13864,-11.75,70.19,11334,高
747	,3455.TW,由田,79.9,0,172,-30.52,39.81,483.3,低
748	,3465.TW,進泰電子,81.2,1.37,12,-57.15,32.43,7.25,低
749	,3466.TW,致振,32.8,1.55,1807,-11.95,71.08,2251.2,高
750	,3479.TW,安勤,85,4.42,13595,-2.97,86.88,5423.65,高
751	,3481.TW,群創,11.2,1.36,40806,-37.78,24.02,39855.9,低
752	,3483.TW,力致,52.6,0.38,214,-41.81,52.29,309.25,低
753	,3484.TW,崧騰,43.15,0.47,76,-50.46,39.6,79.5,低
754	,3489.TW,森寶,10.1,0,9,-19.52,35.98,16.6,低
755	,3490.TW,單井,24.2,-0.62,206,-29.86,46.64,266.9,低
756	,3491.TW,昇達科,136,1.12,473,-32,58.43,1701.2,低
757	,3492.TW,長盛,18.3,0.27,117,-17.19,49.1,159.4,中
758	,3494.TW,誠研,10.8,3.35,825,-34.55,53.53,2374.15,中
759	,3498.TW,陽程,37.7,1.34,157,-0.4,92.43,305.2,高
760	,3499.TW,環天科,18.45,-0.54,235,-26.93,51.59,905.6,中
761	,3501.TW,維熹,49.3,-0.4,63,-6.1,66.49,319.95,高
762	,3504.TW,揚明光,78.5,3.56,903,-34.03,30.91,1171.45,低
763	,3508.TW,位速,38.5,-1.16,3064,-25.68,71.46,1430.9,中
764	,3511.TW,矽瑪,33.35,1.21,154,-24.12,24.26,339.4,中
765	,3512.TW,皇龍,28.65,0,23,-22.46,39.42,23.7,低
766	,3515.TW,華擎,149,4.93,10907,-39.43,82.93,4689.45,中
767	,3516.TW,亞帝歐,16.4,0,20,-8.64,50.11,105.15,中
768	,3518.TW,柏騰,19.45,-0.26,103,-34.18,16.84,179.9,低
769	,3520.TW,華盈,18.15,-0.27,309,-32.9,27.11,865.4,中
770	,3521.TW,鴻翊,22.1,0,344,-25.34,25.33,774.9,中
771	,3522.TW,御頂,10.3,0.49,21,-33.97,38.19,22.1,低
772	,3523.TW,迎輝,18.65,-0.27,31,-11.61,46.9,12.35,高
773	,3526.TW,凡甲,117.5,2.62,86,-43.78,32.71,117.1,低
774	,3527.TW,聚積,102.5,2.5,60,-47.84,39.69,186.2,低
775	,3528.TW,安馳,50.4,0,34,-6.32,51.63,14.75,中
776	,3529.TW,力旺,1395,4.49,801,-30.6,64.65,791.15,中
777	,3530.TW,晶相光,71.9,0.56,32,-44.9,37.95,68.95,低
778	,3531.TW,先益,26.3,0.19,13,-19.69,22.26,31.4,中
779	,3532.TW,台勝科,140,2.94,1091,-62.77,23.89,1258.85,低
780	,3533.TW,嘉澤,824,-0.24,575,-10.82,55.01,479.95,高
781	,3535.TW,晶彩科,21.65,3.1,536,-41.96,13.65,1550.4,低
782	,3536.TW,誠創,4,0.25,24,-35.48,47.92,49.9,低
783	,3537.TW,堡達,34.9,0.29,19,-21.04,73.56,30.15,低
784	,3540.TW,曜越,27.9,0.9,205,-33.25,74.97,428.1,中
785	,3541.TW,西柏,53.5,0.94,11,-26.51,38.55,63.55,低
786	,3543.TW,州巧,19.65,-0.76,29,-20.61,34.64,21.95,低
787	,3545.TW,敦泰,62.6,6.83,11084,-60.88,20.49,2722.4,低
788	,3546.TW,宇峻,76.7,-0.52,246,-13.82,72.72,265.45,中
789	,3548.TW,兆利,59.9,-1.16,150,-26.68,59.62,160.7,中
790	,3550.TW,聯穎,14,0,7,-22.22,58.38,58.95,低
791	,3551.TW,世禾,57.6,0.17,17,-22.48,77.35,36.45,中
792	,3552.TW,同致,138,1.47,517,-30.13,31.09,1342.55,低
793	,3555.TW,重鵬,28.7,0,8,-31.67,87.78,14.4,中
794	,3556.TW,禾瑞亞,55,0,77,-38.75,50.87,75.85,低
795	,3557.TW,嘉威,49.15,-0.71,12,-41.97,42.09,35.35,低
796	,3558.TW,神準,204.5,2.76,1490,-19.49,44.89,4654.85,中
797	,3563.TW,牧德,131.5,0.77,53,-44.16,49.98,63.25,低
798	,3564.TW,其陽,30.5,1.84,46,-21.79,53.62,80.75,中
799	,3567.TW,逸昌,23.8,-1.45,55,-35.33,37.68,49.95,低
800	,3570.TW,大塚,87.1,0.11,6,-6.44,40.78,6.8,中
801	,3576.TW,聯合再生,20.6,-0.24,4340,-16.26,23.77,10595,低
802	,3577.TW,泓格,88,4.14,560,-8.33,70.42,416.75,高
803	,3580.TW,友威科,59.6,1.02,262,-24.56,37.58,842.25,中
804	,3581.TW,博磊,21.8,-0.46,17,-20.44,63.96,39.3,中
805	,3583.TW,辛耘,72.7,0.97,152,-25.44,53.63,385.55,中
806	,3587.TW,閎康,155.5,2.64,1666,-9.33,68.58,3643.35,高
807	,3588.TW,通嘉,54.6,2.82,281,-63.96,30.53,370.6,低
808	,3591.TW,艾笛森,15.55,-0.64,274,-28.67,49.86,215.75,中
809	,3592.TW,瑞鼎,325.5,6.9,2514,-50.31,76.96,791.25,中
810	,3593.TW,力銘,13.3,-0.37,2,-28.88,40.15,16.85,低
811	,3594.TW,磐儀,28.2,4.25,1001,-10.33,54.69,2089.7,中
812	,3596.TW,智易,96.7,1.04,354,-28.63,49.9,813.45,低
813	,3597.TW,映興,23.35,0.21,7,-21.91,24.11,45.6,低
814	,3605.TW,宏致,31.7,-0.63,100,-43.39,45.23,162.45,低
815	,3607.TW,谷崧,11.9,0.42,27,-31.61,26.54,115.1,低
816	,3609.TW,三一東林,51.1,-1.35,48,-17.85,69.57,52.7,中
817	,3611.TW,鼎翰,193,0.26,18,-8.75,62.09,23.75,高
818	,3615.TW,安可,16.6,0,35,-30.25,48.92,59.9,低
819	,3617.TW,碩天,95,1.06,228,-21.49,25.34,593.9,中
820	,3622.TW,洋華,27.7,2.03,63,-23.48,54.79,86.8,低
821	,3623.TW,富晶通,15.5,0.65,41,-33.19,26.67,137.85,低
822	,3624.TW,光頡,39.6,2.06,428,-60.4,25.6,815.15,低
823	,3625.TW,西勝,12.15,-0.41,115,-50.1,12.28,788.6,低
824	,3628.TW,盈正,42.75,0.35,57,-31.82,67.37,264.65,低
825	,3629.TW,地心引力,39.7,0,0,-40.66,48.3,2.05,低
826	,3630.TW,新鉅科,28.1,0.9,101,-25.07,30.07,253.9,中
827	,3631.TW,晟楠,40.25,-0.86,40,-15.79,81.02,72.15,中
828	,3632.TW,研勤,9.91,-0.9,11,-14.57,37,18.35,中
829	,3645.TW,達邁,32.05,0.16,120,-48.88,46.46,298.45,低
830	,3646.TW,艾恩特,23.4,0.43,3,-26.07,77.52,30.9,中
831	,3652.TW,精聯,22.65,0.89,37,-14.53,47.75,125.65,中
832	,3653.TW,健策,376.5,0,786,-14.43,51.45,1165.1,中
833	,3661.TW,世芯-KY,855,8.5,6365,-30.49,61.03,4453.5,中
834	,3663.TW,鑫科,28.45,0,39,-21.63,65.08,42.65,中
835	,3664.TW,安瑞-KY,11.8,-0.42,29,-17.48,38.86,135.15,中
836	,3665.TW,貿聯-KY,239,1.06,512,-30.72,25.24,2156.7,低
837	,3666.TW,光耀,19.15,-1.29,107,-43.43,44.14,391.4,低
838	,3669.TW,圓展,46.15,-0.32,129,-33.02,62.94,749.4,低
839	,3672.TW,康聯訊,26.45,-0.94,5,-34.53,20.81,22.25,低
840	,3673.TW,TPK-KY,29.5,0.17,412,-27.61,31.16,514.8,低
841	,3675.TW,德微,166,3.11,366,-54.77,26.78,995.55,低
842	,3679.TW,新至陞,92.8,1.64,37,-6.73,52,152.85,高
843	,3680.TW,家登,276,4.15,2832,-10.53,77.54,1314.4,高
844	,3682.TW,亞太電,6,-1.64,1376,-26.83,32.98,2347.6,低
845	,3684.TW,榮昌,55.4,-0.36,13,-14.11,36.19,28.7,高
846	,3685.TW,元創精密,19.75,-0.75,32,-48.37,27.47,110.5,低
847	,3686.TW,達能,15.45,1.98,238,-19.53,69.88,1359.4,中
848	,3687.TW,歐買尬,94.5,0,1465,-54.57,79.5,1430.65,低
849	,3689.TW,湧德,31.95,0,65,-40.5,44.91,305.8,低
850	,3691.TW,碩禾,100,0.5,147,-47.64,26.12,566.9,低
851	,3693.TW,營邦,112,-1.75,947,-8.94,85.25,2667.95,高
852	,3694.TW,海華,19.5,0.52,70,-21.37,32.2,123.95,中
853	,3701.TW,大眾控,37.25,0.4,202,-51.56,31.23,406.3,低
854	,3702.TW,大聯大,47.85,-0.52,2200,-18.21,80.07,6151.95,低
855	,3703.TW,欣陸,27.75,-0.89,979,-19.57,30.16,1139.35,低
856	,3704.TW,合勤控,34.7,-0.57,7262,-3.48,82.88,4324.95,高
857	,3705.TW,永信,45.1,-1.96,3367,-13.77,60.12,6925.2,中
858	,3706.TW,神達,29.6,0.34,899,-14.82,76.92,2640.9,中
859	,3707.TW,漢磊,86.2,1.89,2440,-39.93,22.84,2834.4,低
860	,3708.TW,上緯投控,99.6,4.29,5200,-31.55,50.55,1718.5,低
861	,3709.TW,鑫聯大投控,22.85,0.44,4,-34.71,87.66,19.25,低
862	,3710.TW,連展投控,11.25,0.9,757,-37.15,33.22,1699.75,低
863	,3711.TW,日月光投控,94.6,0.75,7290,-10.75,69.98,13381.25,高
864	,3712.TW,永崴投控,28.6,2.88,1137,-18.75,77.01,694.1,中
865	,3713.TW,新晶投控,29.45,1.73,197,-21.26,53.89,383.2,中
866	,3714.TW,富采,45.1,0.78,1009,-56.43,60.42,2701.7,低
867	,4102.TW,永日,33.9,-5.96,3751,-24.33,53.73,10863.55,中
868	,4104.TW,佳醫,68,0.59,298,-4.49,76.04,401.45,高
869	,4105.TW,東洋,83.5,0.12,807,-5.65,63.48,3552.45,高
870	,4106.TW,雃博,28.6,-2.72,1580,-36.66,61.28,5329.15,低
871	,4107.TW,邦特,111.5,0,144,-10.8,46.33,235.4,中
872	,4108.TW,懷特,19.1,0,99,-14.92,56.59,295.05,中
873	,4109.TW,加捷生醫,14.65,-0.34,90,-8.44,61.47,164.3,中
874	,4111.TW,濟生,26.65,-1.66,520,-10.72,59.84,2112.7,中
875	,4113.TW,聯上,11.75,0,214,-19.8,31.53,439.8,低
876	,4114.TW,健喬,46,-5.54,31085,-17.56,69.37,52997.3,高
877	,4116.TW,明基醫,64.8,1.25,295,-29.95,57.38,2101.35,中
878	,4119.TW,旭富,96.5,-1.03,167,-8.53,51.16,619.4,高
879	,4120.TW,友華,35.85,-0.97,115,-13.72,37.87,154.85,中
880	,4121.TW,優盛,24.6,0.61,4604,-28.59,68.82,5608.4,中
881	,4123.TW,晟德,46.55,-1.59,965,-31.04,54.77,2345.2,低
882	,4126.TW,太醫,74.5,-1.32,204,-8.7,63.41,634.65,中
883	,4127.TW,天良,15.1,-2.27,268,-25.43,65.64,637.35,低
884	,4128.TW,中天,62.1,-0.16,2425,-23.62,47.51,8308,中
885	,4129.TW,聯合,47.95,0.31,627,-12.66,77.62,3142.4,高
886	,4130.TW,健亞,30.1,-7.38,6660,-28.08,60.02,14675.45,中
887	,4131.TW,晶宇,20.5,0,0,-36.53,33.72,3.7,中
888	,4133.TW,亞諾法,39.85,-3.28,2745,-53.06,57.09,2582.75,低
889	,4137.TW,麗豐-KY,199,0.25,251,-9.95,73.03,1690.65,高
890	,4138.TW,曜亞,62.8,-1.57,101,-8.32,62.03,193.6,中
891	,4139.TW,馬光-KY,42.15,-0.35,19,-25.66,10.18,61.65,低
892	,4142.TW,國光生,35.1,-1.4,792,-22.6,46.82,1665.05,低
893	,4147.TW,中裕,69.7,-1.41,1276,-6.44,77.05,1947.6,高
894	,4148.TW,全宇生技-KY,53.5,-0.37,64,-45.85,25.8,198.05,低
895	,4153.TW,鈺緯,37.1,-8.51,1468,-13.72,70.35,1235,高
896	,4154.TW,樂威科-KY,39.05,-2.38,11,-19.15,12.66,47.7,低
897	,4155.TW,訊映,27.35,-0.73,983,-7.13,68.9,3291.75,高
898	,4157.TW,太景*-KY,15.65,-2.49,1740,-25.65,47.67,5705.75,低
899	,4160.TW,創源,27.4,0,15,-12.88,48.95,93.3,中
900	,4161.TW,聿新科,27.5,-2.48,255,-16.41,53.22,1281.15,中
901	,4162.TW,智擎,128,2.4,7051,-14.95,56.46,10368.55,高
902	,4163.TW,鐿鈦,104.5,-1.42,594,-12.18,59.64,1092.8,中
903	,4164.TW,承業醫,43.65,0.23,110,-13.22,60.46,492.55,中
904	,4167.TW,松瑞藥,23.85,-3.83,15441,-17.76,68.77,37493.45,中
905	,4168.TW,醣聯,30.35,-0.33,1131,-35.29,41.19,4050.05,低
906	,4171.TW,瑞基,70.9,7.42,18621,-62.49,76.25,3005.9,低
907	,4173.TW,久裕,19,-1.81,569,-22.29,48.08,1819.15,低
908	,4174.TW,浩鼎,68.6,-0.72,537,-46.41,35.54,733.95,低
909	,4175.TW,杏一,76.4,-2.05,112,-23.45,51.54,390.85,低
910	,4183.TW,福永生技,18.5,0,0,-11.27,38.58,31.05,中
911	,4188.TW,安克,16.1,0.94,33,-15.93,53.56,135.85,中
912	,4190.TW,佐登-KY,75.3,0.27,115,-12.95,51.94,775,中
913	,4192.TW,杏國,25.15,-0.98,9,-43.04,34.83,42.95,低
914	,4198.TW,欣大健康,25.7,-3.02,3,-18.28,28.34,14.6,高
915	,4205.TW,中華食,100.5,-0.5,11,-22.39,60.88,9.15,低
916	,4207.TW,環泰,13.05,0.38,34,-27.9,54.68,150.95,低
917	,4303.TW,信立,15.15,-0.98,36,-51.9,19.47,70.9,低
918	,4304.TW,勝昱,9.59,-0.1,53,-39.3,57.74,156,低
919	,4305.TW,世坤,30.35,0,2,-12.41,79.46,3.8,低
920	,4306.TW,炎洲,14.4,0,396,-11.93,68.32,498.75,中
921	,4401.TW,東隆興,26.55,1.34,17,-24.14,30.52,26.7,低
922	,4402.TW,福大,11.3,4.63,1206,-41.15,45.87,320.1,中
923	,4406.TW,新昕纖,10.1,-0.49,17,-14.04,17.76,37.8,低
924	,4413.TW,飛寶企業,16,-1.23,7,-49.04,31.4,39.35,低
925	,4416.TW,三圓,80.4,1.64,1,-33.28,77.73,2.85,低
926	,4417.TW,金洲,38.8,0.78,69,-4.43,72.5,193.9,高
927	,4419.TW,元勝,10.35,0,0,-10,74.02,2,中
928	,4420.TW,光明,29.95,-0.66,3,-14.43,73.25,9.9,低
929	,4426.TW,利勤,26.45,-1.67,197,-22.43,71.05,691.25,中
930	,4430.TW,耀億,21.65,-0.69,9,-11.45,23.59,8.8,中
931	,4432.TW,銘旺實,27.2,-1.09,180,-19.05,73.08,685.05,高
932	,4433.TW,興采,30,-1.15,30,-20.42,52.45,42.6,中
933	,4438.TW,廣越,121,0.83,68,-17.69,15.3,137.2,中
934	,4439.TW,冠星-KY,100,0.2,7,-32.2,20.33,15.85,低
935	,4440.TW,宜新實業,32,-0.31,27,-37.13,13.23,34.7,低
936	,4502.TW,健信,37.1,-0.4,7,-19.26,33.58,7.85,低
937	,4503.TW,金雨,39.65,-1,570,-16,71.19,752.65,高
938	,4506.TW,崇友,70.4,0.43,25,-15.28,71.93,43.45,中
939	,4510.TW,高鋒,10.15,-1.46,64,-15.77,32.83,60,低
940	,4513.TW,福裕,21.9,-3.95,202,-25.64,34.49,306.3,中
941	,4523.TW,永彰,40.2,-0.99,93,-5.19,81.44,292.95,高
942	,4526.TW,東台,13.95,0,34,-17.94,56.92,79.35,低
943	,4527.TW,方土霖,28.55,0,9,-3.55,71.93,144.3,高
944	,4528.TW,江興鍛,31.9,0,4,-23.23,38.97,19.45,低
945	,4529.TW,淳紳,8.92,-0.78,17,-41.89,23.14,34.35,低
946	,4530.TW,宏易,6.7,-0.45,5,-32.32,54.38,30.9,低
947	,4532.TW,瑞智,16.15,0.31,233,-21.03,41.65,300.35,低
948	,4533.TW,協易機,10.5,0,26,-14.63,35.13,127.35,低
949	,4534.TW,慶騰,8.98,0.34,92,-43.16,35.16,89.15,低
950	,4535.TW,至興,38.4,0,0,-12.53,57.13,3.4,中
951	,4536.TW,拓凱,182,-0.55,354,-13.13,53.49,1430.05,高
952	,4538.TW,大詠城,18.15,-0.27,2,-20.92,21.05,14.9,中
953	,4540.TW,全球傳動,36.35,-0.27,12,-26.57,54.66,72.15,低
954	,4541.TW,晟田,29.95,-0.66,834,-20.77,52.06,806.25,中
955	,4542.TW,科嶠,25.1,0.4,0,-14.33,52.42,7.65,中
956	,4543.TW,萬在,23.35,0,103,-33.95,28.3,252.15,中
957	,4545.TW,銘鈺,29.55,-1.5,48,-17.92,65.81,55.35,中
958	,4549.TW,桓達,84.6,-0.12,9,-14.11,16.05,21,低
959	,4550.TW,長佳,23,0,14,-8,55.62,47.15,中
960	,4551.TW,智伸科,150,0.67,229,-16.9,35.57,412.25,中
961	,4552.TW,力達-KY,30,0.33,26,-14.16,73.83,56.35,中
962	,4554.TW,橙的,24.1,0,2,-44.15,8.99,21.5,低
963	,4555.TW,氣立,49.8,0.2,2,-16.3,33.19,8.5,低
964	,4556.TW,旭然,30.6,0,0,-7.83,55.33,2.15,中
965	,4557.TW,永新-KY,100.5,0,30,-27.17,15.89,66.3,中
966	,4560.TW,強信-KY,38.45,-0.65,22,-10.37,28.93,33.2,低
967	,4561.TW,健椿,21.55,-0.23,9,-26.45,18.59,17.6,低
968	,4562.TW,穎漢,15.1,0,47,-10.12,29.69,76.55,中
969	,4563.TW,百德,39.9,1.14,1867,-3.86,78.68,187.75,高
970	,4564.TW,元翎,24,-1.23,241,-39.24,41.31,367.05,低
971	,4566.TW,時碩工業,53.2,4.31,728,-16.22,35.55,750.15,中
972	,4568.TW,科際精密,59.3,0.68,2,-22.79,52.38,4.95,低
973	,4571.TW,鈞興-KY,70.4,0.28,7,-31.98,50.95,10.75,低
974	,4572.TW,駐龍,121,0.83,99,-16.84,54.03,414.6,中
975	,4576.TW,大銀微系統,70.1,1.15,9,-41.83,37.32,51.8,低
976	,4580.TW,捷流閥業,80.6,0,61,-19.24,51.86,36.55,低
977	,4581.TW,光隆精密-KY,35.7,-0.14,7,-2.06,81.53,10.85,高
978	,4609.TW,唐鋒,7.93,0,0,-18.92,23.47,4.45,低
979	,4702.TW,中美實,12.1,-0.82,54,-45.62,51.31,192.25,低
980	,4706.TW,大恭,16.95,0.59,8,-18.31,45.45,18.3,低
981	,4707.TW,磐亞,11.95,0,130,-13.09,82.65,264.15,中
982	,4711.TW,永純,14.95,-0.33,25,-21.93,71.89,42.3,低
983	,4712.TW,南璋,4.75,3.04,13,-46.21,53.63,9.15,低
984	,4714.TW,永捷,10.45,-0.48,89,-27.68,28.22,96.1,低
985	,4716.TW,大立,12.45,-5.32,963,-31.02,35.4,169.75,低
986	,4720.TW,德淵,13.75,0,83,-24.86,24.97,171.45,低
987	,4721.TW,美琪瑪,98.6,0.82,282,-39.32,27.41,770.6,低
988	,4722.TW,國精化,33.95,0.3,22,-29.12,68,61.4,低
989	,4726.TW,永昕,37.1,-1.07,293,-32.55,54.36,1326.5,低
990	,4728.TW,雙美,135,-0.74,29,-20.59,29.5,180.15,中
991	,4729.TW,熒茂,15.2,2.01,41,-13.64,40.49,75.8,高
992	,4735.TW,豪展,39,-0.76,69,-32.53,65.7,241.85,中
993	,4736.TW,泰博,182,-1.62,1051,-41.29,55.71,1439.5,低
994	,4737.TW,華廣,76.9,-0.39,18,-21.37,46.06,22.35,低
995	,4739.TW,康普,92.7,1.31,301,-44.99,33.96,1040.75,低
996	,4741.TW,泓瀚,25.25,0.4,10,-9.17,31.89,9.5,中
997	,4743.TW,合一,244.5,-0.41,5777,-21,34.76,10806,中
998	,4744.TW,皇將,24.75,0,144,-33.29,34.41,236.3,低
999	,4745.TW,合富-KY,24.55,-1.21,23,-37.05,40.95,50.05,低
1000	,4746.TW,台耀,70.9,-3.54,4668,-13.11,76.06,12627.5,高
1001	,4747.TW,強生,49,-4.3,701,-19.28,73.01,2383.35,中
1002	,4754.TW,國碳科,34.7,-0.43,6,-18.64,46.31,7.2,低
1003	,4755.TW,三福化,117,1.74,398,-51.55,42.87,927.2,低
1004	,4760.TW,勤凱,47.65,1.6,20,-46.64,51.22,22.7,低
1005	,4763.TW,材料-KY,195.5,9.83,7116,0,86.77,3533,高
1006	,4764.TW,雙鍵,52.8,1.54,58,-13.3,47.13,658.1,中
1007	,4766.TW,南寶,132.5,-0.38,34,-12.54,54.58,43.05,中
1008	,4767.TW,誠泰科技,27.1,-0.18,0,-15.84,80.71,2.5,中
1009	,4770.TW,上品,328,2.18,1225,-17.17,61.81,1671.75,中
1010	,4804.TW,大略-KY,11.1,0,173,-54.32,56.89,715.5,低
1011	,4806.TW,昇華,6.9,1.62,24,-39.74,29.16,4.9,低
1012	,4807.TW,日成-KY,21.05,1.45,9,-26.4,64.34,13.2,低
1013	,4903.TW,聯光通,13.7,-2.49,137,-5.19,80.8,128.15,高
1014	,4904.TW,遠傳,66.2,0.46,2054,-25.28,20.77,3524.8,低
1015	,4905.TW,台聯電,51,0.99,1,-12.22,23.19,2.2,低
1016	,4906.TW,正文,27.5,0.36,749,-18.76,46.82,1396.4,低
1017	,4907.TW,富宇,26.1,0.97,29,-9.22,54.46,75.2,中
1018	,4908.TW,前鼎,30.05,0.33,110,-29.13,27.35,239.9,低
1019	,4909.TW,新復興,16,1.27,35,-27.27,43.84,107.5,低
1020	,4911.TW,德英,51.6,-3.37,115,-28.53,56.77,110.15,中
1021	,4912.TW,聯德控股-KY,80,1.27,32,-56.64,50.58,44.9,低
1022	,4915.TW,致伸,55.9,0.72,1429,-22.47,42.83,3483.9,低
1023	,4916.TW,事欣科,26.85,0.56,397,-15.03,56.32,2425.2,中
1024	,4919.TW,新唐,118,2.61,2873,-42.44,60.62,5822.9,低
1025	,4924.TW,欣厚-KY,14.25,0.71,97,-27.66,25.53,390.05,低
1026	,4927.TW,泰鼎-KY,53.6,0.56,430,-50.83,40.15,910.6,低
1027	,4930.TW,燦星網,27.15,0.37,61,-30.38,82.08,67.7,低
1028	,4931.TW,新盛力,45.5,1.56,2375,-24.29,30.56,5482.15,中
1029	,4933.TW,友輝,31.5,0.96,2,-21.25,71.03,16.25,低
1030	,4934.TW,太極,27.45,-1.26,568,-25.91,60.17,1124.4,中
1031	,4935.TW,茂林-KY,55,0,82,-29.94,33.43,120.15,中
1032	,4938.TW,和碩,63.7,0.31,2590,-13.57,87.24,7534.15,中
1033	,4939.TW,亞電,14.95,1.36,321,-41.14,32.88,93.85,低
1034	,4942.TW,嘉彰,35.5,0.42,63,-29.7,55.4,79.85,低
1035	,4943.TW,康控-KY,15.3,9.68,325,-52.63,72.16,342.4,中
1036	,4944.TW,兆遠,9.8,-4.85,6,-66.78,11.55,9.45,低
1037	,4945.TW,陞達科技,45.25,0.67,14,-58.1,33.96,29.55,低
1038	,4946.TW,辣椒,52.7,-1.13,104,-40.85,75.23,179.6,低
1039	,4950.TW,牧東,21,-1.87,1132,-28.45,33.77,1035.6,低
1040	,4952.TW,凌通,46.65,0.86,65,-47.05,35.4,248.7,低
1041	,4953.TW,緯軟,84.5,2.18,142,-16.34,46.2,372.1,中
1042	,4956.TW,光鋐,14.2,0,26,-47.41,42.84,126.25,低
1043	,4958.TW,臻鼎-KY,107,1.9,3192,-17.05,28.6,6301.1,中
1044	,4960.TW,誠美材,10.1,2.43,2586,-26.28,40.46,1128.4,低
1045	,4961.TW,天鈺,123,6.49,10264,-45.33,53.95,3228.6,低
1046	,4966.TW,譜瑞-KY,792,2.46,466,-62.2,71.52,919.35,低
1047	,4967.TW,十銓,30.5,0.16,72,-35.31,41.59,159.65,低
1048	,4968.TW,立積,113.5,0.89,1711,-52.51,47.89,2937.5,低
1049	,4971.TW,IET-KY,53.1,1.34,46,-38.11,14.32,97.85,低
1050	,4972.TW,湯石照明,29.5,0,16,-12.98,37.52,16.85,低
1051	,4973.TW,廣穎,21.95,0.46,51,-12.55,56.75,511.4,中
1052	,4974.TW,亞泰,58.2,2.11,314,-2.18,76.76,251.25,高
1053	,4976.TW,佳凌,37.8,0.53,82,-40.38,45.18,229.1,低
1054	,4977.TW,眾達-KY,104,5.16,4752,-17.79,45.2,3699.85,中
1055	,4979.TW,華星光,41.6,4.52,6195,-24.23,53.61,5821.05,中
1056	,4987.TW,科誠,57.5,-0.35,41,-7.56,84.57,16.15,中
1057	,4989.TW,榮科,24.65,-0.8,178,-45.58,35.55,143.3,低
1058	,4991.TW,環宇-KY,38.35,-1.67,12,-19.6,68.31,23.65,中
1059	,4994.TW,傳奇,41.1,0.49,128,-29.02,35.39,113,低
1060	,4995.TW,晶達,38.2,1.33,20,-13.96,71.02,24.55,中
1061	,4999.TW,鑫禾,36.95,0.68,8,-9.99,60.71,26.75,中
