符合條件商品
資料日期：2021年 11月 22日
策略,	02每日資料（大戶）
序號,	代碼,	商品,	成交,	漲幅%,	總量,	大戶持股比例
執行時間：2021-11-22 18:49 符合檔數(1743)
1476	,6629.TW,泰金-KY,60.2,-1.31,11,83.27
1477	,6640.TW,均華,111,0.91,37,67.78
1478	,6641.TW,基士德-KY,59,0.85,20,61.49
1479	,6642.TW,富致,69.8,-0.99,79,49.91
1480	,6643.TW,M31,458.5,0.99,1752,40.31
1481	,6649.TW,台生材,25.05,0,15,41.08
1482	,6651.TW,全宇昕,111.5,-1.33,181,27.68
1483	,6654.TW,天正國際,99.5,1.84,1097,63.9
1484	,6655.TW,科定,83,-1.19,21,69.87
1485	,6661.TW,威健生技,24.85,-0.2,14,49.47
1486	,6662.TW,樂斯科,30.7,0.99,18,45.14
1487	,6664.TW,群翊,65.3,0.31,26,42.89
1488	,6666.TW,羅麗芬-KY,69.1,0.73,8,78.99
1489	,6667.TW,信紘科,76.2,4.96,391,51.32
1490	,6668.TW,中揚光,64.5,9.88,1242,55.76
1491	,6669.TW,緯穎,1030,1.98,1071,63.35
1492	,6670.TW,復盛應用,195,0.26,44,74.33
1493	,6671.TW,三能-KY,47.5,0.21,10,57.82
1494	,6672.TW,騰輝電子-KY,136,0.37,746,29
1495	,6674.TW,鋐寶科技,31.2,0.97,36,81.46
1496	,6679.TW,鈺太,375.5,4.31,1218,34.66
1497	,6680.TW,鑫創電子,49.1,-1.8,4,57.65
1498	,6683.TW,雍智科技,336,0.45,148,11.44
1499	,6684.TW,安格,193,-4.93,2206,19.53
1500	,6690.TW,安碁資訊,121.5,2.1,5,64.54
1501	,6697.TW,東捷資訊,39.25,-1.13,21,70.36
1502	,6698.TW,旭暉應材,40.6,2.78,75,36.94
1503	,6703.TW,軒郁,87,0,42,32.75
1504	,6706.TW,惠特,221.5,5.73,3859,28.58
1505	,6712.TW,長聖,243,5.19,1846,45.84
1506	,6715.TW,嘉基,116.5,-0.85,65,73.97
1507	,6716.TW,應廣,168,-0.59,100,28.86
1508	,6727.TW,亞泰金屬,68.5,-0.58,67,7.65
1509	,6728.TW,上洋,89.8,0.11,12,62.98
1510	,6732.TW,昇佳電子,530,0.19,193,56.44
1511	,6733.TW,博晟生醫,24.35,3.18,186,54.21
1512	,6741.TW,91APP*-KY,297,6.26,1375,74.54
1513	,6743.TW,安普新,79.9,-1.36,1035,59.93
1514	,6747.TW,亨泰光,333,-0.45,12,63.61
1515	,6751.TW,智聯服務,52.3,0.38,16,61.25
1516	,6752.TW,叡揚,62.8,0.48,90,18.46
1517	,6754.TW,匯僑設計,41.5,-0.48,50,82.39
1518	,6756.TW,威鋒電子,592,-2.95,6304,59.93
1519	,6761.TW,穩得,198,-1.98,488,45.93
1520	,6762.TW,達亞,264,0,1,59.31
1521	,6767.TW,台微醫,30,-0.17,45,45.21
1522	,6768.TW,志強-KY,69.2,-0.43,48,85.27
1523	,6776.TW,展碁國際,44.1,2.56,2941,73.14
1524	,6781.TW,AES-KY,1505,3.08,341,78.57
1525	,6788.TW,華景電,238,-4.42,817,18.35
1526	,6790.TW,永豐實,49.5,-1.2,465,81.64
1527	,6803.TW,崑鼎,236.5,-0.42,15,63.37
1528	,6806.TW,森崴能源,100,-4.31,1712,65.76
1529	,6840.TW,東研信超-新,87.5,0,3,56.86
1530	,6843.TW,進典-新,49,0,2,79.15
1531	,6855.TW,數泓科-新,97,0.21,3,77.06
1532	,6857.TW,宏碁智醫-新,82,5.13,6,97.29
1533	,7402.TW,邑錡,50.5,0.2,22,33.77
1534	,7556.TW,意德士,117,0,13,57.11
1535	,8011.TW,台通,20.9,10,7184,23.28
1536	,8016.TW,矽創,293.5,0.51,2832,22.64
1537	,8021.TW,尖點,41.5,1.1,1216,25.55
1538	,8024.TW,佑華,28.2,2.36,759,18.86
1539	,8027.TW,鈦昇,70.5,2.62,1557,27.32
1540	,8028.TW,昇陽半導體,52.7,1.15,1251,31.37
1541	,8032.TW,光菱,28.75,1.77,1038,81.48
1542	,8033.TW,雷虎,18.85,9.91,6873,19.99
1543	,8034.TW,榮群,16.3,0,313,12.27
1544	,8038.TW,長園科,37.9,2.16,339,24.07
1545	,8039.TW,台虹,46.45,0.76,403,50.52
1546	,8040.TW,九暘,79.2,4.07,14355,24.51
1547	,8042.TW,金山電,46.25,0.43,41,63.3
1548	,8043.TW,蜜望實,28.15,1.62,285,55.71
1549	,8044.TW,網家,140,0.72,3916,48.04
1550	,8046.TW,南電,561,2.37,3099,81.81
1551	,8047.TW,星雲,13,2.77,58,60.54
1552	,8048.TW,德勝,35.75,2,187,33.36
1553	,8049.TW,晶采,25.3,0.4,407,26.89
1554	,8050.TW,廣積,39.25,-0.63,93,43.42
1555	,8054.TW,安國,66.8,2.93,9348,3.13
1556	,8059.TW,凱碩,11.15,0.9,284,72.69
1557	,8064.TW,東捷,22.2,2.54,5005,32.25
1558	,8066.TW,來思達,33.65,1.66,226,0
1559	,8067.TW,志旭,9.28,-6.26,111,74.61
1560	,8068.TW,全達,27.45,1.1,44,78.67
1561	,8069.TW,元太,121,3.42,69054,73.44
1562	,8070.TW,長華*,34.9,0.43,931,71.7
1563	,8071.TW,能率網通,12.5,-0.4,79,36.17
1564	,8072.TW,陞泰,24.45,0.41,23,67.34
1565	,8074.TW,鉅橡,19.3,0.52,49,39.68
1566	,8076.TW,伍豐,32.55,2.36,971,30.05
1567	,8077.TW,洛碁,11.4,-1.72,7,88.92
1568	,8080.TW,永利聯合,8.1,-4.71,27,45.57
1569	,8081.TW,致新,250.5,-0.4,661,25.51
1570	,8083.TW,瑞穎,173,0,25,39.89
1571	,8084.TW,巨虹,63.3,-0.63,72,57.27
1572	,8085.TW,福華,17.05,-2.29,621,57.68
1573	,8086.TW,宏捷科,156,0,2566,44.16
1574	,8087.TW,華鎂鑫,25.55,-3.95,44,40.98
1575	,8088.TW,品安,25.05,9.87,2171,18.81
1576	,8089.TW,康全電訊,27.45,1.29,40,45.48
1577	,8091.TW,翔名,72.8,0.69,152,25.47
1578	,8092.TW,建暐,9.02,0.56,96,42.76
1579	,8093.TW,保銳,8.1,0.62,68,42.55
1580	,8096.TW,擎亞,13.25,2.71,1545,23.87
1581	,8097.TW,常珵,26.35,-1.31,294,39.18
1582	,8099.TW,大世科,43.15,1.05,803,74.8
1583	,8101.TW,華冠,2.4,0,233,47.08
1584	,8103.TW,瀚荃,51.8,3.91,4298,26.66
1585	,8104.TW,錸寶,49.05,0.2,170,52.93
1586	,8105.TW,凌巨,12.95,-0.38,1075,60.46
1587	,8107.TW,大億金茂,18.65,0.81,71,47.02
1588	,8109.TW,博大,71.6,0.14,20,37.11
1589	,8110.TW,華東,19.25,0.79,8584,57.69
1590	,8111.TW,立碁,21.7,1.64,1425,29.03
1591	,8112.TW,至上,44.6,1.36,4610,28.18
1592	,8114.TW,振樺電,107,3.38,484,43.71
1593	,8121.TW,越峰,54.3,1.31,1913,48.03
1594	,8131.TW,福懋科,39.25,0.26,293,74.73
1595	,8147.TW,正淩,52.1,2.16,77,35.57
1596	,8150.TW,南茂,47.45,0.32,6163,66.73
1597	,8155.TW,博智,148,-0.67,438,45.13
1598	,8163.TW,達方,45.45,5.94,7040,40.13
1599	,8171.TW,天宇,52.8,1.15,690,25.58
1600	,8176.TW,智捷,8.89,1.14,68,28.97
1601	,8182.TW,加高,60.6,0.17,5557,65.35
1602	,8183.TW,精星,60.9,9.93,24672,48.69
1603	,8201.TW,無敵,17.8,-2.2,2686,48.31
1604	,8210.TW,勤誠,77.2,0.65,168,62.82
1605	,8213.TW,志超,48.4,-0.1,745,34.82
1606	,8215.TW,明基材,37.95,-2.19,11265,54.67
1607	,8222.TW,寶一,15.15,0,293,34.68
1608	,8234.TW,新漢,23.5,-0.21,61,51.29
1609	,8240.TW,華宏,31.4,0.96,191,50.64
1610	,8249.TW,菱光,27.45,1.86,213,69.81
1611	,8255.TW,朋程,260,-1.52,6332,44.36
1612	,8261.TW,富鼎,111.5,-2.19,3902,16.39
1613	,8271.TW,宇瞻,46.9,2.29,5105,21.77
1614	,8277.TW,商丞,12.85,9.83,1971,17.85
1615	,8279.TW,生展,104,-0.48,27,57.16
1616	,8284.TW,三竹,45.75,-0.33,9,26.48
1617	,8289.TW,泰藝,39.4,7.07,6916,36.15
1618	,8291.TW,尚茂,7.22,2.85,6,73.34
1619	,8299.TW,群聯,427.5,3.14,5107,31.36
1620	,8341.TW,日友,203,1,71,54.84
1621	,8342.TW,益張,52.1,0,0,56.88
1622	,8349.TW,恒耀,57.5,-1.2,70,65.72
1623	,8354.TW,冠好,14.85,-0.34,2,55.25
1624	,8358.TW,金居,83,4.93,14590,41.46
1625	,8367.TW,建新國際,54,0.75,322,61.22
1626	,8374.TW,羅昇,30.15,-0.33,48,73.85
1627	,8383.TW,千附,41.8,0.24,178,36.34
1628	,8390.TW,金益鼎,34,1.49,226,40.13
1629	,8401.TW,白紗科,13.95,-1.06,481,41.44
1630	,8403.TW,盛弘,26.65,0.19,105,30.13
1631	,8404.TW,百和興業-KY,34.45,-1.43,502,73.26
1632	,8406.TW,金可-KY,196,5.66,1179,56.73
1633	,8409.TW,商之器,15.7,0.32,16,29.04
1634	,8410.TW,森田,31.95,0.47,71,45.78
1635	,8411.TW,福貞-KY,16.65,1.22,145,73.39
1636	,8415.TW,大國鋼,34.35,0.73,1062,83.14
1637	,8416.TW,實威,119.5,0,18,73.06
1638	,8418.TW,捷必勝-KY,10.6,0.47,3,87.59
1639	,8420.TW,明揚,38.7,-2.27,97,72.74
1640	,8421.TW,旭源,10.05,0.5,84,41.32
1641	,8422.TW,可寧衛,241.5,2.55,1491,44.55
1642	,8423.TW,保綠-KY,17.6,0.28,0,59.67
1643	,8424.TW,惠普,61.1,0,12,50.7
1644	,8426.TW,紅木-KY,17,0,22,73.65
1645	,8427.TW,基勝-KY,74.7,0.13,11,90.75
1646	,8429.TW,金麗-KY,13.2,0.76,975,36.59
1647	,8431.TW,匯鑽科,61.5,1.65,146,22.39
1648	,8432.TW,東生華,44.4,0.68,22,56.48
1649	,8433.TW,弘帆,42.6,-1.16,2,68.38
1650	,8435.TW,鉅邁,58,0,30,17.83
1651	,8436.TW,大江,209.5,0.96,774,36.9
1652	,8437.TW,大地-KY,149.5,-0.66,20,44.24
1653	,8440.TW,綠電,19.2,0.52,71,63.97
1654	,8442.TW,威宏-KY,42,-0.24,25,72.28
1655	,8443.TW,阿瘦,11.85,1.28,132,62.6
1656	,8444.TW,綠河-KY,126,0,34,76.11
1657	,8446.TW,華研,93.6,1.41,588,49.25
1658	,8450.TW,霹靂,35.5,9.91,2054,64.65
1659	,8454.TW,富邦媒,1640,-3.53,379,76.27
1660	,8455.TW,大拓-KY,18.7,1.08,4,87.78
1661	,8462.TW,柏文,140.5,0,51,60.06
1662	,8463.TW,潤泰材,31.2,0.48,43,80.77
1663	,8464.TW,億豐,391.5,3.03,762,73.99
1664	,8466.TW,美吉吉-KY,53.2,-0.93,11,65.27
1665	,8467.TW,波力-KY,40.65,-0.61,10,66.5
1666	,8472.TW,夠麻吉,51.6,0.19,16,61.62
1667	,8473.TW,山林水,33.85,-0.29,34,73.82
1668	,8476.TW,台境,57.5,0,218,65.16
1669	,8477.TW,創業家,34.9,0.29,30,38.31
1670	,8478.TW,東哥遊艇,110,4.27,1687,82.85
1671	,8480.TW,泰昇-KY,105.5,0.48,15,79.92
1672	,8481.TW,政伸,71.2,-0.14,7,56.79
1673	,8482.TW,商億-KY,72.3,-0.69,22,93.22
1674	,8488.TW,吉源-KY,15.8,0,8,79.77
1675	,8489.TW,三貝德,32.15,-1.08,77,23.75
1676	,8499.TW,鼎炫-KY,128,0,33,72.11
1677	,8905.TW,裕國,21.6,-1.37,195,69.34
1678	,8906.TW,花王,14.75,0.68,2,70.74
1679	,8908.TW,欣雄,56.9,0.18,26,86.08
1680	,8916.TW,光隆,41.05,-0.12,189,54.72
1681	,8917.TW,欣泰,87.2,-1.47,10,65.14
1682	,8921.TW,沈氏,14.8,-1.33,48,58.17
1683	,8923.TW,時報,16.4,0,0,74.55
1684	,8924.TW,大田,159.5,-1.24,662,34.89
1685	,8926.TW,台汽電,38,0.93,539,53.69
1686	,8927.TW,北基,36.4,7.06,1184,70.69
1687	,8928.TW,鉅明,34.7,-0.29,34,37.95
1688	,8929.TW,富堡,21.05,0.24,35,41.82
1689	,8930.TW,青鋼,14.8,0,62,53.6
1690	,8931.TW,大汽電,31.55,-0.16,16,73.87
1691	,8932.TW,宏大,25.6,-0.58,382,55.99
1692	,8933.TW,愛地雅,11.75,0,529,46.1
1693	,8935.TW,邦泰,12.75,-1.92,264,21.66
1694	,8936.TW,國統,20.6,1.23,434,35.35
1695	,8937.TW,合騏,12.7,2.01,25,54.39
1696	,8938.TW,明安,76.8,0.13,412,52.37
1697	,8940.TW,新天地,13.5,-0.74,160,65.34
1698	,8941.TW,關中,37.2,0.81,4,62.16
1699	,8942.TW,森鉅,68.1,-0.58,153,47.4
1700	,8996.TW,高力,58.5,0.86,1732,23.26
1701	,9802.TW,鈺齊-KY,100,0.2,393,67.43
1702	,9902.TW,台火,13.3,-0.75,179,34.99
1703	,9904.TW,寶成,34.35,-1.01,4494,78.76
1704	,9905.TW,大華,26.2,-0.38,90,77.33
1705	,9906.TW,欣巴巴,57.7,1.23,122,69.92
1706	,9907.TW,統一實,13.25,0.38,830,71.4
1707	,9908.TW,大台北,33.35,0.15,214,76.72
1708	,9910.TW,豐泰,213.5,-0.93,523,88.68
1709	,9911.TW,櫻花,68.5,-0.72,510,71.18
1710	,9912.TW,偉聯,8.9,0.56,35,41.06
1711	,9914.TW,美利達,314.5,2.28,526,72.69
1712	,9917.TW,中保科,104.5,-0.95,139,78.24
1713	,9918.TW,欣天然,42.7,-1.04,28,75.38
1714	,9919.TW,康那香,22.75,2.02,715,42.24
1715	,9921.TW,巨大,322,3.04,1263,68.12
1716	,9924.TW,福興,41.3,0.24,177,57.09
1717	,9925.TW,新保,39.2,0,250,67.09
1718	,9926.TW,新海,49.5,-0.3,1,76.74
1719	,9927.TW,泰銘,33.6,0.6,955,50.81
1720	,9928.TW,中視,6.12,0,1,82.79
1721	,9929.TW,秋雨,9.51,-0.94,46,72.15
1722	,9930.TW,中聯資源,44.85,0,106,75.38
1723	,9931.TW,欣高,39.8,-0.13,4,72.85
1724	,9933.TW,中鼎,36.65,-0.68,872,62.41
1725	,9934.TW,成霖,14.9,-0.33,335,65.7
1726	,9935.TW,慶豐富,20.4,2.26,369,45.45
1727	,9937.TW,全國,48.75,0,2,81.6
1728	,9938.TW,百和,82.3,0.73,670,72.44
1729	,9939.TW,宏全,68.1,0.74,264,50.15
1730	,9940.TW,信義,33.85,0.89,429,79.16
1731	,9941.TW,裕融,171.5,-1.44,407,68.6
1732	,9942.TW,茂順,87.9,-0.11,87,41.81
1733	,9943.TW,好樂迪,61.8,-0.16,86,69.39
1734	,9944.TW,新麗,22.55,0.45,301,67.27
1735	,9945.TW,潤泰新,66.7,-0.6,6326,62.93
1736	,9946.TW,三發地產,15.5,0.32,60,76.52
1737	,9949.TW,琉園,11.55,0,18,53.56
1738	,9950.TW,萬國通,9.91,-0.9,3,84.18
1739	,9951.TW,皇田,81,-0.74,64,40.64
1740	,9955.TW,佳龍,17.35,0.29,36,60.39
1741	,9958.TW,世紀鋼,109.5,-1.79,1408,50.65
1742	,9960.TW,邁達康,27.65,-0.36,29,56.13
1743	,9962.TW,有益,16.45,0.3,571,30.55
