符合條件商品
資料日期：2021年 12月  6日
策略,	02每日資料（大戶）
序號,	代碼,	商品,	成交,	漲幅%,	總量,	大戶持股比例
執行時間：2021-12-07 02:15 符合檔數(1743)
992	,4714.TW,永捷,14.25,1.06,718,26.2
993	,4716.TW,大立,14.85,0.34,236,32.85
994	,4720.TW,德淵,14.25,0.35,74,49.5
995	,4721.TW,美琪瑪,155,2.31,5832,29.12
996	,4722.TW,國精化,42.35,0,165,35.51
997	,4726.TW,永昕,38.55,0.65,271,39.54
998	,4728.TW,雙美,79.1,-0.25,8,60.34
999	,4729.TW,熒茂,12.95,0,56,48.86
1000	,4735.TW,豪展,56.6,-1.22,124,22.11
1001	,4736.TW,泰博,173.5,-0.86,295,42.47
1002	,4737.TW,華廣,72.8,4.75,150,49.26
1003	,4739.TW,康普,144,1.41,3144,30.81
1004	,4741.TW,泓瀚,27,0.37,4,46.58
1005	,4743.TW,合一,296.5,1.89,4616,50.7
1006	,4744.TW,皇將,27.6,-0.54,47,38.81
1007	,4745.TW,合富-KY,27.1,7.54,468,48.77
1008	,4746.TW,台耀,56.1,-0.36,481,21.28
1009	,4747.TW,強生,35.3,0.28,4,33.22
1010	,4754.TW,國碳科,38.1,-0.39,18,29.01
1011	,4755.TW,三福化,93.8,6.96,4040,70.29
1012	,4760.TW,勤凱,97.4,-1.52,281,30.88
1013	,4763.TW,材料-KY,99.3,0.2,106,69.42
1014	,4764.TW,雙鍵,60,-0.5,15,73.24
1015	,4766.TW,南寶,137.5,-1.08,8,73.86
1016	,4767.TW,誠泰科技,28.7,-1.88,12,47.55
1017	,4803.TW,VHQ-KY,2.36,9.77,633,48.91
1018	,4804.TW,大略-KY,8.43,0.12,90,55.77
1019	,4806.TW,昇華,9,-0.44,12,52.81
1020	,4807.TW,日成-KY,27.4,0.18,28,60.25
1021	,4903.TW,聯光通,13.75,1.1,417,11.97
1022	,4904.TW,遠傳,62.6,-0.48,2217,88.79
1023	,4906.TW,正文,28.2,1.81,2903,15.62
1024	,4907.TW,富宇,25.5,-0.58,21,85.11
1025	,4908.TW,前鼎,32.4,3.85,509,39.07
1026	,4909.TW,新復興,22.65,1.34,111,34.04
1027	,4911.TW,德英,27.8,0.18,5,45.96
1028	,4912.TW,聯德控股-KY,166,1.22,184,41.05
1029	,4915.TW,致伸,53.5,-0.37,2728,54
1030	,4916.TW,事欣科,30.85,-0.8,1031,33.89
1031	,4919.TW,新唐,149,-3.25,16392,65.18
1032	,4924.TW,欣厚-KY,14,1.08,51,54.46
1033	,4927.TW,泰鼎-KY,95.6,-0.73,5250,60.98
1034	,4930.TW,燦星網,25.75,0.39,231,57
1035	,4931.TW,新盛力,20.15,5.5,394,54.2
1036	,4933.TW,友輝,35.35,0.28,64,60.03
1037	,4934.TW,太極,34.15,-0.29,1404,29.09
1038	,4935.TW,茂林-KY,82.2,0.24,472,45.98
1039	,4938.TW,和碩,66.9,0.75,5828,64.9
1040	,4939.TW,亞電,20.2,-0.25,1039,13.29
1041	,4942.TW,嘉彰,45.8,0,167,52.05
1042	,4943.TW,康控-KY,35.5,-4.18,1091,48.29
1043	,4944.TW,兆遠,22,10,208,59.41
1044	,4945.TW,陞達科技,72,9.92,741,52.03
1045	,4946.TW,辣椒,35.35,1,51,27.64
1046	,4950.TW,牧東,20.95,9.97,3929,25.82
1047	,4952.TW,凌通,73.3,-0.95,836,50.33
1048	,4953.TW,緯軟,83.9,-0.83,267,37.72
1049	,4956.TW,光鋐,27.85,4.7,9229,23.73
1050	,4958.TW,臻鼎-KY,98.7,0.51,1894,70.69
1051	,4960.TW,誠美材,12.4,0.4,3903,34.75
1052	,4961.TW,天鈺,264.5,3.93,8460,38.74
1053	,4966.TW,譜瑞-KY,2030,-1.93,323,29.88
1054	,4967.TW,十銓,45.95,-1.39,2969,7
1055	,4968.TW,立積,260,-4.59,2406,23.72
1056	,4971.TW,IET-KY,74.6,-0.13,193,6.55
1057	,4972.TW,湯石照明,31.75,0.47,14,35.64
1058	,4973.TW,廣穎,25,-0.2,113,24.84
1059	,4974.TW,亞泰,54.8,1.86,292,42.57
1060	,4976.TW,佳凌,71.3,0.28,2112,26.1
1061	,4977.TW,眾達-KY,84.1,0.12,77,42.43
1062	,4979.TW,華星光,19,2.15,283,31.96
1063	,4987.TW,科誠,52,0.19,4,21.67
1064	,4989.TW,榮科,48.25,-2.72,1622,67.59
1065	,4991.TW,環宇-KY,49.75,-2.07,88,44.16
1066	,4994.TW,傳奇,52.1,-0.76,27,79.62
1067	,4995.TW,晶達,35.15,1.01,19,54.21
1068	,4999.TW,鑫禾,41.5,1.47,66,30.55
1069	,5007.TW,三星,56.5,0,15,82.18
1070	,5009.TW,榮剛,21.3,0,1562,38.7
1071	,5011.TW,久陽,42,5,26889,39.33
1072	,5013.TW,強新,36.4,0.83,16,77.83
1073	,5014.TW,建錩,21.9,1.39,1434,25.44
1074	,5015.TW,華祺,35.8,-0.28,20,45.24
1075	,5016.TW,松和,37.6,0.4,48,58.25
1076	,5102.TW,富強,20.3,-0.25,6,82.14
1077	,5201.TW,凱衛,26.55,0.38,3,32.66
1078	,5202.TW,力新,18.6,-2.36,95,61.01
1079	,5203.TW,訊連,93.3,1.97,65,46.09
1080	,5205.TW,中茂,11.2,0,0,52.7
1081	,5206.TW,坤悅,15.5,-2.82,96,78.55
1082	,5209.TW,新鼎,69,0.29,44,54.42
1083	,5210.TW,寶碩,19.5,5.41,939,35.48
1084	,5211.TW,蒙恬,19.85,1.28,43,34.24
1085	,5212.TW,凌網,47.7,-0.21,0,67.81
1086	,5213.TW,亞昕,22.95,0.66,239,80.78
1087	,5215.TW,科嘉-KY,89.1,3.36,4251,48.16
1088	,5220.TW,萬達光電,35.2,0,62,24.26
1089	,5222.TW,全訊,206.5,-0.24,690,21.08
1090	,5223.TW,安力-KY,59.5,3.12,376,53.28
1091	,5225.TW,東科-KY,21.05,-3.44,148,60.76
1092	,5230.TW,雷笛克光學,35.7,0.14,815,16.02
1093	,5234.TW,達興材料,129.5,1.57,4591,66.08
1094	,5236.TW,凌陽創新,166,-2.92,478,63.66
1095	,5243.TW,乙盛-KY,68.4,0.59,1379,53.05
1096	,5245.TW,智晶,80.5,9.97,3137,49.72
1097	,5251.TW,天鉞電,14,0.72,5,41.75
1098	,5258.TW,虹堡,33.9,-0.88,864,37.06
1099	,5263.TW,智崴,126.5,-1.94,370,44.57
1100	,5269.TW,祥碩,2015,0.75,330,63.6
1101	,5272.TW,笙科,42,3.7,1321,23.06
1102	,5274.TW,信驊,3130,0,149,21.59
1103	,5276.TW,達輝-KY,15.95,-0.31,0,85.3
1104	,5278.TW,尚凡,229.5,1.77,31,22.8
1105	,5281.TW,大峽谷-KY,22.5,7.14,84,55.05
1106	,5283.TW,禾聯碩,115.5,-0.43,34,57.67
1107	,5284.TW,jpp-KY,44.8,0.22,13,59.65
1108	,5285.TW,界霖,108.5,-0.46,1073,55.5
1109	,5287.TW,數字,251,1.41,53,56.27
1110	,5288.TW,豐祥-KY,145,2.47,67,71.23
1111	,5289.TW,宜鼎,200,-0.25,117,42.62
1112	,5291.TW,邑昇,36.8,0,85,19.95
1113	,5299.TW,杰力,194,-1.02,335,32.38
1114	,5301.TW,寶得利,8.52,-2.29,20,77.75
1115	,5302.TW,太欣,12.8,-0.78,407,48.72
1116	,5306.TW,桂盟,201,0.25,88,71.24
1117	,5309.TW,系統電,45.45,2.13,9744,19.32
1118	,5310.TW,天剛,15.2,-3.8,50,58.35
1119	,5312.TW,寶島科,59.9,-0.66,67,56.72
1120	,5314.TW,世紀,5.75,-0.69,15,47.09
1121	,5315.TW,光聯,17.85,1.71,2486,18.39
1122	,5321.TW,美而快,100,-0.99,37,53.12
1123	,5324.TW,士開,9.69,2.22,274,70.04
1124	,5328.TW,華容,14.8,0.68,335,38.69
1125	,5340.TW,建榮,38.25,0,85,58.53
1126	,5344.TW,立衛,31.5,9.95,2728,76.2
1127	,5345.TW,天揚,5.84,2.46,1,48.4
1128	,5347.TW,世界,165,0.61,5048,85.86
1129	,5348.TW,系通,8.71,-3.44,84,45.13
1130	,5351.TW,鈺創,86.3,-1.48,24182,26.89
1131	,5353.TW,台林,21,2.69,217,43.24
1132	,5355.TW,佳總,6.77,1.04,277,45.95
1133	,5356.TW,協益,30.25,-1.94,5149,28.23
1134	,5364.TW,力麗店,19.5,-5.57,15,67.1
1135	,5371.TW,中光電,85.3,1.55,7420,62.23
1136	,5381.TW,合正,5.91,-1.5,32,51.46
1137	,5383.TW,金利,40.6,-0.61,607,57.18
1138	,5386.TW,青雲,49,1.77,556,27.48
1139	,5388.TW,中磊,65.3,-1.06,600,48.2
1140	,5392.TW,能率,24.4,-0.61,222,32.94
1141	,5398.TW,慕康生醫,19.85,0.25,12,47.71
1142	,5403.TW,中菲,67.8,0.44,32,29.38
1143	,5410.TW,國眾,25.3,-0.78,616,23.05
1144	,5425.TW,台半,78.3,1.03,6357,33.93
1145	,5426.TW,振發,11.8,-2.07,484,56.75
1146	,5432.TW,新門,28.1,-1.23,2,81.03
1147	,5434.TW,崇越,149,0.34,132,36.73
1148	,5438.TW,東友,18,1.41,140,78.29
1149	,5439.TW,高技,59.5,-1,660,30.01
1150	,5443.TW,均豪,34.7,-0.43,582,34.16
1151	,5450.TW,南良,17.15,0.29,37,77.37
1152	,5452.TW,佶優,20.95,-0.24,265,46.44
1153	,5455.TW,昇益,27.5,-1.26,15,91.65
1154	,5457.TW,宣德,75.4,0.13,1253,60.51
1155	,5460.TW,同協,13.25,1.53,69,23.94
1156	,5464.TW,霖宏,24.9,0,208,48.72
1157	,5465.TW,富驊,15.55,-0.64,58,73.12
1158	,5468.TW,凱鈺,23.8,4.39,307,44.22
1159	,5469.TW,瀚宇博,44.85,-0.44,885,64.32
1160	,5471.TW,松翰,94.7,-1.15,1580,25.78
1161	,5474.TW,聰泰,114.5,-1.29,57,55.12
1162	,5475.TW,德宏,28.1,1.26,1344,14.27
1163	,5478.TW,智冠,92.5,-0.96,46,59.07
1164	,5481.TW,新華,12.95,0.39,102,46.66
1165	,5483.TW,中美晶,212,0.24,4710,59.83
1166	,5484.TW,慧友,15.8,-0.63,15,38.55
1167	,5487.TW,通泰,36,2.56,11,35.41
1168	,5488.TW,松普,8.93,-1.87,665,32.94
1169	,5489.TW,彩富,35.55,-1.8,11,80.02
1170	,5490.TW,同亨,27.95,1.45,537,26.05
1171	,5493.TW,三聯,43,0.47,5,37.35
1172	,5498.TW,凱崴,13.85,0.73,260,42.91
1173	,5508.TW,永信建,65.2,0.77,114,77.06
1174	,5511.TW,德昌,29.55,0.51,4,60.85
1175	,5512.TW,力麒,9.35,0.43,419,56.01
1176	,5514.TW,三豐,21.5,0.94,25,87.66
1177	,5515.TW,建國,13.95,0,180,52.29
1178	,5516.TW,雙喜,13.85,0,36,59.82
1179	,5519.TW,隆大,21.3,0,216,46.7
1180	,5520.TW,力泰,51,-0.39,1,75.13
1181	,5521.TW,工信,8.43,0.12,400,46.46
1182	,5522.TW,遠雄,64.6,-0.31,299,86.7
1183	,5523.TW,豐謙,28.15,-0.53,141,78.91
1184	,5525.TW,順天,28.85,0.35,38,80.04
1185	,5529.TW,鉅陞,17.45,-0.85,114,60.08
1186	,5530.TW,龍巖,44.1,0.46,188,78.4
1187	,5531.TW,鄉林,11.35,1.34,575,83.14
1188	,5533.TW,皇鼎,19.2,0,154,77.75
1189	,5534.TW,長虹,73,-0.41,285,63.68
1190	,5536.TW,聖暉,196,0.26,58,18.75
1191	,5538.TW,東明-KY,51.6,1.18,64,91.75
1192	,5543.TW,桓鼎-KY,68.1,0.15,84,43.94
1193	,5546.TW,永固-KY,59.7,-0.5,14,71.51
1194	,5601.TW,台聯櫃,32.85,-0.76,27,45.39
1195	,5603.TW,陸海,31.05,0.65,225,52.03
1196	,5604.TW,中連貨,77.4,-0.39,45,57.64
1197	,5607.TW,遠雄港,58.8,2.44,1960,67.41
1198	,5608.TW,四維航,43.8,1.27,14149,31.96
1199	,5609.TW,中菲行,104.5,1.95,2123,38.53
1200	,5701.TW,劍湖山,3.07,-0.32,110,31.62
1201	,5703.TW,亞都,27,-0.74,0,89.64
1202	,5704.TW,老爺知,29.75,-0.34,10,78.47
1203	,5706.TW,鳳凰,42.05,-0.24,92,33.85
1204	,5820.TW,日盛金,12.35,0,311,93.8
1205	,5864.TW,致和證,15.3,1.32,157,64.09
1206	,5871.TW,中租-KY,256.5,0.39,2025,76.96
1207	,5876.TW,上海商銀,46.8,-0.32,2322,80.52
1208	,5878.TW,台名,47.1,0.21,7,61.41
1209	,5880.TW,合庫金,24.2,0.62,11682,70.51
1210	,5902.TW,德記,24,-0.41,73,77.16
1211	,5903.TW,全家,251,0.2,24,93.16
1212	,5904.TW,寶雅,489.5,-0.41,52,66.4
1213	,5905.TW,南仁湖,14.25,1.06,491,39.42
1214	,5906.TW,台南-KY,39.6,0,10,73.47
1215	,5907.TW,大洋-KY,17.7,-0.56,145,69.3
1216	,6005.TW,群益證,16.35,0,1788,67.14
1217	,6015.TW,宏遠證,16.55,1.85,1285,35.82
1218	,6016.TW,康和證,13.7,3.01,3174,41.1
1219	,6020.TW,大展證,22.4,1.82,35,95.02
1220	,6021.TW,大慶證,21.1,0,33,90.07
1221	,6023.TW,元大期,49.55,0.1,23,82.72
1222	,6024.TW,群益期,38.4,-0.13,114,63.17
1223	,6026.TW,福邦證,17.6,2.92,4243,43.72
1224	,6101.TW,寬魚國際,19.7,-1.01,2,80.5
1225	,6103.TW,合邦,7.69,8.16,5,92.74
1226	,6104.TW,創惟,187.5,2.46,7194,22.61
1227	,6108.TW,競國,21.3,-0.47,172,35.06
1228	,6109.TW,亞元,11.15,9.85,571,37.62
1229	,6111.TW,大宇資,66.1,-0.3,100,49.23
1230	,6112.TW,聚碩,38.85,-0.26,45,55.01
1231	,6113.TW,亞矽,13,1.56,247,50.71
1232	,6114.TW,久威,23.2,-0.22,42,60.9
1233	,6115.TW,鎰勝,42.5,-0.23,40,57.78
1234	,6116.TW,彩晶,15.8,0.32,14407,42.62
1235	,6117.TW,迎廣,16.25,0.93,13,73.96
1236	,6118.TW,建達,32.9,9.85,14630,60.45
1237	,6120.TW,達運,11.45,2.23,2914,59.76
1238	,6121.TW,新普,332.5,-1.04,969,49.94
1239	,6122.TW,擎邦,12.05,0,93,23.54
1240	,6123.TW,上奇,50.2,0,56,32.64
1241	,6124.TW,業強,26,0,5,93.74
1242	,6125.TW,廣運,26.2,-0.57,939,41.35
1243	,6126.TW,信音,28.95,0.52,6131,43.51
1244	,6127.TW,九豪,28.3,2.72,2349,21.61
1245	,6128.TW,上福,29.35,0.51,168,54.91
1246	,6129.TW,普誠,34.75,9.97,5071,12.32
1247	,6130.TW,星寶國際,37.75,-1.82,1365,44.3
1248	,6133.TW,金橋,8.65,-0.23,54,64.59
1249	,6134.TW,萬旭,24.25,9.98,3105,57.19
1250	,6136.TW,富爾特,18.6,0,434,19.44
1251	,6138.TW,茂達,262,2.75,6268,21.58
1252	,6139.TW,亞翔,28,-0.88,267,49.43
1253	,6140.TW,訊達,22.15,4.48,1078,50.09
1254	,6141.TW,柏承,26.6,-0.19,84,59.23
1255	,6142.TW,友勁,11.2,0.45,495,55.39
1256	,6143.TW,振曜,56.5,-0.88,1312,26.03
1257	,6144.TW,得利影,15.05,-0.33,6,91.76
1258	,6146.TW,耕興,216.5,0.7,12,54.47
1259	,6147.TW,頎邦,67.5,-0.15,4000,57.45
1260	,6148.TW,驊宏資,13.9,0,44,44.46
1261	,6150.TW,撼訊,193,0.78,8922,18.4
1262	,6151.TW,晉倫,38.05,-0.13,63,20.75
1263	,6152.TW,百一,11.1,-1.33,1272,24.45
1264	,6153.TW,嘉聯益,24.6,-0.4,613,38.19
1265	,6154.TW,順發,17.9,0.28,57,54.44
1266	,6155.TW,鈞寶,24.25,0.41,39,57.17
1267	,6156.TW,松上,17.8,2.3,371,35.74
1268	,6158.TW,禾昌,33.8,4.32,420,29.6
1269	,6160.TW,欣技,17.3,1.76,81,41.33
1270	,6161.TW,捷波,29.05,0.69,180,39.96
1271	,6163.TW,華電網,20.45,2.25,16162,32.66
1272	,6164.TW,華興,15.95,10,4669,19.73
1273	,6165.TW,浪凡,37.85,0.53,226,5.26
1274	,6166.TW,凌華,63.7,-1.09,27,74.76
1275	,6167.TW,久正,14.15,9.69,11793,36.51
1276	,6168.TW,宏齊,28.45,2.89,11605,43.35
1277	,6169.TW,昱泉,22.35,4.2,55,26.45
1278	,6170.TW,統振,44.6,0.11,274,49.55
1279	,6171.TW,大城地產,29.1,1.93,171,76.44
1280	,6173.TW,信昌電,61.9,-0.48,587,45.89
1281	,6174.TW,安碁,34.1,-0.73,320,57.19
1282	,6175.TW,立敦,46.95,-2.39,1839,59.18
1283	,6176.TW,瑞儀,97.1,-0.61,1861,48.33
1284	,6177.TW,達麗,30.1,-0.5,308,69.53
1285	,6179.TW,亞通,33.5,2.29,910,43.95
1286	,6180.TW,橘子,61,1.33,663,40.32
1287	,6182.TW,合晶,83.3,-3.7,41824,40.59
1288	,6183.TW,關貿,49.95,0,41,67.81
1289	,6184.TW,大豐電,43.5,-0.57,87,69.9
1290	,6185.TW,幃翔,13.5,1.12,255,37.11
1291	,6186.TW,新潤,26.65,-0.19,310,47.6
1292	,6187.TW,萬潤,118,0.43,513,34.33
1293	,6188.TW,廣明,43.5,1.4,4516,41.26
1294	,6189.TW,豐藝,40.6,0.12,110,22.41
1295	,6190.TW,萬泰科,33.4,-1.76,9538,39.25
1296	,6191.TW,精成科,38.4,-0.65,11738,54.67
1297	,6192.TW,巨路,69.1,-0.43,91,50.58
1298	,6194.TW,育富,23.65,-1.25,81,49.93
1299	,6195.TW,詩肯,52.9,0.57,23,52.95
1300	,6196.TW,帆宣,156.5,0.32,3433,68.28
1301	,6197.TW,佳必琪,37.7,0.4,118,39.8
1302	,6198.TW,凌泰,35.55,2.45,1,69.21
1303	,6199.TW,天品,15.6,-1.27,10,82.87
1304	,6201.TW,亞弘電,43,-0.69,5,62.99
1305	,6202.TW,盛群,107,-1.38,739,49.92
1306	,6203.TW,海韻電,84,0,99,54.95
1307	,6204.TW,艾華,73.1,-0.68,44,66.73
1308	,6205.TW,詮欣,61.9,5.99,4201,47.5
1309	,6206.TW,飛捷,71.5,-0.14,154,50.2
1310	,6207.TW,雷科,31.1,-1.89,449,22.63
1311	,6208.TW,日揚,53.3,2.9,994,52.54
1312	,6209.TW,今國光,34.1,-2.01,2078,28.97
1313	,6210.TW,慶生,40.6,0.12,8,43.21
1314	,6212.TW,理銘,59,-0.67,4,86.05
1315	,6213.TW,聯茂,128.5,-0.39,1881,69.13
1316	,6214.TW,精誠,85.6,-0.58,172,51.41
1317	,6215.TW,和椿,31.35,0,282,43.76
1318	,6216.TW,居易,26.55,0.76,139,29.78
1319	,6217.TW,中探針,53.3,1.33,1339,15.67
1320	,6218.TW,豪勉,21.5,4.37,350,41.93
1321	,6219.TW,富旺,18.1,1.69,3625,68.23
1322	,6220.TW,岳豐,22.05,-0.9,124,35.08
1323	,6221.TW,晉泰,49.6,-0.8,42,68.24
1324	,6222.TW,上揚,15.1,0,112,62.91
1325	,6223.TW,旺矽,112,-0.88,748,20.97
1326	,6224.TW,聚鼎,128,2.4,3721,25.75
1327	,6225.TW,天瀚,6.6,1.54,18,55.18
1328	,6226.TW,光鼎,16.2,5.88,24212,15.55
1329	,6227.TW,茂綸,37.75,-0.53,339,67.61
1330	,6228.TW,全譜,12.1,5.22,52,72.46
1331	,6229.TW,研通,44.15,1.73,564,22.58
1332	,6230.TW,尼得科超眾,164,-1.2,8,87.11
1333	,6231.TW,系微,88,1.27,129,24
1334	,6233.TW,旺玖,36.2,0.42,381,19.97
1335	,6234.TW,高僑,20.7,0.73,113,50.1
1336	,6235.TW,華孚,28.05,10,11993,40.26
1337	,6236.TW,康呈,16.85,0.9,2,84.19
1338	,6237.TW,驊訊,100,0.81,2390,13.98
1339	,6239.TW,力成,96.8,0.62,3808,71.92
1340	,6240.TW,松崗,15.1,-0.98,22,71.75
1341	,6241.TW,易通展,21,0,75,42.31
1342	,6242.TW,立康,38.25,0,44,64
1343	,6243.TW,迅杰,70.6,0.86,14732,18.19
1344	,6244.TW,茂迪,34.65,1.76,13899,26.87
1345	,6245.TW,立端,52.2,4.82,618,46.15
1346	,6246.TW,臺龍,16.8,-2.04,103,53.87
1347	,6247.TW,淇譽電,10.15,0,6,84.51
1348	,6248.TW,沛波,20.55,0,92,45.01
1349	,6251.TW,定穎,22.3,-1.11,3076,27.68
1350	,6257.TW,矽格,60.2,0.33,1806,31.36
1351	,6259.TW,百徽,34.5,-1.43,44,55.4
1352	,6261.TW,久元,85.4,0.12,610,23.27
1353	,6263.TW,普萊德,68.3,0.15,16,40.97
1354	,6264.TW,富裔,8.8,-0.9,32,59.58
1355	,6265.TW,方土昶,19.45,1.83,41811,53.96
1356	,6266.TW,泰詠,19.6,0.51,56,40.38
1357	,6269.TW,台郡,102.5,-1.44,2356,45.6
1358	,6270.TW,倍微,23.1,1.99,647,40.41
1359	,6271.TW,同欣電,291.5,-1.35,3315,46.94
1360	,6274.TW,台燿,101,-0.98,971,64.37
1361	,6275.TW,元山,33.35,0,1310,22.79
1362	,6276.TW,安鈦克,22,0.69,26,47.77
1363	,6277.TW,宏正,81.8,0.37,73,44.33
1364	,6278.TW,台表科,121,2.11,4750,54.92
1365	,6279.TW,胡連,129,-2.64,872,47.04
1366	,6281.TW,全國電,82.2,0.12,37,52.7
1367	,6282.TW,康舒,33.8,1.96,8111,39.98
1368	,6283.TW,淳安,45.8,-0.87,863,52.81
1369	,6284.TW,佳邦,65.1,1.72,1781,44.98
1370	,6285.TW,啟碁,72.9,-0.41,1640,55.15
1371	,6287.TW,元隆,12.7,-0.39,45,90.4
1372	,6288.TW,聯嘉,26.15,3.16,728,45.61
1373	,6289.TW,華上,2.44,0,65,47.62
1374	,6290.TW,良維,51.3,-0.39,858,18.8
1375	,6291.TW,沛亨,43.15,0.94,7,87.94
1376	,6292.TW,迅德,42.6,0.71,57,47.41
1377	,6294.TW,智基,125,-1.19,22,40.12
1378	,6404.TW,通訊-KY,19.7,-5.74,4,32.3
1379	,6405.TW,悅城,28.5,0,60,37.23
1380	,6409.TW,旭隼,1480,-3.58,322,41.78
1381	,6411.TW,晶焱,272,-2.16,5192,25.69
1382	,6412.TW,群電,78.3,-0.25,565,81.29
1383	,6414.TW,樺漢,229,-1.29,1342,44.63
1384	,6415.TW,矽力-KY,4420,-2.75,480,35.46
1385	,6416.TW,瑞祺電通,106.5,-0.93,1152,39.58
1386	,6417.TW,韋僑,81.5,-0.61,2,57.81
1387	,6418.TW,詠昇,29.95,8.91,2202,41.44
1388	,6419.TW,京晨科,42.35,-0.35,45,29.26
1389	,6425.TW,易發,26.9,1.7,66,41.8
1390	,6426.TW,統新,72.9,0.55,38,34.94
1391	,6431.TW,光麗-KY,29.55,1.9,35,47.96
1392	,6432.TW,今展科,37.95,-0.65,116,20.92
1393	,6435.TW,大中,149.5,-0.33,274,43.41
1394	,6438.TW,迅得,112.5,-0.88,502,21.4
1395	,6441.TW,廣錠,59.3,5.7,1177,37.7
1396	,6442.TW,光聖,34.5,-0.43,3,54.33
1397	,6443.TW,元晶,41.2,8.42,125136,18.01
1398	,6446.TW,藥華藥,267.5,9.86,2860,47.76
1399	,6449.TW,鈺邦,55.7,-0.54,33,57.96
1400	,6451.TW,訊芯-KY,94.3,-2.48,384,62.39
1401	,6456.TW,GIS-KY,101.5,-2.87,2125,51.59
1402	,6457.TW,紘康,213,-0.93,1705,17.73
1403	,6461.TW,益得,20.65,0.49,75,50.95
1404	,6462.TW,神盾,110.5,-1.78,155,16.46
1405	,6464.TW,台數科,96.4,-0.52,39,73.91
1406	,6469.TW,大樹,216,0.23,90,37.86
1407	,6470.TW,宇智,43.55,-0.91,71,24.4
1408	,6472.TW,保瑞,205,2.5,354,46.6
1409	,6477.TW,安集,43.4,1.05,7676,40.5
1410	,6482.TW,弘煜科,40.55,3.97,20,54.47
1411	,6485.TW,點序,165,0,5486,10.99
1412	,6486.TW,互動,72.6,-0.68,57,49.74
1413	,6488.TW,環球晶,812,-0.85,1609,73.12
1414	,6491.TW,晶碩,425,-1.28,268,56.5
1415	,6492.TW,生華科,91.7,2.92,1054,24.17
1416	,6494.TW,九齊,161,-2.72,3855,5.23
1417	,6496.TW,科懋,29.25,-0.17,10,58.92
1418	,6499.TW,益安,68.4,-1.44,226,53.33
1419	,6504.TW,南六,115.5,-2.94,176,53.93
1420	,6505.TW,台塑化,97,0,1344,96.94
1421	,6506.TW,雙邦,19.65,2.61,602,41.63
1422	,6508.TW,惠光,33.3,1.68,199,57.62
1423	,6509.TW,聚和,65.9,0.46,3702,13.34
1424	,6510.TW,精測,667,-1.62,410,42.68
1425	,6512.TW,啟發電,18.2,-0.55,25,14.84
1426	,6514.TW,芮特-KY,56.9,2.71,249,57.08
1427	,6515.TW,穎崴,422,1.08,576,30.56
1428	,6516.TW,勤崴國際,93.7,0.21,69,33.87
1429	,6523.TW,達爾膚,146.5,1.74,164,64.43
1430	,6525.TW,捷敏-KY,93.7,0.21,230,62.73
1431	,6527.TW,明達醫,47.35,-0.73,14,27.66
1432	,6530.TW,創威,29.35,9.93,3286,24.77
1433	,6531.TW,愛普*,530,-2.93,5264,51.88
1434	,6532.TW,瑞耘,50.5,9.9,2079,15.08
1435	,6533.TW,晶心科,560,-1.06,1299,36.53
1436	,6535.TW,順藥,38.95,3.04,1653,54.7
1437	,6538.TW,倉和,79,1.8,459,10.04
1438	,6541.TW,泰福-KY,55.6,-3.97,1211,67.56
1439	,6542.TW,隆中,54.3,3.23,6,73.92
1440	,6547.TW,高端疫苗,250,0.4,1261,31.47
1441	,6548.TW,長科*,98.5,1.23,516,85.64
1442	,6552.TW,易華電,54,-1.1,124,57
1443	,6556.TW,勝品,61.3,9.86,70,72.85
1444	,6558.TW,興能高,32.3,1.89,48,44.32
1445	,6560.TW,欣普羅,84.9,-0.82,24,28.07
1446	,6561.TW,是方,269.5,-0.92,48,75.89
1447	,6568.TW,宏觀,360.5,2.71,1385,8.11
1448	,6569.TW,醫揚,105,0.96,3,66.9
1449	,6570.TW,維田,36.75,-1.21,46,31.63
1450	,6573.TW,虹揚-KY,22.3,-0.45,277,62.32
1451	,6574.TW,霈方,48.55,3.3,1,76.39
1452	,6576.TW,逸達,100.5,0.5,835,34.16
1453	,6577.TW,勁豐,61.3,-0.49,8,66.21
1454	,6578.TW,達邦蛋白,18.5,0.27,92,26.6
1455	,6579.TW,研揚,63.8,-0.31,16,89.49
1456	,6581.TW,鋼聯,80.1,-0.25,37,83.26
1457	,6582.TW,申豐,182.5,-0.54,206,78.35
1458	,6588.TW,東典光電,47.8,-0.42,2,34.89
1459	,6589.TW,台康生技,113,0.44,1387,51.46
1460	,6590.TW,普鴻,59,-0.84,3,25.21
1461	,6591.TW,動力-KY,55.3,0.73,143,23.12
1462	,6592.TW,和潤企業,91.8,0.88,412,79.06
1463	,6593.TW,台灣銘板,27.75,0.73,2,45.38
1464	,6594.TW,展匯科,44.25,1.03,108,50.17
1465	,6596.TW,寬宏藝術,49,-0.2,7,43.09
1466	,6598.TW,ABC-KY,37.65,5.31,881,50.09
1467	,6603.TW,富強鑫,19.4,-1.27,21520,39.89
1468	,6605.TW,帝寶,61.2,3.55,1064,58.82
1469	,6609.TW,瀧澤科,29.25,0.86,57,56.32
1470	,6612.TW,奈米醫材,61.1,0.49,4,45.32
1471	,6613.TW,朋億,153.5,-0.32,4,63.66
1472	,6615.TW,慧智,46.95,0.32,11,36.28
1473	,6616.TW,特昇-KY,21.4,-0.47,29,81.08
1474	,6624.TW,萬年清,35.05,-2.23,123,26.68
