符合條件商品
資料日期：2023年  4月 19日
策略,	10主力買比
36	,1236.TW,宏亞,23.65,-0.21,301,2.15
37	,3047.TW,訊舟,17.35,3.27,16496,2.15
38	,2385.TW,群光,95.4,-0.52,1192,2.15
39	,1521.TW,大億,38.55,-0.13,36,2.13
40	,5529.TW,鉅陞,11.75,1.29,72,2.1
41	,2945.TW,三商家購,42,0.84,25,2.09
42	,1341.TW,富林-KY,69.7,-0.29,11,2.08
43	,4558.TW,寶緯,28.8,0,16,2.08
44	,2704.TW,國賓,37.55,1.08,757,2.03
45	,2382.TW,廣達,86,4.12,28969,2.01
46	,3354.TW,律勝,15,0.67,87,2.01
47	,1735.TW,日勝化,15.6,0.97,4,2
48	,3672.TW,康聯訊,29.5,1.37,21,2
49	,4198.TW,欣大健康,25.05,-0.4,6,2
50	,4706.TW,大恭,17.35,0,9,2
51	,6419.TW,京晨科,37.3,-2.99,16,2
52	,2461.TW,光群雷,22.75,0.66,1077,1.99
53	,5288.TW,豐祥-KY,177,0,84,1.98
54	,2739.TW,寒舍,74.3,9.75,2913,1.94
55	,8101.TW,華冠,5.35,0,37,1.93
56	,1445.TW,大宇,18.95,0.26,297,1.93
57	,8111.TW,立碁,25.4,9.96,7356,1.92
58	,6222.TW,上揚,15.2,-3.49,34,1.92
59	,8271.TW,宇瞻,55.5,1.46,1586,1.91
60	,2061.TW,風青,21.25,0.24,66,1.91
61	,2397.TW,友通,71.5,3.17,464,1.91
62	,3092.TW,鴻碩,40.6,9.88,5557,1.9
63	,8093.TW,保銳,13.2,-0.38,103,1.9
64	,2324.TW,仁寶,25.65,1.99,47345,1.89
65	,3706.TW,神達,27.95,-1.06,3901,1.86
66	,9931.TW,欣高,40.45,1.13,19,1.86
67	,4924.TW,欣厚-KY,13.3,0.76,142,1.86
68	,4934.TW,太極,35.25,9.98,11896,1.86
69	,1423.TW,利華,21.15,0,93,1.85
70	,6005.TW,群益證,13.85,3.36,13797,1.84
71	,1903.TW,士紙,43.85,-1.35,409,1.84
72	,3675.TW,德微,313.5,2.62,3135,1.82
73	,1240.TW,茂生農經,46.6,0.11,56,1.82
74	,8426.TW,紅木-KY,48.4,5.33,391,1.82
75	,6788.TW,華景電,141,0,630,1.82
76	,6186.TW,新潤,44.5,5.45,851,1.82
77	,2885.TW,元大金,22.45,-0.22,9140,1.81
78	,3260.TW,威剛,74.3,-2.49,6515,1.81
79	,2882.TW,國泰金,42.75,-0.81,11569,1.8
80	,6277.TW,宏正,86.6,0,434,1.79
81	,2491.TW,吉祥全,12.55,5.02,371,1.79
82	,3178.TW,公準,92.2,7.08,4264,1.79
83	,2353.TW,宏碁,29.8,1.71,20165,1.79
84	,2756.TW,聯發國際,156.5,4.33,69,1.78
85	,6461.TW,益得,37.45,9.82,1974,1.77
86	,3044.TW,健鼎,118,1.72,1171,1.75
87	,6671.TW,三能-KY,40.4,0.12,25,1.75
88	,4561.TW,健椿,24.5,7.46,605,1.74
89	,5212.TW,凌網,50.6,-3.44,56,1.74
90	,8905.TW,裕國,25.3,-1.75,196,1.74
91	,9904.TW,寶成,31.65,-0.63,6791,1.74
92	,8488.TW,吉源-KY,16.15,3.53,29,1.73
93	,2890.TW,永豐金,16.8,0,11242,1.73
94	,2736.TW,富野,23.9,3.46,1335,1.72
95	,8932.TW,宏大,46.7,0.21,169,1.72
96	,3492.TW,長盛,20.7,1.72,288,1.71
97	,3622.TW,洋華,32.15,0.16,282,1.71
98	,4160.TW,創源,33.35,9.88,532,1.71
99	,5706.TW,鳳凰,65.9,2.17,2944,1.7
100	,8068.TW,全達,30.6,5.52,2411,1.7
101	,3023.TW,信邦,333.5,-1.33,448,1.69
102	,9929.TW,秋雨,9.06,-0.44,52,1.69
103	,6569.TW,醫揚,111,0,18,1.67
104	,6640.TW,均華,88.4,-0.67,6,1.67
105	,8374.TW,羅昇,33.5,-0.59,82,1.67
106	,2849.TW,安泰銀,14.75,0.34,42,1.67
107	,6244.TW,茂迪,41.4,9.96,53273,1.67
108	,4712.TW,南璋,4.55,0,8,1.67
109	,5388.TW,中磊,88.1,0.11,2420,1.67
110	,3191.TW,和進,7.9,-2.47,14,1.67
111	,6176.TW,瑞儀,114,1.33,4419,1.66
112	,6811.TW,宏碁資訊,256,9.87,1347,1.65
113	,1590.TW,亞德客-KY,1160,-0.43,410,1.65
114	,4438.TW,廣越,115,-1.29,82,1.65
115	,6221.TW,晉泰,65.6,1.39,58,1.64
116	,8908.TW,欣雄,71.1,-0.28,37,1.64
117	,8044.TW,網家,64.3,0.63,1458,1.64
118	,1233.TW,天仁,35.1,0,19,1.63
119	,6472.TW,保瑞,846,7.36,1558,1.63
120	,6690.TW,安碁資訊,220,10,1306,1.61
121	,2489.TW,瑞軒,10.5,0.48,1996,1.61
122	,2013.TW,中鋼構,58,-0.51,75,1.61
123	,1402.TW,遠東新,31.7,0.16,5479,1.6
124	,5228.TW,鈺鎧,22.9,0,24,1.6
125	,8481.TW,政伸,58.2,0.34,13,1.6
126	,1731.TW,美吾華,20.25,0.5,269,1.6
127	,2414.TW,精技,34.8,0.58,254,1.59
128	,3685.TW,元創精密,21.7,0.93,219,1.59
129	,6282.TW,康舒,43.6,9.96,67642,1.58
130	,6733.TW,博晟生醫,39.25,9.94,4189,1.58
131	,3332.TW,幸康,50.7,6.4,173,1.57
132	,2115.TW,六暉-KY,32,1.11,248,1.57
133	,6134.TW,萬旭,27.4,7.03,4029,1.57
134	,6691.TW,洋基工程,300.5,2.39,949,1.56
135	,2305.TW,全友,24.4,1.67,459,1.56
136	,6752.TW,叡揚,154,10,964,1.56
137	,8099.TW,大世科,40.55,-1.1,154,1.56
138	,6865.TW,偉康科技,112,9.8,514,1.55
139	,4571.TW,鈞興-KY,81.5,0.37,29,1.54
140	,6642.TW,富致,53.9,-0.55,25,1.54
141	,2906.TW,高林,17.8,1.14,984,1.54
142	,1210.TW,大成,52.6,-0.19,2094,1.54
143	,4174.TW,浩鼎,90.7,3.07,2351,1.54
144	,9906.TW,欣巴巴,50.1,0.4,38,1.53
145	,2912.TW,統一超,270,0.19,879,1.53
146	,8916.TW,光隆,54.2,-0.73,473,1.53
147	,1605.TW,華新,50.7,0.6,26186,1.52
148	,2609.TW,陽明,66,-0.6,16484,1.51
149	,8084.TW,巨虹,118,9.77,2285,1.51
150	,2881.TW,富邦金,58.2,-0.68,8237,1.5
151	,1788.TW,杏昌,144,0,30,1.5
152	,2434.TW,統懋,29.65,0.85,7,1.5
153	,2947.TW,振宇五金,92.4,0,5,1.5
154	,4991.TW,環宇-KY,34.7,-0.29,10,1.5
155	,6259.TW,百徽,22.5,0.67,7,1.5
156	,8066.TW,來思達,27.9,-0.36,12,1.5
157	,3581.TW,博磊,23,-0.22,35,1.5
158	,9939.TW,宏全,99.9,-0.6,1285,1.5
159	,1609.TW,大亞,28.4,3.46,33313,1.49
160	,3236.TW,千如,31.05,0.49,1190,1.49
161	,4950.TW,牧東,18.2,1.68,1156,1.48
162	,4171.TW,瑞基,61.4,1.32,358,1.47
163	,2528.TW,皇普,24.35,0.21,206,1.47
164	,4190.TW,佐登-KY,104,4,1463,1.47
165	,4577.TW,達航科技,30.95,1.31,42,1.47
166	,3231.TW,緯創,45.65,5.06,98323,1.46
167	,8440.TW,綠電,50.6,0.8,4681,1.46
168	,3321.TW,同泰,6.38,0.31,62,1.46
169	,6191.TW,精成科,34.15,0,2353,1.46
170	,3550.TW,聯穎,16.55,1.22,660,1.45
171	,5353.TW,台林,52.7,2.73,2829,1.45
172	,1342.TW,八貫,154,0.33,926,1.45
173	,4912.TW,聯德控股-KY,76.2,-0.78,47,1.44
174	,2302.TW,麗正,22.3,1.13,1524,1.44
175	,5450.TW,南良,23.85,5.3,1181,1.44
176	,4130.TW,健亞,29.1,3.56,1670,1.44
177	,6285.TW,啟碁,100.5,2.87,12609,1.44
178	,4133.TW,亞諾法,37.6,1.21,267,1.43
179	,1104.TW,環泥,27.1,1.31,2276,1.43
180	,6716.TW,應廣,107,0,37,1.43
181	,6550.TW,北極星藥業-KY,99.4,1.22,3868,1.42
182	,4126.TW,太醫,86.8,1.28,286,1.42
183	,5203.TW,訊連,103,1.48,855,1.42
184	,4119.TW,旭富,132.5,1.92,825,1.42
185	,2449.TW,京元電子,46.15,0.33,6929,1.42
186	,3357.TW,臺慶科,108,-0.92,81,1.42
187	,1413.TW,宏洲,9.52,-0.63,50,1.42
188	,1786.TW,科妍,73.4,2.66,919,1.42
189	,5312.TW,寶島科,65.9,0.61,111,1.41
190	,2732.TW,六角,189.5,9.86,2595,1.41
191	,5403.TW,中菲,103.5,7.48,3590,1.4
192	,1326.TW,台化,69.2,-0.43,2199,1.4
193	,4568.TW,科際精密,65.5,1.39,72,1.4
194	,6560.TW,欣普羅,36.4,0.97,12,1.4
195	,6615.TW,慧智,38.5,0.39,12,1.4
196	,2427.TW,三商電,15.25,0.33,1992,1.4
197	,2727.TW,王品,347.5,9.97,7163,1.4
198	,6541.TW,泰福-KY,80.8,0.37,282,1.39
199	,4167.TW,松瑞藥,19.85,3.39,3195,1.39
200	,8227.TW,巨有科技,180.5,2.27,405,1.39
201	,4728.TW,雙美,234.5,9.84,596,1.39
202	,6499.TW,益安,58.9,-0.84,213,1.39
203	,3691.TW,碩禾,121,7.08,3261,1.39
204	,8927.TW,北基,45.9,3.15,3295,1.39
205	,2514.TW,龍邦,17.4,0.58,130,1.38
206	,4804.TW,大略-KY,6.23,3.32,212,1.38
207	,2501.TW,國建,17.25,0.29,866,1.38
208	,6693.TW,廣閎科,67,-0.59,21,1.38
209	,6160.TW,欣技,33.4,5.2,21722,1.38
210	,2462.TW,良得電,33.1,0.91,1476,1.38
211	,1611.TW,中電,17.45,3.56,10295,1.37
212	,4549.TW,桓達,94.4,0.75,38,1.37
213	,3313.TW,斐成,10.5,0.96,66,1.37
214	,1103.TW,嘉泥,19.75,0.25,633,1.37
215	,8940.TW,新天地,27.8,8.38,2459,1.36
216	,2504.TW,國產,27.8,-0.89,4921,1.36
217	,5489.TW,彩富,39.35,-0.25,113,1.36
218	,2354.TW,鴻準,55,0.36,3777,1.36
219	,1441.TW,大東,8.12,-0.37,83,1.36
220	,2388.TW,威盛,79.4,-1.37,6759,1.36
221	,6235.TW,華孚,99.6,3.21,39427,1.36
222	,2065.TW,世豐,60.7,0.33,112,1.36
223	,5315.TW,光聯,23.75,1.06,1634,1.35
224	,3708.TW,上緯投控,108,0.93,2610,1.35
225	,6712.TW,長聖,230,3.84,5472,1.35
226	,4968.TW,立積,182.5,1.96,9081,1.35
227	,6271.TW,同欣電,184,-2.65,4603,1.34
228	,2752.TW,豆府,254,1.2,63,1.34
229	,2308.TW,台達電,305.5,-0.65,7330,1.34
230	,6139.TW,亞翔,46.7,1.74,1820,1.34
231	,6143.TW,振曜,100.5,1.31,2779,1.34
232	,2706.TW,第一店,15.15,1,799,1.34
233	,1617.TW,榮星,15.25,0.99,67,1.33
234	,4148.TW,全宇生技-KY,67.9,2.26,409,1.33
235	,6246.TW,臺龍,14.05,0.36,46,1.33
236	,4116.TW,明基醫,64.2,2.88,584,1.33
237	,2926.TW,誠品生活,65.6,0.92,7,1.33
238	,1470.TW,大統新創,19.25,-1.79,55,1.33
239	,2908.TW,特力,20.95,-0.48,201,1.33
240	,5234.TW,達興材料,90.8,1.57,616,1.33
241	,2314.TW,台揚,51.8,1.37,14297,1.32
242	,4933.TW,友輝,36.1,1.4,82,1.32
243	,1522.TW,堤維西,30.9,1.64,5591,1.32
244	,4147.TW,中裕,118,9.77,16558,1.32
245	,1733.TW,五鼎,27.05,0.37,352,1.32
246	,1231.TW,聯華食,92,0.55,152,1.32
247	,6438.TW,迅得,113,1.35,1542,1.32
248	,6796.TW,晉弘,111.5,4.21,1359,1.32
249	,3078.TW,僑威,56.7,9.88,22824,1.32
250	,6443.TW,元晶,39.75,2.98,76129,1.31
251	,3219.TW,倚強科,54.8,0.37,22,1.31
252	,1316.TW,上曜,13.95,1.82,3150,1.31
253	,5880.TW,合庫金,26.6,0,5209,1.31
254	,1410.TW,南染,39.3,0.51,23,1.31
255	,2539.TW,櫻花建,37.4,0,281,1.31
256	,3499.TW,環天科,23.3,-1.69,1403,1.31
257	,6266.TW,泰詠,47.7,0.95,5430,1.3
258	,1504.TW,東元,45,1.58,32169,1.3
259	,4583.TW,台灣精銳,213,-0.47,42,1.3
260	,4114.TW,健喬,48.8,1.67,11863,1.3
261	,4942.TW,嘉彰,38.45,0.39,125,1.3
262	,1531.TW,高林股,14.7,0.34,319,1.3
263	,3631.TW,晟楠,35.7,0.99,43,1.3
264	,4123.TW,晟德,50.4,4.89,8421,1.3
265	,5704.TW,老爺知,62.8,9.98,1191,1.3
266	,6488.TW,環球晶,481,-3.32,3268,1.3
267	,5410.TW,國眾,37,2.07,1072,1.29
268	,1760.TW,寶齡富錦,189,9.88,13870,1.29
269	,6442.TW,光聖,55.2,-0.18,395,1.29
270	,4535.TW,至興,39.8,0.89,13,1.29
271	,9941.TW,裕融,186.5,0.81,1170,1.29
272	,4157.TW,太景*-KY,15.85,2.26,3477,1.29
273	,8067.TW,志旭,16.25,3.17,58,1.29
274	,2390.TW,云辰,13.15,1.15,736,1.28
275	,2754.TW,亞洲藏壽司,185,9.79,3557,1.28
276	,2485.TW,兆赫,20.95,1.45,2945,1.28
277	,1409.TW,新纖,17.8,-0.56,2908,1.28
278	,1443.TW,立益物流,30.4,-0.65,166,1.28
279	,6026.TW,福邦證,12.65,-0.39,4056,1.28
280	,3131.TW,弘塑,317,-1.55,100,1.27
281	,9930.TW,中聯資源,49.55,-0.1,119,1.27
282	,4999.TW,鑫禾,38.2,0.53,67,1.27
283	,8103.TW,瀚荃,38.35,0.26,363,1.27
284	,2345.TW,智邦,319.5,1.91,2449,1.27
285	,2352.TW,佳世達,32.8,-0.46,4002,1.27
286	,3011.TW,今皓,29.3,1.21,3555,1.26
287	,3661.TW,世芯-KY,1295,1.17,3781,1.26
288	,1513.TW,中興電,108,-0.92,15141,1.26
289	,2402.TW,毅嘉,29.15,5.81,22222,1.26
290	,4168.TW,醣聯,33,1.54,1145,1.26
291	,6206.TW,飛捷,72,-0.69,327,1.26
292	,6174.TW,安碁,30.85,2.83,560,1.26
293	,6533.TW,晶心科,497.5,-0.1,1050,1.26
294	,6573.TW,虹揚-KY,15.95,0.95,120,1.26
295	,3528.TW,安馳,64.1,1.75,221,1.26
296	,3663.TW,鑫科,37.05,5.26,1900,1.25
297	,3017.TW,奇鋐,151,-0.98,4917,1.25
298	,3164.TW,景岳,25.15,0,96,1.25
299	,5488.TW,松普,14.05,1.81,1874,1.25
300	,1595.TW,川寶,39.9,-0.75,44,1.25
301	,5493.TW,三聯,52.1,-1.14,15,1.25
302	,1796.TW,金穎生技,117.5,0,771,1.25
303	,2812.TW,台中銀,14.1,0.36,4732,1.25
304	,5213.TW,亞昕,26.65,-0.19,259,1.24
305	,3224.TW,三顧,53.2,3.3,3535,1.24
306	,6465.TW,威潤,25.6,3.23,435,1.24
307	,1584.TW,精剛,44.2,2.55,21336,1.24
308	,8085.TW,福華,23.85,-1.04,1708,1.24
309	,3032.TW,偉訓,55.9,2.19,14745,1.24
310	,3686.TW,達能,17.5,9.72,3174,1.23
311	,3004.TW,豐達科,121.5,5.19,9901,1.23
312	,1795.TW,美時,269,1.32,9087,1.23
313	,2009.TW,第一銅,36.3,7.24,17999,1.23
314	,5314.TW,世紀,26.3,-2.23,67,1.23
315	,4951.TW,精拓科,75.8,0.4,949,1.23
316	,8433.TW,弘帆,72.5,0.14,117,1.23
317	,5426.TW,振發,13.3,1.14,287,1.23
318	,1338.TW,廣華-KY,45.85,-0.43,216,1.23
319	,2059.TW,川湖,422,4.71,2498,1.22
320	,6226.TW,光鼎,12.6,0.8,755,1.22
321	,1535.TW,中宇,54.9,-0.18,402,1.22
322	,6223.TW,旺矽,138,0,2494,1.22
323	,2032.TW,新鋼,19.8,-0.25,206,1.22
324	,3704.TW,合勤控,45.4,3.42,52985,1.22
325	,8462.TW,柏文,150.5,-0.66,119,1.22
326	,4746.TW,台耀,83.6,-0.36,3358,1.22
327	,3715.TW,定穎投控,24.25,0.62,8074,1.22
328	,1527.TW,鑽全,42.9,-0.35,334,1.22
329	,8042.TW,金山電,37.1,0.41,44,1.21
330	,6531.TW,愛普*,303.5,-2.57,4441,1.21
331	,2605.TW,新興,24.15,-1.43,3476,1.21
332	,6170.TW,統振,39.75,-0.25,110,1.21
333	,6163.TW,華電網,25.45,4.73,24822,1.21
334	,5498.TW,凱崴,11.1,0.91,611,1.21
335	,3058.TW,立德,22.25,9.88,16827,1.21
336	,1608.TW,華榮,17.05,3.96,5807,1.21
337	,6288.TW,聯嘉,32.45,1.25,11224,1.21
338	,4109.TW,加捷生醫,15.85,0.32,845,1.21
339	,1439.TW,雋揚,22.2,0.68,69,1.21
340	,3630.TW,新鉅科,31.1,1.8,699,1.21
341	,9943.TW,好樂迪,67.1,0.45,43,1.21
342	,2404.TW,漢唐,211.5,0.71,857,1.21
343	,2729.TW,瓦城,256.5,4.91,993,1.21
344	,6666.TW,羅麗芬-KY,92.3,4.29,1275,1.2
345	,3171.TW,新洲,17.6,0.28,13,1.2
346	,5904.TW,寶雅,618,2.66,934,1.2
347	,6669.TW,緯穎,1155,-0.43,2538,1.2
348	,3576.TW,聯合再生,22.35,4.68,55661,1.2
349	,2633.TW,台灣高鐵,30.75,-1.13,5179,1.2
350	,8923.TW,時報,21,1.45,127,1.2
351	,8472.TW,夠麻吉,46.5,0,9,1.2
352	,3483.TW,力致,72.6,3.12,2809,1.2
353	,3322.TW,建舜電,23.7,2.6,2804,1.2
354	,2468.TW,華經,26.35,-1.13,687,1.2
355	,4576.TW,大銀微系統,78.6,-0.51,70,1.2
356	,4545.TW,銘鈺,32.9,-0.15,112,1.2
357	,2719.TW,燦星旅,52.2,2.35,42,1.2
358	,2455.TW,全新,99.1,3.99,7790,1.2
359	,2317.TW,鴻海,104,-0.48,18894,1.19
360	,3234.TW,光環,25.65,-0.77,2056,1.19
361	,2241.TW,艾姆勒,35.25,-0.56,103,1.19
362	,6457.TW,紘康,59.7,-1.49,188,1.19
363	,9946.TW,三發地產,14,2.94,1768,1.19
364	,2349.TW,錸德,9.33,0.43,1838,1.19
365	,6435.TW,大中,110.5,-0.45,175,1.18
366	,6128.TW,上福,34.5,-0.14,127,1.18
367	,5269.TW,祥碩,1240,-2.36,793,1.18
368	,8097.TW,常珵,48.8,0.83,853,1.18
369	,2743.TW,山富,62.5,1.3,1006,1.18
370	,8415.TW,大國鋼,36,-0.96,473,1.18
371	,3628.TW,盈正,51.3,1.99,580,1.17
372	,3684.TW,榮昌,67.6,-1.31,80,1.17
373	,3713.TW,新晶投控,30.4,5.92,377,1.17
374	,5227.TW,立凱-KY,70.5,5.38,1978,1.17
375	,4563.TW,百德,40.4,0.25,31,1.17
376	,5201.TW,凱衛,27.35,0.92,9,1.17
377	,6654.TW,天正國際,50,-0.79,16,1.17
378	,9926.TW,新海,51.7,0,22,1.17
379	,8087.TW,華鎂鑫,37.5,0.13,107,1.17
380	,5465.TW,富驊,41.65,-0.6,8296,1.17
381	,6122.TW,擎邦,34.6,2.98,6185,1.17
382	,1234.TW,黑松,36.15,-0.28,154,1.17
383	,5245.TW,智晶,52.8,0.57,162,1.17
384	,2596.TW,綠意,22.6,0.44,247,1.16
385	,3522.TW,御頂,15.2,9.75,812,1.16
386	,2426.TW,鼎元,19.5,1.04,913,1.16
387	,1565.TW,精華,259.5,0,91,1.16
388	,4536.TW,拓凱,213.5,0.23,801,1.16
389	,6109.TW,亞元,18.65,1.08,1959,1.16
390	,2705.TW,六福,18.1,1.4,1967,1.16
391	,3537.TW,堡達,37.85,-0.26,80,1.16
392	,3625.TW,西勝,14.4,0.7,244,1.16
393	,8454.TW,富邦媒,870,0,899,1.16
394	,6245.TW,立端,108,-0.46,3984,1.16
395	,6516.TW,勤崴國際,95.1,3.48,275,1.16
396	,8464.TW,億豐,331.5,-1.34,194,1.15
